feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X7c821085a5548386a8d91fe359fa3ff3	CASE_CONTROL	CASE_CONTROL	-0.0457734690156233	0.0129491065569492	170	169	0.000527208425653891	0.0102800821058359
X42604f7f8bfc866837a5370b4b667382	CASE_CONTROL	CASE_CONTROL	-0.0100582829753636	0.00287271967230565	170	76	0.00059308165995207	0.0102800821058359
b73c9d186b67a61bce0ba79c990aef39	CASE_CONTROL	CASE_CONTROL	-0.0214363640712735	0.00591449895791975	170	92	0.000383590641330056	0.0102800821058359
X969732ae717bf5a9282f4781499aadb4	CASE_CONTROL	CASE_CONTROL	-0.0416845734298266	0.0133892716956406	170	162	0.0021753516335375	0.0240455357237291
X2ddd18d49a8163e0fc79e28ea6273254	CASE_CONTROL	CASE_CONTROL	-0.0137421545464405	0.00444126409191437	170	90	0.00231207074266626	0.0240455357237291
cb3f42ad378ddeda014d895db355586b	CASE_CONTROL	CASE_CONTROL	-0.0152558296913996	0.00613363148995115	170	165	0.0138497488844727	0.120031156998764
X26de4690cd2c89c490c37a8d1418d67a	CASE_CONTROL	CASE_CONTROL	-0.010681510734228	0.00456731070360113	170	134	0.0205287848892204	0.152499544891351
X564e9f4d70915c0026898422d57b1431	CASE_CONTROL	CASE_CONTROL	-0.00856662261095183	0.00383336692757589	170	25	0.0267521705280776	0.173889108432504
a67690654fca1914946ee270222b7247	CASE_CONTROL	CASE_CONTROL	-0.00951653671564009	0.00435641934044124	170	141	0.0303119725396256	0.175135841340059
X92fb114641e27921122496428e2ef0dd	CASE_CONTROL	CASE_CONTROL	0.00289046009049241	0.00143961681456109	170	18	0.0462673891213394	0.218718566755423
f55e6f0203460ecfb665c9dbc579b714	CASE_CONTROL	CASE_CONTROL	-0.0101056516251859	0.00501263426818369	170	115	0.0453895936077479	0.218718566755423
c5bd025300b4ef0c652dd11cef56ac29	CASE_CONTROL	CASE_CONTROL	-0.0099187407946134	0.00509337355138753	170	84	0.0531561889563806	0.230343485477649
X3a4c1eb8dbc9f93fbbfbd8702754c0df	CASE_CONTROL	CASE_CONTROL	-0.0063306087455955	0.00340536017811138	170	82	0.0647743880670385	0.240590584249
X321b7763c5946d79f50284281735d5b0	CASE_CONTROL	CASE_CONTROL	-0.00488162127721082	0.0026062702944634	170	56	0.0628014903805709	0.240590584249
bc6f21affc11d8c4a5d6454f728e4add	CASE_CONTROL	CASE_CONTROL	-0.00399115656771963	0.00219543100830128	170	25	0.0708550550578075	0.245630857533733
X5b239eddc0c4c102c7f721bae475cf22	CASE_CONTROL	CASE_CONTROL	-0.0136718291574137	0.00821250679872705	170	149	0.0978251137012107	0.267731890129629
X95251fbafeb9956f566a3da93d145d63	CASE_CONTROL	CASE_CONTROL	-0.00870330855499017	0.00506902041311628	170	159	0.0878292871337778	0.267731890129629
X304a3df568087b761af6bca76a3816aa	CASE_CONTROL	CASE_CONTROL	-0.00258216655003497	0.00150556093397231	170	22	0.0881732622108884	0.267731890129629
e1a9800482df461df81429b3b8f859a1	CASE_CONTROL	CASE_CONTROL	-0.0054669307483405	0.00326322864095233	170	88	0.095733032169312	0.267731890129629
X3fae853851bfe19cdb50e15749f373b6	CASE_CONTROL	CASE_CONTROL	0.0346188352362297	0.0221543080525864	170	170	0.120023003291837	0.312059808558777
X20f887a0f58476d52027e0798805c1d2	CASE_CONTROL	CASE_CONTROL	-0.00667925722806335	0.00466855163275544	170	71	0.154376024394615	0.37662086849426
X820d3c5095323f85949bc959fd15d1b7	CASE_CONTROL	CASE_CONTROL	0.00472362867029652	0.00339422969119397	170	114	0.165863896447412	0.37662086849426
X95c08da59378a0eb674c2b7dab943428	CASE_CONTROL	CASE_CONTROL	-0.00581800898353042	0.00425975696221749	170	143	0.17382501622812	0.37662086849426
X5c4a1032c65d0d99d6d6bee379b63a2c	CASE_CONTROL	CASE_CONTROL	-0.00662009110293398	0.00479300131672234	170	75	0.169051988906106	0.37662086849426
X51c79d7c5c2260b32f6ad5b82272898e	CASE_CONTROL	CASE_CONTROL	-0.00238296640638198	0.00184047364883545	170	19	0.197180672720789	0.409180909061636
f2d099ef5556f02539ded15181a3d994	CASE_CONTROL	CASE_CONTROL	-0.0112112162249487	0.0088032840408546	170	166	0.204590454530818	0.409180909061636
X5431c93e93b57f0b74748eb702ea1e72	CASE_CONTROL	CASE_CONTROL	-0.0106812723082544	0.00856216439466066	170	165	0.213951549936078	0.412054836913928
X6a49b0df18b1abfe220ecc00d5cbf296	CASE_CONTROL	CASE_CONTROL	-0.00469191084725221	0.00407221874007512	170	128	0.250885847329462	0.465930859326144
X6960eba3db7d4d863d042ab497d7481a	CASE_CONTROL	CASE_CONTROL	-0.004309867187477	0.00390116915355558	170	73	0.270842028333935	0.485647774943607
X1c6bf8efe709f63c28e0225da6870395	CASE_CONTROL	CASE_CONTROL	0.0184359490708804	0.0171158333096391	170	170	0.282967200071075	0.490476480123196
X7e464b9b7f9ca86103a675a09263efec	CASE_CONTROL	CASE_CONTROL	-0.00365025778760036	0.00347292084131173	170	141	0.294739284683213	0.494401380758939
