Eigvals	3
81.84754124472839	48.040068837787935	29.91463522913348

Proportion explained	3
0.6765488481243468	0.233074695846079	0.09037645602957425

Species	73	3
250a576e3788b3f444938c7b08afb2e3	-0.307735054594544	0.00790611307481414	-0.10500027494151315
ed32eeb458a2b9bdee12e2db96fcb98b	-0.08990407748180407	0.03926436709926163	0.1462140935688303
bc6f21affc11d8c4a5d6454f728e4add	0.036525492146051955	-0.12571154371769072	0.10538652023034611
n3	-0.3010668884217306	0.004479992467503524	-0.030991935608991023
41f01f3e3cbf6beb908ae1ebb553208e	-0.008602784599401257	-0.12995567312455947	0.09514973466634787
n5	-0.30010966696829605	0.00993413822508563	-0.05000231273921546
0f898170dbe4592000abdcde0dd2ba2e	-0.15016366280562238	0.057660894313956684	-0.08036516362042995
ca39c1dfb5e738c293917a0ab7391c33	0.013116092874415858	-0.11672087727136818	0.05471183544556443
645dd8b575c7e7c0952933bbe90b4bb9	0.009433726137215352	-0.14101577561857906	0.07652193708823829
n9	-0.1569827924508396	0.06278000969537537	-0.09808366503081771
n10	-0.15604200683880834	0.035845402468008596	0.017540382150635192
7d669e880492b330a9c9c649f65c2ba6	0.04392172202475171	-0.08934955776586379	0.12182581694290866
n12	-0.29690168999367933	-0.0019286978211026096	-0.011123500146332538
n13	-0.1559019328037595	0.032659842849937386	0.03209100374112844
n14	-0.21508159062715623	0.035404947098643204	-0.11022257757550048
494975433cf1f940b003816db0232f8b	0.027595768297899635	-0.08363951322496674	0.036807681250520946
7e464b9b7f9ca86103a675a09263efec	0.039296184084748664	-0.006063876591335494	0.06281361548060424
n17	-0.2166577632700241	0.020976347301892094	-0.07161491626742605
632a77028290d1ecbd9bfe2958610b8c	0.10536467093904826	0.037589143411887065	-0.23646773053439354
51c79d7c5c2260b32f6ad5b82272898e	0.03071070718235882	-0.059525776485938084	0.1385518477053207
20f887a0f58476d52027e0798805c1d2	0.024554120538671235	-0.08827136753954518	0.10194002219264295
969732ae717bf5a9282f4781499aadb4	-0.2004182627704853	-0.0011662666542213533	-0.010610662536810115
n22	0.1030931786430995	0.019957703711956466	-0.15669771221080067
n23	-0.18330937568958314	0.001527967584906106	0.020234660427186822
n24	0.06308084796796645	0.018938912275208386	-0.10954093739842673
81b95cf5e2e0e3f7579b7dfa4b2ebed0	-0.13911338512108123	0.023883019665299245	-0.0002533119787560337
95251fbafeb9956f566a3da93d145d63	0.04398242225571821	0.04285828002415591	0.14496414212241363
cb3f42ad378ddeda014d895db355586b	0.08519262123887135	0.08456263090514762	0.05688485884570377
820d3c5095323f85949bc959fd15d1b7	0.015803070887202307	-0.4282198247728735	-0.16918896328733482
92fb114641e27921122496428e2ef0dd	0.03498165662396391	-0.1869596534322993	0.07343291528020787
n30	0.07876764276660386	0.07051973298846534	0.1719187475184436
n31	0.03649376175366984	-0.6754019839165919	-0.21887645204876233
c5bd025300b4ef0c652dd11cef56ac29	0.018517596181210173	0.011332863350437778	0.07672503425177599
n33	0.074126732540891	0.10928410768520365	-0.00578476280626817
5431c93e93b57f0b74748eb702ea1e72	0.09214861538165398	0.01983464787091897	-0.0027821050525676932
7c821085a5548386a8d91fe359fa3ff3	-0.10114334443766464	0.031810562072186965	-0.047402942844817296
386a607b118090dd71bfc8b4b4081447	0.001954125713163519	0.06109198597808323	0.2789047182955377
afce1dc2c06acb90ad5d3da0fffbcd02	0.13539023228871924	-0.15364140968176643	0.12823205970253956
n38	-0.0020729937970223686	0.08145042227092397	0.19382019578966583
1c6bf8efe709f63c28e0225da6870395	0.05783690076859482	0.12356407597926972	-0.0950213593235347
n40	0.051290239404397774	0.10989748403869071	-0.018744391196369524
f2d099ef5556f02539ded15181a3d994	-0.04241658721625192	0.0868322432819891	0.11597477552367642
564e9f4d70915c0026898422d57b1431	0.05030919389798826	-0.040605480131868855	0.10982757537018542
n43	0.04505019006746157	0.09779356875706964	0.0380009349582668
3a8a7409bdc33da14a01ec3e3313b9a7	0.01333428638210185	-0.10040757225819662	0.12245035618921181
n45	0.046904240915926154	0.11319986891490079	-0.0326217051257291
2ddd18d49a8163e0fc79e28ea6273254	0.020526581501069733	-0.09529082425953486	0.06468859811472318
e1a9800482df461df81429b3b8f859a1	0.029824185887627738	-0.013891776489781512	0.07530688170791495
6545176af2fa076f03140433793c0d00	0.09933990913740973	-0.02313252075001081	0.06498259419254683
3fae853851bfe19cdb50e15749f373b6	0.12334459215050572	0.06669798013782964	-0.16289927131843973
b73c9d186b67a61bce0ba79c990aef39	0.01632498915438727	0.024710064642677332	0.028038526466411744
n51	0.12498996797556516	0.08054376923854563	-0.2230713797153671
5c4a1032c65d0d99d6d6bee379b63a2c	0.07582344705658832	0.019173938870169938	0.06285800758333335
n53	0.11948890294927747	0.053521049105054855	-0.09778131916932613
c38ee4acf990375c9b9df651cf77bf7c	0.15291297963724587	0.023850920045360043	0.07546460506693226
n55	0.11993367533037033	0.06579112265176197	-0.15111864323943416
n56	0.010912952134917395	-0.014848236227889845	0.15115888404750677
n57	0.12026651430422808	0.06256654153092289	-0.13718309736956516
304a3df568087b761af6bca76a3816aa	0.1070909519870825	-0.027412956216191463	0.18156254675513975
n59	0.11811757798387752	0.05387091804090515	-0.095407738798648
n60	0.0471607021033576	0.11526659551245998	-0.041921989141003986
n61	0.1150998387283525	0.03215840281152657	0.0023008775222147894
n62	-0.028071639151401307	0.03782817244168058	-0.10244369278637194
n63	0.09225877156308114	0.08198659467058991	-0.10439565910230642
n64	0.06266331260226353	0.0533976982042285	0.23013284258539815
n65	0.08185898002785379	0.08567635749411129	-0.14302519587200707
n66	0.056292902511281995	0.05053059220510244	-0.2506877269482769
n67	0.07921497699898643	0.06795032218334245	-0.054877339250160015
n68	-0.21387418495180385	-0.0014685314162640915	0.07077905245966941
n69	0.0750788428892497	0.06679705529798645	-0.13761173712372968
n70	0.02936927440329444	0.061761353830485644	-0.15958024577918128
a99fb503372ef5103fa41e0c743bbad2	0.007030561519403685	0.03489515172528025	0.016220223456552173
n72	0.0018682535493163156	0.012813819367239545	-0.02101668680763196

Site	320	3
100062535	-0.006164229267068942	-0.1098620251753176	-0.01682110308167998
100343135	0.06800448547148791	0.08657328724138223	-0.12236967745969296
101249635	0.11700745932250052	0.01102871059958009	0.004038323188852161
101670535	0.03225027371159191	0.08073817207618587	-0.08019464399553292
101783232	-0.030137584857981646	-0.13188806875286208	0.0809309972145067
102497135	0.1137391310148716	-0.06822857109883686	-0.0455937193222494
102510535	-0.08047325238002771	-0.022012481123401616	0.08399535608223055
100306735	-0.021569101298301672	-0.015517060059307383	-0.005959698530228692
101019535	0.02082097082417067	-0.008827521603229763	0.000903247140019138
101672435	0.05322638062561024	-0.09053778801946588	-0.0424816562290818
101890235	-0.05572215077992841	-0.0008017681528960964	0.020427371935179482
101899235	-0.07354708014224555	0.0291640416407589	0.051323347394276055
101938235	0.024783726514465577	0.053274566065904985	-0.04949588146566995
101947835	-0.04546844763213652	0.00224295826382178	0.02631181530296738
102341635	0.03048609068530125	0.010818614179221874	-0.02097402518812562
100166235-2	0.06647714669242617	0.10373362365988925	0.03028999737193768
100477535-2	0.12453833280472609	-0.05882222707417141	-0.02419129038533118
100835235-2	-0.015570829841705696	0.01722129996631486	0.07720280819259093
101233635-2	0.13887323238252736	0.025186372821233854	0.1470986861373132
101296535-2	-0.0012626798726565406	0.02370093657651551	0.05239853725451023
102193835-2	0.027823034600043955	0.0966433026770345	0.0014809435325697888
102196135-2	0.00022255738812602846	0.04596446927534015	0.040531922656936094
102401635-2	0.010217690571621854	-0.0050574167897924575	0.00922329275290985
100046235	-0.026018688987646123	-0.07611318228987782	-0.08668325511751643
100063035	0.044645132417852264	0.02162606495397866	-0.04870676486559678
100076135	0.030338086755053992	0.08166360024961852	-0.038759717272678414
100090035	-0.007388824452211515	-0.0846761380232959	-0.08448780851816629
100090235	0.08146561992796549	0.045849936257517654	0.10397360150600662
100099635	-0.02114416518958625	0.006918162933204987	0.01740134520086798
100182835	-0.003967109421565497	-0.007498581242767099	0.03179002350050912
100194535	0.026943053030738944	0.04963732990140916	0.029527828713055454
100243935	-0.05305869876126612	-0.0640317558338318	0.09418135648462195
100254335	-0.06054643035999213	0.03454908679017654	0.009697460541317041
100291735	0.023158724699230825	0.01105288206313302	-0.06472553102886486
