Eigvals	3
81.84754124472839	48.040068837787935	29.91463522913348

Proportion explained	3
0.6765488481243468	0.233074695846079	0.09037645602957425

Species	73	3
100492135	-0.06525769947804833	-0.020603195695212434	-0.009082202001927692
100515135	-0.06613282284260445	0.006278504990440362	-0.02607933869359721
100604235	0.02463925719957039	0.06265012981194407	-0.09026904036976713
100604635	-0.0423773990485227	0.02548135172148863	-0.041960293788541506
100609535	-0.06528619653312957	-0.13021135154493677	-0.017424126223184254
100610835	-0.02863805615860328	-0.11801247161382161	0.08398147249457469
100681935	0.02971572138054352	0.03238211449991957	-0.014337183480708834
100685035	0.0690168388610066	-0.07304271662058773	-0.07656129670998882
100749835	-0.029088832490541856	0.005992069980587718	-0.03602864542281323
100837235	0.015659910480572643	0.006116878875458857	-0.013394625821570683
101334035	-0.010035037175204688	0.0384794876750274	0.028536835009998023
101357635	-0.03749239977272169	0.023841295007787464	-0.06501004795760444
101558635	0.021771360640734906	-0.014623915293320553	0.021146151558194236
101593235	-0.09234010331800022	0.00976506058833736	0.10609266957732902
101594035	-0.06631011902062688	0.0024591930562077938	-0.0418805285398671
101643835	0.06186780523033351	0.06385883296289073	-0.012902315628858145
101905035	0.16335683620623925	-0.09689935220798865	0.20669379200947074
101986035	-0.06497662172132876	0.031306821975296585	-0.04097243886315994
102030035	0.04899822641992238	-0.10802680165939986	-0.03560195620422331
102140135	-0.0988167539413194	-0.020651697350150884	-0.012253893207503017
102166535	-0.04335661654435628	0.008766420731728414	0.07299436639717923
102177635	-0.013138229273464724	-0.00017870669645027315	0.06763065468581363
102190035	-0.022026619145747627	0.0050430891170581	-0.07871404798150174
102233135	-0.050031568219608503	-0.0003022100435433033	0.026513523704742047
102253535	0.0035093182264295127	-0.08053276867602802	-0.11615840911463711
102497835	0.0032330971859591785	-0.006881711328101347	0.012031554619599991
102524135	-0.008779578271418545	0.021502098536944556	-0.025862380334759644
102536035	-0.005410898140511602	0.0373654687764574	0.05361711012318484
102566235	0.0892946540176693	0.024453650763247847	-0.030185402738683927
102615535	-0.0531018487791166	-0.08505550026016286	-0.11619665584145633
100002935	-0.04125769817044969	0.019272792796930657	0.01669660701499544
100003935	0.009055059281859642	0.060254892143338075	-0.023738229858724872
100016535	0.013249735431813136	-0.012431035283237567	0.028024651317573722
100046635	-0.03600656101630255	0.032711969960364184	0.05070808684523709
100068635	-0.04477374115485055	0.054693844066633884	-0.05884440882645932
100074735	-0.03033555133470682	-0.0017743792130915908	0.037842256615382895
100083435	-0.04584661359038308	0.024728031804409953	-0.051831789021062086
100341835	-0.012736012374036518	-0.03940393431355487	0.15049691330005782
100344835	0.03891815300254815	0.012230819022803822	0.029780806222136327
100396135	-0.0354332474947817	0.04641356285271943	-0.06986719162051407
100431135	0.004214218103424913	0.03787359607890664	0.033938336805263335
100432235	-0.03615800722146019	0.062181387097853924	0.016312174424741414
100476535	-0.08400157564021725	0.0653521403671448	-0.017092234837375767
100570035	-0.0023260388255909913	0.0682882735078681	-0.03166607961832968
100582435	0.003907950407071551	0.03816035803550505	-0.07686761564693417
100589235	0.0623433366892216	0.022256832641180387	-0.05939800143170104
100597835	0.11841898339272933	-0.08960477523794419	-0.06170880302859902
100598035	0.06997034321343219	0.0623475868744847	0.051451877677116654
100638935	0.08408115620012244	-0.026325218989481494	0.06873736278611549
100766835	0.0005804511179954906	0.051328319781012204	-0.015461171747776893
100797835	0.0472863743743937	0.04796805274718611	0.0027035786892011145
100804035	0.011727637106718137	0.05592294830431494	0.0432979720779878
100831735	-0.021409010570621168	-0.09054522924352706	0.1167510307659115
100887835	0.03900064254732701	0.015858876717457858	-0.07053695423979474
100995935	-0.0911895946003512	-0.10976141537573425	-0.03592007419879033
101020535	-0.01077220503904912	0.026319085643686957	0.02553088432748773
101023935	-0.014260846273676658	0.007659926998855591	-0.0509564802011046
101038735	0.024577309719841248	0.038658905672848874	-0.025175388184246326
101096535	0.03726191540248422	-0.06772911429809082	-0.11218521816755384
101119235	-0.03793669824457217	0.039396072024451986	-0.0016214808828249345
101159335	0.03150361479062041	0.050218267481549464	-0.0510946534944976
101242635	-0.021348504406642353	0.04291000002926286	-0.04870531750373985
101304735	0.0814609392158636	0.048787248601067375	-0.0075912909477186
101576835	-0.05396964149158607	0.019881996692579947	0.031427998387432717
101637635	-0.04132926430938417	0.008849850220397098	-0.06086830235093242
101867135	0.05966449067240536	0.026968257128859932	-0.00733550884236723
101907035	-0.08043584585807746	0.0216944891671218	0.01488238317178307
102208735	-0.030470465917350958	-0.010094874713803183	0.06399551822903608
100053635	0.03605756996717231	-0.05537408676262244	-0.07710709123524356
100055235	0.005328771521010149	0.06486337399629127	-0.005764140713561204
100124135	-0.06580491449784985	-0.002695072041727295	0.0804737604444705
100128835	-0.06804144601066323	0.025222813199131278	-0.039781708184983916
100138335	-0.006322994088801851	0.001793622035697712	0.032577462788517
100228235	0.06591302102282451	0.04850013714685011	-0.024341007995487423
100236935	-0.008430461017225577	0.06479721921064777	0.022485168983285547
100386035	0.05332553824484829	0.01990184834745808	0.004180178263237038
100528735	-0.0337050565593936	0.02290091004317548	0.03401319088853472
100637835	-0.028534908817016636	-0.040493378681408586	0.13042985546455327
100638035	0.04171120235451534	0.09233529648060354	0.050403523533213604
100712235	0.041123673056552124	-0.11813282282038745	0.0918584381915688
100713435	-0.05286560138356524	0.018404776528642187	0.001783493188209858
100735535	-0.047361963784686975	0.02271287045770506	-0.0068031588204599015
101234735	0.008177994038097087	0.02340485242767945	0.027615510407767538
101391135	0.05519406444885593	-0.04226362071631935	-0.1203554000342502
101399135	-0.06684619919877138	0.03940615606310642	0.01607220424712725
101402335	-0.07113016494795354	0.0087614564847351	0.05906881199698309
101692735	0.023211363526277763	0.030660065239310214	-0.005084632740380424
101779732	0.04194873855438173	-0.07704010217271132	-0.05607096464721455
101920335	0.010132600099104968	-0.01853552038517195	0.04706515932270599
101974135	-0.04920152978185095	0.006601081733625565	0.08591949157531013
101977935	-0.044964699370947735	0.04667639225535721	-0.03219466325909283
102010035	-0.028224952783467403	0.03986862356935206	-0.00972801710270212
102027535	0.00780548168164801	0.06568151602695638	-0.042453484161528235
102063535	0.06890390054425181	0.06107190303754546	-0.07584816467423261
102081235	-0.044593656220985024	0.02335398432387013	0.08523163404087698
102082235	-0.05186516534346128	0.05569510907981865	0.042351985871040235
102125035	0.11867614317673651	0.002463690457888639	0.02339855224715791
102209535	0.002039732476063371	0.04577273257404571	0.01493084443920115
102271835	-0.07599560280937481	-0.057326298618642274	0.08807954466271566
102272535	-0.0053120479860397675	0.059603451038854845	-0.012355884465272318
102273235	-0.057237599772120826	-0.08703575547829875	-0.022269615280892475
102287135	0.012255300195406682	0.09953381166435124	-0.0069937902150293725
102291735	-0.05972399162992957	0.043966300859643495	0.043135851599593086
102292535	-0.04990928772683135	0.017605065473093182	-0.018765644422415337
102334735	0.06702291785553229	-0.01795664493968376	0.09312158041780108
102336435	0.06794025484464403	-0.11926231968664089	0.09583619312211925
102404235	0.22116696760926371	-0.04248509882424835	0.018900459076648748
102551035	-0.05270124179910688	0.03541504561780633	-0.04125938232629889
100008335	-0.09446236585361775	0.05291231248187614	-0.05114237624035246
100022335	-0.04438965225446609	0.02748234740266342	0.0034998669088099343
100058435	-0.0033173252516448953	0.009692292961210134	0.004657622893229833
100059035	-0.013162584174496674	-0.014080651271771924	-0.02454308929244956
100064135	-0.017220559752185886	-0.12324721408929043	-0.0294278819452247
100070435	0.12120134202854078	-0.005674294286702398	0.03123987350153833
100127235	0.08011264353192347	0.06610002844789817	-0.08760892557558662
100220235	0.017839310525555742	0.06300168384721129	0.027762793890511183
100220835	-0.03179169305162512	0.05163959986758581	-0.08463994965318797
100234435	0.06410193030613726	-0.11946386296921428	-0.03959340927231947
100468035	-0.0691617405780607	0.026340500476953178	-0.04694459882029231
100578435	0.08114740552919505	-0.06051192279367813	-0.06490335392271547
100579935	0.06560798217563038	0.008375768909562467	-0.03896140016452562
100792935	-0.09483281252787477	-0.11305285196229628	-0.019148014005781734
101286435	0.10657108184928181	-0.006910208854272357	0.060328477522556934
102389135	-0.06689344543895763	-0.13259096443903468	-0.002302832495472043
102499235	0.0412756042044542	0.06341163398199443	-0.06084926491009028
102588735	0.01617232499490731	-0.025189348812717307	-0.004620201091590635
102268735	0.046748765025443506	0.059814002352078066	-0.11636763197341914
102161735	0.022103879233860788	-0.0013186081049844792	-0.008847227213185746
101997735	0.10381867438254902	0.09012923947862773	-0.04686785830184366
102119135	0.07827983969989002	-0.09622566114666761	-0.048233611898460454
101581135	-0.022676953137933636	-0.012809498047530777	-0.058950350967311556
102226935	-0.000783384362867913	0.014351704490075699	-0.028568708184524234
101008735	0.09186455271809219	-0.006996593644058503	0.1831426204015717
100886035-2	-0.018964653316629825	-0.009355934075837914	0.04871345165558422
101998235	0.003242523105147666	-0.08347973620385604	-0.054680465035895756
100102535	-0.018627501022878912	0.01815402569820621	0.003817091196843576
100220135	0.027976546285743593	-0.06902902576682109	0.05573665030061686
101506535	-0.03897974355153423	0.0498117466281654	-0.02113299024050698
100153535	0.04298474716699645	0.10010143943120661	-0.0036135618492936852
100060235	-0.00048496056414779705	-0.0869946841382814	-0.06133304067633642
102148235	0.0015159317955669017	-0.0806008727416809	-0.08984100983604242
102560335	-0.019184615816926907	-0.0851706637720202	-0.07821304978046645
100230735-2	0.05475059894456177	0.03493731787245956	0.0875415231456801
102394535	-0.009220748352382636	0.05206722525295067	0.04568558856335365
102151035-2	0.081978135682477	0.017515994739183686	0.04747358236325395
101564635	-0.04515463720558173	-0.08730960339690333	-0.06255133916475783
101645235	0.009713507308236047	-0.09101857293446136	-0.06860250955360511
101882235	-0.0047320873974803805	0.0023522944486878226	0.04535155739529515
100733235	0.03394506023658086	0.07450888483676976	-0.06734464792730756
100706535-2	0.02871502720552784	0.023029670166342744	0.1493816120289715
100607035	-0.061343117905614655	-0.016424042628680503	0.030952670823316465
100115135	0.008463443245893784	0.011351978559028378	-0.02635807187941182
100303935	-0.026365533454117858	0.00609616079979715	0.06443427713987562
102343635	-0.036206329386196896	0.011693609056697554	0.012489663148639182
100164635	0.01331693630688387	-0.07863480573216262	-0.0642118882923285
102157635	-0.11418652757404354	0.023840698662469306	-0.0016668259386538077
100163935	0.03957600862279565	-0.06616839118027618	0.011704906508919949
101561635-2	-0.013455316627277522	-0.01616606983680316	0.07233272200275448
101887635	0.0950969327185957	-0.01201382930701795	0.08783571640548775
102026535	-0.027032069558993434	-0.010069426543544771	0.01143997591231952
100994135	-0.06529106743472922	-0.05330213828164635	0.051452181557888374
101166435	0.09259225388006052	0.05678726051803176	0.03749725988703917
102181435	-0.04567452634401881	-0.026597927638288592	-0.0067961142122596255
101972835	-0.024214414919598283	-0.040979923531685856	0.052821975080053984
102155335-2	-0.020602237106012913	0.03402618231209388	0.044076787549839576
101024835	-0.0518905314241343	-0.01412668014358703	0.07994774955193754
100364935	-0.01380501222153101	0.04802456953186759	0.028436435804392937
102223635	-0.0055622949791721416	0.06524534038683948	0.010656003892673294
100367935	0.018833125006971436	0.08616258473456113	-0.03839274773894592
100524035	-0.010942436800661592	0.002315734544445811	-0.004711076121499371
100272235	-0.037293710960406914	0.034836618367197265	-0.007244523743286734
102249935	-0.059186081941043946	0.011542249667673539	0.04117012187029369
100030035	-0.05148055451753454	-0.09117080196574573	-0.11055947936302117
100299535	-0.041176489679682925	0.03888562044661396	0.05943848379022056
100118535	-0.008929447536584086	-0.10376409106589053	0.065454468982855
100723535	-0.04846205072839854	0.015481204616727012	-0.03186308118309311
100572435	-0.0368387221144322	-0.0009674571965496966	-0.008384483918094232
101884435-2	0.033614967257829365	0.08553625064690407	0.024870523055398358
101981335	-0.010345715740534493	0.00657282960653068	-0.04159336754911276
100883835	-0.0296631863870051	0.07363029956880605	-0.055402165652087054
101914535	0.02778316813783972	-0.02346922181269177	0.028012970836364694
100713735	-0.026354603180005626	0.02662853774934464	0.029370680709837785
101901035	0.10437739988148347	0.0024086622152651	0.017231975283313463
100017835	-0.028158497374777047	0.0075583312909976615	-0.03458276287186097
102302935	0.011774080058271252	-0.13838869350024335	-0.0008902387279639892
100391335	-0.08525403307059845	0.043566305306044925	0.055570788598085084
100335635	0.037392116679413744	0.016482737387470383	-0.002286054457430786
100691935	0.025708106302548956	0.006583943754694581	-0.03535085132526187
101913135	-0.03845039584577927	-0.024894683458808464	0.010730533733713406
100802435	0.041585978623720564	0.03195689000258747	-0.0303506004164616
100336235	-0.016503349275204866	0.025154173974053163	0.04448800457559036
101517835	-0.020642740393761523	-0.00429067605667946	0.10116142473460635
100242635	0.13020983666682662	0.06513517536760179	-0.03341072161573666
101904035	0.0028580680883451177	0.00016057781890999392	-0.007213565010898862
101986235	-0.030374415531149997	0.03423196057655912	0.051525562714638144
100139435	-0.02402964033950581	-0.003877588770800483	0.013968849592635557
100147535	-0.04465755363968141	0.015809763009050664	-0.034819524547803946
101121335	-0.04163487672911814	-0.14817961673065602	-0.028094115698713396
100602835	0.09955857700955734	-0.10107908049915257	-0.040548709510668114
100382135	-0.0951621707077106	-0.012766212024119936	0.007475553155671192
100565435	0.020900181680668376	0.04849506685704819	-0.062095588936701106
102066435	0.0032360540326803644	0.013329557866092315	0.05794137284232706
101402135-2	0.07585310083660352	0.006803727375240175	0.09257758675281266
101350435	-0.03810985203442213	-0.1224621318407539	-0.07642513734321954
100715135-2	0.02646903900937852	-0.08715717609722284	-0.11275114807633933
102010235	-0.013391273753654852	0.03470658656932955	0.024114426202547425
100146935	-0.021779986931418763	-0.018369792635836275	0.0351431069293481
100066235	-0.05226899936624124	0.022934363956031056	-0.04468616115678975
101564935	-0.04160562409914266	-0.11469950001552122	-0.033217410326445145
102125535-2	-0.051079190851188096	-0.08376779171534432	-0.01533226728057124
102097035	-0.002508437876491438	0.018703881154887955	0.02425480909155486
101536335	-0.013344252524582675	0.03828863861699621	-0.05042742009954623
100123435	-0.05249970931905465	0.04094458656871211	0.013029376187655732
100080835	-0.012450510681835378	-0.10209290049237661	0.011614955469309702
100467835	-0.0023125305749062855	-0.013681070413977064	0.11177079870343577
102366735	-0.026744091400506195	0.0295024636567509	-0.03796081352661308
101559335	-0.03274054248460525	0.00790387505997212	-0.025326355297549404
100146735	0.05381060024770936	-0.08906304610318257	-0.05890703373538759
101041235-2	0.10141081125744016	0.013776603771527915	0.03478055786740958
102281335	0.005099790497579693	0.00011816369255194734	0.03668757664725488
100182935	0.04369495385056723	0.0570644926093779	-0.0475384685876232
101513135	-0.07031146059646688	0.0024253989318805363	-0.017581090601471526
101262435	-0.027006947047084954	0.06416419249704494	-0.020289766504893718
101669135	0.045645492090492956	-0.05177427523206561	-0.09742080065348853
100117235	-0.09312188289592248	0.05916006845472678	0.00660850180219783
100076935	-0.06409631115294875	-0.014396933675366336	-0.11043246226884282
100496735	-0.019353606949806045	-0.10796468067897057	0.03038106892248431
102042935	-0.049405413956980324	0.0023947788314089826	-0.009992507998688787
100186835-2	-0.051101171797564855	0.012805328010314388	0.08113947371812262
100113735	-0.04240782329180462	0.004505447445168023	-0.037494685123471296
102238935	-0.028914330183270817	0.022937759405302703	0.04931370295430765
101987635	0.037710052059412	0.08425691176669513	-0.06041461051241845
102089235	-0.04147815683915345	-0.0695849810621243	-0.06774540757969036
100072435	-0.06685929121769915	0.007628264722735297	-0.011414421149077758
101025735	-0.04999572028427802	-0.0007408503299674877	-0.02125717456343234
100744235	-0.007087171872839935	-0.09321843969573597	0.009038481855333794
102137335	0.028638581337614055	0.04311847652236797	0.03595163539984579
100854535	0.024463851848387473	0.006704872261640335	-0.06929608393059372
100092535	-0.006520745129073674	0.015409487240947789	0.023070282513399498
101354835	-0.020692883337774717	0.023118034979128347	-0.02873685457724892
101989335	0.11979920519020411	-0.019594268302762476	0.08464761419585826
102149035	0.0337223712050345	0.039262262707275994	-0.04595878585427855
101237535	-0.04178639936891996	-0.0691185041621774	-0.012650484261729343
100147835	-0.09708773971831627	-0.01654171471513933	-0.00020910881155441347
100432735	0.10747873339699573	-0.09088361184051674	-0.02348334940062516
100494835	-0.0017640365833853748	0.05407128137665053	-0.07500025231482427
101558435	-0.07288515398869144	-0.07865246373345693	-0.04661272006787558
102033235	0.03457241282709302	0.016069502273966193	-0.047477243980204885
101505835	-0.00237959088033204	0.07338139745557232	-0.00036150091835308526
100260835	-0.0595514533564967	0.03330485164661456	0.07368296355328507
101281235	-0.09053917159612662	0.002873536163055865	0.04340674410993064
101883835	-0.03730344759931766	0.026693844235722176	0.010523748156274533
102208035	0.005900994184727955	0.05940872881986368	0.012284288704084954
100073835-2	0.05176001810603468	-0.0841930685704542	0.05830806307739347
102140635	-0.017976724335301522	0.017172439059501426	0.05215913869709641
101635835	0.07399386917177182	0.012134089603810438	0.014433106304540595
102192035	0.010287772162121483	0.017913780693845083	0.025367900420954912
101043135	-0.02080668995877858	-0.029850527895954895	0.045576060393810305
101012535	0.022543475851784428	0.06263173165736387	-0.018380893633157574
101699835	-0.0318568316167459	0.007525380624438041	-0.020030127648889312
102273535	-0.031107952221887405	0.12958766361891882	-0.013377687108629063
100166135	-0.06114172292077976	0.02475854783014022	-0.030942385683761096
101949035	0.007121031224537	0.03950510978217711	-0.017186697555174366
100604935	0.06627786653738203	-0.08876644586685975	-0.06472294912972625
101399835-2	-0.014259094511416232	-0.01742785976084408	0.09795508622607912
100566335	-0.03254106075057096	-0.10502490402945514	-0.0897082697022758
100306835	0.0041735170433868565	0.050824850981059363	-0.024306456730615062
100245135	-0.07227633267521152	0.028009096271046065	0.03964600543935263
102066935	-0.06924211420814941	0.018946391015605794	0.0013405796527880985
100588735	0.06754644529172737	-0.0815451308175734	-0.05360080578603796
100079835	0.1415914392360644	-0.07344599126210843	-0.024102255115705375
100085435	-0.054934670649072946	-8.369229578809693e-05	0.04197108612765457
100756235	0.053763258507637926	0.06706708323420213	-0.004148037750472844
100974035-2	0.15606325621389044	-0.10550580189782584	0.1282388999616979
102213135	0.06609236332812522	0.0354182446036236	-0.0515548001274512
101043635	-0.08916428070870273	-0.007354015835940617	0.08413317943381432
101910435	0.004638081071710456	0.047789461561993714	0.002419440432034412
100023935	-0.06435665430066262	0.035520855882353784	-0.019245907114537004
101355135	-0.024283829909096753	0.054519683390061704	-0.04451404046083979
101170835	0.1867230615882175	0.05699949504981169	0.0010379594123666666
102015435	-0.035184105691846754	-0.13090764066312927	0.07746406282706923
102226135	-0.04784386002635576	-0.030032878501765524	0.03596616454669156
100306235	0.03647568324856734	0.04573401852210645	-0.011529129275409753
100048635	0.09350180695185749	0.04286593268781016	0.024768266006911233
100732135	-0.00931027047676435	-0.1064347987601661	-0.022392005146816725
100569235	0.022780219040193485	0.01374807136242245	-0.0763399964275354

Biplot	0	0

Site constraints	0	0
