feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X6960eba3db7d4d863d042ab497d7481a	A_SMK_CIG_CUR_FREQ	A_SMK_CIG_CUR_FREQ	0.0423886446094712	0.0100257956732113	26	10	0.000843460550448282	0.436069104581762
b5c3abd1c966bb0457d8dfe34c35b160	PM_WAIST_AVG	PM_WAIST_AVG	-0.00885838603830173	0.00268416897325873	26	15	0.00525983472302904	0.543866910361203
b5c3abd1c966bb0457d8dfe34c35b160	PM_WAIST_HIP_RATIO	PM_WAIST_HIP_RATIO	0.962900995330013	0.283399031508189	26	15	0.00433278681965226	0.543866910361203
X20f887a0f58476d52027e0798805c1d2	A_SMK_CIG_CUR_FREQ	A_SMK_CIG_CUR_FREQ	0.0378536071481536	0.0103536890044323	26	8	0.00259356947185874	0.543866910361203
c5bd025300b4ef0c652dd11cef56ac29	A_SMK_CIG_CUR_FREQ	A_SMK_CIG_CUR_FREQ	0.047765816633312	0.0136737972475343	26	12	0.00358304371616452	0.543866910361203
X5b239eddc0c4c102c7f721bae475cf22	PM_WAIST_HIP_RATIO	PM_WAIST_HIP_RATIO	-1.03783106002872	0.323982654932729	26	21	0.00637785872186253	0.549558826533821
X250a576e3788b3f444938c7b08afb2e3	REFINED_GRAIN_SERVINGS_DAY_QTY	REFINED_GRAIN_SERVINGS_DAY_QTY	0.19263702032217	0.0642615164898764	26	24	0.00959507350776827	0.551183667057355
cb3f42ad378ddeda014d895db355586b	Crohn_case_control	Crohn_case_control	-0.0421671065232254	0.0137945089993857	26	25	0.00853379229369041	0.551183667057355
cb3f42ad378ddeda014d895db355586b	REFINED_GRAIN_SERVINGS_DAY_QTY	REFINED_GRAIN_SERVINGS_DAY_QTY	-0.0349103766880884	0.0113979614213466	26	25	0.00843180210671344	0.551183667057355
ed32eeb458a2b9bdee12e2db96fcb98b	PM_WAIST_HIP_RATIO	PM_WAIST_HIP_RATIO	1.3645171070519	0.481305186206428	26	18	0.0132347482570349	0.591012871355887
afce1dc2c06acb90ad5d3da0fffbcd02	Crohn_case_control	Crohn_case_control	0.0277217612181852	0.00980912418247043	26	12	0.0134693421638763	0.591012871355887
e1a9800482df461df81429b3b8f859a1	REFINED_GRAIN_SERVINGS_DAY_QTY	REFINED_GRAIN_SERVINGS_DAY_QTY	-0.0241406067691755	0.00857010741348364	26	14	0.0137179003022643	0.591012871355887
b5c3abd1c966bb0457d8dfe34c35b160	PM_BIOIMPED_WEIGHT	PM_BIOIMPED_WEIGHT	0.00569922979755349	0.00211491005220895	26	15	0.0174337300019607	0.655939032548196
afce1dc2c06acb90ad5d3da0fffbcd02	PM_WAIST_HIP_RATIO	PM_WAIST_HIP_RATIO	0.397492873817997	0.148028591564162	26	12	0.01776237225469	0.655939032548196
bc6f21affc11d8c4a5d6454f728e4add	A_SLE_LIGHT_EXP	A_SLE_LIGHT_EXP	-0.0138638685131521	0.00578717137234234	26	3	0.0311288672857878	0.672158691893792
X250a576e3788b3f444938c7b08afb2e3	Crohn_case_control	Crohn_case_control	0.18379796014565	0.0777732117844847	26	24	0.0331155478729767	0.672158691893792
X250a576e3788b3f444938c7b08afb2e3	PM_WAIST_HIP_RATIO	PM_WAIST_HIP_RATIO	2.77754333705891	1.17366839156267	26	24	0.0329080265599763	0.672158691893792
ed32eeb458a2b9bdee12e2db96fcb98b	A_SMK_CIG_CUR_FREQ	A_SMK_CIG_CUR_FREQ	-0.118291383131681	0.0510854759636233	26	18	0.0362636494156953	0.672158691893792
ed32eeb458a2b9bdee12e2db96fcb98b	NUT_VEG_DAY_QTY	NUT_VEG_DAY_QTY	0.0293702124239002	0.0114701100095354	26	18	0.0226474094672577	0.672158691893792
ca39c1dfb5e738c293917a0ab7391c33	PM_STANDING_HEIGHT_AVG	PM_STANDING_HEIGHT_AVG	0.00210558177568236	0.000813601453546291	26	5	0.0214737820367484	0.672158691893792
X5b239eddc0c4c102c7f721bae475cf22	PM_WAIST_AVG	PM_WAIST_AVG	0.00797487852159364	0.00306855032501864	26	21	0.021021982267074	0.672158691893792
X3a4c1eb8dbc9f93fbbfbd8702754c0df	PM_WAIST_AVG	PM_WAIST_AVG	-0.00242834843489168	0.000990966155046621	26	13	0.0280176326474251	0.672158691893792
X3a4c1eb8dbc9f93fbbfbd8702754c0df	PM_WAIST_HIP_RATIO	PM_WAIST_HIP_RATIO	0.249725966455134	0.104627857409682	26	13	0.0316586785535132	0.672158691893792
X969732ae717bf5a9282f4781499aadb4	REFINED_GRAIN_SERVINGS_DAY_QTY	REFINED_GRAIN_SERVINGS_DAY_QTY	0.0874413367522862	0.0388853316406165	26	26	0.0411548673255917	0.672158691893792
cb3f42ad378ddeda014d895db355586b	PM_WAIST_AVG	PM_WAIST_AVG	0.00442233161324642	0.00197166492855701	26	25	0.0416036327671206	0.672158691893792
afce1dc2c06acb90ad5d3da0fffbcd02	PM_WAIST_AVG	PM_WAIST_AVG	-0.00327087461686722	0.00140202932422594	26	12	0.0350838117577579	0.672158691893792
X1c6bf8efe709f63c28e0225da6870395	NUT_VEG_DAY_QTY	NUT_VEG_DAY_QTY	0.0349438035139958	0.0151721569500973	26	26	0.037127583632248	0.672158691893792
X2ddd18d49a8163e0fc79e28ea6273254	A_SMK_CIG_CUR_FREQ	A_SMK_CIG_CUR_FREQ	0.0416817874539718	0.0182906758298689	26	11	0.0388764556961349	0.672158691893792
X42604f7f8bfc866837a5370b4b667382	PM_BIOIMPED_FFM	PM_BIOIMPED_FFM	-0.0038572431289263	0.00156301945128952	26	10	0.027098212456345	0.672158691893792
c38ee4acf990375c9b9df651cf77bf7c	REFINED_GRAIN_SERVINGS_DAY_QTY	REFINED_GRAIN_SERVINGS_DAY_QTY	-0.0209602976107229	0.00898381250133368	26	19	0.035073067283534	0.672158691893792
X6545176af2fa076f03140433793c0d00	PM_WAIST_HIP_RATIO	PM_WAIST_HIP_RATIO	-0.784026618974735	0.349315555446197	26	23	0.0414844579327976	0.672158691893792
