"","kw.ep","kw.eBH","glm.ep","glm.eBH"
"7e464b9b7f9ca86103a675a09263efec",0.663689021656759,0.825820896103545,0.744308788993109,0.902907469542047
"41f01f3e3cbf6beb908ae1ebb553208e",0.360173644056508,0.595357216529463,0.405680256989563,0.684605782324475
"bc6f21affc11d8c4a5d6454f728e4add",0.613079937526996,0.782519425326037,0.585678233590627,0.812348829909861
"c2ba82ad21732bcd0ef11c61560cf91c",0.0261705434472623,0.171012857093528,0.0604622566768699,0.293873256795034
"250a576e3788b3f444938c7b08afb2e3",0.518840550832616,0.761296188041868,0.834155536292082,0.940050333053244
"eedb6e6a512baecd8df273d5495ca5c0",0.475873743318949,0.691452831773162,0.500603253435933,0.744130350143057
"ed32eeb458a2b9bdee12e2db96fcb98b",0.876776326470083,0.924007368257028,0.525171743300758,0.802329885842374
"645dd8b575c7e7c0952933bbe90b4bb9",0.42208135487793,0.636386309758142,0.41749403692396,0.677625499010181
"0f898170dbe4592000abdcde0dd2ba2e",0.153774327914549,0.444721685621649,0.0774489584266355,0.352204354266111
"b5c3abd1c966bb0457d8dfe34c35b160",0.681236880312558,0.831228102076644,0.695467485356134,0.87977660669617
"ca39c1dfb5e738c293917a0ab7391c33",0.107482173114742,0.326973538300569,0.123768993924225,0.37892354109668
"7d669e880492b330a9c9c649f65c2ba6",0.685403880908337,0.832309137455917,0.673329699683634,0.859949490979187
"494975433cf1f940b003816db0232f8b",0.270197640011201,0.493583895036875,0.321658609140585,0.585299144663838
"b67b924653e2ba692fd3ea7c8f75c2ee",0.474835395336011,0.679139973719209,0.458194650676328,0.712823959253525
"632a77028290d1ecbd9bfe2958610b8c",0.317593063977183,0.632890423348054,0.346919121805761,0.695402757866462
"5b239eddc0c4c102c7f721bae475cf22",0.557202612733098,0.777006898127103,0.539858946584511,0.810456011838356
"51c79d7c5c2260b32f6ad5b82272898e",0.243474755596364,0.469531599498831,0.300543015265003,0.552565285656257
"20f887a0f58476d52027e0798805c1d2",0.383721152962142,0.654100623543816,0.420887192292132,0.705784246061084
"3a4c1eb8dbc9f93fbbfbd8702754c0df",0.0993245646907986,0.33510531277395,0.30935060391198,0.612284003966584
"969732ae717bf5a9282f4781499aadb4",0.117191430601952,0.384549008189071,0.202822736532884,0.550692940369725
"81b95cf5e2e0e3f7579b7dfa4b2ebed0",0.671025941743543,0.826284070970235,0.717377699607098,0.893649451158974
"26de4690cd2c89c490c37a8d1418d67a",0.26245130718889,0.571921880154494,0.258219473565708,0.580909914048157
"c5bd025300b4ef0c652dd11cef56ac29",0.0114407025809015,0.102305815221391,0.0130289160668896,0.108233877463552
"95251fbafeb9956f566a3da93d145d63",0.431719813534229,0.710577144934624,0.790247538147338,0.91975090314205
"cb3f42ad378ddeda014d895db355586b",0.579565221877769,0.780034536101353,0.750681640954104,0.899189999007389
"1e2270e7a0c8c2e951edc6813b58451a",0.150843436383311,0.43609874424146,0.280557427527173,0.611090558983662
"820d3c5095323f85949bc959fd15d1b7",0.0114154910102329,0.103657127229443,0.0183263249851607,0.131898078556475
"92fb114641e27921122496428e2ef0dd",0.0923362334881402,0.24184395735819,0.0910343356930812,0.273644558187184
"5431c93e93b57f0b74748eb702ea1e72",0.53112160659031,0.764539245188768,0.655542168855848,0.866315370854847
"7c821085a5548386a8d91fe359fa3ff3",0.114475997162418,0.377068691980345,0.0535712602753496,0.291601500025698
"3a8a7409bdc33da14a01ec3e3313b9a7",0.208950860920593,0.425358886320179,0.27781268457174,0.524065626302124
"564e9f4d70915c0026898422d57b1431",0.566912360492569,0.756975098401162,0.501101093173235,0.755530752475766
"386a607b118090dd71bfc8b4b4081447",0.0661034109970685,0.279235188261729,0.35647607786036,0.70146574138888
"afce1dc2c06acb90ad5d3da0fffbcd02",0.407814451928999,0.672334670475101,0.430768053175869,0.718146666523731
"1c6bf8efe709f63c28e0225da6870395",0.0051729438619258,0.0732076077572785,0.00139640055499447,0.0313272395763982
"f2d099ef5556f02539ded15181a3d994",0.799913767138265,0.881004797533031,0.669279997562163,0.868031825300556
"304a3df568087b761af6bca76a3816aa",0.449545636848476,0.669752858258892,0.488979837923257,0.731594667371576
"2ddd18d49a8163e0fc79e28ea6273254",0.032703310765041,0.190570988585856,0.0854217004855562,0.335780167222268
"42604f7f8bfc866837a5370b4b667382",0.145153438981101,0.404079257030312,0.18521874308089,0.470768303504713
"de4edf45ab75f6490e1ada65b0e0306f",0.607457222616734,0.785203245967754,0.585885942776348,0.813491601466494
"e1a9800482df461df81429b3b8f859a1",0.594126079221214,0.787460154072472,0.532606129468971,0.782260738967432
"c38ee4acf990375c9b9df651cf77bf7c",0.507869629668236,0.746690062269596,0.500110930748779,0.767953519014196
"321b7763c5946d79f50284281735d5b0",0.392975824202774,0.652055281889794,0.453085869804508,0.717766314639151
"01491b7ad3b35c7e644dd24ae831bee2",0.79296989109821,0.888495049494723,0.659621392029733,0.856777214534732
"a67690654fca1914946ee270222b7247",0.768105677102669,0.875355966255856,0.595827344289808,0.830546711455328
"95c08da59378a0eb674c2b7dab943428",0.648477548130266,0.816838901569828,0.567646092915016,0.817934952922892
"6a49b0df18b1abfe220ecc00d5cbf296",0.753377865427807,0.864387109071655,0.748186310691867,0.904517982714618
"5c4a1032c65d0d99d6d6bee379b63a2c",0.226660456264584,0.509966842138311,0.287405085416733,0.588689656982553
"c4228a5878f56464e576996e95eefc5e",0.407182313252942,0.664052233823789,0.461940449336103,0.727148780435077
"f55e6f0203460ecfb665c9dbc579b714",0.338740450950568,0.641329367277777,0.333621697539415,0.646747473098311
"b73c9d186b67a61bce0ba79c990aef39",0.00213301863900979,0.0432394822870766,0.0154704576948774,0.11790840683215
"6960eba3db7d4d863d042ab497d7481a",0.490809824354598,0.733888643271403,0.691633315366736,0.870988077845389
"d2a7d567b64364c09cf4bea1e3f5aef5",0.347118386560027,0.573828642845519,0.357115636756743,0.623050592382194
"6545176af2fa076f03140433793c0d00",0.747092087211856,0.857558932696372,0.796767985223207,0.920643302110325
"ebc68f0a3a40711c1b0df994d93a6cac",0.21852625676344,0.432778504994484,0.245846481106312,0.503893984049931
"719ab97ff4cf3c7b809b054134f4dc70",0.343592521884011,0.655407757892888,0.827921314040671,0.93615466359215
"3fae853851bfe19cdb50e15749f373b6",0.00100801431457503,0.0356658553268071,0.00144538675293996,0.0313272395763982
"a99fb503372ef5103fa41e0c743bbad2",0.0301462056106897,0.183908314532022,0.199138459275633,0.510611132501953
