"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","UC_case_control.Est","UC_case_control.SE","UC_case_control.t.val","UC_case_control.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","Intercept..pval.holm","UC_case_control.pval.holm","F1_SDC_AGE_CALC.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","UC_case_control.rab.all","UC_case_control.rab.win.0","UC_case_control.rab.win.1","UC_case_control.diff.btw","UC_case_control.diff.win","UC_case_control.effect","UC_case_control.overlap"
"7e464b9b7f9ca86103a675a09263efec",-32.4506433896045,16.9660326749127,-1.90873854840305,0.0841732227245374,2.04621449944489,0.802304981381819,2.54365185756053,0.0244021964772623,-0.0771736191999164,0.0627627937557846,-1.20070814519087,0.272373371947591,0.13119323551839,0.122193761299405,1.07719858160764,0.316586248247008,-0.219685544514869,0.159390955350525,-1.38744115003263,0.192973234102831,17.6267439449625,14.8445189598964,1.19411044310514,0.264286981850878,0.207588809667655,0.0992057287447138,2.07443015996006,0.0699664209213695,0.651416712815576,0.678634829557121,0.947423846984151,0.371389586990617,-0.357036025488506,0.349761370001918,-1.02566144504252,0.388997139139673,0.485755421726042,0.455888389755093,1.08424732196361,0.30318979325167,-0.0875723580685818,0.180747784895486,-0.465175330005522,0.652879874578711,0.997178136686023,0.785925304395978,1,1,1,1,0.933360976214943,1,1,1,1,2.03226992517995,1.80357182727366,2.26078149570882,0.596990157993629,2.3986778597947,0.196616229772039,0.39522059595037
"41f01f3e3cbf6beb908ae1ebb553208e",20.1391101141408,36.3346015289808,0.575847494833607,0.530156479666643,0.671529089399492,1.71822325005481,0.397851740839856,0.587198594199537,0.0170024119469717,0.134413339032059,0.136685860970531,0.645310923817793,-0.194847057900491,0.261691210385701,-0.768589069631063,0.490521645734537,0.481086659410043,0.341353041159027,1.45791330876895,0.230270653770404,-45.7970569428039,31.7911495063186,-1.4861998139185,0.217240478104388,-0.09252214850792,0.21245984210919,-0.44834239000278,0.549719130663332,0.881782643398229,1.45337018901931,0.613814552950513,0.530546659716541,-0.504494033352149,0.749051958861411,-0.679547267012808,0.51734233680024,-0.638774338846904,0.97633449733558,-0.676263718366509,0.509621679817289,0.0797867810827745,0.387091011037273,0.20236303573149,0.635262145944221,1,1,1,0.996850069521866,0.976273449371915,0.968109395036048,1,1,0.999665438132884,0.996601767972932,0.996710609144807,-4.20453296279816,-4.53558039731845,-3.84493914416918,0.839580895186069,6.38122551469175,0.129031063173407,0.442607901240073
"bc6f21affc11d8c4a5d6454f728e4add",18.1025979620598,28.1319039092838,0.673953898701711,0.476633860673656,-1.37480631405128,1.33032672249578,-1.0476769299912,0.387420570476623,-0.0102966437412543,0.10406893095442,-0.118744009580624,0.597312478502505,-0.170442402113506,0.202613257740086,-0.866883629381522,0.455360879331063,0.271736607267229,0.26429107652022,1.08469126699126,0.378497852423231,-20.7530446691498,24.6141563535269,-0.898639372245348,0.444842014294691,-0.17731740677687,0.164496089437781,-1.10921063729466,0.359176068984502,-1.16337107568785,1.12526541592861,-1.05759440410731,0.402660889860992,0.310050409282504,0.579950153380453,0.539487751654838,0.518079318324196,-0.675121352693903,0.755922649666495,-0.924437816037586,0.402800368890529,0.274983261507932,0.299703496623252,0.93709224300323,0.404602665436209,1,0.993138107542758,0.993243807987313,0.981828914810879,0.968738649440559,0.975235851003414,0.982460286893872,0.965050857767072,1,0.981419249727628,0.986731158149208,-4.46144680951252,-4.13002232962984,-4.76284252964483,-0.607086051269898,5.08917329523203,-0.108003543152491,0.439853080505225
"c2ba82ad21732bcd0ef11c61560cf91c",23.9694529781131,32.9583154207828,0.733811193150207,0.513384115415033,-2.57754917513828,1.55856240210756,-1.66445684688078,0.140024657002491,0.0850318887420157,0.12192337436385,0.71391703754851,0.492506895054929,0.294164904496897,0.237374323421687,1.26040310329764,0.292091351300133,-0.278226937961611,0.309633812590164,-0.919317836282121,0.42534433174781,3.13983449792135,28.8370503301871,0.110760782625486,0.699408170996222,-0.14639433718009,0.192717635417009,-0.770007774525179,0.489123595064506,-1.03429932745903,1.31832003371925,-0.784426001369806,0.480315696548046,0.267383544647046,0.679448506047844,0.39170206968841,0.631796557712732,0.421672140774221,0.88561148231423,0.491513221269237,0.617783067857471,-0.0732242208784413,0.351121715980301,-0.20096697675253,0.686418987744358,1,0.991829281632684,1,0.987009146678954,0.997273107726515,1,1,1,1,1,1,-0.871700465092214,1.01445095381921,-1.81928319499141,-2.39505248308015,5.43621816676822,-0.388551886163364,0.326286778613706
"250a576e3788b3f444938c7b08afb2e3",11.3661760331262,17.8033032352518,0.638536549040655,0.532353947263165,0.238938135647417,0.841898583150468,0.284400131368992,0.77690882253784,0.0319818675331587,0.0658601259667532,0.485256006347872,0.634200713924347,0.213746376381227,0.128224000716801,1.66849858354632,0.111966689224825,-0.198298887550554,0.167256869383371,-1.18690282111689,0.251484496778419,10.1995451911142,15.5770932125616,0.655785852016686,0.522061065000347,-0.0557087078023927,0.104101513026549,-0.535090784704285,0.600226618037068,-0.490454653452011,0.712125332310254,-0.689232194114981,0.500523130227573,0.179003453539662,0.367022028628345,0.487986731930277,0.6332088686752,0.119461470694816,0.478386397088695,0.250142204288228,0.804549411261658,-0.0778732163803676,0.189667654498428,-0.41115629102378,0.686906270831887,1,1,1,1,1,1,1,1,1,1,1,7.22653230883871,7.31966437239275,7.21062711544941,0.246620712999112,2.91479511568475,0.0874250937851395,0.465073531882577
"eedb6e6a512baecd8df273d5495ca5c0",-19.7233918729185,32.2329629965405,-0.633103364363552,0.496241566688666,0.320076011029432,1.52426128561333,0.213111473309087,0.575918204387939,-0.0626196538136914,0.119240063216495,-0.54739826508061,0.507136131736256,0.343794071529097,0.232150147405754,1.52761485532978,0.233603796115604,-0.160021409701626,0.302819336979919,-0.557527751812967,0.530478632861113,5.12430976902707,28.2023994356268,0.199340881239942,0.595048419325042,0.222145077839481,0.188476271674376,1.22211634444051,0.319296042032633,-0.0860273951303115,1.2893062136809,-0.0694608930132771,0.615637304822234,0.117887699067074,0.664495083376887,0.180354923416254,0.576792604011281,0.776217853584547,0.866120788465586,0.952145696792932,0.418379062737536,-0.614649962116132,0.343394167267971,-1.8461256018987,0.143416298780609,1,1,0.998186972806208,0.956703492138872,0.986450071736299,1,0.983478600994518,0.996897951513991,1,1,0.921703341223185,-4.25065562488582,-4.39200086245338,-4.08119082165471,0.174312980225786,5.72691634916709,0.025049289336924,0.485766759494996
"ed32eeb458a2b9bdee12e2db96fcb98b",49.4138114276396,35.8581816237981,1.38812954095673,0.200652130316661,-0.710663940825705,1.69569387795695,-0.409779202662377,0.679753041690872,0.0389020639374894,0.132650909074327,0.29759832486668,0.753143379181073,-0.0777258881119746,0.258259910842217,-0.297082055670225,0.684682572529513,0.149281592844849,0.336877214353191,0.445730751527287,0.653949726108702,-40.3637856705109,31.3743034203262,-1.30109611020388,0.232439942908747,-0.165122534396063,0.209674065092975,-0.789089489472288,0.462204749317133,-1.07376398463959,1.43431357470374,-0.749896796542968,0.481536295426092,0.0751191885425248,0.73923037700278,0.101960189013881,0.775644203397745,0.641493723334656,0.963532783017172,0.663542416792536,0.522712770220953,0.140135040611025,0.382015467202608,0.365712815013164,0.703125340810901,1,1,1,1,1,0.998978768086061,1,1,1,1,1,2.22595228601648,2.13006752255939,3.35207148445236,1.27847670647352,6.64239402745581,0.163801475590097,0.418732788234652
"645dd8b575c7e7c0952933bbe90b4bb9",-7.13866100395204,33.4074105497065,-0.216684690937218,0.608016992864224,0.0504369848280352,1.5797996156597,0.0300422339142179,0.63497428848872,0.0589227246652255,0.123584721214551,0.497110854950532,0.536047977749535,-0.279512571209952,0.240608822849804,-1.19259376295055,0.32389946820361,0.3233219459737,0.313852931049616,1.05612623405845,0.381579394323491,-23.4649338096161,29.2299884603819,-0.83018844622157,0.443943033621991,-0.0302790520379114,0.195343635872994,-0.153320189729519,0.624851413616154,0.0293452288450895,1.33628366741675,0.0212178281459388,0.637850476552163,-0.102230288222115,0.688706777003892,-0.169628599743313,0.587833506831003,-0.907186401996388,0.897678962030604,-1.03027448317406,0.376351519870107,0.310615815902855,0.355906155060177,0.894630730624825,0.436493579379632,1,1,1,0.98516038335678,0.989419510113602,1,1,1,1,0.990826778283029,0.989274208069808,-4.53055748057454,-4.62891410734614,-4.41323568485603,0.387091492628143,5.64238397632789,0.062997520378303,0.473345590117061
"0f898170dbe4592000abdcde0dd2ba2e",15.7250830572244,20.6219545633398,0.807705251541556,0.440888800349403,0.199204068089315,0.975189497098037,0.243918436128579,0.783244670486929,0.0889001333390393,0.0762872208193901,1.18631651907617,0.251918549275245,-0.00880398177026825,0.148524657574543,-0.04435051150521,0.903200923213832,0.0776271696229365,0.193737280955859,0.389401384125615,0.702760437365805,-13.6367846063333,18.043286923423,-0.778421058193568,0.449844940968127,-0.100788936375867,0.120583053787324,-0.875019426369963,0.401370927028502,0.424079764801086,0.824870309304574,0.521923057654225,0.609094273281588,-0.186125386043792,0.425129623312371,-0.400743561591927,0.695575370827513,0.0354030688316205,0.554125401006987,0.0409961348676572,0.89993206624992,0.155487828432835,0.219696182304929,0.738774297743329,0.474909487389382,1,1,1,1,1,1,1,1,1,1,1,7.12975566841793,6.96767832894728,7.61997300561599,0.671203607794403,2.12101172842374,0.219217607256454,0.36914601538068
"b5c3abd1c966bb0457d8dfe34c35b160",34.5908557533526,34.0887768400458,1.02745317472482,0.352732409123596,-3.05568110826672,1.61202067637316,-1.90769006680222,0.0846718790407732,0.15787373997915,0.12610531355173,1.25755882449196,0.25431518079774,0.0406045261104593,0.245516199337549,0.187453649327814,0.70268812451295,-0.140378777001056,0.320254169691661,-0.456847786916053,0.638980710318474,-4.18678253278508,29.8261534571954,-0.131116332321013,0.747150359969945,-0.306336977981637,0.199327798857376,-1.55055061309365,0.164154875591528,-2.6980316339258,1.36353805889238,-2.00168154407651,0.0857890609378086,-1.04251701789389,0.702753408396664,-1.49300470844474,0.187589203121714,0.712776619313956,0.915987719704726,0.794331072182753,0.459175695390419,0.444371684748816,0.363165097091062,1.22015388216921,0.273007575945827,1,0.989598677923103,1,1,1,1,0.995695494763582,0.943289020248251,1,1,0.99770983489371,1.935891863264,2.37249465312894,0.812975562513217,-1.02641607968058,6.99782406442972,-0.140580233288275,0.41505969393299
