"","W","q-value","p-value"
"7e464b9b7f9ca86103a675a09263efec",1.15786423911188,1,0.246919443108005
"41f01f3e3cbf6beb908ae1ebb553208e",0.0912575821954555,1,0.927287921801486
"bc6f21affc11d8c4a5d6454f728e4add",-0.565634382666849,1,0.571642349733677
"c2ba82ad21732bcd0ef11c61560cf91c",0.52092022448168,1,0.602422345932274
"250a576e3788b3f444938c7b08afb2e3",0.994127547425985,1,0.320160775552604
"eedb6e6a512baecd8df273d5495ca5c0",-0.671173278643694,1,0.502110149304649
"ed32eeb458a2b9bdee12e2db96fcb98b",-1.55915001505832,1,0.118960878237725
"645dd8b575c7e7c0952933bbe90b4bb9",0.64643797227336,1,0.517995755421104
"0f898170dbe4592000abdcde0dd2ba2e",1.49750516712301,1,0.134261862100267
"b5c3abd1c966bb0457d8dfe34c35b160",0.743730316416984,1,0.457039644731988
"ca39c1dfb5e738c293917a0ab7391c33",1.30318271718544,1,0.192512389055722
"7d669e880492b330a9c9c649f65c2ba6",2.76031218534156,0.323378443622049,0.00577461506467945
"494975433cf1f940b003816db0232f8b",0.592114791999874,1,0.55377372233154
"b67b924653e2ba692fd3ea7c8f75c2ee",0.632390671568578,1,0.527131628003799
"632a77028290d1ecbd9bfe2958610b8c",-0.614835308438744,1,0.538663488862001
"5b239eddc0c4c102c7f721bae475cf22",-1.22546573797002,1,0.220399791569295
"51c79d7c5c2260b32f6ad5b82272898e",-0.126541105590181,1,0.899303612985421
"20f887a0f58476d52027e0798805c1d2",-0.763882294968792,1,0.444937389201031
"3a4c1eb8dbc9f93fbbfbd8702754c0df",-1.83833857084382,1,0.0660125308594426
"969732ae717bf5a9282f4781499aadb4",0.140186759734182,1,0.888512432801887
"81b95cf5e2e0e3f7579b7dfa4b2ebed0",1.05902963800689,1,0.289586282145303
"26de4690cd2c89c490c37a8d1418d67a",1.24776198369504,1,0.212118234526257
"c5bd025300b4ef0c652dd11cef56ac29",0.972603476945999,1,0.330750413926074
"95251fbafeb9956f566a3da93d145d63",2.33828684422336,1,0.0193723730150606
"cb3f42ad378ddeda014d895db355586b",0.0664164828658466,1,0.947046247747673
"1e2270e7a0c8c2e951edc6813b58451a",0.755468473329061,1,0.449967941817673
"820d3c5095323f85949bc959fd15d1b7",1.01954855066355,1,0.307942616166156
"92fb114641e27921122496428e2ef0dd",-0.805688188659999,1,0.420422661596148
"5431c93e93b57f0b74748eb702ea1e72",-0.0760333689624946,1,0.939392550434032
"7c821085a5548386a8d91fe359fa3ff3",0.0607304874844821,1,0.951573850984257
"564e9f4d70915c0026898422d57b1431",-0.288835579545151,1,0.772707203404698
"386a607b118090dd71bfc8b4b4081447",1.72386241003404,1,0.0847326847028311
"afce1dc2c06acb90ad5d3da0fffbcd02",0.770601786799643,1,0.440943001783741
"1c6bf8efe709f63c28e0225da6870395",2.89670716844322,0.214947893242002,0.00377101567091231
"f2d099ef5556f02539ded15181a3d994",1.9999634127887,1,0.045504214798708
"304a3df568087b761af6bca76a3816aa",1.11147380521702,1,0.266364459182974
"2ddd18d49a8163e0fc79e28ea6273254",0.275982451038018,1,0.782561545030309
"42604f7f8bfc866837a5370b4b667382",0.136058740591655,1,0.891774844378185
"de4edf45ab75f6490e1ada65b0e0306f",1.45289051478177,1,0.146254154935833
"e1a9800482df461df81429b3b8f859a1",0.143928089639737,1,0.885557254293747
"c38ee4acf990375c9b9df651cf77bf7c",-1.89292418242618,1,0.0583679528214734
"321b7763c5946d79f50284281735d5b0",-0.0480849874761971,1,0.961648510623959
"01491b7ad3b35c7e644dd24ae831bee2",-0.392740448118698,1,0.694511192907521
"a67690654fca1914946ee270222b7247",0.92145587824532,1,0.356812466698446
"95c08da59378a0eb674c2b7dab943428",1.70818914883276,1,0.087601251314899
"6a49b0df18b1abfe220ecc00d5cbf296",1.06899542502389,1,0.285071730903693
"5c4a1032c65d0d99d6d6bee379b63a2c",-1.28024162783519,1,0.200460169781893
"c4228a5878f56464e576996e95eefc5e",-0.628660932414252,1,0.52957105995197
"f55e6f0203460ecfb665c9dbc579b714",-1.02082103828628,1,0.307339234969264
"b73c9d186b67a61bce0ba79c990aef39",-1.27304383078624,1,0.203002488870663
"6960eba3db7d4d863d042ab497d7481a",-0.705913547014629,1,0.480241902409134
"d2a7d567b64364c09cf4bea1e3f5aef5",1.00161837599837,1,0.31652794239231
"6545176af2fa076f03140433793c0d00",-1.26933600099154,1,0.204321251432175
"ebc68f0a3a40711c1b0df994d93a6cac",-1.42237819088284,1,0.154916490873565
"719ab97ff4cf3c7b809b054134f4dc70",-0.66307655527059,1,0.507281525088021
"3fae853851bfe19cdb50e15749f373b6",0.57005692051743,1,0.568639092456185
"a99fb503372ef5103fa41e0c743bbad2",1.01714735687092,1,0.309083334756306
