"","taxon","lfc_(Intercept)","lfc_CASE_CONTROL","se_(Intercept)","se_CASE_CONTROL","W_(Intercept)","W_CASE_CONTROL","p_(Intercept)","p_CASE_CONTROL","q_(Intercept)","q_CASE_CONTROL","diff_(Intercept)","diff_CASE_CONTROL","passed_ss_(Intercept)","passed_ss_CASE_CONTROL"
"1","7e464b9b7f9ca86103a675a09263efec",-0.0462019548886398,0.0380960894161563,0.152612829660139,0.255075263515084,-0.302739651650057,0.149352347582319,0.76319035933894,0.881802799195994,1,1,FALSE,FALSE,TRUE,TRUE
"2","41f01f3e3cbf6beb908ae1ebb553208e",0.529058285927621,-0.842172147705014,0.0945150869617142,0.18600949269589,5.59760672009888,-4.52757617635082,0.000511672220587692,0.00193052571553658,0.0276302999117354,0.104248388638975,TRUE,FALSE,FALSE,TRUE
"3","bc6f21affc11d8c4a5d6454f728e4add",0.0212240483305027,-0.548438216010831,0.0819611997766268,0.189513477405045,0.258952387084934,-2.89392724739392,0.800453803546919,0.0146028934487398,1,0.744747565885731,FALSE,FALSE,TRUE,TRUE
"4","c2ba82ad21732bcd0ef11c61560cf91c",-0.0972511124614848,0.0154559503514922,0.197889271590645,0.314461367093072,-0.491442065958276,0.0491505538323175,0.625181827221667,0.960987618633111,1,1,FALSE,FALSE,TRUE,TRUE
"5","250a576e3788b3f444938c7b08afb2e3",-0.0784461391788874,0.121639244167256,0.217457716431113,0.348814637435076,-0.360742035124506,0.348721731007909,0.719499098426264,0.728460979925666,1,1,FALSE,FALSE,TRUE,TRUE
"6","eedb6e6a512baecd8df273d5495ca5c0",-0.377469342319045,0.0684773787768673,0.121920048293621,0.198526012137843,-3.09603996719213,0.344928999678497,0.00851140050505784,0.735664462805204,0.442592826263008,1,FALSE,FALSE,TRUE,TRUE
"7","ed32eeb458a2b9bdee12e2db96fcb98b",-0.138601750156391,0.195278758000535,0.272219244165034,0.359482844031941,-0.509154856342058,0.543221356018827,0.61268040119264,0.589172354444299,1,1,FALSE,FALSE,TRUE,TRUE
"8","645dd8b575c7e7c0952933bbe90b4bb9",-0.047642895458754,0.00777622589772192,0.103297097618724,0.195265091497268,-0.461222014529457,0.03982394312314,0.652887298919681,0.968888384445934,1,1,FALSE,FALSE,TRUE,TRUE
"9","0f898170dbe4592000abdcde0dd2ba2e",-0.10604680514233,0.188937904156387,0.172121755622544,0.268653645461149,-0.616115056221519,0.703276904477032,0.539970280380862,0.484394707185198,1,1,FALSE,FALSE,TRUE,TRUE
"10","b5c3abd1c966bb0457d8dfe34c35b160",0.0561705564650413,-0.0528666968954091,0.162727813149971,0.286195350004349,0.345181044209536,-0.184722417378919,0.73164113931814,0.854315247682294,1,1,FALSE,FALSE,TRUE,TRUE
"11","ca39c1dfb5e738c293917a0ab7391c33",-0.0668567431195657,0.0488705253884414,0.129249657691069,0.237975842199428,-0.517268241277403,0.205359186616459,0.611267158337983,0.839596039506824,1,1,FALSE,FALSE,TRUE,FALSE
