"","taxon","lfc_(Intercept)","lfc_UC_case_control","se_(Intercept)","se_UC_case_control","W_(Intercept)","W_UC_case_control","p_(Intercept)","p_UC_case_control","q_(Intercept)","q_UC_case_control","diff_(Intercept)","diff_UC_case_control","passed_ss_(Intercept)","passed_ss_UC_case_control"
"1","7e464b9b7f9ca86103a675a09263efec",0.0990356000749839,0.0331627940935297,0.177860279723177,0.260259287798134,0.556816846510775,0.127422134956628,0.580754877773696,0.899244734375749,1,1,FALSE,FALSE,TRUE,TRUE
"2","41f01f3e3cbf6beb908ae1ebb553208e",0.438490711007319,-0.647406292631414,0.0892359333705594,0.179604157147851,4.91383565392263,-3.60462866178797,0.00117309779470334,0.00693553009754132,0.0645203787086839,0.374518625267231,TRUE,FALSE,FALSE,TRUE
"3","bc6f21affc11d8c4a5d6454f728e4add",-0.0672554750115611,-0.0683087287480257,0.0870012415377077,0.219257920523843,-0.773040405204005,-0.311545090753506,0.455789083331017,0.761211347156832,1,1,FALSE,FALSE,TRUE,TRUE
"4","c2ba82ad21732bcd0ef11c61560cf91c",0.0397396249588214,-0.0274285332800774,0.222722051566375,0.376620770967681,0.178426988613556,-0.0728279887739678,0.859416446351063,0.942357610101885,1,1,FALSE,FALSE,TRUE,TRUE
"5","250a576e3788b3f444938c7b08afb2e3",0.0165965346468895,0.210487308862968,0.273873899574672,0.364566362435649,0.0605991833200024,0.577363494143325,0.951940946712227,0.566509259333712,1,1,FALSE,FALSE,TRUE,TRUE
"6","eedb6e6a512baecd8df273d5495ca5c0",-0.187616519602333,0.295028532358744,0.128738789612755,0.204630801062681,-1.45734257846203,1.44176013985486,0.183126645446831,0.187346235671805,1,1,FALSE,FALSE,TRUE,TRUE
"7","ed32eeb458a2b9bdee12e2db96fcb98b",0.173155832036455,-0.136784767753496,0.31928960560566,0.39879661263562,0.54231590692718,-0.342993805412475,0.590400604325361,0.733274342825493,1,1,FALSE,FALSE,TRUE,TRUE
"8","645dd8b575c7e7c0952933bbe90b4bb9",-0.110555334172946,0.137355748276929,0.111868156909834,0.216574980398174,-0.988264553800179,0.634217987804498,0.346331681235321,0.540174728338265,1,1,FALSE,FALSE,TRUE,TRUE
"9","0f898170dbe4592000abdcde0dd2ba2e",0.0907746516438315,0.0621310748690833,0.183554240703953,0.292981588875348,0.494538569611356,0.212064775495219,0.623279579798753,0.832993366914099,1,1,FALSE,FALSE,TRUE,TRUE
"10","b5c3abd1c966bb0457d8dfe34c35b160",0.0800762377276519,0.0934314877641765,0.264950519802634,0.351244830155054,0.302230913860075,0.266001033304695,0.764372768542169,0.791893339454162,1,1,FALSE,FALSE,TRUE,TRUE
"11","ca39c1dfb5e738c293917a0ab7391c33",-0.00486295547405534,-0.034206119315565,0.145686326568912,0.250032609199188,-0.0333796286074594,-0.136806632643324,0.973843088808027,0.893131539959899,1,1,FALSE,FALSE,TRUE,TRUE
"12","7d669e880492b330a9c9c649f65c2ba6",0.0884888954592766,-0.258222493165838,0.156749658302049,0.234406196380573,0.564523689670587,-1.10160267583796,0.576460118885119,0.279114323440291,1,1,FALSE,FALSE,TRUE,TRUE
"13","b67b924653e2ba692fd3ea7c8f75c2ee",-0.330952852081575,0.153388441674962,0.112011536880535,0.193986524194643,-2.9546318289923,0.790716995996354,0.041776575612388,0.473350375167935,1,1,FALSE,FALSE,TRUE,TRUE
"14","632a77028290d1ecbd9bfe2958610b8c",0.0427955426304334,0.15808929289588,0.16926279859216,0.267581672251894,0.25283489925952,0.590807627314095,0.80152226733935,0.557541201358101,1,1,FALSE,FALSE,TRUE,TRUE
"15","5b239eddc0c4c102c7f721bae475cf22",0.138398998081637,-0.00673823057340893,0.277782624035302,0.377484375847032,0.498227700750816,-0.0178503562121985,0.62080493369158,0.985838932549072,1,1,FALSE,FALSE,TRUE,TRUE
"16","51c79d7c5c2260b32f6ad5b82272898e",-0.120956363749772,-0.221955518327908,0.153636589080681,0.218540738452749,-0.787288786307623,-1.01562536989366,0.451346915862938,0.336331773535127,1,1,FALSE,FALSE,TRUE,TRUE
"17","20f887a0f58476d52027e0798805c1d2",0.080886216451316,0.0350667007847371,0.197415180699139,0.303237589146247,0.409726426128225,0.115641009030134,0.685496299905175,0.908860936414344,1,1,FALSE,FALSE,TRUE,TRUE
"18","3a4c1eb8dbc9f93fbbfbd8702754c0df",0.101409297451585,-0.113863171374611,0.174081418542649,0.296027360257052,0.582539470901313,-0.384637322968185,0.563937737826745,0.702833465220927,1,1,FALSE,FALSE,TRUE,TRUE
