"","taxon","lfc_(Intercept)","lfc_Crohn_case_control","se_(Intercept)","se_Crohn_case_control","W_(Intercept)","W_Crohn_case_control","p_(Intercept)","p_Crohn_case_control","q_(Intercept)","q_Crohn_case_control","diff_(Intercept)","diff_Crohn_case_control","passed_ss_(Intercept)","passed_ss_Crohn_case_control"
"1","7e464b9b7f9ca86103a675a09263efec",-0.14493086617418,0.146842373442791,0.128266026387577,0.201184625723005,-1.129924035662,0.729888642907369,0.260761725071626,0.466880679737976,1,1,FALSE,FALSE,TRUE,TRUE
"2","41f01f3e3cbf6beb908ae1ebb553208e",-0.442088909282946,0.348912769051788,0.0848873735697929,0.156101849693546,-5.207946608449,2.23516101658477,4.26931546513134e-05,0.0369735366505903,0.0022200440418683,1,TRUE,FALSE,FALSE,TRUE
"3","bc6f21affc11d8c4a5d6454f728e4add",-0.127190611462862,-0.814251257059439,0.081795517393311,0.13820323771998,-1.55498266306294,-5.89169451087122,0.134892698543989,7.55828467350622e-06,1,0.000423263941716349,FALSE,TRUE,FALSE,TRUE
"4","c2ba82ad21732bcd0ef11c61560cf91c",-0.129540685659005,0.112739910695013,0.135029678408651,0.21146799768598,-0.959349731004808,0.533129891655884,0.339767782100815,0.595163060868804,1,1,FALSE,FALSE,TRUE,TRUE
"5","250a576e3788b3f444938c7b08afb2e3",0.0310498868410836,-0.192172718089063,0.23113235015687,0.321295984469105,0.134338126272718,-0.598117397597111,0.893360258681119,0.550888800243307,1,1,FALSE,FALSE,TRUE,TRUE
"6","eedb6e6a512baecd8df273d5495ca5c0",-0.61497019251003,0.210101209812977,0.0856802399493329,0.145894069066688,-7.17750315444604,1.44009424890973,3.18924055672475e-06,0.170385604282461,0.000175408230619861,1,TRUE,FALSE,FALSE,TRUE
"7","ed32eeb458a2b9bdee12e2db96fcb98b",0.0271576851772572,-0.207064037758243,0.179446415211188,0.256664450557291,0.151341475087679,-0.80674996988733,0.88000822718829,0.421706205090787,1,1,FALSE,FALSE,TRUE,TRUE
"8","645dd8b575c7e7c0952933bbe90b4bb9",-0.0608756904544962,-0.0335878659998574,0.0716990674480104,0.151451965783939,-0.849044382601457,-0.221772400417528,0.406427473547065,0.826857283952121,1,1,FALSE,FALSE,TRUE,TRUE
"9","0f898170dbe4592000abdcde0dd2ba2e",-0.0540919653822596,0.00302168466082912,0.126581590699139,0.200269229357387,-0.427328848401236,0.0150881124899962,0.669880955202043,0.987986134099868,1,1,FALSE,FALSE,TRUE,TRUE
"10","b5c3abd1c966bb0457d8dfe34c35b160",0.0844650649682599,-0.247135242754706,0.12113121998989,0.209542352593787,0.697302189933442,-1.1794047346304,0.487635226129775,0.241732616238075,1,1,FALSE,FALSE,TRUE,TRUE
"11","ca39c1dfb5e738c293917a0ab7391c33",0.0490189003470747,-0.13720706300052,0.0744382166485709,0.176914984410712,0.658517930090897,-0.775553656223889,0.514773902939974,0.443535223758412,1,1,FALSE,FALSE,FALSE,FALSE
"12","7d669e880492b330a9c9c649f65c2ba6",-0.124068245283595,-0.0541938488726205,0.0908584054459809,0.166120365613333,-1.36551202582306,-0.326232419923538,0.177026055958607,0.745347163834437,1,1,FALSE,FALSE,TRUE,TRUE
"13","494975433cf1f940b003816db0232f8b",1.12114454167619,-1.58211854853213,0.124580210920737,0.171059279539535,8.99937906181193,-9.24894897716715,2.09757389678756e-06,1.60375974146461e-06,0.000117464138220103,9.14143052634825e-05,TRUE,TRUE,FALSE,FALSE
"14","b67b924653e2ba692fd3ea7c8f75c2ee",0.0660038070847874,-0.513718067297992,0.0616726535942283,0.131696784701348,1.07022810335121,-3.90076392876989,0.301436266658282,0.00141901600433576,1,0.0723698162211236,FALSE,TRUE,TRUE,FALSE
"15","632a77028290d1ecbd9bfe2958610b8c",0.130910932357749,-0.314456234747915,0.119170583336977,0.205165763460804,1.09851717338308,-1.53269351300901,0.274040739398781,0.12781930801104,1,1,FALSE,FALSE,TRUE,FALSE
"16","5b239eddc0c4c102c7f721bae475cf22",0.111261871067965,-0.448869802027998,0.148405000115021,0.230848676359833,0.749717805880742,-1.94443307670661,0.454982715214676,0.0543286578336491,1,1,FALSE,FALSE,TRUE,FALSE
"17","51c79d7c5c2260b32f6ad5b82272898e",-0.663579685357686,0.813287992563611,0.0823865044237932,0.143894276856316,-8.05447069272725,5.65198290252858,7.38511619331787e-08,1.30866579348028e-05,4.20951623019118e-06,0.000719766186414153,TRUE,TRUE,FALSE,FALSE
"18","20f887a0f58476d52027e0798805c1d2",-0.0309732561848884,-0.230282667896614,0.143081841509469,0.199732215516639,-0.216472306046177,-1.1529570595357,0.82939249362557,0.253740183226753,1,1,FALSE,FALSE,TRUE,FALSE
"19","3a4c1eb8dbc9f93fbbfbd8702754c0df",0.0647473050068137,-0.475130267549376,0.119506010021307,0.174212492522398,0.541791203599465,-2.72730308068056,0.58956835688373,0.00794737273363915,1,0.397368636681957,FALSE,FALSE,FALSE,FALSE
"20","969732ae717bf5a9282f4781499aadb4",0.348330308263307,-0.762360440928993,0.152040092739714,0.283857523588953,2.2910424611463,-2.68571511260328,0.0236767657276777,0.00824551210218318,1,0.404030093006976,FALSE,FALSE,TRUE,FALSE
"21","81b95cf5e2e0e3f7579b7dfa4b2ebed0",-0.0932023916043945,0.05883523754551,0.167649827842399,0.247939998475488,-0.555934907920158,0.237296272917928,0.579273494748216,0.812824974761201,1,1,FALSE,FALSE,TRUE,TRUE
"22","26de4690cd2c89c490c37a8d1418d67a",0.0961056423828499,-0.412801252623616,0.110920013577543,0.180377796101939,0.866440954009295,-2.28853695712262,0.388322544234776,0.0242102643559883,1,1,FALSE,FALSE,TRUE,FALSE
"23","c5bd025300b4ef0c652dd11cef56ac29",-0.0233371708124821,-0.151803533160491,0.137273645403068,0.204851984010678,-0.170004743036864,-0.74104009240437,0.865452285550904,0.460923126504628,1,1,FALSE,FALSE,TRUE,FALSE
"24","95251fbafeb9956f566a3da93d145d63",-0.0311278630469521,-0.0386740100630949,0.129331311661862,0.203411051224659,-0.240683115689233,-0.190127379167718,0.810195033808058,0.849517732016113,1,1,FALSE,FALSE,TRUE,TRUE
"25","cb3f42ad378ddeda014d895db355586b",0.175759152940952,-0.448894066453994,0.11545306159253,0.185641314408875,1.52234293761098,-2.41807201098191,0.130469310100771,0.0170569989824914,1,0.784621953194604,FALSE,FALSE,TRUE,FALSE
"26","1e2270e7a0c8c2e951edc6813b58451a",0.100033715153455,-0.355965319201013,0.145350668503455,0.2099999467294,0.688223289121491,-1.69507337856471,0.492722606176565,0.0928154897313597,1,1,FALSE,FALSE,TRUE,TRUE
"27","820d3c5095323f85949bc959fd15d1b7",0.0178112426796542,-0.169337102053194,0.119179290176785,0.198068771090736,0.149449142155771,-0.854940943595896,0.881491475872587,0.394568103965087,1,1,FALSE,FALSE,TRUE,TRUE
"28","92fb114641e27921122496428e2ef0dd",-0.00323547539107996,-0.0381880847684224,0.0584117709011507,0.137876685285759,-0.0553908114950889,-0.276972750608813,0.95651290063687,0.785347386895348,1,1,FALSE,FALSE,TRUE,TRUE
"29","5431c93e93b57f0b74748eb702ea1e72",0.0020248561208043,-0.116350264184819,0.169558320372229,0.240508466817779,0.0119419449093336,-0.483767851187426,0.990491125073315,0.629403860004586,1,1,FALSE,FALSE,TRUE,TRUE
"30","7c821085a5548386a8d91fe359fa3ff3",0.278719274523299,-0.610072919079018,0.131265938828815,0.229318039694601,2.12331757202285,-2.6603790957375,0.0356520641514251,0.00880413977251116,1,0.422598709080536,FALSE,FALSE,FALSE,FALSE
"31","564e9f4d70915c0026898422d57b1431",0.0402496400487247,-0.688822022701905,0.107557722533123,0.158282937156033,0.374214320467131,-4.35184003455075,0.711530776959289,0.000215894747565253,1,0.0114424216209584,FALSE,TRUE,TRUE,TRUE
"32","386a607b118090dd71bfc8b4b4081447",-0.0814472602155999,0.0976872128577291,0.128416395241064,0.18589899142429,-0.63424347072433,0.525485437598588,0.527062727211204,0.600162050107652,1,1,FALSE,FALSE,TRUE,TRUE
"33","afce1dc2c06acb90ad5d3da0fffbcd02",-0.248772150800566,0.17321463719479,0.113117423063882,0.199882123797906,-2.19923813734754,0.866583934088681,0.0318615561868022,0.389740920484022,1,1,FALSE,FALSE,TRUE,TRUE
"34","1c6bf8efe709f63c28e0225da6870395",-0.101449535701322,0.150264701370227,0.10491171225934,0.170604706364358,-0.966999141626247,0.880776999488568,0.335367998891221,0.380089323774421,1,1,FALSE,FALSE,TRUE,TRUE
"35","f2d099ef5556f02539ded15181a3d994",-0.0200983392372175,-0.0502745266097267,0.156310009406941,0.231214618810537,-0.128579988661462,-0.217436626059198,0.897896649489581,0.828222613664059,1,1,FALSE,FALSE,TRUE,TRUE
"36","304a3df568087b761af6bca76a3816aa",-0.429793744815568,0.0585637524219878,0.0675194346318038,0.136684158520581,-6.36548198543596,0.428460423328208,4.16872468741752e-06,0.673133982001429,0.000225111133120546,1,TRUE,FALSE,FALSE,TRUE
"37","2ddd18d49a8163e0fc79e28ea6273254",0.165328077059126,-0.565344616662397,0.142136748525127,0.222741455289897,1.16316208703691,-2.53812033295106,0.247908116645842,0.0129045109088907,1,0.606512012717862,FALSE,FALSE,TRUE,TRUE
"38","42604f7f8bfc866837a5370b4b667382",-0.180467176443521,-0.0669206779576307,0.112621505417796,0.17331149941951,-1.60242198658272,-0.386129473126566,0.11321076687644,0.700479636578931,1,1,FALSE,FALSE,TRUE,TRUE
