"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","CASE_CONTROL.Est","CASE_CONTROL.SE","CASE_CONTROL.t.val","CASE_CONTROL.pval","A_SMK_CIG_CUR_FREQ.Est","A_SMK_CIG_CUR_FREQ.SE","A_SMK_CIG_CUR_FREQ.t.val","A_SMK_CIG_CUR_FREQ.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","SDC_GENDER.Est","SDC_GENDER.SE","SDC_GENDER.t.val","SDC_GENDER.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","Intercept..pval.holm","CASE_CONTROL.pval.holm","A_SMK_CIG_CUR_FREQ.pval.holm","F1_SDC_AGE_CALC.pval.holm","SDC_GENDER.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","CASE_CONTROL.rab.all","CASE_CONTROL.rab.win.0","CASE_CONTROL.rab.win.1","CASE_CONTROL.diff.btw","CASE_CONTROL.diff.win","CASE_CONTROL.effect","CASE_CONTROL.overlap","A_SMK_CIG_CUR_FREQ.rab.all","A_SMK_CIG_CUR_FREQ.rab.win.0","A_SMK_CIG_CUR_FREQ.rab.win.1","A_SMK_CIG_CUR_FREQ.diff.btw","A_SMK_CIG_CUR_FREQ.diff.win","A_SMK_CIG_CUR_FREQ.effect","A_SMK_CIG_CUR_FREQ.overlap","SDC_GENDER.rab.all","SDC_GENDER.rab.win.1","SDC_GENDER.rab.win.2","SDC_GENDER.diff.btw","SDC_GENDER.diff.win","SDC_GENDER.effect","SDC_GENDER.overlap"
"7e464b9b7f9ca86103a675a09263efec",-1.07380470520502,6.04517193117565,-0.17347009958537,0.711199532402122,0.350836476466093,0.3184287244928,1.10449099821447,0.302555045136095,0.206546037265564,0.807857899920534,0.251554308905557,0.775881400732661,-0.0151668840603548,0.0212097105954392,-0.723443015002738,0.488722170723779,0.500794886630289,0.928751363708265,0.538092716635287,0.590053531917524,-0.00734385199997514,0.0396272675263342,-0.187573718637912,0.627611486684532,0.00603872808536522,0.0435807211664207,0.141815393749034,0.570701171633764,-2.63544523306753,4.51670787658121,-0.588079669143577,0.522853559052798,0.0142309212940065,0.0310220581701451,0.459602595560453,0.633981913374025,-0.165932484598784,0.282801413925774,-0.58121186732553,0.560865904874517,-0.116396053263603,0.109162400616244,-1.06794232336342,0.315728797724298,-0.100727614476248,0.183669879546189,-0.544250547001358,0.57778341332658,0.052737992806464,0.0594991091903766,0.88836118696888,0.395327032454683,1,1,1,1,1,1,0.995031872127874,1,1,1,1,1,1,1.84942884744866,1.74907280010576,1.95105887489663,0.288072398914709,2.48320196396903,0.0821423649426135,0.45060000016629,1.84942884744866,1.87866834478741,1.50156556806321,-0.459695560262285,1.82547042733173,-0.166003342322981,0.398437521552161,1.84942884744866,2.07486747229085,1.77618772386548,-0.288798453984325,2.42623369778318,-0.0850268353904758,0.4448529414221
"41f01f3e3cbf6beb908ae1ebb553208e",-1.53701296315414,10.0521717260074,-0.153090072759551,0.632171312339067,0.533178457556751,0.529496970067588,1.01125874120661,0.38118300714791,-0.0411570604922569,1.3433408400402,-0.032782447225508,0.595203118141308,-0.0162998298572779,0.0352684184323622,-0.464409510985517,0.544380596505704,-0.302874263831405,1.54436768797467,-0.198083203754484,0.59262905022958,-0.0277624162559859,0.0658939237365381,-0.422595854794824,0.527563278031354,0.020487063538774,0.072467896380064,0.284673425999248,0.545150069089343,-1.40038703885723,7.51057599825369,-0.187395254287622,0.577136857304651,-0.0159986032160319,0.0515848117424586,-0.308482295191417,0.599409807426463,0.00785406076542452,0.470254346692623,0.0184219801166991,0.590961187507555,-0.187478847902702,0.181519931858134,-1.03313017240351,0.376590462335904,0.299155817762945,0.305414170368242,0.981119345623019,0.38167495662494,0.043397188052001,0.0989376762043254,0.43645265989965,0.568195444848539,0.996109698860313,0.992238103470452,1,1,1,1,1,1,1,1,0.973758691592234,1,0.997493955990112,-4.62419251042158,-4.9465680287374,-4.30591957719979,0.695522515879026,5.64387888202805,0.109657626962553,0.446910618055336,-4.62419251042158,-4.62976802276173,-4.50210646618594,-0.310405787890894,5.28721208429815,-0.0548098004823648,0.466458665179807,-4.62419251042158,-4.37844903531998,-4.70177509031479,-0.565001470461961,5.93349252014924,-0.0887732636857834,0.459099264887053
"bc6f21affc11d8c4a5d6454f728e4add",7.73953718799128,9.57310981339534,0.816118693833437,0.401155527253102,-0.272600414780047,0.504262439846958,-0.541096087783986,0.543850186943407,-1.23742329434039,1.27932050198185,-0.972546377650564,0.426744871005315,-0.0315811254070424,0.0335876118912943,-0.955149105814158,0.410085081450777,-0.0358198836421979,1.47076690214017,-0.0233643802236566,0.574382129046799,-0.0193753371668426,0.0627535805355689,-0.314012334156654,0.549794376213465,0.0495317847050181,0.0690142537256126,0.721027302930121,0.429110247166271,-5.37450112704164,7.1526403202118,-0.75343289761939,0.442406590472113,-0.0644276675229114,0.0491264058130075,-1.31917644693246,0.275936296209369,-0.137559071398184,0.447843174969615,-0.303713147773349,0.596988249356032,0.0133469949337316,0.172869135980046,0.0761875175351926,0.579864399940556,-0.0751143248266909,0.290858878180296,-0.257168074420434,0.558766184433714,0.0394235276684858,0.0942225485996892,0.423171139477483,0.563249680851381,0.994266016563135,0.998009440365355,0.953994643959889,0.994628022902581,1,0.999728192382058,0.984569941427196,0.996324228912755,0.928184062428545,1,1,0.997292449652463,1,-4.44499501492431,-4.38650955781661,-4.5091924487114,-0.225408271655994,5.4514714653631,-0.0366194230376026,0.48250349935851,-4.44499501492431,-4.41182743553322,-5.12004484562043,-0.97729849694827,4.99392953657722,-0.170882333497219,0.415625017669282,-4.44499501492431,-4.66606166024805,-4.34582829499826,0.43667219005203,5.36062766081337,0.0708864613712949,0.46530330897693
"c2ba82ad21732bcd0ef11c61560cf91c",2.89869651901579,9.84677335767509,0.293848955643943,0.692029780390324,0.419688583580746,0.518677635036987,0.811444921684959,0.452188329030689,-1.4479816170461,1.31589204348367,-1.10073505585998,0.324809491760891,-0.0245035185802031,0.0345477706164353,-0.712023214105677,0.506912264269624,1.03719449486643,1.51281126296906,0.686457650035264,0.514570867325489,-0.026666267265036,0.0645474978310312,-0.41383883820397,0.667932484209827,0.0593773849949281,0.0709871429589468,0.837973776352195,0.428151471760545,-5.51464481964641,7.35711064794673,-0.751337300308733,0.479784092618842,-0.0135728623208636,0.0505307672581986,-0.266233191970906,0.712955966295996,0.141833218945184,0.460645529996629,0.306594432095736,0.679729458812762,-0.0447865487384208,0.177810892772879,-0.252815371629726,0.708334122321063,-0.193789505167415,0.299173571424144,-0.645554721933692,0.531422092912124,0.00652173185477592,0.0969160596011801,0.066792433184122,0.781830310435048,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0765590221253,1.03294024103496,1.11374003872068,0.512270962275965,5.46526770645648,0.0879163682671912,0.452400000160118,1.0765590221253,1.08645946247549,0.874938315660004,-0.552528133463781,5.5183561674703,-0.106054972237201,0.443057734009453,1.0765590221253,-0.285196111585784,1.35620820960057,1.30965105580782,5.57649005718074,0.211964936792144,0.390075810294338
"250a576e3788b3f444938c7b08afb2e3",8.23421326421987,7.06855460760411,1.1691685010631,0.25103230623935,0.30215065579216,0.372335287289231,0.817577318309652,0.423364290985797,-4.10044282513946,0.944619565131563,-4.34886605727413,7.0903030796866e-05,0.00874873558449289,0.0248002867845952,0.354909713831424,0.723941632593823,-2.24394967828822,1.08597899381531,-2.06966244421509,0.0441229725331791,0.011620143964703,0.0463357382799128,0.253610476945753,0.800334598952573,0.0591677422583202,0.0509584691570061,1.1608573315496,0.251695646724472,-2.82689351917451,5.28133800588214,-0.535958927012049,0.600124859949308,0.033266904182773,0.0362737594087414,0.919291535126512,0.362533746512117,-0.191581157059078,0.330676655718082,-0.579933242724495,0.57275378510422,0.283555620678245,0.127642422521309,2.22584469831018,0.0342398824017673,0.0785635789720106,0.214763217345222,0.365145902228013,0.718208583027681,-0.156500590911493,0.0695716692931485,-2.25406379897729,0.026826092034684,1,1,0.00404830553075876,1,0.990114712838493,1,1,1,1,1,0.898196882141258,1,0.962964318112523,7.29672267959789,7.11264323682986,7.45368110219571,0.279195189491168,3.32459745836198,0.0619664061635656,0.461000000130796,7.29672267959789,7.33323642323158,3.97568283162613,-3.71332063506209,5.13711620294835,-0.616893046602664,0.23712955885902,7.29672267959789,7.27835587505242,7.30536432167716,0.0112065322990333,3.29997894667362,0.00294579413534996,0.498736503566319
"eedb6e6a512baecd8df273d5495ca5c0",-2.45046443086523,9.80749935195836,-0.254220074162284,0.567891159422455,0.387655898660149,0.516608881378946,0.749419109947893,0.483864487916163,-0.427147452035384,1.3106435879987,-0.329716832699709,0.592888088043162,-0.0103415175155524,0.0344099763064207,-0.299891778960424,0.58240173174163,-2.72131089659368,1.50677739217382,-1.80763586125474,0.138342029571156,0.0101230483538633,0.0642900491514755,0.159747749582132,0.599601132072956,0.0397479304139172,0.0707040096565832,0.563797670028023,0.513605360856793,-1.11429208229721,7.32776669991924,-0.155698423615946,0.568417756411912,0.0458411996406212,0.0503292245223111,0.918847489711975,0.406920143425521,0.14029979990177,0.458808238274628,0.30858690298172,0.572615882097805,0.0605810366682789,0.177101691315143,0.341040722942821,0.563086022294538,0.672040396766841,0.297980313071625,2.2588504869848,0.0708297800403996,-0.180266685697755,0.09652950841933,-1.87397888275323,0.12542508511875,1,0.993881841851051,0.994959083684134,1,0.889257312600011,0.996049687091484,0.991347328601485,0.998036549836897,0.988159272467662,1,1,0.730954028002536,0.867734635975542,-4.60945633337173,-4.86613274661397,-4.36663687812927,0.550036028991123,5.64679500401824,0.0882580385601041,0.459308138508815,-4.60945633337173,-4.6186223423137,-4.37232819080669,-0.28671519630611,5.06322460262996,-0.041904813625247,0.471875005740203,-4.60945633337173,-4.47617054463503,-4.6659577899018,-0.241463182515531,5.57662399907247,-0.0393207732521662,0.481507006743513
"ed32eeb458a2b9bdee12e2db96fcb98b",6.29869365726974,9.99100182164763,0.632509504773648,0.548920141015815,-0.346767488149502,0.526274852509245,-0.656735094826566,0.528783775035436,-3.71278701722606,1.33516628503381,-2.78534792412819,0.0123820574338021,-0.0235974281243815,0.0350538015474509,-0.673750968330461,0.514281015988079,-0.197868067931033,1.53496983581448,-0.130304731027522,0.780414072638564,0.0391647567814709,0.0654929432198177,0.597465482411071,0.569123353040829,0.00954370356273376,0.0720269116444713,0.133903602187224,0.688537270645703,-2.93441966518033,7.46487232067806,-0.395644017760389,0.654252424604214,-0.00283215651990975,0.0512709056446806,-0.0538659548166749,0.785843444304524,-0.368732701213939,0.467392734874198,-0.789469725528498,0.456627801287361,0.31797000891768,0.180415339022495,1.76576478604161,0.0927608289779409,0.349113686706387,0.303555651025281,1.15187880628501,0.268409636149203,-0.0823508713304711,0.0983356164349579,-0.839522948731086,0.423244607170893,1,1,0.453452183003812,1,1,1,1,1,1,1,0.992095040964805,1,1,2.82453572555472,2.57971832431,3.30929737815308,0.113207276516016,5.47405323972493,0.0175903536322416,0.488102379563761,2.82453572555472,2.92327541891759,-0.625880865569374,-3.41948048093623,5.59775828482869,-0.548748416234541,0.265210669513854,2.82453572555472,2.26912551989468,3.11387402664631,0.900997613045044,5.65604001566818,0.147415945435676,0.415805192202815
"645dd8b575c7e7c0952933bbe90b4bb9",-12.5786035298533,10.5038113027807,-1.19797506902219,0.300738601094945,0.476153358200105,0.553287031954945,0.861234743186892,0.427402943914417,1.35333976259412,1.40369654276744,0.967858461437508,0.368756116870057,0.00843027916981233,0.0368530126880537,0.229845003304932,0.634807324238374,0.174900841593487,1.6137554370095,0.10189978659344,0.598074708635199,-0.0856567849281945,0.0688545082390198,-1.24204779965064,0.296561151918589,0.0974260288348286,0.0757238465312202,1.28652575899318,0.275819097201982,-3.86689816217255,7.84802281647694,-0.49113039863454,0.575282259174385,0.0441068605448566,0.0539024942471274,0.82149811597977,0.429418611164625,-0.0685777445884041,0.491382664025937,-0.146299617959379,0.609441034733791,-0.0894877832367186,0.189675541156791,-0.469183787609997,0.548504938681628,0.269644769834687,0.319136292353963,0.847260338791617,0.431169345035449,0.0137675041070357,0.103382901716365,0.126555430440658,0.605478353962937,0.990670675744401,0.998671347608309,0.990430443701635,1,1,0.978577647403944,0.984214501063672,1,0.998150345498121,1,0.993395282409097,0.990481454899268,0.99621244101118,-4.4214969201399,-4.71981336915645,-4.08311321690879,0.667760034931643,6.00697176548904,0.101229952048162,0.450200000167663,-4.4214969201399,-4.47156033431575,-3.20642798048828,1.50422498417272,6.31387757675156,0.242790034893926,0.389062523738901,-4.4214969201399,-4.39557616473682,-4.43109846808323,-0.0362774824550689,6.02131230183063,-0.00505264821798234,0.497931985303217
"0f898170dbe4592000abdcde0dd2ba2e",2.73141791204228,5.1042798407133,0.546158793088024,0.59263768449893,0.41512495998719,0.268867343664873,1.55867638317448,0.137551625204523,-2.91462943584842,0.682120019028711,-4.28565036378171,0.000103439443848389,0.00902086673412622,0.0179085556957202,0.497836054699721,0.624147386320461,0.708914150681278,0.784197193526163,0.900275818423328,0.379900893943173,-0.0125280579890761,0.033459538468062,-0.38380825041587,0.703211572228302,0.0284804878819722,0.0367976625025861,0.78373574652734,0.447982913961571,-0.397278902390793,3.8137113755077,-0.110870910465006,0.846914141151603,0.0115437086061241,0.0261936745452519,0.44168399733631,0.663797187352321,-0.379437425407321,0.238785194608322,-1.59279581683121,0.123751561096631,0.11256968942056,0.092171975780514,1.23437198709745,0.236397571415866,0.109501909485819,0.155082845316449,0.701391249791964,0.489496907234198,-0.0092793140900538,0.0502384559179569,-0.182664047256469,0.835938209182439,1,0.998656778959224,0.00588978408460217,1,1,1,1,1,1,0.999725307460276,1,1,1,7.56861211446388,7.44478780493864,7.72446828950209,0.439547650426363,2.39063479983473,0.149556278074052,0.421800000267203,7.56861211446388,7.63276203304864,5.68332084934966,-1.93722844605838,2.7709775990707,-0.583285288657117,0.184375106752071,7.56861211446388,7.40805334517722,7.66213780767996,0.331097753821337,2.36518519616384,0.107132555560908,0.439338235565009
"b5c3abd1c966bb0457d8dfe34c35b160",-6.89205527934791,11.7015929149944,-0.589644488758431,0.563916724701859,0.0842690443452498,0.616380038297937,0.137687276969401,0.758230775057229,-0.756359996407201,1.56376433716981,-0.486207594428486,0.630498619145503,0.0357110344724022,0.0410554740308944,0.871027253446587,0.417696839155299,0.163557268765304,1.79777688725662,0.0903610482053215,0.733515576040473,0.0329611154734989,0.0767061976410258,0.432853958637793,0.648052789134504,-0.0612719677329922,0.0843588675123356,-0.730274535705086,0.494976184893767,11.2888576895726,8.74295677433671,1.29463012377748,0.22457392047395,0.00570455600815469,0.0600491599288093,0.0957312569986935,0.762046307395247,-0.488160721387868,0.54741652664636,-0.892712743234435,0.406772421973221,0.329593565177411,0.211304821132922,1.56401863017043,0.146743542513687,0.218320089744017,0.35552837630833,0.616097258613675,0.53061466185502,-0.0730988200000989,0.115171969048561,-0.636893676963358,0.544487130419049,1,1,1,1,1,1,1,1,1,1,0.990619028609632,1,1,1.83509877794415,2.0276065413666,1.57951418870731,0.00288037242338302,7.12824502326265,0.000314895148042861,0.49950009998167,1.83509877794415,1.87092079722659,1.08008625198215,-0.778178898285857,6.37272622907145,-0.106483243219523,0.439937609863873,1.83509877794415,1.77085770032118,1.85707301452737,0.461435528345678,7.11771525397243,0.0634789810649659,0.460707720762191
