"","taxon","lfc_(Intercept)","lfc_Both_case_control","se_(Intercept)","se_Both_case_control","W_(Intercept)","W_Both_case_control","p_(Intercept)","p_Both_case_control","q_(Intercept)","q_Both_case_control","diff_(Intercept)","diff_Both_case_control","passed_ss_(Intercept)","passed_ss_Both_case_control"
"1","7e464b9b7f9ca86103a675a09263efec",0.0176935248429627,0.00704729089510552,0.184479829744931,0.278709927656434,0.0959103489385612,0.0252853960185901,0.924037377857336,0.979944304409015,1,1,FALSE,FALSE,TRUE,TRUE
"2","41f01f3e3cbf6beb908ae1ebb553208e",0.828103374957237,-1.30557912842826,0.119822344171446,0.221581141525022,6.91109309105449,-5.89210399153409,0.000453856605636717,0.00106065909039623,0.0245082567043827,0.056214931791,TRUE,TRUE,FALSE,FALSE
"3","bc6f21affc11d8c4a5d6454f728e4add",-0.0189392950830406,-0.0898993969921571,0.0937383995846431,0.198571541622071,-0.202044148043502,-0.452730518471055,0.84562861904738,0.664441009444665,1,1,FALSE,FALSE,TRUE,TRUE
"4","c2ba82ad21732bcd0ef11c61560cf91c",0.0769242398848001,-0.112365759377914,0.243576953644448,0.382839323097633,0.31581082994037,-0.293506316092974,0.754076627193508,0.770919345485884,1,1,FALSE,FALSE,TRUE,TRUE
"5","250a576e3788b3f444938c7b08afb2e3",-0.224834859996073,0.595659439923656,0.2910660201142,0.489441062669879,-0.772453135916924,1.2170197503952,0.443975689631824,0.23008427294456,1,1,FALSE,FALSE,TRUE,TRUE
"6","eedb6e6a512baecd8df273d5495ca5c0",-0.0244067254109602,0.061446676952425,0.089865537476265,0.220593621360118,-0.271591603370829,0.278551467506458,0.792813060626722,0.787653583097586,1,1,FALSE,FALSE,TRUE,TRUE
"7","ed32eeb458a2b9bdee12e2db96fcb98b",-0.506028810241072,1.09955306046495,0.204663980888006,0.313920731705255,-2.47248591591686,3.50264557072114,0.0184226975493419,0.00127942448971011,0.865866784819071,0.0665300734649256,FALSE,TRUE,TRUE,FALSE
"8","645dd8b575c7e7c0952933bbe90b4bb9",0.409585709370457,-0.396701261768959,0.139307438009221,0.235024445313795,2.94015678720145,-1.68791489429663,0.0164825340268338,0.125698417298892,0.791161633288022,1,FALSE,FALSE,TRUE,TRUE
"9","0f898170dbe4592000abdcde0dd2ba2e",-0.0455203915014492,0.231362816873037,0.291163280099029,0.408100891836393,-0.156339739976714,0.566925536065208,0.876449362478647,0.573520955748694,1,1,FALSE,FALSE,TRUE,TRUE
"10","b5c3abd1c966bb0457d8dfe34c35b160",0.106172975066202,-0.0825944531269265,0.134209637632365,0.296456519089276,0.791097993700258,-0.278605622776181,0.436969198984704,0.783037058465367,1,1,FALSE,FALSE,TRUE,TRUE
