"","taxon","lfc_(Intercept)","lfc_Crohn_case_control","se_(Intercept)","se_Crohn_case_control","W_(Intercept)","W_Crohn_case_control","p_(Intercept)","p_Crohn_case_control","q_(Intercept)","q_Crohn_case_control","diff_(Intercept)","diff_Crohn_case_control","passed_ss_(Intercept)","passed_ss_Crohn_case_control"
"1","7e464b9b7f9ca86103a675a09263efec",-0.0623889732802022,0.0863318344822625,0.118391692821068,0.206340428916797,-0.52697086926947,0.418395148907412,0.599429439515654,0.676592735461006,1,1,FALSE,FALSE,TRUE,TRUE
"2","41f01f3e3cbf6beb908ae1ebb553208e",-0.305956445948638,0.164493558229361,0.0774438281417189,0.175851013481295,-3.95068856085924,0.935414331557764,0.00114482348738012,0.363479296842089,0.0583859978563859,1,TRUE,FALSE,FALSE,TRUE
"3","bc6f21affc11d8c4a5d6454f728e4add",-0.00690491855208206,-1.08595712144004,0.0826930003761926,0.155676451266197,-0.0835006411748242,-6.97573147773725,0.934557635183927,4.4572493456896e-06,1,0.000254063212704307,FALSE,TRUE,FALSE,TRUE
"4","c2ba82ad21732bcd0ef11c61560cf91c",-0.146406453102825,0.262142791893934,0.146168054855001,0.240669019672763,-1.00163098734577,1.08922532800594,0.31950474640602,0.279284565222426,1,1,FALSE,FALSE,TRUE,TRUE
"5","250a576e3788b3f444938c7b08afb2e3",0.144348631975427,-0.318522787797314,0.202246624828526,0.316298267460145,0.713725789480108,-1.00703298299745,0.477093115244462,0.316398934074783,1,1,FALSE,FALSE,TRUE,TRUE
"6","eedb6e6a512baecd8df273d5495ca5c0",-0.869755556166616,0.805147214940731,0.0780032810739221,0.155360063676583,-11.1502432230045,5.18245935208178,5.81027128629668e-07,0.000411608774834117,3.25375192032614e-05,0.0214036562913741,TRUE,TRUE,FALSE,FALSE
"7","ed32eeb458a2b9bdee12e2db96fcb98b",0.10150159186113,-0.236175148070404,0.200700484234237,0.292390935966751,0.505736656532764,-0.807737583552387,0.614382054702872,0.421550571174204,1,1,FALSE,FALSE,TRUE,TRUE
"8","645dd8b575c7e7c0952933bbe90b4bb9",0.25777586416329,-0.357977854971341,0.061169073194195,0.171876555286137,4.21415350441755,-2.08276140032819,0.00058352771834766,0.0526863380137725,0.0303434413540783,1,TRUE,FALSE,FALSE,FALSE
"9","0f898170dbe4592000abdcde0dd2ba2e",0.00867786243386684,-0.00716554724174005,0.126322187293161,0.222673450738121,0.068696264843228,-0.0321796209561024,0.9453672119912,0.974392314563588,1,1,FALSE,FALSE,TRUE,TRUE
"10","b5c3abd1c966bb0457d8dfe34c35b160",0.22552833128711,-0.428838121118171,0.129355102173821,0.244928167470393,1.74348230179631,-1.75087302349579,0.0857690332094998,0.0844775928585696,1,1,FALSE,FALSE,TRUE,TRUE
"11","ca39c1dfb5e738c293917a0ab7391c33",0.173611456624316,-0.139682908169101,0.0626564309131273,0.186241794828181,2.77084816505152,-0.750008387204208,0.00981976978208521,0.459505760951724,0.481168719322175,1,FALSE,FALSE,TRUE,FALSE
