"","W","q-value","p-value"
"7e464b9b7f9ca86103a675a09263efec",1.48822408023367,1,0.136691808808598
"41f01f3e3cbf6beb908ae1ebb553208e",0.766792694691484,1,0.443204780496983
"bc6f21affc11d8c4a5d6454f728e4add",-0.325689765453333,1,0.744659088390646
"c2ba82ad21732bcd0ef11c61560cf91c",-1.73367704856568,1,0.0829754010470814
"250a576e3788b3f444938c7b08afb2e3",0.351964267973488,1,0.724865060021343
"eedb6e6a512baecd8df273d5495ca5c0",0.232328409333801,1,0.816282948567604
"ed32eeb458a2b9bdee12e2db96fcb98b",0.489072305098245,1,0.624790507831422
"645dd8b575c7e7c0952933bbe90b4bb9",0.332629192605715,1,0.73941420449621
"0f898170dbe4592000abdcde0dd2ba2e",0.441121152276688,1,0.659125291049299
"b5c3abd1c966bb0457d8dfe34c35b160",-1.14223362304905,1,0.253356923489951
"ca39c1dfb5e738c293917a0ab7391c33",0.614407256550689,1,0.538946241771278
"7d669e880492b330a9c9c649f65c2ba6",-0.0693954972362754,1,0.944674812965776
"494975433cf1f940b003816db0232f8b",-0.485879635390588,1,0.627052507833309
"632a77028290d1ecbd9bfe2958610b8c",-0.00723295188224582,1,0.994228989683141
"5b239eddc0c4c102c7f721bae475cf22",0.718789967810971,1,0.472270339879338
"51c79d7c5c2260b32f6ad5b82272898e",-1.62215177978349,1,0.104770853524053
"20f887a0f58476d52027e0798805c1d2",-0.000369034298708595,1,0.999705553237337
"3a4c1eb8dbc9f93fbbfbd8702754c0df",0.569053431647397,1,0.5693198799088
"969732ae717bf5a9282f4781499aadb4",-1.70013074488439,1,0.0891063353785406
"81b95cf5e2e0e3f7579b7dfa4b2ebed0",0.622855746240539,1,0.533379321236855
"26de4690cd2c89c490c37a8d1418d67a",-1.1797316940714,1,0.238106944111338
"c5bd025300b4ef0c652dd11cef56ac29",-0.159350557974372,1,0.873392690095035
"95251fbafeb9956f566a3da93d145d63",0.531622453647005,1,0.594987510179781
"cb3f42ad378ddeda014d895db355586b",-0.113051778962325,1,0.909989504626634
"1e2270e7a0c8c2e951edc6813b58451a",-0.982561812420303,1,0.325823146857766
"820d3c5095323f85949bc959fd15d1b7",-1.32853893858426,1,0.184000128836722
"92fb114641e27921122496428e2ef0dd",0.441089213939639,1,0.659148411761148
"5431c93e93b57f0b74748eb702ea1e72",1.40879433041257,1,0.15889599210502
"7c821085a5548386a8d91fe359fa3ff3",-0.28488625324216,1,0.775731288102436
"3a8a7409bdc33da14a01ec3e3313b9a7",0.0297005734548719,1,0.976305854573877
"564e9f4d70915c0026898422d57b1431",-0.677795017964349,1,0.497901670341222
"386a607b118090dd71bfc8b4b4081447",-0.0912007279009783,1,0.92733309658416
"afce1dc2c06acb90ad5d3da0fffbcd02",1.19866940948008,1,0.230656517319102
"1c6bf8efe709f63c28e0225da6870395",1.31433059937486,1,0.188734974162771
"f2d099ef5556f02539ded15181a3d994",-0.550189822706401,1,0.58218918331228
"304a3df568087b761af6bca76a3816aa",0.0617852768165613,1,0.950733828483708
"2ddd18d49a8163e0fc79e28ea6273254",-1.08663130697901,1,0.277199783402966
"42604f7f8bfc866837a5370b4b667382",-0.783785981418651,1,0.433165700902576
"de4edf45ab75f6490e1ada65b0e0306f",-0.364946602465625,1,0.71515126613243
"e1a9800482df461df81429b3b8f859a1",0.281317721071723,1,0.77846671947424
"c38ee4acf990375c9b9df651cf77bf7c",0.893650087571438,1,0.371509138412336
"321b7763c5946d79f50284281735d5b0",-0.0560204183139348,1,0.955325541239645
"01491b7ad3b35c7e644dd24ae831bee2",-1.27028717895095,1,0.203982353455884
"a67690654fca1914946ee270222b7247",1.95760240025921,1,0.0502766855014673
"95c08da59378a0eb674c2b7dab943428",-0.320807979927826,1,0.748355911680626
"6a49b0df18b1abfe220ecc00d5cbf296",-1.13392831163043,1,0.256824620167384
"5c4a1032c65d0d99d6d6bee379b63a2c",0.285293103191066,1,0.77541959625843
"c4228a5878f56464e576996e95eefc5e",-2.49575370140335,0.691294116360314,0.0125689839338239
"f55e6f0203460ecfb665c9dbc579b714",-0.673148252729893,1,0.500852978518858
"b73c9d186b67a61bce0ba79c990aef39",-0.784997336135401,1,0.432455130451557
"6960eba3db7d4d863d042ab497d7481a",0.802220309053664,1,0.422425530482168
"6545176af2fa076f03140433793c0d00",1.93549214603149,1,0.0529299315273581
"719ab97ff4cf3c7b809b054134f4dc70",0.450416046145663,1,0.6524104769588
"3fae853851bfe19cdb50e15749f373b6",0.621842126297783,1,0.534045683076568
"a99fb503372ef5103fa41e0c743bbad2",1.49052530235418,1,0.136086168628101
