"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","Both_case_control.Est","Both_case_control.SE","Both_case_control.t.val","Both_case_control.pval","A_SMK_CIG_CUR_FREQ.Est","A_SMK_CIG_CUR_FREQ.SE","A_SMK_CIG_CUR_FREQ.t.val","A_SMK_CIG_CUR_FREQ.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","SDC_GENDER.Est","SDC_GENDER.SE","SDC_GENDER.t.val","SDC_GENDER.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","Intercept..pval.holm","Both_case_control.pval.holm","A_SMK_CIG_CUR_FREQ.pval.holm","F1_SDC_AGE_CALC.pval.holm","SDC_GENDER.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","Both_case_control.rab.all","Both_case_control.rab.win.0","Both_case_control.rab.win.1","Both_case_control.diff.btw","Both_case_control.diff.win","Both_case_control.effect","Both_case_control.overlap","A_SMK_CIG_CUR_FREQ.rab.all","A_SMK_CIG_CUR_FREQ.rab.win.0","A_SMK_CIG_CUR_FREQ.rab.win.1","A_SMK_CIG_CUR_FREQ.diff.btw","A_SMK_CIG_CUR_FREQ.diff.win","A_SMK_CIG_CUR_FREQ.effect","A_SMK_CIG_CUR_FREQ.overlap","SDC_GENDER.rab.all","SDC_GENDER.rab.win.1","SDC_GENDER.rab.win.2","SDC_GENDER.diff.btw","SDC_GENDER.diff.win","SDC_GENDER.effect","SDC_GENDER.overlap"
"7e464b9b7f9ca86103a675a09263efec",-5.46346857909766,12.3563083510125,-0.389255713140491,0.676532176469352,0.16459011693715,0.635277227863949,0.245467734768828,0.737124234693679,-0.112266856860711,1.23215087122989,-0.113830402042171,0.831597496504679,0.0275090130922977,0.0468963755997993,0.551159112411662,0.598732655053876,1.38857667793422,2.47670929252733,0.562002561572913,0.6021647409249,0.122690885969837,0.0805472806853932,1.51551256029431,0.173092439363711,-0.134313169540195,0.0754918977967374,-1.79040100427801,0.167604533092536,9.33100303074659,9.53215477693025,0.981473716251515,0.386081640318506,-0.0236438157204256,0.0712133984515797,-0.381718821139952,0.66241528771323,-0.0972039067209232,0.637320290055101,-0.195935471978842,0.765258922201214,-0.0437284544975212,0.256933639582403,-0.162448320393144,0.804765923646584,-0.0329737922490937,0.337443896976554,-0.0827622698104827,0.824664749495219,0.044663389248712,0.165425562258756,0.296000537863911,0.749803660373121,1,1,1,1,1,0.994627112062917,0.878801999420642,0.999215504446119,1,1,1,1,1,1.83755162487581,1.6124139478638,2.04601136788959,0.311105128173439,2.28510473896858,0.105253588583242,0.436564738773982,1.83755162487581,1.89783384632502,1.45664286699793,-0.37635372017308,1.95499115049451,-0.15762714835236,0.414062612600893,1.83755162487581,2.68703974471887,1.69790169303589,-0.724927601369057,1.98977293216337,-0.308772130587945,0.326171937855375
"41f01f3e3cbf6beb908ae1ebb553208e",3.81650630595828,25.853201740291,0.166177940197899,0.627649585433586,0.0457007285364781,1.32919557091124,0.0408496393570174,0.593795898807961,1.76790878066052,2.57803901808353,0.690075245046668,0.468104054630103,-0.0078452112861191,0.0981216577660688,-0.0664080179144932,0.673478010311511,-0.385428515990851,5.18203845135634,-0.0742575046784082,0.635244363063271,-0.0734286682317601,0.168529712761714,-0.448699758269263,0.578040227108532,0.0800501344932831,0.157952295139717,0.51791431504481,0.54020950057518,-14.9005317228332,19.9442028692544,-0.767814771376114,0.456074009455999,-0.00469004252533012,0.149000357103386,-0.0516224165956754,0.632886659803315,-0.992398204840038,1.33347028610087,-0.74674409802966,0.469559294825517,-0.0462995329888679,0.537584287255729,-0.0743944495890756,0.619939294768478,0.0647771230737612,0.706036535892205,0.0997397733099607,0.602806317843683,0.100464349703008,0.346121212953238,0.305828395576736,0.607003915584664,1,1,1,1,1,1,1,0.995223522159486,1,1,1,1,1,-4.74586669351073,-5.08984924107022,-4.4406824312576,0.431762154658996,5.57706771530313,0.0688273256803461,0.469401042751524,-4.74586669351073,-4.84150572702773,-3.44050130489833,1.0264046257253,5.25688170062395,0.157954950481356,0.42968759121018,-4.74586669351073,-4.46863198825957,-4.7903408365113,-0.256672749707008,5.85848660969754,-0.0349186050139551,0.481481487353479
"bc6f21affc11d8c4a5d6454f728e4add",-3.46829607603466,23.8655638519467,-0.13878845355661,0.572609908812671,0.0821142092698737,1.22700476668117,0.0575301380866425,0.603783342485826,-1.65156796872067,2.37983501683648,-0.718682470678901,0.499545051612349,-0.0841063453568783,0.0905778987143981,-0.933522646104852,0.410914762730448,-0.2345261446836,4.78363456822257,-0.0496109305722836,0.644032975261138,0.07817140448756,0.155572863325347,0.521842774773427,0.550432192603793,-0.0493317320778396,0.145808655465047,-0.35281930237205,0.578820637741607,7.90110328224307,18.4108588109834,0.438843232137209,0.541682368480831,0.0128346223947842,0.137544957569874,0.0837922660719097,0.657254409559754,-0.892174990376908,1.23095083453504,-0.735593473567457,0.468511961565409,-0.280623478655568,0.496253897764249,-0.584689839339483,0.490488182061181,0.0259851116520256,0.65175525253736,0.030365282202288,0.550909485106154,-0.111601826063972,0.319510828532132,-0.356576201333148,0.644324488167422,1,1,0.989965826488192,1,1,1,1,1,1,1,1,1,1,-4.48930596937043,-4.71121989473144,-4.22913401103639,0.45987540695684,5.41805550592308,0.0823543340374799,0.464843751247933,-4.48930596937043,-4.38635177825118,-5.27404455589244,-0.791080187520009,4.91340444421093,-0.151766274454662,0.42801565694614,-4.48930596937043,-4.71883776101005,-4.43616785635377,0.674754190202647,4.88603442267516,0.118935882771481,0.455078139396467
"c2ba82ad21732bcd0ef11c61560cf91c",-6.90524831920729,24.315806218633,-0.281987527575624,0.732126633988524,0.906770622163052,1.25015316298612,0.726564095461024,0.483572570451086,-1.3458822267724,2.4247324496795,-0.562890452629362,0.587609156015242,-0.0670510888287947,0.0922867210049438,-0.739410690130294,0.4743261830539,-3.54544855299132,4.87388154343424,-0.737070114324485,0.486321513250387,0.156792715760642,0.158507866018362,1.0007122057398,0.340725374411821,0.0267553980507294,0.148559448805912,0.174238897472057,0.792501171650743,0.287812362910696,18.7581939376626,0.024998867752891,0.776849006123543,0.136552356405784,0.140139849842531,0.982421083909097,0.357778106358517,-0.492306979264341,1.25417367646972,-0.399849792503639,0.646843276787176,0.268028568626989,0.50561611232548,0.529654475025,0.612164485425394,-0.762061886572881,0.664051120727322,-1.14805705689307,0.313214598897693,-0.424404573965148,0.325538648051196,-1.32108901764174,0.217203311733626,1,1,1,1,1,1,1,1,1,1,1,1,1,0.654542261090089,0.104588591128506,0.953917097889334,0.864964908108063,5.36526757419874,0.148186740817729,0.409889398210568,0.654542261090089,0.70964895333524,-0.129498464677519,-1.10142057396134,5.8641235438333,-0.163343620999667,0.414062612600893,0.654542261090089,-0.573679286425709,0.846600280330946,1.31666665258335,5.8371289101295,0.229498556623293,0.376218365341616
"250a576e3788b3f444938c7b08afb2e3",13.9199203635085,18.7708576877705,0.747146050343087,0.467232189055253,1.59848795308986,0.965069671115676,1.6618480855563,0.111680124612335,-1.86613581314031,1.87179924591502,-1.01139532906791,0.329364458838769,0.0382405250404594,0.0712417631099285,0.540130071948735,0.597559213494043,-7.31555597279384,3.76244719242538,-1.9497826065097,0.0606066392343471,0.0711012983573821,0.122361914249131,0.576093653260739,0.574578411254708,0.133671311746226,0.114682122675107,1.17198083265312,0.254434643049502,-3.71824132517942,14.480596930142,-0.261417663991353,0.795674691938489,0.0480377646630197,0.108182519392012,0.448692872956545,0.653871422496076,1.22423641883159,0.968173351320795,1.26561719218283,0.218637400447115,0.886256088481094,0.390315994615577,2.26549652517397,0.0317396613730161,0.326526578370426,0.512621665615405,0.632590615355093,0.534807083725866,-0.462718237152563,0.251303188530746,-1.84546123776729,0.074781949843233,1,1,1,1,1,1,1,1,1,1,0.98018202859914,1,1,7.00131638405781,6.65342608546084,7.3719973371749,0.914354401402713,3.71780725388665,0.21091730016752,0.375651046348397,7.00131638405781,7.0780914998713,4.27502099607588,-2.55622214494879,4.10172534156597,-0.629728712815102,0.253906662959858,7.00131638405781,7.08873463644465,6.96969068227873,-0.555778069522257,3.89238757576021,-0.115568457088111,0.425781274125035
"eedb6e6a512baecd8df273d5495ca5c0",27.0279303535353,24.8797182467957,1.10739505779728,0.350980106602493,1.37085499783712,1.2791456791838,1.08250638687655,0.334422839080958,-0.548776361382942,2.48096483536132,-0.23366409361692,0.641874273412196,-0.0233728612905213,0.0944269581637058,-0.246686542066577,0.611385780714309,-3.03193689960007,4.98691256537404,-0.620768720548762,0.47778125071749,-0.013106438145323,0.162183849097124,-0.0751583235550353,0.658207808859362,0.0272765172684239,0.152004716436589,0.180407241546839,0.602437401657907,-5.66025792914189,19.1932184272043,-0.302716009266947,0.582349443589213,-0.142461022980618,0.143389857111077,-1.0085870962357,0.38055481798844,0.828206497008192,1.28325943308445,0.664088737586837,0.531083670596569,0.0947855016337002,0.517341942216108,0.185588342849784,0.583012420199028,0.968944568466311,0.679451244043244,1.44526225335609,0.233297540592351,-0.00455740366388206,0.333088270614284,-0.018150320559912,0.622955627974427,0.996257663098386,0.995376381266313,0.997841108456296,1,0.997289150932893,1,0.996492557466168,1,0.988181986574984,0.994976823525428,1,0.984057874620147,1,-4.57081115835688,-4.99014364743524,-4.08070790759515,0.825741047077218,5.86626709944793,0.131036009742367,0.444372155532752,-4.57081115835688,-4.63606810911876,-3.77720153661862,0.498805992457661,5.05505075588235,0.103129136318288,0.470817157567962,-4.57081115835688,-4.28566993001277,-4.60459128556412,-0.534759584827338,5.844805075599,-0.0872928165068038,0.46198831620005
"ed32eeb458a2b9bdee12e2db96fcb98b",-5.02506729499072,26.4392102337422,-0.190562031885383,0.743447556124594,0.217083528918946,1.3593241368752,0.169052521224677,0.752128030908721,-1.56416680067187,2.6364748271652,-0.602578167163852,0.577123588249957,0.140986027846479,0.100345758495257,1.41892319057975,0.192570405285609,4.99517755144435,5.29949850819539,0.955033645537783,0.371592245128763,0.0711621362081077,0.172349736450438,0.421541243440744,0.646900009831158,-0.123278638289901,0.161532562970441,-0.781266543053646,0.490862583425526,-2.15938161758005,20.3962734636011,-0.0988115104674556,0.711288847285998,-0.0792199726233535,0.152377713442727,-0.528752304736046,0.610942790955614,-0.647171729516746,1.36369574603693,-0.465329672175697,0.651645106938405,0.221645056544588,0.549769584900579,0.405292785091822,0.661488882344676,-0.0251342658996364,0.722040101364521,-0.0415962728235458,0.853118583579703,0.227386062009472,0.353966661752647,0.648929420927588,0.53216895287855,1,1,1,1,1,1,1,1,1,1,1,1,1,3.28910700137204,2.41802306881816,3.8171440101865,0.940038309291227,5.77732913144595,0.151980431898071,0.379557296182914,3.28910700137204,3.42976667112128,0.272290713747553,-2.67517598731233,6.0202768316852,-0.373678683492213,0.355468950535953,3.28910700137204,2.31469585074321,3.54952226645904,0.705288756338559,6.11425131188429,0.0984325494320989,0.411306071882638
"645dd8b575c7e7c0952933bbe90b4bb9",-4.49941940052124,27.9094599345634,-0.160142496329642,0.665555868044063,-0.00543808690214955,1.43491436396182,-0.010603611524105,0.664871888606521,0.823217254355786,2.78308572407146,0.297532433526886,0.615846923797201,-0.0250464509948466,0.105925854122245,-0.234460114524043,0.672449907410779,-3.6941682614803,5.59419664884682,-0.66618112475992,0.534670027237774,0.000566417699951623,0.181933878571652,0.00405676945276186,0.736585792432218,0.154322721410724,0.170515176304219,0.909536418152812,0.401467134552307,-14.4140933904381,21.5304834000028,-0.671968026132949,0.506393505414284,0.131136844290923,0.160851237637299,0.819734427591958,0.462470869803315,-1.06744571577485,1.43952907255827,-0.746253940350933,0.488714104032834,0.053321106503742,0.580341548305487,0.0831521465982696,0.620598955967575,0.423945800505449,0.762191801571406,0.559507126714857,0.562710470244476,-0.3115332192864,0.373650282176313,-0.841010754773742,0.454055006599224,1,1,1,1,1,1,1,1,0.993530153451494,1,1,1,1,-4.51539590737002,-4.66509317435976,-4.41431761167581,0.0234989383661182,6.29085137477537,0.00266428047004175,0.497395833425318,-4.51539590737002,-4.59993512828882,-3.52253513383932,0.575922055689472,5.51159510946821,0.0692881795185254,0.46303506634964,-4.51539590737002,-5.18606765883306,-4.36587380444274,1.04410435370418,5.96601401208992,0.155513420653671,0.425781274125035
"0f898170dbe4592000abdcde0dd2ba2e",17.6683305489168,10.6077500677041,1.66799408412781,0.108294270968153,0.6982346037959,0.545378268771713,1.28095662219527,0.214550042902195,-2.39634741171477,1.05778749739921,-2.26503755381735,0.0318634336486838,-0.00333354311643135,0.0402600046318108,-0.0834921683538532,0.901460093843618,-1.61976106273428,2.12622673529649,-0.763546998413546,0.455749636098402,-0.00818142782114622,0.0691489236001338,-0.117946453097905,0.876461828033949,0.0492517443551042,0.064808934935557,0.760958969990525,0.457590991763626,-3.20269269987202,8.18324637164481,-0.39190691274458,0.700866671784685,-0.0345802537539598,0.0611358919498218,-0.566335817742984,0.578215385024693,-0.367656294771935,0.547132214406677,-0.672458285296983,0.510598501725732,0.357436244730908,0.220574604910403,1.62211846299965,0.117608804656738,0.0838561569442987,0.28969174443644,0.289073565476941,0.775564509304627,-0.0673795511694909,0.142015962162883,-0.475614462370462,0.64164809184406,1,1,0.990474768252049,1,1,1,1,1,1,1,1,1,1,7.44598528929315,7.63895372825175,7.32349655048532,0.0006049792923144,2.69035845964233,0.000386242190849762,0.5,7.44598528929315,7.57052544127474,5.65716693600591,-2.28115310680624,2.89244918893954,-0.94607478420866,0.0933867287704599,7.44598528929315,7.51057110950465,7.43025128899202,0.221727886267503,2.83255041259504,0.0623520117796898,0.468750009973051
"b5c3abd1c966bb0457d8dfe34c35b160",-40.2633256354704,32.0743721151228,-1.25806081101358,0.249927101499621,1.8995148836706,1.64904578486844,1.15590906540941,0.295823008580339,0.36784028939094,3.19840395878125,0.119135444211712,0.73629241451277,0.0750112711207321,0.121733106613131,0.61989564578969,0.560520777403445,4.87825017978698,6.42901530237343,0.758049080355732,0.485961623969307,-0.120582474481948,0.209083763545998,-0.573142783553959,0.58488175328024,0.00554345443590249,0.195961055100325,0.0209735272033585,0.743137169815222,13.5962097900658,24.7434646893668,0.555904752128464,0.591783492039962,0.0873487152471159,0.184854972588257,0.475031599647045,0.619564371431362,0.488782650103135,1.65434914369632,0.295907747805455,0.727096484711156,0.61166633545938,0.666945573932974,0.922291094998608,0.394511351482354,-0.242495509674361,0.87593323281838,-0.282004010458306,0.66759294200183,0.132697944397243,0.429409892543347,0.306058199078175,0.695150217900799,1,1,1,1,1,1,1,1,1,1,1,1,1,0.765074146951743,-1.97687475273105,1.70395406987071,1.22714267441327,7.73909787202475,0.15798662963339,0.411841252396335,0.765074146951743,0.765074146951743,1.09248782264423,-0.0670826855333471,7.27308332681544,-0.00725029352499564,0.490272385818683,0.765074146951743,0.206057679200214,0.771962086138068,0.619273073542852,8.01310281820052,0.0795949889604117,0.440545828063209
