"","taxon","lfc_(Intercept)","lfc_Both_case_control","se_(Intercept)","se_Both_case_control","W_(Intercept)","W_Both_case_control","p_(Intercept)","p_Both_case_control","q_(Intercept)","q_Both_case_control","diff_(Intercept)","diff_Both_case_control","passed_ss_(Intercept)","passed_ss_Both_case_control"
"1","7e464b9b7f9ca86103a675a09263efec",-0.00347137884511295,-0.0889943590718615,0.198381717424822,0.286967536486202,-0.0174984816654209,-0.310119953502617,0.986121807865302,0.75800338779254,1,1,FALSE,FALSE,TRUE,TRUE
"2","41f01f3e3cbf6beb908ae1ebb553208e",0.835701661780486,-1.45504888853466,0.129206363268256,0.2310694441036,6.46796056046727,-6.29701990316941,0.000648109507829076,0.000747433949439719,0.034349803914941,0.0403614332697449,TRUE,TRUE,FALSE,FALSE
"3","bc6f21affc11d8c4a5d6454f728e4add",0.228167485383543,-0.413163275584708,0.0956047503069526,0.204955859524184,2.38657059038363,-2.01586466736734,0.0542794748783956,0.0904168973820934,1,1,FALSE,FALSE,TRUE,TRUE
"4","c2ba82ad21732bcd0ef11c61560cf91c",0.0622436885131581,-0.188565840589864,0.270799050248208,0.395613757827573,0.229851945404192,-0.476641261480218,0.81954488843222,0.63658005166581,1,1,FALSE,FALSE,TRUE,TRUE
"5","250a576e3788b3f444938c7b08afb2e3",-0.102909410041371,0.317918431110767,0.306133842071736,0.513364303039373,-0.33615822852168,0.619284257258503,0.738386474817351,0.538996640342078,1,1,FALSE,FALSE,TRUE,TRUE
"6","eedb6e6a512baecd8df273d5495ca5c0",0.159722073916646,-0.24404406711974,0.0985056821208046,0.261097226059123,1.6214503618255,-0.934686556434263,0.14895174980545,0.381063148911412,1,1,FALSE,FALSE,TRUE,TRUE
"7","ed32eeb458a2b9bdee12e2db96fcb98b",-0.514553119919359,1.03064557302191,0.276356420615499,0.389832587645016,-1.86191845578746,2.64381584733091,0.0710282002998662,0.0121851879855216,1,0.560518647333993,FALSE,FALSE,TRUE,TRUE
"8","645dd8b575c7e7c0952933bbe90b4bb9",0.706115189874731,-0.756292408099694,0.141759261797379,0.239584891331094,4.98108681522344,-3.15667821913919,0.000758311659051434,0.0116121006546264,0.0394322062706745,0.545768730767442,TRUE,FALSE,FALSE,TRUE
"9","0f898170dbe4592000abdcde0dd2ba2e",0.0841599062004212,-0.117902396549501,0.290196846741837,0.466365328499348,0.290009719765463,-0.252811239053474,0.773112127193961,0.801540440339729,1,1,FALSE,FALSE,TRUE,TRUE
"10","b5c3abd1c966bb0457d8dfe34c35b160",-0.192660380276217,0.435890910240924,0.231764263078057,0.351179759154134,-0.831277340680127,1.24121877437022,0.414748552000748,0.227597236427367,1,1,FALSE,FALSE,TRUE,TRUE
"11","ca39c1dfb5e738c293917a0ab7391c33",0.554686490276245,-0.979105073464412,0.198023925256374,0.311197527832567,2.80110844968916,-3.14624952287924,0.0122767261000934,0.00589023542118011,0.601559578904577,0.294511771059006,FALSE,FALSE,TRUE,TRUE
"12","7d669e880492b330a9c9c649f65c2ba6",-0.211533430848825,0.233529282760711,0.165060622344883,0.272549916004023,-1.28154994112914,0.856831240987299,0.211312245872965,0.39936696528221,1,1,FALSE,FALSE,TRUE,TRUE
"13","494975433cf1f940b003816db0232f8b",0.0657103798858515,-0.907294506986427,0.10312166674216,0.211318072721798,0.637212158819642,-4.29350171189989,0.55863173851963,0.0127108398177396,1,0.571987791798281,FALSE,FALSE,TRUE,TRUE
"14","b67b924653e2ba692fd3ea7c8f75c2ee",-0.333605904780654,0.726009530718749,0.114462052452995,0.217111954291708,-2.91455462864125,3.34394083958774,0.0268207998435608,0.0155356042621301,1,0.683566587533722,FALSE,FALSE,TRUE,TRUE
"15","632a77028290d1ecbd9bfe2958610b8c",0.0136895127558304,0.0230383903396804,0.209639294744023,0.334861606822289,0.0653003186857015,0.0687997365786603,0.948217860014935,0.945447232581267,1,1,FALSE,FALSE,TRUE,TRUE
"16","5b239eddc0c4c102c7f721bae475cf22",0.153883159591371,-0.259768467840041,0.276917880541051,0.427073217677085,0.555699614957,-0.608252770456927,0.58136450985899,0.546295343995681,1,1,FALSE,FALSE,TRUE,TRUE
"17","51c79d7c5c2260b32f6ad5b82272898e",-0.288615062950696,0.343607409766076,0.165558024353034,0.258298250369144,-1.74328646454041,1.33027385696579,0.10682292008885,0.208156890476186,1,1,FALSE,FALSE,TRUE,FALSE
"18","20f887a0f58476d52027e0798805c1d2",-0.0915576525554313,0.202286997875436,0.217629605486621,0.310053107335328,-0.420704032205122,0.652426932966226,0.677876189729247,0.520593759068299,1,1,FALSE,FALSE,TRUE,TRUE
"19","3a4c1eb8dbc9f93fbbfbd8702754c0df",-0.156123317023996,0.109537128097375,0.156049530425459,0.256299470177908,-1.00047284088799,0.427379455842577,0.327491917315203,0.673077591666467,1,1,FALSE,FALSE,TRUE,TRUE
"20","969732ae717bf5a9282f4781499aadb4",0.237376372909118,-0.530543538928071,0.246800458915894,0.410746648301995,0.961814957524095,-1.29165640455329,0.341520278703638,0.203376019663962,1,1,FALSE,FALSE,TRUE,TRUE
"21","81b95cf5e2e0e3f7579b7dfa4b2ebed0",0.0649526511874661,-0.16102732715885,0.237634975831003,0.377246636100432,0.273329508673243,-0.42684894111549,0.785939547407407,0.671669538661912,1,1,FALSE,FALSE,TRUE,TRUE
"22","26de4690cd2c89c490c37a8d1418d67a",-0.0934769102760788,0.0934345939148793,0.205375850323261,0.305389419785949,-0.455150447966237,0.305952295205147,0.651590945800719,0.761310916456803,1,1,FALSE,FALSE,TRUE,TRUE
