"","W","q-value","p-value"
"7e464b9b7f9ca86103a675a09263efec",1.7067673551258,1,0.0878653023358321
"41f01f3e3cbf6beb908ae1ebb553208e",1.70757889385451,1,0.0877145074152214
"bc6f21affc11d8c4a5d6454f728e4add",1.4221615397934,1,0.154979360995455
"c2ba82ad21732bcd0ef11c61560cf91c",1.99851133809785,1,0.0456612519646399
"250a576e3788b3f444938c7b08afb2e3",0.957182419380634,1,0.338475189055241
"eedb6e6a512baecd8df273d5495ca5c0",0.303739008684285,1,0.761326736517487
"ed32eeb458a2b9bdee12e2db96fcb98b",0.503047194058122,1,0.614931091727507
"645dd8b575c7e7c0952933bbe90b4bb9",0.574556575768719,1,0.565591227423948
"0f898170dbe4592000abdcde0dd2ba2e",2.15050159910508,1,0.031515559639561
"b5c3abd1c966bb0457d8dfe34c35b160",0.665351590001531,1,0.505825640502667
"ca39c1dfb5e738c293917a0ab7391c33",2.14566280627754,1,0.0318998906360737
"7d669e880492b330a9c9c649f65c2ba6",-0.531080046479826,1,0.595363310715849
"b67b924653e2ba692fd3ea7c8f75c2ee",-0.504003885183588,1,0.614258646796724
"632a77028290d1ecbd9bfe2958610b8c",1.21143287175664,1,0.225729547440453
"5b239eddc0c4c102c7f721bae475cf22",-0.353968113671985,1,0.723362779774395
"51c79d7c5c2260b32f6ad5b82272898e",-0.780246744389208,1,0.435245652918539
"20f887a0f58476d52027e0798805c1d2",-0.441672730087408,1,0.658726045785094
"3a4c1eb8dbc9f93fbbfbd8702754c0df",-1.51522258746338,1,0.129716044794642
"969732ae717bf5a9282f4781499aadb4",-0.0886812694934214,1,0.92933521865639
"81b95cf5e2e0e3f7579b7dfa4b2ebed0",0.822605235235895,1,0.410732520573454
"26de4690cd2c89c490c37a8d1418d67a",-0.738273562793537,1,0.460348228354268
"c5bd025300b4ef0c652dd11cef56ac29",-1.75291594570263,1,0.0796164360916333
"95251fbafeb9956f566a3da93d145d63",-0.626613690476483,1,0.530912491999143
"cb3f42ad378ddeda014d895db355586b",0.431222896859758,1,0.666306306819909
"1e2270e7a0c8c2e951edc6813b58451a",1.51472963882708,1,0.129840885345682
"820d3c5095323f85949bc959fd15d1b7",2.08380254150941,1,0.0371781320735603
"92fb114641e27921122496428e2ef0dd",2.71760136384364,0.348512153692592,0.00657570101306777
"5431c93e93b57f0b74748eb702ea1e72",-0.295638284203473,1,0.767506333252091
"7c821085a5548386a8d91fe359fa3ff3",-0.577521448670314,1,0.563587253650347
"564e9f4d70915c0026898422d57b1431",-0.631578021118239,1,0.527662652201641
"386a607b118090dd71bfc8b4b4081447",1.67708816701208,1,0.0935252423495423
"afce1dc2c06acb90ad5d3da0fffbcd02",1.01952946102647,1,0.307951673949099
"1c6bf8efe709f63c28e0225da6870395",1.31792558975646,1,0.187528558409027
"f2d099ef5556f02539ded15181a3d994",-0.0197236295444153,1,0.984263840794337
"304a3df568087b761af6bca76a3816aa",-0.0788054773659389,1,0.937187347291723
"2ddd18d49a8163e0fc79e28ea6273254",-0.897396908000313,1,0.369507161880106
"42604f7f8bfc866837a5370b4b667382",-2.22785859026579,1,0.0258899463186083
"de4edf45ab75f6490e1ada65b0e0306f",0.47378543220127,1,0.635652923954741
"e1a9800482df461df81429b3b8f859a1",-0.247250225118731,1,0.804714577595123
"c38ee4acf990375c9b9df651cf77bf7c",0.601258803141974,1,0.547667624101322
"321b7763c5946d79f50284281735d5b0",-0.955656170645998,1,0.339245972841602
"01491b7ad3b35c7e644dd24ae831bee2",0.76715592825954,1,0.442988812569372
"a67690654fca1914946ee270222b7247",0.010038415760624,1,0.991990637566867
"95c08da59378a0eb674c2b7dab943428",0.460055467390871,1,0.645476407592526
"6a49b0df18b1abfe220ecc00d5cbf296",-0.13872662659594,1,0.889666176561179
"5c4a1032c65d0d99d6d6bee379b63a2c",-1.51376882384585,1,0.130084482338959
"c4228a5878f56464e576996e95eefc5e",0.0529315130121866,1,0.957786475829632
"f55e6f0203460ecfb665c9dbc579b714",-0.745269011658624,1,0.456109110541969
"b73c9d186b67a61bce0ba79c990aef39",-3.15403472150569,0.0885664592051177,0.00161029925827487
"6960eba3db7d4d863d042ab497d7481a",1.25342374852568,1,0.210051533159934
"d2a7d567b64364c09cf4bea1e3f5aef5",1.2154823652479,1,0.224182170681433
"6545176af2fa076f03140433793c0d00",0.432364362065302,1,0.665476615508104
"719ab97ff4cf3c7b809b054134f4dc70",0.979062663428409,1,0.327549018285964
"3fae853851bfe19cdb50e15749f373b6",2.78281516024489,0.291003288908474,0.00538894979460138
"a99fb503372ef5103fa41e0c743bbad2",1.87391088621486,1,0.0609427087527655
