"","taxon","lfc_(Intercept)","lfc_CASE_CONTROL","se_(Intercept)","se_CASE_CONTROL","W_(Intercept)","W_CASE_CONTROL","p_(Intercept)","p_CASE_CONTROL","q_(Intercept)","q_CASE_CONTROL","diff_(Intercept)","diff_CASE_CONTROL","passed_ss_(Intercept)","passed_ss_CASE_CONTROL"
"1","7e464b9b7f9ca86103a675a09263efec",0.00687340215450602,0.0887465692036374,0.144405395409136,0.218881854286503,0.0475979594462658,0.405454209500041,0.96214451562219,0.686127743152612,1,1,FALSE,FALSE,TRUE,TRUE
"2","41f01f3e3cbf6beb908ae1ebb553208e",0.567128141734959,-0.866298715486839,0.0803764999424261,0.151231595801694,7.05589497105739,-5.7282918354098,5.72020555636715e-06,5.21944432105957e-05,0.000308891100043826,0.00287069437658276,TRUE,TRUE,FALSE,FALSE
"3","bc6f21affc11d8c4a5d6454f728e4add",-0.070874558239358,-0.0792194716202679,0.0752447701049332,0.156602078603623,-0.941920058238192,-0.505864751774981,0.35942734882476,0.619448024957543,1,1,FALSE,FALSE,TRUE,TRUE
"4","c2ba82ad21732bcd0ef11c61560cf91c",0.0464697731619589,-0.0489233290315737,0.154406231865696,0.263884487854776,0.300957886223005,-0.185396759882672,0.764279376530421,0.853418321629467,1,1,FALSE,FALSE,TRUE,TRUE
"5","250a576e3788b3f444938c7b08afb2e3",-0.0075702589129609,0.183012292326975,0.183000981497947,0.281221329830466,-0.0413673131750162,0.650776711842246,0.967090810109024,0.516778244971459,1,1,FALSE,FALSE,TRUE,TRUE
"6","eedb6e6a512baecd8df273d5495ca5c0",-0.187214342505233,0.101235065204636,0.094716568031121,0.157650611010558,-1.97657438816533,0.642148257819667,0.0645443158664074,0.529342020378135,1,1,FALSE,FALSE,TRUE,TRUE
"7","ed32eeb458a2b9bdee12e2db96fcb98b",0.00552913364629614,0.142616018364916,0.230737521286524,0.297149700587496,0.0239628718184513,0.479946700545043,0.980938390500913,0.632498051566227,1,1,FALSE,FALSE,TRUE,TRUE
"8","645dd8b575c7e7c0952933bbe90b4bb9",0.212605267170211,-0.204252152946264,0.0964462571139451,0.166885290447162,2.20439106225793,-1.2239074660144,0.0407503159482682,0.236766637074626,1,1,FALSE,FALSE,TRUE,TRUE
"9","0f898170dbe4592000abdcde0dd2ba2e",0.00978591843995919,0.130501663446499,0.150734710372174,0.231176468824264,0.0649214664346195,0.564511016671441,0.948370138993641,0.573709499949918,1,1,FALSE,FALSE,TRUE,TRUE
"10","b5c3abd1c966bb0457d8dfe34c35b160",0.119789702594974,0.0489241597015934,0.163205758629086,0.246187424090902,0.733979631608571,0.198727290324662,0.46577305823108,0.843136950126421,1,1,FALSE,FALSE,TRUE,TRUE
"11","ca39c1dfb5e738c293917a0ab7391c33",0.350649994625301,-0.395589597546781,0.111112304507659,0.191953489976884,3.15581605636783,-2.06086170975282,0.00390822477372293,0.0490688185218146,0.207135913007315,1,FALSE,FALSE,TRUE,FALSE
"12","7d669e880492b330a9c9c649f65c2ba6",0.0363631928926833,-0.224571250303749,0.107064734103975,0.178859989964646,0.339637446419747,-1.25557007102672,0.735497581368947,0.21488462012796,1,1,FALSE,FALSE,TRUE,TRUE
"13","b67b924653e2ba692fd3ea7c8f75c2ee",0.0567080276435491,-0.4492106155496,0.0763557717329137,0.145426706299617,0.742681612097501,-3.08891418213178,0.473236780709967,0.0103060178250945,1,0.535912926904913,FALSE,FALSE,FALSE,FALSE
"14","632a77028290d1ecbd9bfe2958610b8c",0.101954025556672,-0.0273908879467387,0.135162545813214,0.215378479255589,0.754306786271739,-0.127175602880147,0.452473753076677,0.899061997713925,1,1,FALSE,FALSE,TRUE,TRUE
"15","5b239eddc0c4c102c7f721bae475cf22",0.14379226291731,-0.137245238552877,0.181465736689432,0.263498554114807,0.792393459727345,-0.520857653333,0.430238400352276,0.603759439110879,1,1,FALSE,FALSE,TRUE,TRUE
"16","51c79d7c5c2260b32f6ad5b82272898e",-0.223711862573439,-0.243408682936024,0.0980082726600779,0.155035724779991,-2.28258142401243,-1.57001673828043,0.0364719664030057,0.135974315930264,1,1,FALSE,FALSE,FALSE,FALSE
"17","20f887a0f58476d52027e0798805c1d2",-0.0321073603920209,0.192252692313833,0.140696051900369,0.214526997401632,-0.228203705493863,0.896170154071108,0.820418595472086,0.374456390226427,1,1,FALSE,FALSE,TRUE,TRUE
"18","3a4c1eb8dbc9f93fbbfbd8702754c0df",0.107441933724449,-0.322140778335652,0.12992248586955,0.207356446113775,0.826969504203667,-1.55356047218756,0.411425822918743,0.125379431102409,1,1,FALSE,FALSE,FALSE,FALSE
"19","969732ae717bf5a9282f4781499aadb4",0.281373623862616,-0.377983339081466,0.158138301202591,0.269497916477324,1.77928826680735,-1.40254642418829,0.0783246721182395,0.163944594126538,1,1,FALSE,FALSE,TRUE,TRUE
"20","81b95cf5e2e0e3f7579b7dfa4b2ebed0",0.0735446149568952,-0.00444872114941621,0.172895943516313,0.250985646132958,0.425369233431184,-0.0177250022778575,0.671519555235942,0.985895021476781,1,1,FALSE,FALSE,TRUE,TRUE
"21","26de4690cd2c89c490c37a8d1418d67a",0.15728771598977,-0.268479802826871,0.13810036429034,0.209285949721271,1.1389377341474,-1.2828372051943,0.258045507095771,0.203163325818417,1,1,FALSE,FALSE,TRUE,TRUE
"22","c5bd025300b4ef0c652dd11cef56ac29",-0.131536398014308,0.272406826725342,0.159806387415186,0.227430162766625,-0.823098501517148,1.19776032963961,0.413508488465292,0.235427509468858,1,1,FALSE,FALSE,FALSE,FALSE
"23","95251fbafeb9956f566a3da93d145d63",0.166424129709375,-0.174427404043573,0.129347195113163,0.209908598488001,1.28664660693859,-0.830968360991386,0.201377202804074,0.408097243814961,1,1,FALSE,FALSE,TRUE,TRUE
"24","cb3f42ad378ddeda014d895db355586b",0.210056608186959,-0.256356149851257,0.127802505634091,0.206138644470478,1.6436032075018,-1.24361034055393,0.103563868167204,0.216703103181683,1,1,FALSE,FALSE,TRUE,TRUE
"25","1e2270e7a0c8c2e951edc6813b58451a",-0.0350582723908764,0.0731386177546349,0.143095376377166,0.23727787072379,-0.244999337354346,0.308240366164504,0.80706166531149,0.758671701882018,1,1,FALSE,FALSE,TRUE,TRUE
"26","820d3c5095323f85949bc959fd15d1b7",-0.078368595899913,0.176014076363908,0.160008260665953,0.233750997190108,-0.48977843752406,0.752998183878364,0.625648038210154,0.453689130116636,1,1,FALSE,FALSE,TRUE,TRUE
"27","92fb114641e27921122496428e2ef0dd",-0.0136621298850048,0.0488191347051421,0.063215877051451,0.14796333863064,-0.216118648071358,0.329940748545889,0.832525405824537,0.747133189296264,1,1,FALSE,FALSE,TRUE,FALSE
"28","5431c93e93b57f0b74748eb702ea1e72",0.132999825704016,-0.149806781617885,0.179801716856971,0.268422421343084,0.739702757175643,-0.558100850399565,0.461285417818465,0.578074791504147,1,1,FALSE,FALSE,TRUE,TRUE
"29","7c821085a5548386a8d91fe359fa3ff3",0.245709114729247,-0.314901066291889,0.124678870519011,0.210998552468209,1.97073580877347,-1.49243235372117,0.051575185821266,0.1387981956591,1,1,FALSE,FALSE,FALSE,FALSE
"30","564e9f4d70915c0026898422d57b1431",-0.114005495123049,0.536122088674464,0.1449634328676,0.193788370701881,-0.786443124778747,2.76653385717979,0.440827407790987,0.0119049223443492,1,0.60715103956181,FALSE,FALSE,TRUE,FALSE
"31","386a607b118090dd71bfc8b4b4081447",0.0553312477008926,0.0658546677648205,0.137504640384981,0.200407800489516,0.402395494042803,0.328603315858783,0.688269348557261,0.743156674634507,1,1,FALSE,FALSE,TRUE,TRUE
"32","afce1dc2c06acb90ad5d3da0fffbcd02",0.0301256227002363,-0.0396409315502491,0.127679320469601,0.219972029776986,0.235947548823372,-0.180208963796162,0.814400241591591,0.857688987200041,1,1,FALSE,FALSE,TRUE,TRUE
"33","1c6bf8efe709f63c28e0225da6870395",0.106713166842492,-0.0369091705183787,0.104014475485792,0.172533508485245,1.02594534408885,-0.213924650593512,0.307443061234304,0.831050275187603,1,1,FALSE,FALSE,TRUE,TRUE
"34","f2d099ef5556f02539ded15181a3d994",0.145472671095784,-0.139383496059296,0.145217172166983,0.210136887448396,1.00175942641623,-0.663298565767159,0.31895226714937,0.50871265114345,1,1,FALSE,FALSE,TRUE,TRUE
"35","304a3df568087b761af6bca76a3816aa",0.0380048460603453,-0.355582105510255,0.0775370372638771,0.143328464197355,0.490150867268835,-2.4808896648794,0.630680396609266,0.0246012330057391,1,1,FALSE,FALSE,TRUE,TRUE
"36","2ddd18d49a8163e0fc79e28ea6273254",0.209815618920804,-0.464073787628449,0.172163897796831,0.252211871076741,1.21869696031397,-1.84001564100543,0.226830152018018,0.0697759762409808,1,1,FALSE,FALSE,TRUE,TRUE
"37","42604f7f8bfc866837a5370b4b667382",-0.0762891629358184,0.0346615633433638,0.115243486329089,0.176126488014902,-0.661982428386166,0.1967992647445,0.511083916917824,0.844798640944956,1,1,FALSE,FALSE,FALSE,FALSE
"38","de4edf45ab75f6490e1ada65b0e0306f",-0.00711376910767392,-0.22886442840802,0.0762472327913481,0.147384025283426,-0.0932987184878023,-1.55284419710959,0.926757002384547,0.138877838667879,1,1,FALSE,FALSE,TRUE,TRUE
"39","e1a9800482df461df81429b3b8f859a1",0.00734218173636804,-0.198648451709467,0.146449954136915,0.217801403949196,0.0501344078913393,-0.912062310469788,0.960179082983419,0.365326432863689,1,1,FALSE,FALSE,TRUE,TRUE
"40","c38ee4acf990375c9b9df651cf77bf7c",0.00422236840335195,0.00112419049025766,0.149577322891425,0.221750330169891,0.0282286667639912,0.0050696226219658,0.977556804124672,0.995968872409243,1,1,FALSE,FALSE,TRUE,TRUE
"41","321b7763c5946d79f50284281735d5b0",-0.0292115766248911,-0.403845914457073,0.112154357322581,0.174081895331978,-0.260458686779972,-2.31986165871488,0.796080979130098,0.0264859673947618,1,1,FALSE,FALSE,TRUE,FALSE
"42","01491b7ad3b35c7e644dd24ae831bee2",-0.0314785024223922,0.0210248147055135,0.126092261462521,0.190230149073372,-0.249646584630007,0.110523041736167,0.803591816866825,0.912310847750543,1,1,FALSE,FALSE,TRUE,TRUE
"43","a67690654fca1914946ee270222b7247",0.110140073857967,-0.143129112579574,0.153176269737541,0.230939380004556,0.719041363565557,-0.619769190411571,0.474111016305087,0.537087344034091,1,1,FALSE,FALSE,TRUE,TRUE
"44","95c08da59378a0eb674c2b7dab943428",0.121204490305749,-0.231498090042244,0.127477410411065,0.20544027390605,0.950791908267602,-1.12683888918543,0.344470509896981,0.263057906810011,1,1,FALSE,FALSE,TRUE,TRUE
"45","6a49b0df18b1abfe220ecc00d5cbf296",-0.00695538155578882,-0.102560976736411,0.141702353884653,0.201699665849947,-0.0490844461303061,-0.508483622440456,0.960984239739847,0.61262683277535,1,1,FALSE,FALSE,TRUE,TRUE
"46","5c4a1032c65d0d99d6d6bee379b63a2c",0.0914300795918053,-0.585178310326305,0.163075087601076,0.227766283714684,0.560662458851268,-2.56920515531324,0.577871675861656,0.0136600061899747,1,0.683000309498734,FALSE,FALSE,FALSE,FALSE
"47","c4228a5878f56464e576996e95eefc5e",-0.0723176013873788,0.0691670680081715,0.118319755214026,0.184851946888794,-0.611204792103949,0.374175491101439,0.543537183241726,0.709686837409006,1,1,FALSE,FALSE,TRUE,TRUE
"48","f55e6f0203460ecfb665c9dbc579b714",0.159325121671554,-0.329068900492258,0.123091037602033,0.212583262892388,1.29436817477052,-1.54795300446036,0.199792099772016,0.126143111073276,1,1,FALSE,FALSE,TRUE,TRUE
"49","b73c9d186b67a61bce0ba79c990aef39",0.341802441771752,-0.874733939005286,0.145746231524716,0.222578344895997,2.34518888204521,-3.93000468852448,0.0225221385179121,0.000232261677629963,1,0.012542130592018,FALSE,TRUE,FALSE,TRUE
"50","6960eba3db7d4d863d042ab497d7481a",-0.0553190699722232,0.0154065367955213,0.117087191334239,0.199218344671758,-0.472460474470759,0.0773349302791664,0.638371119867803,0.938623273034438,1,1,FALSE,FALSE,TRUE,TRUE
"51","d2a7d567b64364c09cf4bea1e3f5aef5",-0.548712864995565,0.593389706573609,0.0626899128058124,0.139762551830766,-8.75280951012408,4.24569885710247,1.48014355993887e-06,0.00113592954410419,8.1407895796638e-05,0.0602042658375218,TRUE,TRUE,FALSE,FALSE
"52","6545176af2fa076f03140433793c0d00",0.118993456980963,-0.124580620197063,0.143553182746908,0.253757109803129,0.828915491137211,-0.490944353416211,0.409297659079194,0.624634863240553,1,1,FALSE,FALSE,TRUE,TRUE
