"","kw.ep","kw.eBH","glm.ep","glm.eBH"
"7e464b9b7f9ca86103a675a09263efec",0.285411143344531,0.517831552588878,0.448618689618594,0.691804868726087
"41f01f3e3cbf6beb908ae1ebb553208e",0.307336524583776,0.507435512590445,0.328006710812909,0.575578266821047
"bc6f21affc11d8c4a5d6454f728e4add",0.528929905477151,0.691686472951172,0.510522610901187,0.720026796569508
"c2ba82ad21732bcd0ef11c61560cf91c",0.0460211134274679,0.252725215045015,0.0666255662784106,0.302877354064076
"250a576e3788b3f444938c7b08afb2e3",0.37922316626037,0.604514590820043,0.526542649838409,0.760678894512413
"eedb6e6a512baecd8df273d5495ca5c0",0.592168802834441,0.740605613255081,0.559555304170182,0.758922396146144
"ed32eeb458a2b9bdee12e2db96fcb98b",0.785646239486358,0.886995031060142,0.249301814962325,0.539247557043704
"645dd8b575c7e7c0952933bbe90b4bb9",0.300907669624322,0.499159845377575,0.331839506068535,0.568287097355765
"0f898170dbe4592000abdcde0dd2ba2e",0.0568044237973677,0.26747526963488,0.0898149879076775,0.369432504124367
"b5c3abd1c966bb0457d8dfe34c35b160",0.841438691715147,0.913891321185235,0.746054847649891,0.872194916523266
"ca39c1dfb5e738c293917a0ab7391c33",0.0457726363119486,0.205285952608474,0.0654864212489843,0.267196167994193
"7d669e880492b330a9c9c649f65c2ba6",0.775170775813466,0.875825357386516,0.670412103398319,0.82936853853122
"494975433cf1f940b003816db0232f8b",0.193562612336999,0.390264631997853,0.264540054045972,0.505645398369551
"b67b924653e2ba692fd3ea7c8f75c2ee",0.413413452869533,0.586489761727952,0.430863145650306,0.653128550026303
"632a77028290d1ecbd9bfe2958610b8c",0.501138116906822,0.692665702298094,0.572231210602644,0.793024241569496
"5b239eddc0c4c102c7f721bae475cf22",0.321014424336406,0.550011084418051,0.449546291718471,0.704990762019418
"51c79d7c5c2260b32f6ad5b82272898e",0.181212598554021,0.377459579284842,0.233282170880872,0.46796529847964
"20f887a0f58476d52027e0798805c1d2",0.248505379653373,0.479787593382355,0.353911052571106,0.61272710615656
"3a4c1eb8dbc9f93fbbfbd8702754c0df",0.125649686949167,0.355812273327689,0.308499174398534,0.576671102277443
"969732ae717bf5a9282f4781499aadb4",0.136091406755459,0.378739630528242,0.0932443847927454,0.363836589074503
"81b95cf5e2e0e3f7579b7dfa4b2ebed0",0.311648338350394,0.553113240686219,0.562201178452443,0.776205688410669
"26de4690cd2c89c490c37a8d1418d67a",0.307383172013963,0.535578024853578,0.311570163800079,0.590953633238799
"c5bd025300b4ef0c652dd11cef56ac29",0.116691630626693,0.350348232567191,0.130024120690724,0.393842587691369
"95251fbafeb9956f566a3da93d145d63",0.105520833987862,0.333789508192303,0.405996480817437,0.666445403339595
"cb3f42ad378ddeda014d895db355586b",0.422701873993114,0.630572448034389,0.722316924876368,0.8687336344475
"1e2270e7a0c8c2e951edc6813b58451a",0.175676248468515,0.415821652781982,0.26618552506457,0.564568844937717
"820d3c5095323f85949bc959fd15d1b7",0.111957154849533,0.3388455300022,0.188259591477776,0.462526900674006
"92fb114641e27921122496428e2ef0dd",0.0943005949239317,0.255958841915367,0.105886434392705,0.30425816299326
"5431c93e93b57f0b74748eb702ea1e72",0.495205786825557,0.689896348715898,0.841066980713729,0.92311524081137
"7c821085a5548386a8d91fe359fa3ff3",0.228240911493823,0.464315850957492,0.202291370964082,0.503962982582416
"3a8a7409bdc33da14a01ec3e3313b9a7",0.238899915261385,0.437006012092855,0.260309684120177,0.508645845979907
"564e9f4d70915c0026898422d57b1431",0.590824079785977,0.743134080242855,0.560635460990401,0.748715900174172
"386a607b118090dd71bfc8b4b4081447",0.0477698748170153,0.254306057889963,0.199157370718943,0.49386595335221
"afce1dc2c06acb90ad5d3da0fffbcd02",0.23343802683296,0.465910750726418,0.260974160286215,0.53017922180318
"1c6bf8efe709f63c28e0225da6870395",0.000480980945115115,0.0138781246460427,6.19941991928361e-05,0.0030872909833957
"f2d099ef5556f02539ded15181a3d994",0.50681048989417,0.698677977835401,0.86122317031392,0.933835138373383
"304a3df568087b761af6bca76a3816aa",0.587114822766855,0.736742169277818,0.543329858244936,0.740920380413607
"2ddd18d49a8163e0fc79e28ea6273254",0.0900644620729383,0.317732177221431,0.239941407632162,0.514064232143716
"42604f7f8bfc866837a5370b4b667382",0.13841212177485,0.365118517704234,0.167780027329821,0.419045922109307
"de4edf45ab75f6490e1ada65b0e0306f",0.527217049078841,0.691515259304674,0.525435376956049,0.726420033112991
"e1a9800482df461df81429b3b8f859a1",0.588425367868002,0.75377660989531,0.597917019588523,0.784438359341477
"c38ee4acf990375c9b9df651cf77bf7c",0.879558421155702,0.931418009261828,0.798171030185136,0.899814822087676
"321b7763c5946d79f50284281735d5b0",0.297117420217755,0.517019128713121,0.355326086889827,0.607326972519378
"01491b7ad3b35c7e644dd24ae831bee2",0.446988144158596,0.649387741950165,0.309648714881184,0.571500462271621
"a67690654fca1914946ee270222b7247",0.847961593874768,0.915721234713272,0.769503684372906,0.887579711883765
"95c08da59378a0eb674c2b7dab943428",0.510205957914402,0.698562149398334,0.704667323250793,0.853774578723268
"6a49b0df18b1abfe220ecc00d5cbf296",0.866352951563109,0.927193880640375,0.706594271676273,0.856981588950455
"5c4a1032c65d0d99d6d6bee379b63a2c",0.186321176049591,0.421623469213781,0.238477983354,0.520833052091994
"c4228a5878f56464e576996e95eefc5e",0.0628378559640003,0.259122465635176,0.148321581645787,0.402578908741207
"f55e6f0203460ecfb665c9dbc579b714",0.149790314809722,0.387163815783578,0.130666474559134,0.394429102626325
"b73c9d186b67a61bce0ba79c990aef39",0.000199368386118141,0.00768833520787465,0.00153214801221484,0.027542629660127
"6960eba3db7d4d863d042ab497d7481a",0.669660244229543,0.804426090632873,0.676378086813477,0.838014764760337
"d2a7d567b64364c09cf4bea1e3f5aef5",0.23661397457221,0.427685275026387,0.253164404529441,0.482982732979562
"6545176af2fa076f03140433793c0d00",0.858975989637273,0.924817966480268,0.564103284883188,0.770246466696859
"ebc68f0a3a40711c1b0df994d93a6cac",0.335560640082491,0.519408241506654,0.379262272531877,0.604815693039804
"719ab97ff4cf3c7b809b054134f4dc70",0.73413714960777,0.856491813005246,0.812799727844967,0.909997340783423
"3fae853851bfe19cdb50e15749f373b6",0.00238128293458874,0.0404809724294312,0.00211630842907218,0.039448036405969
