"","taxon","lfc_(Intercept)","lfc_CASE_CONTROL","se_(Intercept)","se_CASE_CONTROL","W_(Intercept)","W_CASE_CONTROL","p_(Intercept)","p_CASE_CONTROL","q_(Intercept)","q_CASE_CONTROL","diff_(Intercept)","diff_CASE_CONTROL","passed_ss_(Intercept)","passed_ss_CASE_CONTROL"
"1","7e464b9b7f9ca86103a675a09263efec",-0.0230366904176963,0.0361375943612929,0.133186242363627,0.226890353631707,-0.172965991147954,0.159273383741788,0.863241593167982,0.873971207773373,1,1,FALSE,FALSE,TRUE,FALSE
"2","41f01f3e3cbf6beb908ae1ebb553208e",0.0414334320299111,-0.189493579873679,0.110870602635716,0.20761335892147,0.373709811662587,-0.912723443510951,0.715139157398347,0.379360190870898,1,1,FALSE,FALSE,TRUE,TRUE
"3","bc6f21affc11d8c4a5d6454f728e4add",-0.62162630095696,1.07749777227328,0.0814958036794433,0.176566639060963,-7.62770931620078,6.10249919239414,0.000123406715971332,0.000489873744654487,0.00691077609439461,0.0274329297006513,TRUE,TRUE,FALSE,FALSE
"4","c2ba82ad21732bcd0ef11c61560cf91c",-0.0482161464386414,0.0202089024222593,0.191770548293333,0.303385247927124,-0.251426232378967,0.0666113549038272,0.802710734435569,0.947207189367296,1,1,FALSE,FALSE,TRUE,TRUE
"5","250a576e3788b3f444938c7b08afb2e3",-0.0102080734080174,0.04363706380181,0.281359424236077,0.398236847898804,-0.0362812563884556,0.109575655874262,0.971171023313823,0.913088779054812,1,1,FALSE,FALSE,TRUE,TRUE
"6","eedb6e6a512baecd8df273d5495ca5c0",-0.196412066651561,-0.0303239528435599,0.0846305713436767,0.175820492091606,-2.32081697586502,-0.172471095279159,0.04542501105892,0.866883346027201,1,1,FALSE,FALSE,TRUE,TRUE
"7","ed32eeb458a2b9bdee12e2db96fcb98b",-0.185066613679139,0.404511190982064,0.203876341639509,0.31527643593115,-0.907739525787503,1.28303655104247,0.368646805896643,0.205770212610924,1,1,FALSE,FALSE,TRUE,TRUE
"8","645dd8b575c7e7c0952933bbe90b4bb9",0.0337078027180965,-0.23591315670623,0.124176970572183,0.201467305990538,0.271449710544375,-1.17097489116825,0.791071926261584,0.266350553406404,1,1,FALSE,FALSE,TRUE,TRUE
"9","0f898170dbe4592000abdcde0dd2ba2e",-0.234376708942426,0.439611552209585,0.174791790905533,0.261374541255773,-1.3408908263266,1.68192185090971,0.184770685818706,0.0975349498869476,1,1,FALSE,FALSE,TRUE,TRUE
"10","b5c3abd1c966bb0457d8dfe34c35b160",0.170989235147823,-0.426883518270115,0.148339608147046,0.264851525939253,1.15268765560123,-1.61178425065229,0.255880849859784,0.114872554934853,1,1,FALSE,FALSE,TRUE,TRUE
"11","ca39c1dfb5e738c293917a0ab7391c33",0.32544279936565,-0.493424495766568,0.137152893675256,0.240840992499039,2.3728467598811,-2.04875627959612,0.0283593668796284,0.0545552653603337,1,1,FALSE,FALSE,TRUE,TRUE
"12","7d669e880492b330a9c9c649f65c2ba6",-0.164583179822912,0.0875286507735841,0.132574463624691,0.211483719574663,-1.2414395300805,0.413878907320253,0.223755164441092,0.681812362105771,1,1,FALSE,FALSE,TRUE,TRUE
"13","494975433cf1f940b003816db0232f8b",0.686273380347692,-1.0723405971702,0.216577995798497,0.265829559505266,3.16871239766295,-4.03394039085015,0.0193502796348124,0.00684960245847563,0.986864261375433,0.356179327840733,FALSE,FALSE,TRUE,TRUE
"14","632a77028290d1ecbd9bfe2958610b8c",0.0964700942398103,-0.142428177922436,0.149078645300779,0.260109559186434,0.647108739452077,-0.547569948478327,0.519805955948618,0.585834273232992,1,1,FALSE,FALSE,TRUE,TRUE
"15","5b239eddc0c4c102c7f721bae475cf22",0.186126072409359,-0.411014238182227,0.208494970494217,0.30784425043845,0.892712529075234,-1.33513696486725,0.375700163544103,0.187048353774426,1,1,FALSE,FALSE,TRUE,TRUE
"16","51c79d7c5c2260b32f6ad5b82272898e",-0.442802279669808,0.718953407133326,0.118960214973562,0.18615203727145,-3.72227201983637,3.86218393132565,0.00185312960260484,0.00137943375416852,0.100068998540662,0.0744894227250998,FALSE,TRUE,TRUE,TRUE
"17","20f887a0f58476d52027e0798805c1d2",-0.230563521747015,0.384502832934613,0.13063661922065,0.245750199146566,-1.76492260074172,1.56460842868044,0.0903005263011194,0.130766108880084,1,1,FALSE,FALSE,TRUE,TRUE
"18","3a4c1eb8dbc9f93fbbfbd8702754c0df",-0.12208942988659,0.271249095539966,0.15395692693454,0.238866999548629,-0.793010306957482,1.13556538179208,0.433799539172016,0.264842031582913,1,1,FALSE,FALSE,TRUE,TRUE
"19","969732ae717bf5a9282f4781499aadb4",0.0299833692716819,-0.0444464375080789,0.218075274921177,0.376486660784373,0.137490915843253,-0.118055809508574,0.891095599307364,0.90641132405047,1,1,FALSE,FALSE,TRUE,TRUE
"20","81b95cf5e2e0e3f7579b7dfa4b2ebed0",-0.0101072412254472,0.0674703672334847,0.176438723028478,0.332444555711354,-0.0572847108160937,0.20295223992799,0.954494135812398,0.839806333423295,1,1,FALSE,FALSE,TRUE,TRUE
"21","26de4690cd2c89c490c37a8d1418d67a",-0.286937705674574,0.323574096631602,0.14545016563786,0.23848769486795,-1.97275612864538,1.35677480890897,0.054550860745113,0.1814740313023,1,1,FALSE,FALSE,TRUE,TRUE
"22","c5bd025300b4ef0c652dd11cef56ac29",0.00814902386253206,-0.0447011067397953,0.13312957230777,0.245403528709655,0.0612112224299276,-0.182153479922787,0.951529565683033,0.856484133255493,1,1,FALSE,FALSE,TRUE,TRUE
"23","95251fbafeb9956f566a3da93d145d63",-0.180735898619379,0.382741554365384,0.193410472509494,0.27753258852296,-0.93446800617535,1.37908688994813,0.353574992880605,0.172668578797196,1,1,FALSE,FALSE,TRUE,TRUE
"24","cb3f42ad378ddeda014d895db355586b",0.167379224710715,-0.273061709962791,0.177855788403321,0.281501593201304,0.941095177240742,-0.970018346459313,0.350140559561813,0.335633124347902,1,1,FALSE,FALSE,TRUE,TRUE
"25","1e2270e7a0c8c2e951edc6813b58451a",0.208044593017489,-0.448189519982746,0.202728190385547,0.286225648594343,1.02622428889555,-1.56586078914943,0.308838223482273,0.122554620458018,1,1,FALSE,FALSE,TRUE,TRUE
"26","820d3c5095323f85949bc959fd15d1b7",-0.098041258087112,0.141430786643824,0.163426326234319,0.260165307059884,-0.599911044604536,0.543618933062699,0.551574617424485,0.589386914729002,1,1,FALSE,FALSE,TRUE,TRUE
"27","92fb114641e27921122496428e2ef0dd",0.419836443348642,-0.567773180981971,0.0805656177788476,0.173606688027786,5.21111182317365,-3.27045684375418,0.000394906874643497,0.00842378974248335,0.0217198781053923,0.429613276866651,TRUE,FALSE,FALSE,TRUE
"28","5431c93e93b57f0b74748eb702ea1e72",0.164584522503721,-0.292716034955993,0.198263843629941,0.312348574858342,0.830128779359881,-0.937145415466512,0.409551892273659,0.352206844227465,1,1,FALSE,FALSE,TRUE,TRUE
"29","7c821085a5548386a8d91fe359fa3ff3",-0.00851138102151141,0.0377146976761501,0.176734322597491,0.266893774936485,-0.0481591854735309,0.14130976897129,0.96173704863247,0.888062277488405,1,1,FALSE,FALSE,TRUE,TRUE
"30","3a8a7409bdc33da14a01ec3e3313b9a7",0.258945172052201,-0.913001838303094,0.100074806153353,0.177075327410547,2.58751609926076,-5.1560081895899,0.0360750750569701,0.00131524464671062,1,0.0723384555690841,FALSE,TRUE,TRUE,FALSE
"31","564e9f4d70915c0026898422d57b1431",-0.234517460829072,0.00875086700704948,0.113307998011382,0.202769510485265,-2.06973439602661,0.0431567200912358,0.0589580084315676,0.96623243865555,1,1,FALSE,FALSE,TRUE,TRUE
"32","386a607b118090dd71bfc8b4b4081447",-0.00469735950622569,0.0599067295696371,0.156609992301097,0.23776670549049,-0.029993996150607,0.251955922281277,0.976162357595412,0.801858072739999,1,1,FALSE,FALSE,TRUE,TRUE
"33","afce1dc2c06acb90ad5d3da0fffbcd02",-0.163844792728481,0.116829453190673,0.112042064530571,0.218314331505309,-1.46235071100261,0.535143306374422,0.155628600875725,0.597098580275134,1,1,FALSE,FALSE,TRUE,TRUE
"34","1c6bf8efe709f63c28e0225da6870395",-0.111463777533612,0.27343956562441,0.124371875767114,0.221807537513584,-0.896213688553893,1.23277851009758,0.373395911632773,0.222031580114518,1,1,FALSE,FALSE,TRUE,FALSE
"35","f2d099ef5556f02539ded15181a3d994",-0.063240441622359,0.196974384308415,0.194657681466899,0.30615286196657,-0.324880277756277,0.643385735619627,0.746315022689841,0.522237326976183,1,1,FALSE,FALSE,TRUE,TRUE
