"","taxon","lfc_(Intercept)","lfc_Both_case_control","se_(Intercept)","se_Both_case_control","W_(Intercept)","W_Both_case_control","p_(Intercept)","p_Both_case_control","q_(Intercept)","q_Both_case_control","diff_(Intercept)","diff_Both_case_control","passed_ss_(Intercept)","passed_ss_Both_case_control"
"1","7e464b9b7f9ca86103a675a09263efec",-0.451454151205247,0.757979680120224,0.402141207329371,0.569283900429297,-1.12262594078176,1.33146164778001,0.287826657296123,0.212591044248344,1,1,FALSE,FALSE,TRUE,FALSE
"2","c2ba82ad21732bcd0ef11c61560cf91c",0.546448694580442,-0.621358179318614,0.287813528720673,0.6622082107149,1.89862059997457,-0.938312405773125,0.0994074526835271,0.379322012718728,1,1,FALSE,FALSE,TRUE,TRUE
"3","250a576e3788b3f444938c7b08afb2e3",-0.0548705804332201,0.692459004179719,0.462731354998654,0.646506733755407,-0.118579776020105,1.0710777908799,0.907956468069449,0.309303755220335,1,1,FALSE,FALSE,TRUE,TRUE
"4","ed32eeb458a2b9bdee12e2db96fcb98b",-0.942404238411114,2.39436467483351,0.547713600997846,0.684267399514514,-1.72061500151577,3.49916520432262,0.11943033651347,0.00673235057819395,1,0.245254122676704,FALSE,FALSE,TRUE,TRUE
"5","0f898170dbe4592000abdcde0dd2ba2e",0.0920219718007289,0.133953509640412,0.559119767325084,0.821339011745604,0.164583649476348,0.163091619568536,0.872011530379269,0.873160669514255,1,1,FALSE,FALSE,TRUE,TRUE
"6","632a77028290d1ecbd9bfe2958610b8c",-0.18475118866568,0.68749983057323,0.331156045033167,0.506596641364559,-0.557897678259733,1.35709512151797,0.587171801305108,0.199728680947144,1,1,FALSE,FALSE,TRUE,FALSE
"7","5b239eddc0c4c102c7f721bae475cf22",0.376832432511419,-0.271127740180121,0.321763994386088,0.714861849088496,1.17114543294503,-0.379272918992432,0.266284823833782,0.711704653364463,1,1,FALSE,FALSE,TRUE,TRUE
"8","20f887a0f58476d52027e0798805c1d2",-0.711952634847892,1.91179184612414,0.339320187470017,0.50179151963502,-2.09817352794785,3.80993255429006,0.0740706892572549,0.00662848980207309,1,0.245254122676704,FALSE,FALSE,TRUE,TRUE
"9","969732ae717bf5a9282f4781499aadb4",0.559110378948424,-0.800223304654978,0.395695891758525,0.702549246622666,1.41297999446915,-1.13902805888962,0.183070974737415,0.276919301272455,1,1,FALSE,FALSE,TRUE,TRUE
"10","81b95cf5e2e0e3f7579b7dfa4b2ebed0",0.308773063275335,-0.434904862539272,0.436854966025854,0.77110351401713,0.706809095211389,-0.564003216991708,0.494385736729106,0.584067765942013,1,1,FALSE,FALSE,TRUE,TRUE
"11","26de4690cd2c89c490c37a8d1418d67a",0.0646635217923374,0.161193560394153,0.419617465502739,0.62234230563222,0.154101120921801,0.259011092344752,0.880930210004169,0.801453464368287,1,1,FALSE,FALSE,TRUE,TRUE
"12","c5bd025300b4ef0c652dd11cef56ac29",0.0444724980011724,-0.40831350562691,0.391955900200787,0.607753643240619,0.113463014534009,-0.671840490251496,0.912849061579638,0.523232194295391,1,1,FALSE,FALSE,TRUE,TRUE
"13","95251fbafeb9956f566a3da93d145d63",-0.0205056364562379,0.359008726154346,0.320311864942663,0.563751593178408,-0.0640177236641186,0.636820774430578,0.950010172406993,0.536201190586068,1,1,FALSE,FALSE,TRUE,TRUE
"14","cb3f42ad378ddeda014d895db355586b",0.230915137493713,-0.143832821745555,0.324277424368407,0.5507685701886,0.712091314847046,-0.261149291246417,0.490021837284973,0.798405364882029,1,1,FALSE,FALSE,TRUE,TRUE
"15","1e2270e7a0c8c2e951edc6813b58451a",-0.68073297700901,0.924476340667556,0.347712328882407,0.662921739055595,-1.95774759899073,1.39454823428264,0.0819404860758711,0.196613897501775,1,1,FALSE,FALSE,TRUE,FALSE
"16","820d3c5095323f85949bc959fd15d1b7",-0.724315053634114,1.36609150749658,0.285235596756907,0.480745234501747,-2.53935715552156,2.84161216681102,0.038700328860075,0.0249868252181747,1,0.799578406981591,FALSE,FALSE,TRUE,TRUE
"17","5431c93e93b57f0b74748eb702ea1e72",0.266990812928287,-0.215984172614706,0.327115730230355,0.688330698918558,0.816196802092862,-0.313779659913527,0.430292191218085,0.759075921035569,1,1,FALSE,FALSE,TRUE,TRUE
"18","7c821085a5548386a8d91fe359fa3ff3",0.262983376735706,-0.207969300229543,0.405664404295253,0.686790406203793,0.648278167744539,-0.302813345019022,0.529015044933362,0.767217156481452,1,1,FALSE,FALSE,TRUE,TRUE
"19","386a607b118090dd71bfc8b4b4081447",0.070807600033247,0.176382253175376,0.257641669497599,0.530139859323312,0.274829767138684,0.332708907042975,0.788121505642658,0.745094332032439,1,1,FALSE,FALSE,TRUE,TRUE
"20","afce1dc2c06acb90ad5d3da0fffbcd02",-0.202586270681191,0.552530593558722,0.256492352665294,0.599805422525341,-0.789833570381544,0.921183058386536,0.465415126951124,0.399221762944543,1,1,FALSE,FALSE,TRUE,TRUE
"21","1c6bf8efe709f63c28e0225da6870395",-0.00242164301995448,0.322840739281778,0.262595254058955,0.530237297310669,-0.00922196034590478,0.608860864596298,0.992793585670609,0.553968295074989,1,1,FALSE,FALSE,TRUE,TRUE
"22","f2d099ef5556f02539ded15181a3d994",0.386609666276557,-0.455221879311246,0.358345865545476,0.582346526333829,1.07887296449774,-0.7817027469488,0.30185309385591,0.449538112533219,1,1,FALSE,FALSE,TRUE,TRUE
"23","2ddd18d49a8163e0fc79e28ea6273254",0.843897704418013,-1.83336299221895,0.305419409061266,0.510549732831771,2.76307817833781,-3.59095867517191,0.0279716280529518,0.008845816662222,1,0.30960358317777,FALSE,FALSE,TRUE,TRUE
"24","e1a9800482df461df81429b3b8f859a1",-0.112625861874905,0.38046018122973,0.317857724006938,0.712010096976503,-0.354327906382563,0.53434660947271,0.731253197350715,0.606047519804031,1,1,FALSE,FALSE,TRUE,TRUE
"25","c38ee4acf990375c9b9df651cf77bf7c",0.00566543079499411,0.136265752614789,0.449422744302389,0.649334421035487,0.0126060170892957,0.20985450362771,0.990167848996013,0.83761746652777,1,1,FALSE,FALSE,TRUE,TRUE
