"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","Both_case_control.Est","Both_case_control.SE","Both_case_control.t.val","Both_case_control.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","A_HS_DENTAL_VISIT_LAST.Est","A_HS_DENTAL_VISIT_LAST.SE","A_HS_DENTAL_VISIT_LAST.t.val","A_HS_DENTAL_VISIT_LAST.pval","PM_BIOIMPED_BMI.Est","PM_BIOIMPED_BMI.SE","PM_BIOIMPED_BMI.t.val","PM_BIOIMPED_BMI.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","Intercept..pval.holm","Both_case_control.pval.holm","F1_SDC_AGE_CALC.pval.holm","A_HS_DENTAL_VISIT_LAST.pval.holm","PM_BIOIMPED_BMI.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","Both_case_control.rab.all","Both_case_control.rab.win.0","Both_case_control.rab.win.1","Both_case_control.diff.btw","Both_case_control.diff.win","Both_case_control.effect","Both_case_control.overlap","A_SLE_LIGHT_EXP.rab.all","A_SLE_LIGHT_EXP.rab.win.0","A_SLE_LIGHT_EXP.rab.win.1","A_SLE_LIGHT_EXP.diff.btw","A_SLE_LIGHT_EXP.diff.win","A_SLE_LIGHT_EXP.effect","A_SLE_LIGHT_EXP.overlap"
"95c08da59378a0eb674c2b7dab943428",-2869.8973563834,NA,NA,NA,-334.807410313771,NA,NA,NA,28.5597541343577,NA,NA,NA,60.3793243194648,NA,NA,NA,166.694447064096,NA,NA,NA,-40.5981826636021,NA,NA,NA,-9.0034102360331,NA,NA,NA,959.371167254732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25392009161488,4.31593451877637,2.67751017071063,-1.57420905630211,1.90133378969864,-0.829701696388905,0.206226246990343,3.25392009161488,2.69282059525972,3.83825555766717,1.02497835190787,1.85343219168085,0.470820484426853,0.341086156513212
"6a49b0df18b1abfe220ecc00d5cbf296",-7844.84842643478,NA,NA,NA,-897.45411380769,NA,NA,NA,77.5963329501856,NA,NA,NA,157.626681729128,NA,NA,NA,450.661600238331,NA,NA,NA,-109.974721950253,NA,NA,NA,-24.1376856473714,NA,NA,NA,2655.19559990712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40398547768674,1.0025603468702,1.49481331840481,0.509926044369038,2.36110396372699,0.193440140956063,0.445312570380321,1.40398547768674,2.2334337114976,0.875875074679334,-1.04115088668419,2.15031466413327,-0.519138948058884,0.333334272252202
"5c4a1032c65d0d99d6d6bee379b63a2c",-16990.3708748176,NA,NA,NA,-1939.38572536802,NA,NA,NA,167.630429961733,NA,NA,NA,338.218681143025,NA,NA,NA,971.278473643573,NA,NA,NA,-236.550306097431,NA,NA,NA,-53.1205215281872,NA,NA,NA,5856.50349680694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.292845565953635,-0.834923162963332,0.47655940241991,0.607830804019587,9.00054142969949,0.0694459037393443,0.45312506013283,-0.292845565953635,1.08262239029462,-0.769086104324649,-1.04924260896788,8.13338958628502,-0.126404874203886,0.429687864834544
"c4228a5878f56464e576996e95eefc5e",957.54553084194,NA,NA,NA,99.5994403929009,NA,NA,NA,-8.51614999007603,NA,NA,NA,-15.7577199109854,NA,NA,NA,-46.9583743848609,NA,NA,NA,10.445122988504,NA,NA,NA,4.35325706214946,NA,NA,NA,-501.490947629434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.541748461039641,-0.099494152660724,-1.97231341243234,-1.30252912321939,5.36359322943401,-0.256570432752703,0.359375194172053,-0.541748461039641,-0.0526382428338286,-0.545968027913686,-0.492683018225433,5.52278850790345,-0.0672637723286029,0.449612658010657
"f55e6f0203460ecfb665c9dbc579b714",9866.41481649556,NA,NA,NA,1151.06360199429,NA,NA,NA,-97.9317096552687,NA,NA,NA,-205.890444160632,NA,NA,NA,-577.229254687205,NA,NA,NA,141.56811689105,NA,NA,NA,30.1133079557103,NA,NA,NA,-3275.39518413519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91358958113914,0.892756296601148,2.33358080501988,1.29559994488079,4.08711796996541,0.224183167651165,0.386718901837579,1.91358958113914,3.16320789730096,0.892756296601148,-2.07992534742497,2.84098667772687,-0.639972775501862,0.193800902980629
"b73c9d186b67a61bce0ba79c990aef39",14136.3371504973,NA,NA,NA,1606.12728056801,NA,NA,NA,-139.786634630366,NA,NA,NA,-282.025717226885,NA,NA,NA,-808.664493232636,NA,NA,NA,197.126474780489,NA,NA,NA,43.2805486284269,NA,NA,NA,-4768.28599559364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.291084131667507,1.49746550019489,-4.18634321531689,-4.94316262184966,6.72580197455554,-0.673800978543161,0.35019476017559,-0.291084131667507,-5.1193068556475,1.49746550019489,5.92649368218468,5.46646272772747,0.998334584881151,0.210939708203646
"6960eba3db7d4d863d042ab497d7481a",927.780125035208,NA,NA,NA,124.975460751301,NA,NA,NA,-9.42781895853412,NA,NA,NA,-28.1906477698814,NA,NA,NA,-61.2991733288444,NA,NA,NA,14.8333301410865,NA,NA,NA,3.70234758314383,NA,NA,NA,-313.490062483374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.79714520897694,-1.81793918646813,-4.84051499593144,-2.51865882736203,5.91346930597945,-0.387936293745672,0.316406519829961,-3.79714520897694,-1.68662687090426,-4.51027123679586,-1.5300294855559,5.68578207790749,-0.291110797232281,0.421875407299039
"6545176af2fa076f03140433793c0d00",-2078.44836354533,NA,NA,NA,-238.034593687984,NA,NA,NA,20.3571200998933,NA,NA,NA,41.1507273927559,NA,NA,NA,117.805972413474,NA,NA,NA,-28.2790818264978,NA,NA,NA,-6.91138954007533,NA,NA,NA,743.186009395058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93004915491207,3.34448175255728,1.80691678616828,-1.84731887747305,2.35826641245661,-0.806838839100262,0.234375470559904,2.93004915491207,0.645584623199952,3.34448175255728,3.11979286715953,1.39646407354518,2.13752473825627,0.000547999460257121
"ebc68f0a3a40711c1b0df994d93a6cac",3176.81343254113,NA,NA,NA,365.037837444367,NA,NA,NA,-31.7980573228289,NA,NA,NA,-63.7331748916902,NA,NA,NA,-184.340809685248,NA,NA,NA,45.4134331801092,NA,NA,NA,8.98924886104455,NA,NA,NA,-1001.30506684398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.24323549966424,-5.87768355901954,-4.26312728866159,2.02352751734114,5.00565935034764,0.362071548460929,0.334630584464653,-5.24323549966424,-5.07827705803111,-5.26089204448388,0.552995055248739,4.76944850778936,0.113469519475741,0.453125240527371
"719ab97ff4cf3c7b809b054134f4dc70",485.874431232447,NA,NA,NA,50.1202394091311,NA,NA,NA,-4.93752097006892,NA,NA,NA,-7.65330763811225,NA,NA,NA,-27.8249860940893,NA,NA,NA,7.12059927606289,NA,NA,NA,0.829664246212672,NA,NA,NA,-113.663888078031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15289238152033,5.28913622806297,4.34610601725066,-0.741106919131588,2.51563391999905,-0.348371166432435,0.322957453835057,5.15289238152033,3.43259077335334,5.28913622806297,1.30006140534147,3.23268651244413,0.496231602805852,0.218752092515224
"3fae853851bfe19cdb50e15749f373b6",-1325.11485970586,NA,NA,NA,-158.79819535853,NA,NA,NA,13.3618899566033,NA,NA,NA,29.8394639715264,NA,NA,NA,79.4386611661973,NA,NA,NA,-19.4745956747034,NA,NA,NA,-4.12326673933367,NA,NA,NA,427.794856455645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7063740737624,8.69789073591974,8.7063740737624,0.0104621148297692,1.62203209611284,0.00501046378533771,0.498054477162844,8.7063740737624,8.7063740737624,8.69789073591974,0.0570796919282177,1.48991164320243,0.0427294871801515,0.476562619469233
"a99fb503372ef5103fa41e0c743bbad2",-117.21040849979,NA,NA,NA,-6.73053812354962,NA,NA,NA,0.921003194434787,NA,NA,NA,0.0209462822052511,NA,NA,NA,3.28828019391743,NA,NA,NA,-0.425064624694266,NA,NA,NA,-0.550661495518359,NA,NA,NA,66.9141619948031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477211671684081,1.0305703151654,0.0600896037012415,-0.157475619572174,2.25004702757568,-0.0641465119864481,0.47470820319835,0.477211671684081,0.0543308417685919,1.0305703151654,0.705125651818475,1.56651021909996,0.354164434645519,0.367188226780927
