"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","Both_case_control.Est","Both_case_control.SE","Both_case_control.t.val","Both_case_control.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","Intercept..pval.holm","Both_case_control.pval.holm","F1_SDC_AGE_CALC.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","Both_case_control.rab.all","Both_case_control.rab.win.0","Both_case_control.rab.win.1","Both_case_control.diff.btw","Both_case_control.diff.win","Both_case_control.effect","Both_case_control.overlap"
"7e464b9b7f9ca86103a675a09263efec",-105.418619254261,NA,NA,NA,0.911348506718801,NA,NA,NA,-0.110582549981515,NA,NA,NA,0.126290393961699,NA,NA,NA,0.0985260565077332,NA,NA,NA,27.9649571643703,NA,NA,NA,0.394344246685079,NA,NA,NA,8.31344247992126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268738533285258,-0.597432884273562,1.62177271111359,2.24727144165551,1.3689687273098,1.70748493039942,0.0156349870380704
"41f01f3e3cbf6beb908ae1ebb553208e",202.183102334394,NA,NA,NA,0.333402491453332,NA,NA,NA,0.707829067971877,NA,NA,NA,-0.358087892454566,NA,NA,NA,0.406553239424231,NA,NA,NA,-233.20142862378,NA,NA,NA,-0.30969574241766,NA,NA,NA,-19.0490329728952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.24875161758841,-5.64193440593251,-4.75707877737296,0.277209697277803,8.14952056633283,0.0418670705294147,0.47656252986779
"c2ba82ad21732bcd0ef11c61560cf91c",358.852801428474,NA,NA,NA,20.0320035283414,NA,NA,NA,-0.869981146696169,NA,NA,NA,-2.7008255047673,NA,NA,NA,2.41144033002133,NA,NA,NA,-180.389620643115,NA,NA,NA,-1.0467690894245,NA,NA,NA,-34.9835719473591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.263592130705725,0.296998001369425,-0.816510550757182,-1.09663042273129,6.94620143955952,-0.136035837085949,0.420233566303314
"250a576e3788b3f444938c7b08afb2e3",-27.0390739176321,NA,NA,NA,-13.532774266337,NA,NA,NA,1.5741997965366,NA,NA,NA,1.31932692038254,NA,NA,NA,-1.00766388373232,NA,NA,NA,-97.9662147181842,NA,NA,NA,0.13808134181657,NA,NA,NA,8.14216446803618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.51189002118174,6.74881846694988,6.36376201064557,-0.340331554425688,3.42769858328798,-0.0459549567597776,0.45312506013283
"eedb6e6a512baecd8df273d5495ca5c0",-50.6029612536776,NA,NA,NA,-9.81436311971277,NA,NA,NA,0.914279099406109,NA,NA,NA,0.809964903021879,NA,NA,NA,-0.778783031788294,NA,NA,NA,-59.6931454805999,NA,NA,NA,0.35461219426327,NA,NA,NA,5.71263525186032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.73562850666865,-2.48667710002569,-4.43288200977768,-1.65243245361288,5.41049968825223,-0.242673945614575,0.382812657671857
"ed32eeb458a2b9bdee12e2db96fcb98b",-309.298728648526,NA,NA,NA,-15.8660602131135,NA,NA,NA,1.32331610764022,NA,NA,NA,1.60111857155267,NA,NA,NA,-0.819063140553838,NA,NA,NA,-29.4156059755836,NA,NA,NA,1.27405958336027,NA,NA,NA,28.8407141056045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21034361215738,1.0593158630874,3.52000682806084,2.25986780448622,6.35156297760239,0.266937109973355,0.287938069429334
"645dd8b575c7e7c0952933bbe90b4bb9",241.588447713984,NA,NA,NA,2.74276979980747,NA,NA,NA,0.680780021493135,NA,NA,NA,0.0655033574046535,NA,NA,NA,-0.46539134536866,NA,NA,NA,-114.76745558093,NA,NA,NA,-0.842564322949518,NA,NA,NA,-21.7338985128781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.54830526904975,-5.88568408055243,-1.81819357295398,2.44474905071571,7.73242303500725,0.326455344882449,0.404669385514707
"0f898170dbe4592000abdcde0dd2ba2e",120.930477038395,NA,NA,NA,6.17367629940267,NA,NA,NA,0.12578461521941,NA,NA,NA,-0.491287026590609,NA,NA,NA,0.254044026064209,NA,NA,NA,-35.0619281317238,NA,NA,NA,-0.463195027286144,NA,NA,NA,-9.4924282404853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15173909955367,6.72221676744656,7.34462518986146,1.08646830943801,2.19642310365851,0.486853390798804,0.299611196149266
"b5c3abd1c966bb0457d8dfe34c35b160",-92.2286617024642,NA,NA,NA,6.79751298901359,NA,NA,NA,0.710317616368426,NA,NA,NA,-1.61946508951381,NA,NA,NA,2.33555675393939,NA,NA,NA,-286.495899887265,NA,NA,NA,1.16846289265509,NA,NA,NA,3.43187222351172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.193567846273534,-5.67929652752526,1.49125320370706,6.29583232567824,7.87087234248473,0.654722958363719,0.250000423850461
"ca39c1dfb5e738c293917a0ab7391c33",247.283274605674,NA,NA,NA,2.67063397362261,NA,NA,NA,1.10512785527533,NA,NA,NA,0.155189027984095,NA,NA,NA,-0.459092448745388,NA,NA,NA,-171.60980186576,NA,NA,NA,-0.774693539465194,NA,NA,NA,-19.9758418687066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5152449245977,-5.65820291396594,-0.170370633341038,4.36146450168418,7.08347282766932,0.514298605190455,0.32684849725881
