"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","CASE_CONTROL.Est","CASE_CONTROL.SE","CASE_CONTROL.t.val","CASE_CONTROL.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","Intercept..pval.holm","CASE_CONTROL.pval.holm","F1_SDC_AGE_CALC.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","CASE_CONTROL.rab.all","CASE_CONTROL.rab.win.0","CASE_CONTROL.rab.win.1","CASE_CONTROL.diff.btw","CASE_CONTROL.diff.win","CASE_CONTROL.effect","CASE_CONTROL.overlap"
"7e464b9b7f9ca86103a675a09263efec",-16.9729552276513,10.5548268976049,-1.64031434020212,0.123395803950522,1.12783067157085,0.5464602811138,2.08026490946124,0.0488939609341091,0.0209165749062248,0.0379611772043923,0.540307590349382,0.593398200271148,0.0166033592783653,0.0781698640514297,0.197684615180605,0.749220588874018,-0.0534258403169848,0.0948163984825455,-0.574335163148366,0.578634038802542,5.57555520080742,9.8286969200292,0.596252136736479,0.565200375424885,0.09264135717279,0.0578570576561495,1.63008375900952,0.129265406438846,-0.0884853675738599,0.465194285922141,-0.179081834787143,0.727973038283437,-0.380882901517545,0.245537859673377,-1.60209624152503,0.164083514630836,0.382934410297592,0.306999576507413,1.29216853979015,0.232702233542643,-0.00620742430270986,0.12052899906433,-0.0408389574174166,0.795716715710661,1,0.983255546313485,1,1,1,1,0.99563147687893,1,0.990122474005936,1,1,2.0727935853611,1.79369312705431,2.29497812073138,0.552587823094306,2.16245612666551,0.193790313095404,0.392003678464284
"41f01f3e3cbf6beb908ae1ebb553208e",19.1009160665717,21.7344114083474,0.893178438999218,0.414504141796733,0.141377189754379,1.12526644759504,0.121709164057809,0.664066334856718,0.0286158465462924,0.0781693391004509,0.364949296872138,0.648496337379875,-0.0687316560797068,0.160966731288969,-0.424899987264829,0.597495907738601,0.169324459144119,0.195245135980873,0.870143489564343,0.424056096810153,-20.7843907467307,20.2391706221488,-1.03078236804427,0.373061354890123,-0.118079139944131,0.119138769984051,-1.00654538057556,0.385263427360138,-0.185895544471882,0.957924188916684,-0.209083540058568,0.615585660166918,-0.242529846720786,0.505609510249496,-0.491180870269837,0.548804244156063,0.357239580825442,0.632170964311563,0.572860715240737,0.564937523510337,0.0772653990285842,0.248192308383087,0.311984231063834,0.629736155395596,1,1,1,1,0.992397064464934,0.988205493396816,0.994968779066244,1,0.997474200128708,1,1,-4.35137974526034,-4.52816139934662,-4.1338871469801,0.41784936912505,6.43555239424665,0.0633060599364259,0.468750000552142
"bc6f21affc11d8c4a5d6454f728e4add",16.1340354341859,17.4023902267621,0.95052759305936,0.413550608483733,-0.593426634679265,0.90098256917187,-0.666148108633926,0.473173118971444,-0.0270272462185992,0.0625889202719188,-0.443061108128087,0.534262649835842,-0.133552228386831,0.128883447487387,-1.0677965241802,0.373398843020337,0.135018925669746,0.156329609409686,0.892707763936713,0.418812598404033,-12.9105284246059,16.2051752134121,-0.818296279470615,0.432213016949235,-0.135692132394921,0.0953924781971609,-1.4510891113292,0.246044286647092,0.052573520143498,0.766994340448543,0.0816094897209317,0.544164399158063,0.321883887181953,0.404833323268395,0.810954348682696,0.430764897238269,-0.433344203517155,0.506169024055241,-0.874871760890297,0.420304539436928,0.228290199338593,0.198723550438754,1.17181792166406,0.326952862122478,0.970552210585691,0.992868969217831,1,0.984706558458048,0.997272172911627,0.998761188501801,0.936066245796439,1,0.996046866534105,0.990556861984945,0.979957086182461,-4.58512012451003,-4.36551676982804,-4.83216326460444,-0.515548007670308,4.91542361111664,-0.0839172025814784,0.454503677277987
"c2ba82ad21732bcd0ef11c61560cf91c",27.6416972778315,21.5328547815395,1.28347874508492,0.245547264937041,-0.525967139409231,1.11483115651786,-0.46937933830868,0.638106320206854,-0.0181560937364288,0.0774444265176863,-0.236064588309097,0.714147281065897,-0.113267729225523,0.159473987327454,-0.71954243475274,0.496699311076518,0.135535326905565,0.193434507191825,0.702279950414187,0.502081292702887,-12.1241408195313,20.0514802870692,-0.600855543671326,0.572668365782126,-0.131789106320463,0.118033922553455,-1.11800817009673,0.304893084082003,-0.203684688585518,0.949040766005971,-0.202605126911101,0.753017152614354,-0.41404535515309,0.500920680841916,-0.828931804389207,0.454661444135714,0.506601537097376,0.626308452337412,0.81809124042842,0.434766654171974,0.0637636014165484,0.24589066774799,0.263257475933807,0.682666549523584,0.997058113095941,1,1,1,1,1,1,1,1,1,1,-0.261602146559666,0.577487879216797,-0.647980766598231,-0.435312792664796,6.06484897580383,-0.0668265478233496,0.468290441736797
"250a576e3788b3f444938c7b08afb2e3",-9.22916786535566,14.1613703817718,-0.641578127675039,0.528433233492385,-0.0514009390518149,0.733183643356165,-0.0612201040997305,0.879157345954506,-0.00168581285503008,0.0509323644750115,-0.0421180356059489,0.861998988121709,0.0677337086027824,0.104880203935532,0.657487292546682,0.51854280867142,-0.104230334582281,0.127214794728815,-0.824921252664158,0.415162886956181,29.099978953756,13.1871246023274,2.20352542638176,0.0322371009212847,0.0295391836827869,0.0776265902431973,0.381351792875183,0.705171036678328,-1.41680440774576,0.624149372257554,-2.26399492230491,0.0288845726449433,0.269949313266591,0.329437195637117,0.814658403518692,0.430293766524823,0.295804027504463,0.411900143142572,0.715159155397535,0.481180896621756,-0.184516667614875,0.161713291373969,-1.14653291712127,0.259204660834319,1,1,1,1,1,0.998349487478405,1,0.98857317288186,1,1,1,7.2642987554922,7.23990654603508,7.28368807999134,0.18606416328344,3.36524289121444,0.0455268357143381,0.474264706336485
"eedb6e6a512baecd8df273d5495ca5c0",-3.69641604681811,18.7373761219879,-0.188681281020628,0.536893791101478,-0.207412474084957,0.970099455186702,-0.219104229908795,0.560084160593504,-0.0225117549559327,0.0673902909268491,-0.346392356297403,0.566811495940096,0.108457598363391,0.138770456242031,0.797320003316182,0.436819994327434,0.0997261758836958,0.168322089801669,0.591978607536896,0.552034352814825,-13.4474513857857,17.4483194055414,-0.776027569695129,0.461290782359989,0.0820311731857206,0.102710301280337,0.803212787350072,0.44417606446596,-0.0429909804909859,0.825832615701223,-0.0566473403076993,0.586216049791572,-0.251040773377432,0.435889216708226,-0.583889368640489,0.524774139886932,0.55639586446333,0.544998661760685,1.0320868199931,0.359440145790767,-0.311885573605367,0.213968188297577,-1.47961322238696,0.225432754611769,0.998697971071618,1,0.997078424103665,1,1,1,0.999562543708451,1,0.997891519985897,0.996016339537927,0.964080122379706,-4.45157203011952,-4.35868152767465,-4.55199040007605,-0.238716641714195,5.54822068434826,-0.0406805827876632,0.480477721979069
"ed32eeb458a2b9bdee12e2db96fcb98b",43.8192889548253,20.9528231292831,2.11142068694378,0.0591015194541653,-2.03703356840986,1.08480089047732,-1.87927877427561,0.077397128013029,0.00642913378808212,0.0753583018896778,0.0808119005247951,0.822027612310286,0.0517982916924884,0.155178228065623,0.343940865325681,0.645063470913783,0.0693673988673806,0.188223951603717,0.368954972070561,0.677777052251223,-25.1662614250202,19.5113524982046,-1.30021379046478,0.235790050719169,-0.136827989068833,0.114854436516161,-1.19816819568099,0.269526734458491,-1.97834611487918,0.923476404515127,-2.14289655974394,0.0533196486469347,0.32431235791069,0.487427353872228,0.671837488435253,0.518723214093094,0.313681261170039,0.609437548311121,0.521485841609988,0.584625889012082,-0.0786154533941326,0.239267097778504,-0.341058311372034,0.671665944967528,0.902093918207269,0.996214871588486,1,1,1,1,1,0.889879135790815,1,1,1,2.25571014584207,2.33564557067747,1.35695544609715,-0.568837484170836,6.59801044244945,-0.0775605529675531,0.463022508692349
"645dd8b575c7e7c0952933bbe90b4bb9",9.85117334336338,20.5222908257955,0.488726136366584,0.563172171997136,0.14133742011759,1.0625107282724,0.136195902396218,0.657369322417279,0.0245732745099795,0.0738098621830431,0.342870974102888,0.582044290392889,-0.154505041358262,0.151989672539335,-1.03161157276576,0.373264652008892,0.16759770580956,0.184356382495942,0.918499611571625,0.410216837521395,-16.5966014204871,19.1104390994049,-0.875368838255387,0.441036426338713,-0.0875765710283902,0.112494442122376,-0.788709217968599,0.458778165006757,-0.00646910314880093,0.904501089293922,-0.015024830415859,0.604207200724135,0.438375272319131,0.477411843305913,0.927949927273368,0.401992963999016,-0.123865803168898,0.596915008990894,-0.205850892664694,0.603798687186333,0.176169060633305,0.23435070946559,0.758618316092524,0.471487096884101,1,1,1,0.981164115492451,0.99185768047348,0.991366072293489,1,1,0.996875273958476,1,0.997779708692492,-4.36698869343991,-4.53563549915932,-4.20584687548116,0.281865833624358,5.78840977098704,0.0524563112034517,0.479099678824733
"0f898170dbe4592000abdcde0dd2ba2e",3.0466956426749,14.4198906948002,0.233138469563055,0.790357690474795,0.150562622828955,0.746568143575983,0.233620683972477,0.761116932478293,0.0258043825929926,0.0518621509612336,0.494295065921511,0.626444774932703,-0.0365441464039557,0.106794825361351,-0.361820814699115,0.714747949086401,-0.0012831311081514,0.129537141201546,0.00507828860149749,0.871170062763782,7.3273006130468,13.4278597492964,0.531996298027527,0.601861590405864,-0.0418960727478448,0.079043688297128,-0.538989985823444,0.600516942153567,-0.486134181432633,0.635543417236436,-0.756906842487058,0.468079680525783,-0.334874298355107,0.335451176250811,-0.989263655629348,0.336368504773469,0.307312788033767,0.419419511047725,0.725013830689077,0.477974454616415,0.104371461352418,0.164665418857385,0.645413932139932,0.527597517836949,1,1,1,1,1,1,1,1,1,1,1,7.38324357213248,7.18562613219057,7.6206458416665,0.59097756212036,2.24984622695378,0.163579522766877,0.381258614982529
"b5c3abd1c966bb0457d8dfe34c35b160",-4.08944011801138,22.463865722809,-0.183945871486067,0.76086984407648,-1.40882340313113,1.16303284713977,-1.21575556652691,0.263741097579077,0.028402576803719,0.0807928728412146,0.34778535160854,0.693699700329353,-0.0842234906098198,0.166369126339724,-0.509656490495027,0.594249588254867,0.0929466762118304,0.20179798915656,0.46634313329313,0.633345690307527,4.04130414399118,20.9184413902443,0.192132243381482,0.718649082640937,-0.0386752672877259,0.123137327301832,-0.310863562034354,0.687944793740155,-1.49749208074124,0.99007421678742,-1.51026812640338,0.176847947984407,-0.181476747187023,0.522578869656334,-0.345190399483142,0.687655816349749,0.987770780287658,0.65338800252486,1.51410997452274,0.162035491800291,0.0698016765189779,0.256522184300347,0.269646006206342,0.702518840935085,1,1,1,1,1,1,1,0.994252936129239,1,1,1,1.76219883244639,2.04586048069562,0.957874443950815,-0.629469691182061,6.86409047778299,-0.0903585621305433,0.443729904539087
