"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","CASE_CONTROL.Est","CASE_CONTROL.SE","CASE_CONTROL.t.val","CASE_CONTROL.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","Intercept..pval.holm","CASE_CONTROL.pval.holm","F1_SDC_AGE_CALC.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","CASE_CONTROL.rab.all","CASE_CONTROL.rab.win.0","CASE_CONTROL.rab.win.1","CASE_CONTROL.diff.btw","CASE_CONTROL.diff.win","CASE_CONTROL.effect","CASE_CONTROL.overlap"
"ca39c1dfb5e738c293917a0ab7391c33",34.645244576235,23.7483023324581,1.47194557401558,0.203912487172577,0.865888817999949,1.22953261995376,0.708992809439663,0.49075843335757,-0.0202742329376514,0.0854124394356949,-0.237092800964124,0.655717070464197,0.0203930231302457,0.175881763177163,0.111453937502011,0.689072844933576,0.0363293016482084,0.213336373877365,0.172845452994603,0.651125275819386,-12.0923562082495,22.1145138859567,-0.545724430633084,0.569363670015176,-0.188217198731835,0.13017806076919,-1.46227218587047,0.205330751318604,-0.417457044576921,1.04668457877958,-0.41508566570994,0.597011196176671,0.8514536178268,0.552458830652277,1.55284843749425,0.178113941528084,0.199207236143364,0.690747354699776,0.297734510656934,0.645641490608505,0.00924679393778789,0.271189583436729,0.0365868233103815,0.686851473940059,0.971536545062774,1,1,1,1,1,0.968449541375074,1,0.993623376858766,1,1,-3.77543371944346,-4.23078901757974,-3.03535554565827,1.08535548538933,7.32854288672475,0.145489690271419,0.434083602465705
"7d669e880492b330a9c9c649f65c2ba6",6.08572056029015,18.6267284524942,0.3240842089097,0.626987019541165,0.677572836617996,0.964370838586668,0.709443249538208,0.49214359786551,0.0448271455996288,0.0669923388022287,0.674486435670043,0.506511924868002,-0.189799824008134,0.137950991047022,-1.37894353502674,0.232540808639883,0.18787701779124,0.167328116748046,1.1266584933432,0.31435096962657,-17.1839038194061,17.3452838542329,-0.997600286189086,0.373567997271879,-0.0342573614038329,0.102103777965884,-0.330465296701897,0.625418122219684,-0.191229385469379,0.820955921455226,-0.226685720696487,0.64744997371108,0.474240338701491,0.433315210312016,1.09876795743361,0.327045474503662,0.253804981477941,0.541780343923204,0.47269845431926,0.628149847497082,0.11588368291303,0.212704666594924,0.54511423336422,0.585099294825988,1,1,1,0.973076654756036,0.997853368953073,0.997213324556897,1,1,1,1,1,-1.98579821506414,-2.44858255908325,-1.53907077627517,0.839211994107992,5.38495851301916,0.146691627349337,0.425815343547832
"494975433cf1f940b003816db0232f8b",-16.771969709814,21.5246506143832,-0.791136285962771,0.419905611565495,-0.174303050236187,1.11440639810789,-0.157600682634998,0.623627879803657,0.0238716135937595,0.0774149196535514,0.314754122614739,0.596743773138683,0.0188381291741357,0.159413226631188,0.118715319103472,0.616810177486416,-0.0417229757081982,0.193360807301732,-0.212967366762506,0.60249042494654,4.8313342020318,20.0438405338792,0.240388916098202,0.586586899844859,0.0548085743447977,0.117988950809551,0.476407076829858,0.522254798963174,-0.316294755333931,0.948679174885728,-0.345285335394597,0.57099555777398,0.00927647941042261,0.500729826585043,0.0174834560646217,0.655557309965654,-0.549304755371675,0.626069824469137,-0.890179754202841,0.439540766689843,-0.00859221938287734,0.245796981696565,-0.0392218900182596,0.62643047020958,0.998855310164982,1,1,1,1,1,1,1,1,0.986606902638395,1,-4.78751019978454,-4.80914048410547,-4.77120627636664,0.0368518778405527,5.52566534218162,0.00492607367937938,0.496095544395713
"b67b924653e2ba692fd3ea7c8f75c2ee",-14.5975451071882,16.0363946573181,-0.922350114392743,0.384950415950663,0.725822566501642,0.830260203933651,0.894173170079844,0.389245422664746,-0.0181885957972084,0.0576760211429102,-0.303050408194162,0.450823098483113,0.106827410224793,0.118766778687965,0.906647870440585,0.393169939130503,0.0594182019147783,0.144058562096993,0.425666749323137,0.505148925445422,-6.62558664615126,14.9331546889244,-0.458403993286845,0.531651058987959,0.0943143468146714,0.0879046733107252,1.08483556351144,0.354366430723134,-0.0520175188177885,0.706789342331091,-0.0707977097290775,0.508514434461027,0.244928222541339,0.373056049069733,0.672742432951068,0.452434667076109,-0.181500437663866,0.46643743343811,-0.406785927991608,0.507075666831126,-0.24214236465311,0.183124803030707,-1.33637549583038,0.276029370197506,0.981717082342662,0.974036086152712,0.994285705189554,0.969462384187086,0.997071166690656,0.993955480141392,0.959780793867998,0.990415812203267,0.977059681652011,0.986118907045062,0.943243596056188,-4.88067157438251,-5.0832689439441,-4.5836328628902,0.617821287692608,4.51793617123595,0.125739639389324,0.438677079643191
"632a77028290d1ecbd9bfe2958610b8c",-11.512927520725,6.14200196289832,-1.875769968685,0.0723874732211582,0.0236436809918967,0.31799290995559,0.0740814814103668,0.877730682156864,0.017387843957295,0.0220901419952435,0.787833243359063,0.445152602469772,0.0148069122610849,0.0454881414068783,0.325724509545753,0.741984461105985,-0.127374498761503,0.0551749935119155,-2.31022877196138,0.0270853577342665,12.5586474282069,5.71945673398495,2.19734869970236,0.0346121071454458,0.059632322844131,0.0336678341709449,1.77234793527557,0.0890744015760948,0.110648446264181,0.270703086368117,0.409504573365899,0.683831014756975,-0.283257842792061,0.142881927928344,-1.98436829121121,0.057439329372399,0.189604791717481,0.178647363884798,1.06242525301253,0.303923889279855,0.129291418085928,0.0701375167988086,1.84485174859076,0.0770337328949631,1,1,1,1,0.93387855107871,0.977388944874804,0.999625282871232,1,0.996761860309391,1,1,8.56334141868257,8.54028600690314,8.57915176721767,-0.00428600904498833,2.12918203729686,-0.00166571905783521,0.499540441184559
"5b239eddc0c4c102c7f721bae475cf22",-15.465615231573,17.1276621275559,-0.912323640490702,0.391524315914711,-0.432288866370106,0.886758935210034,-0.496409135174691,0.625931696802087,-0.0576068062702314,0.0616008413428973,-0.940690434197315,0.37219369947378,0.167641483396051,0.126848789944028,1.3323723410532,0.218061263775279,-0.251780591985824,0.153861664726046,-1.64924859770943,0.122639123562105,26.4389364073143,15.9493473112864,1.67078618078977,0.128830889587049,0.114208661890076,0.0938865359747314,1.22987770172649,0.25374207841761,-1.08352235099027,0.754885952203731,-1.43514151053983,0.184931186386792,-0.525146554066025,0.398442299509726,-1.32471305863741,0.21441165248286,0.51317554519342,0.498178233592336,1.0290512191182,0.328092992735891,-0.175850635166925,0.195586340976826,-0.907731096714628,0.393941273800824,1,1,1,1,1,0.995937698863977,1,1,1,1,1,4.38320225707858,4.55552509828992,4.18467575288176,-0.377400186078008,3.84704609563999,-0.074656769951723,0.440055122796551
"51c79d7c5c2260b32f6ad5b82272898e",-13.5155975556579,16.9289755122519,-0.791367799604435,0.473149819861023,-0.781404781144037,0.876472234660051,-0.910519182992166,0.404199036809493,-0.0752085350059853,0.06088625095834,-1.2546729019297,0.298024089181837,0.0746209469824204,0.125377301509606,0.5800605672741,0.476789020158554,0.00932230688225732,0.152076817899795,0.0794048989316088,0.567516931390098,-1.5482933514469,15.7643295423705,-0.109457791289348,0.580302172286399,0.146319313154639,0.0927974207226607,1.57879741436707,0.222450766620816,-0.560409917524252,0.746129022409876,-0.755701260919975,0.480231462563659,0.370198980876177,0.393820235430347,0.963792660720321,0.380056329440909,-0.307119027446988,0.492399199284359,-0.644102217797519,0.478387883754946,-0.275635018741307,0.193317473935956,-1.43076049634968,0.268420589425033,0.988302529670527,0.993597357778099,0.967667056641032,0.991479138189831,0.999997893234458,0.995159549242752,0.920340552155492,0.97993112278175,0.990344268476899,0.98592393143842,0.92597531316291,-3.85299261485901,-3.34044221329665,-4.34965119638577,-0.960012126466398,4.70187733902303,-0.17175886405599,0.412224266299816
"20f887a0f58476d52027e0798805c1d2",-15.3892051417312,20.6091166890095,-0.744508872605991,0.486034149545579,0.0782823313094234,1.06700600669621,0.0747133164505499,0.698298650958817,0.0332962217052699,0.0741221375061123,0.446540123360631,0.594173801899955,0.07293889714754,0.15263271159525,0.485215510151321,0.558597574847862,-0.188078826364602,0.185136358873096,-1.01753884148435,0.363178574798155,7.29405658458645,19.1912916896585,0.373956667754186,0.578490033360469,0.0169570581173039,0.112970384458783,0.148861419053644,0.659206561650411,-0.343591496732517,0.908327859342282,-0.372819030497314,0.635870127481824,-0.581916974706503,0.479431680942728,-1.2170550317561,0.288480455075618,0.41486558386062,0.599440441524764,0.68944519159106,0.512486546382448,0.209492829114881,0.235342202219341,0.892172638209938,0.405045532057181,1,1,0.997400723031641,1,0.996865325020238,1,1,1,0.993718864001578,1,1,-3.0158546498917,-3.04747878660744,-2.98873145406621,0.0844572566444315,5.9122478171295,0.0101187501821357,0.494485294214715
"3a4c1eb8dbc9f93fbbfbd8702754c0df",3.62291217520617,20.8874376148434,0.187215262989354,0.662734516222069,0.284441719860438,1.08141565385069,0.266391189442368,0.657416277334985,-0.0777973388732792,0.0751231382887655,-1.03274632062743,0.34721267446547,0.13333086074673,0.154693977890393,0.867749676281438,0.425056927218404,0.196548270609611,0.187636578731358,1.06373830994945,0.339072419558015,-25.2895294045294,19.450465246275,-1.32625140826764,0.251895011357654,0.121663494697264,0.114496021023845,1.06798163680776,0.340250056252457,0.260157507481909,0.9205945981156,0.28674229079491,0.649217375566218,0.552277592303953,0.485906284940931,1.15130275851557,0.30414253127682,-1.15973441336783,0.607535733583372,-1.92709690895746,0.0983680947959874,-0.465464064210873,0.238520439336336,-1.97183338444002,0.0970456215351082,1,1,1,0.997864658084887,0.996309943477266,0.984207542314045,1,1,1,0.90076625909732,0.889832249756093,-1.58452445777834,-1.522954323437,-1.74299984592127,-0.0102016384213552,6.37615084949434,-0.00206107146388203,0.499770326140924
"969732ae717bf5a9282f4781499aadb4",29.3436128849118,15.1329013435367,1.9324614969049,0.0790416934496304,-0.775731039696624,0.783483197070047,-0.984746802097609,0.343384054954591,-0.0836120627017763,0.0544265439018176,-1.53348834898519,0.139630459846234,0.216762915089356,0.112075437352401,1.93502415421547,0.0605071900729124,0.0260021822190066,0.135942277206972,0.195655515690586,0.830590540348009,-2.21801756822548,14.0918181102596,-0.161131998195868,0.849344315725193,-0.0588823039338827,0.0829521084553739,-0.698025627391574,0.513525815547448,0.282994634305798,0.666968705667184,0.431343318491902,0.670042969200015,-0.320510012004691,0.352038005226169,-0.914051380194145,0.38286153658638,0.656678816338922,0.44015826586871,1.49433229451966,0.145154982051926,-0.436963614237484,0.172807519210913,-2.53283239727619,0.0148635311450306,0.938838688652663,1,1,1,1,1,1,1,1,1,0.786373569185006,5.38656081051374,5.4708788966825,5.26239931514727,-0.164947907398566,3.66924672080635,-0.029652093409614,0.477721635670413
"81b95cf5e2e0e3f7579b7dfa4b2ebed0",13.180645749209,10.3620545615505,1.26998555132977,0.216009250350481,0.646168781361324,0.536479783472938,1.20676485103559,0.237147088579805,-0.0335990339190565,0.0372678579410771,-0.895608242523973,0.379399201848579,0.0935640226797801,0.0767421772263933,1.21060996553015,0.239604540646321,0.038907501264636,0.0930846809651417,0.444633596090355,0.65485851205594,-6.07988755604714,9.64918655154795,-0.652140812486347,0.524812898073821,-0.00132374678623061,0.056800361959497,-0.00257378353063507,0.865339511865798,0.115094821508465,0.45669802254555,0.262601616943933,0.788879464496162,0.0700921404321138,0.241053379988562,0.292181004454745,0.773686570810748,0.316618552707444,0.30139256597989,1.05977516321209,0.30027220149141,-0.211811131962289,0.118327669100576,-1.80493097395341,0.0813774113360268,1,1,1,1,1,1,1,1,1,1,1,4.26877217207335,4.10174592159874,4.6765262622997,0.504177719147643,2.70901668913591,0.173979060682393,0.419843823219675
"26de4690cd2c89c490c37a8d1418d67a",-20.0136989040111,20.3867077403123,-0.9840348426478,0.359816718053162,0.327238383931162,1.05549111802903,0.311548659428865,0.698622224184898,-0.0452339695094084,0.0733222280812357,-0.619026805532031,0.5466711953145,-0.021345017466034,0.150985533725623,-0.142780141320919,0.722140823160059,0.147880605229846,0.183138408957827,0.811535235380541,0.440531540423077,-3.35040533211289,18.9841835892364,-0.177453421793542,0.765404494107672,0.0896631213091549,0.111751233496588,0.804759345480032,0.445567888253961,0.17219064418369,0.898525389526757,0.194666395262026,0.693816767002469,-0.248356620840101,0.474257762150397,-0.524959687685608,0.609337701764213,0.596298679157604,0.592971415199284,1.00547206883699,0.342930276784736,-0.0373618841347994,0.232802442142793,-0.161030778037139,0.788506012908161,1,1,1,1,1,1,1,1,1,1,1,2.13482525496734,1.83436098146727,2.29372863396567,0.340779463090799,5.79271689960812,0.0563915011590883,0.459099265430565
"c5bd025300b4ef0c652dd11cef56ac29",30.0566602623853,20.4938160171481,1.47175786519904,0.210211559480051,1.10380382653179,1.06103648789981,1.04806441536917,0.333079501516904,-0.0753988924073445,0.0737074505312545,-1.02983914035664,0.353406273096772,0.135743985911512,0.151778785904958,0.898365549757089,0.400416487605194,-0.12873404222521,0.184100586846272,-0.700435639388481,0.508479601140117,-0.179520035415097,19.08392324398,-0.0116106175107453,0.724625868962102,-0.12488399990308,0.112338355370633,-1.11384847714451,0.33410128455236,0.590165865476979,0.903246088297314,0.662222887742756,0.526216376263936,0.0298243457637285,0.476749431346179,0.0633585368697768,0.750110680912202,-0.0698427933621563,0.596086785631033,-0.123266566442106,0.718215616626056,-0.083659504813581,0.234025546370248,-0.35926590275473,0.676657446188711,0.969102233147512,1,0.99964335134683,1,1,1,0.986483556295352,1,1,1,1,-0.576420645154974,-1.57974130134413,-0.265187078201538,0.787024498136631,5.96306531361604,0.11773008009395,0.440514470514349
