"","kw.ep","kw.eBH","glm.ep","glm.eBH"
"7e464b9b7f9ca86103a675a09263efec",0.800189057335651,0.944653637178241,0.75188393122018,0.944613673141985
"41f01f3e3cbf6beb908ae1ebb553208e",0.577197002195297,0.893750699436994,0.618278837867689,0.913189770523354
"bc6f21affc11d8c4a5d6454f728e4add",0.452077427649258,0.877187355052184,0.44830380830904,0.866183773026801
"c2ba82ad21732bcd0ef11c61560cf91c",0.703508822260071,0.921181330909805,0.62669543640588,0.917839751905222
"250a576e3788b3f444938c7b08afb2e3",0.50671447110791,0.893455122049791,0.86276106590699,0.96597402721994
"eedb6e6a512baecd8df273d5495ca5c0",0.361084811313393,0.832600063994753,0.355062745706814,0.819509112263318
"ed32eeb458a2b9bdee12e2db96fcb98b",0.294144092152919,0.860792846622652,0.736005960365987,0.943248122550168
"645dd8b575c7e7c0952933bbe90b4bb9",0.548709302762241,0.88892512793251,0.554198000995629,0.887839819356953
"0f898170dbe4592000abdcde0dd2ba2e",0.567376084978501,0.897388987235953,0.887426391776421,0.968661380566503
"b5c3abd1c966bb0457d8dfe34c35b160",0.352592038247163,0.874993228999839,0.34931101922277,0.860392225925548
"ca39c1dfb5e738c293917a0ab7391c33",0.526505027632265,0.893318783056716,0.557465203282735,0.907850207237853
"7d669e880492b330a9c9c649f65c2ba6",0.608413865231419,0.904709353653896,0.528309666113197,0.886696776352541
"494975433cf1f940b003816db0232f8b",0.540790821130343,0.880758218783674,0.544007625656701,0.886356567706236
"b67b924653e2ba692fd3ea7c8f75c2ee",0.596059012880057,0.899496511359543,0.596578987625091,0.906326571828982
"632a77028290d1ecbd9bfe2958610b8c",0.58572396471895,0.906192385949138,0.578713098255681,0.915933635515255
"5b239eddc0c4c102c7f721bae475cf22",0.833647007228798,0.947095191369293,0.420813958200954,0.881739031169546
"51c79d7c5c2260b32f6ad5b82272898e",0.245345701012948,0.814639904009555,0.305035600035829,0.803046642212036
"20f887a0f58476d52027e0798805c1d2",0.771573797783917,0.935374431663787,0.65098478918721,0.924657041491234
"3a4c1eb8dbc9f93fbbfbd8702754c0df",0.794640036194351,0.936357477297788,0.707963737524612,0.937256999091037
"969732ae717bf5a9282f4781499aadb4",0.180218720243214,0.841901561518379,0.252151226784908,0.843709023910589
"81b95cf5e2e0e3f7579b7dfa4b2ebed0",0.789100484038795,0.934955038180721,0.7864188915341,0.950161329390994
"26de4690cd2c89c490c37a8d1418d67a",0.586503096354279,0.903906521012182,0.706187759281871,0.934638511012045
"c5bd025300b4ef0c652dd11cef56ac29",0.511631676496264,0.887791062228112,0.563640598796869,0.899419214424786
"95251fbafeb9956f566a3da93d145d63",0.666047799864134,0.917460714138681,0.559679351392536,0.910711450142972
"cb3f42ad378ddeda014d895db355586b",0.311270025690329,0.859133038995758,0.10637293337831,0.772501164822532
"1e2270e7a0c8c2e951edc6813b58451a",0.252119575209966,0.849909735986863,0.207803575029777,0.820491149552182
"820d3c5095323f85949bc959fd15d1b7",0.0951627858990873,0.777890353404313,0.220859156199626,0.806007513141356
"92fb114641e27921122496428e2ef0dd",0.255208745174521,0.791259283151788,0.237022959423496,0.757217246332576
"5431c93e93b57f0b74748eb702ea1e72",0.35388558878134,0.868234786844038,0.135962976964859,0.793734287512343
"7c821085a5548386a8d91fe359fa3ff3",0.28893140105032,0.858011249393925,0.380359376761201,0.880599102055097
"3a8a7409bdc33da14a01ec3e3313b9a7",0.17548463044584,0.735921159066998,0.158420089898778,0.684597733134447
"564e9f4d70915c0026898422d57b1431",0.369081812406206,0.838179544400673,0.316310140945599,0.803632842680621
"386a607b118090dd71bfc8b4b4081447",0.785572448485971,0.936671129695565,0.774869318556169,0.951940610934844
"afce1dc2c06acb90ad5d3da0fffbcd02",0.431663235512956,0.870505842011065,0.393129242201702,0.848195105094927
"1c6bf8efe709f63c28e0225da6870395",0.246358294992869,0.85352997047484,0.170923500367908,0.824389871511039
"f2d099ef5556f02539ded15181a3d994",0.614852966822038,0.903938967357888,0.551974610900885,0.904860762985835
"304a3df568087b761af6bca76a3816aa",0.168233715208107,0.765345226555488,0.216268237699513,0.759599069070811
"2ddd18d49a8163e0fc79e28ea6273254",0.103491203090972,0.802876585747103,0.260960175496307,0.83000089017418
"42604f7f8bfc866837a5370b4b667382",0.574666924277473,0.896424426473845,0.601323409086238,0.906969026044049
"de4edf45ab75f6490e1ada65b0e0306f",0.418844311849041,0.861139932722335,0.383479817524178,0.838648124987011
"e1a9800482df461df81429b3b8f859a1",0.817756790229973,0.940485965973454,0.650822261495638,0.917384888339832
"c38ee4acf990375c9b9df651cf77bf7c",0.687540070220552,0.914646669386486,0.684565974221725,0.926363574891665
"321b7763c5946d79f50284281735d5b0",0.46005590023537,0.877346827120677,0.488701943573183,0.881566057617758
"01491b7ad3b35c7e644dd24ae831bee2",0.765343532488075,0.930096773169598,0.63781544380793,0.923959125785182
"a67690654fca1914946ee270222b7247",0.624618732055623,0.905584029917779,0.472469053070428,0.890948285894783
"95c08da59378a0eb674c2b7dab943428",0.0581939382016715,0.74928370814444,0.0263494582386072,0.645950121746545
"6a49b0df18b1abfe220ecc00d5cbf296",0.744061428937907,0.923363334336945,0.661489738682318,0.922516072123093
"5c4a1032c65d0d99d6d6bee379b63a2c",0.651582354362071,0.909181808199805,0.625308284922859,0.921157703624214
"c4228a5878f56464e576996e95eefc5e",0.46025201621277,0.883212564045905,0.620038954898667,0.914383877781922
"f55e6f0203460ecfb665c9dbc579b714",0.334515439352861,0.863246040089544,0.493297053650838,0.894774345720545
"b73c9d186b67a61bce0ba79c990aef39",0.432666511523956,0.868080105193534,0.539034279849372,0.89260321235687
"6960eba3db7d4d863d042ab497d7481a",0.761472393951687,0.929648071555982,0.625785560789385,0.915899155726557
"d2a7d567b64364c09cf4bea1e3f5aef5",0.386918122837276,0.827544896352815,0.389759834251436,0.819099606259935
"6545176af2fa076f03140433793c0d00",0.870979527327058,0.953077160986471,0.797579893671896,0.948414528661745
"ebc68f0a3a40711c1b0df994d93a6cac",0.432099938090447,0.859721131741987,0.430879312753815,0.853255892661409
"719ab97ff4cf3c7b809b054134f4dc70",0.484896748147816,0.893098379558612,0.534394263749187,0.907621468267658
"3fae853851bfe19cdb50e15749f373b6",0.223761111366026,0.848801121758066,0.341419369383087,0.880024968082601
"a99fb503372ef5103fa41e0c743bbad2",0.507789108591385,0.888279738817944,0.705779001699586,0.934311744310894
