"","kw.ep","kw.eBH","glm.ep","glm.eBH"
"7e464b9b7f9ca86103a675a09263efec",0.152968757931119,0.430201029744801,0.178815761536752,0.465062715732483
"41f01f3e3cbf6beb908ae1ebb553208e",0.329283565771912,0.564471020623793,0.313275949338167,0.547015023913176
"bc6f21affc11d8c4a5d6454f728e4add",0.253946034437334,0.502525549698568,0.267188762650138,0.508575453598814
"c2ba82ad21732bcd0ef11c61560cf91c",0.0435952716774084,0.327989682264423,0.160804583137805,0.445535088001535
"250a576e3788b3f444938c7b08afb2e3",0.877993176636388,0.921771294602831,0.857442255853159,0.932686653366245
"eedb6e6a512baecd8df273d5495ca5c0",0.503374705638223,0.701307000917489,0.498700594481251,0.699310174024435
"ed32eeb458a2b9bdee12e2db96fcb98b",0.568962216924711,0.772895755124532,0.327597807818238,0.583794131144268
"645dd8b575c7e7c0952933bbe90b4bb9",0.148283402445909,0.394815304861782,0.14157074575424,0.393565724532051
"0f898170dbe4592000abdcde0dd2ba2e",0.0899814028583026,0.361932532138032,0.152375517230573,0.442961282322283
"b5c3abd1c966bb0457d8dfe34c35b160",0.486935781701972,0.727203222413691,0.418190110560998,0.652495784360036
"ca39c1dfb5e738c293917a0ab7391c33",0.0572505206044806,0.29093828094348,0.0446848616267506,0.270399770778557
"7d669e880492b330a9c9c649f65c2ba6",0.50642135402284,0.719521086898404,0.453683743003571,0.663989789687216
"494975433cf1f940b003816db0232f8b",0.274058155512115,0.509705411150685,0.3941707672709,0.617380352537255
"b67b924653e2ba692fd3ea7c8f75c2ee",0.379537905565178,0.59321430972504,0.418992719787966,0.626614138356503
"632a77028290d1ecbd9bfe2958610b8c",0.811849942211794,0.891186118531159,0.867317757963973,0.93297424747646
"5b239eddc0c4c102c7f721bae475cf22",0.064898927896982,0.346251981745967,0.121658609496497,0.407657875906772
"51c79d7c5c2260b32f6ad5b82272898e",0.454642068524268,0.667215033986679,0.489350874076409,0.687465606228073
"20f887a0f58476d52027e0798805c1d2",0.644601858915726,0.7984230152309,0.606789933008161,0.782571108430484
"3a4c1eb8dbc9f93fbbfbd8702754c0df",0.0197532154821971,0.239120600234346,0.0537023929668367,0.298055549809405
