"","taxon","lfc_(Intercept)","lfc_UC_case_control","se_(Intercept)","se_UC_case_control","W_(Intercept)","W_UC_case_control","p_(Intercept)","p_UC_case_control","q_(Intercept)","q_UC_case_control","diff_(Intercept)","diff_UC_case_control","passed_ss_(Intercept)","passed_ss_UC_case_control"
"1","7e464b9b7f9ca86103a675a09263efec",0.0969840202985274,-0.010781902650976,0.166041093956117,0.262892785391665,0.584096490740775,-0.0410125467494774,0.562355538862399,0.967484965267691,1,1,FALSE,FALSE,TRUE,TRUE
"2","41f01f3e3cbf6beb908ae1ebb553208e",0.346841286945402,-0.351309281153471,0.0711270537195843,0.184067818634237,4.87636235169828,-1.90858610570901,0.00818204153300025,0.128955871924389,0.409102076650012,1,FALSE,FALSE,TRUE,TRUE
"3","bc6f21affc11d8c4a5d6454f728e4add",-0.366557760526741,0.412031406815014,0.103316491263344,0.234429003905564,-3.5479114325749,1.75759568974236,0.00528660412526142,0.109328582540457,0.269616810388332,1,FALSE,FALSE,TRUE,TRUE
"4","c2ba82ad21732bcd0ef11c61560cf91c",-0.0762017403033608,0.214324624996739,0.193040624170338,0.370081732751769,-0.394744580996178,0.579127814288787,0.695238390873194,0.565920386978167,1,1,FALSE,FALSE,TRUE,TRUE
"5","250a576e3788b3f444938c7b08afb2e3",0.0893163087447203,0.0640850817387895,0.230528339397861,0.406134861808267,0.387441773874804,0.15779261463411,0.700141890566825,0.875282158306188,1,1,FALSE,FALSE,TRUE,TRUE
"6","eedb6e6a512baecd8df273d5495ca5c0",0.0123270466182307,-0.170239032760353,0.0980580905808113,0.206113685291883,0.12571167300134,-0.8259472558519,0.902723583282488,0.430184086711101,1,1,FALSE,FALSE,TRUE,TRUE
"7","ed32eeb458a2b9bdee12e2db96fcb98b",0.0415262178976705,0.094943967926657,0.282540268905724,0.370839786034476,0.146974511132524,0.256024222594688,0.883890436632461,0.799244251925824,1,1,FALSE,FALSE,TRUE,TRUE
"8","645dd8b575c7e7c0952933bbe90b4bb9",0.0725850241424078,-0.153383631707268,0.167914340701351,0.260002766794685,0.432274121669609,-0.589930767269063,0.673208197381613,0.566179968900052,1,1,FALSE,FALSE,TRUE,TRUE
"9","0f898170dbe4592000abdcde0dd2ba2e",0.0978685358606813,0.0469806275068663,0.164942167654827,0.303537492323792,0.593350610412069,0.154777016661753,0.555732277021183,0.87764611015193,1,1,FALSE,FALSE,TRUE,TRUE
"10","b5c3abd1c966bb0457d8dfe34c35b160",0.183155681294116,-0.107599788632239,0.185635416838852,0.304846886846732,0.986641904939462,-0.35296338350451,0.330590194583422,0.726232859542357,1,1,FALSE,FALSE,TRUE,TRUE
"11","ca39c1dfb5e738c293917a0ab7391c33",0.109675518556185,-0.178727454548515,0.180052154347914,0.279137294249331,0.609131942649567,-0.640285114997468,0.55219417881066,0.532327326551578,1,1,FALSE,FALSE,TRUE,TRUE
"12","7d669e880492b330a9c9c649f65c2ba6",-0.0375359772547118,-0.107574629370196,0.125539926018633,0.226198522686967,-0.298996330849683,-0.475576180128582,0.767232190127068,0.638201576039157,1,1,FALSE,FALSE,TRUE,TRUE
"13","b67b924653e2ba692fd3ea7c8f75c2ee",-0.35717041052065,-0.152946846801809,0.0640574431841788,0.182930577055482,-5.57578312162271,-0.836092299405037,0.0050710699184848,0.450139757865331,0.26369563576121,1,FALSE,FALSE,TRUE,TRUE
"14","632a77028290d1ecbd9bfe2958610b8c",0.004265799094298,0.234186101039632,0.138884812253093,0.254059418351606,0.0307146550086724,0.921776892032123,0.975624461790169,0.361255032313481,1,1,FALSE,FALSE,TRUE,TRUE
"15","5b239eddc0c4c102c7f721bae475cf22",0.0987424891113892,0.064747090655498,0.220773795488631,0.352988112429864,0.447256382456288,0.183425697284247,0.656884026411466,0.85530667666687,1,1,FALSE,FALSE,TRUE,TRUE
"16","51c79d7c5c2260b32f6ad5b82272898e",-0.0701688431480233,-0.283091624573665,0.134355026962454,0.220477736663127,-0.52226436728439,-1.28399188443324,0.615635446357041,0.23508058536888,1,1,FALSE,FALSE,TRUE,TRUE
"17","20f887a0f58476d52027e0798805c1d2",0.073505878158146,-0.0302123408055397,0.163241801716554,0.299336699519103,0.450288329246565,-0.100930961202142,0.656383238953024,0.920410375026945,1,1,FALSE,FALSE,TRUE,TRUE
