"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","Crohn_case_control.Est","Crohn_case_control.SE","Crohn_case_control.t.val","Crohn_case_control.pval","A_SMK_CIG_CUR_FREQ.Est","A_SMK_CIG_CUR_FREQ.SE","A_SMK_CIG_CUR_FREQ.t.val","A_SMK_CIG_CUR_FREQ.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","Intercept..pval.holm","Crohn_case_control.pval.holm","A_SMK_CIG_CUR_FREQ.pval.holm","F1_SDC_AGE_CALC.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","Crohn_case_control.rab.all","Crohn_case_control.rab.win.0","Crohn_case_control.rab.win.1","Crohn_case_control.diff.btw","Crohn_case_control.diff.win","Crohn_case_control.effect","Crohn_case_control.overlap","A_SMK_CIG_CUR_FREQ.rab.all","A_SMK_CIG_CUR_FREQ.rab.win.0","A_SMK_CIG_CUR_FREQ.rab.win.1","A_SMK_CIG_CUR_FREQ.diff.btw","A_SMK_CIG_CUR_FREQ.diff.win","A_SMK_CIG_CUR_FREQ.effect","A_SMK_CIG_CUR_FREQ.overlap","A_SLE_LIGHT_EXP.rab.all","A_SLE_LIGHT_EXP.rab.win.0","A_SLE_LIGHT_EXP.rab.win.1","A_SLE_LIGHT_EXP.diff.btw","A_SLE_LIGHT_EXP.diff.win","A_SLE_LIGHT_EXP.effect","A_SLE_LIGHT_EXP.overlap"
"7e464b9b7f9ca86103a675a09263efec",6.9690075001868,23.3046284185141,0.331899713917387,0.720887232631895,0.762230767049197,1.36234752146268,0.572336816555709,0.582873873690088,0.663538080935788,2.18212780402895,0.288369356085632,0.765525380044831,0.0180803907199429,0.117679692974499,0.138995685918932,0.812672749422657,-0.206039790573534,0.153425243053006,-1.34399067314178,0.207446947711766,0.249356065601637,0.194721887433192,1.27610366518882,0.229119967221388,-32.6631777978747,20.5590612445747,-1.59623331679091,0.139101133605334,0.0259151099177018,0.123766209764738,0.186370445409922,0.815392461600804,-0.325821561373108,1.29310602410607,-0.23998443999731,0.802145375549811,-0.59346807375119,0.489948375638128,-1.20078858768996,0.259556080351058,-0.0743829884336834,1.12566416773444,-0.0520428091245774,0.894271004463065,0.2468069724915,0.265806511978304,0.931812973979491,0.377484408658328,1,1,1,1,1,1,1,1,1,1,1,1,1.97997073495972,2.05498879723096,1.88857058871129,0.31346154184776,3.40141735266462,0.0832025662018452,0.450180078071983,1.97997073495972,2.09587059764726,1.49609547952112,-0.577550791231647,2.44681913069002,-0.20532099189922,0.377432071143519,1.97997073495972,1.91062187311847,2.08885564573498,0.266828110562492,3.3147060893841,0.06457119776632,0.456730774479033
"41f01f3e3cbf6beb908ae1ebb553208e",-32.7926514337955,30.5943065338417,-1.10274164797184,0.386412909569577,0.957109737526051,1.78848926182134,0.558732892707133,0.513276976126645,-0.937013592765963,2.8646964771789,-0.347250967154501,0.564676625199053,0.0371488062730483,0.154489852187901,0.24084431761197,0.606046596092386,-0.177898963396315,0.201416595523307,-0.873936414466867,0.439482526440306,0.241594450066695,0.255630813158408,0.945145718534131,0.39925380497915,-19.1681133803657,26.9899270852501,-0.719280598043517,0.45840134846842,0.190988000574306,0.162480228908776,1.21114226104085,0.330999753324982,1.98149953598372,1.69758905277499,1.22445131189185,0.334024638283499,0.227920868642315,0.643204024575752,0.364428682949281,0.56775867687435,-1.23943242518002,1.4777714530934,-0.879552114431667,0.450286470499802,0.0310704506083359,0.3489506788143,0.0833705268600861,0.575978749895915,0.984334570926153,0.997071549913176,0.995700408967954,1,0.994376568484,1,0.998148250249943,0.991879880216994,0.984298507521293,1,0.987810629303615,1,-4.7062011602617,-5.25357123270048,-3.93472348627445,1.83565324671093,5.49511303006409,0.300853209110389,0.368990401549558,-4.7062011602617,-4.67736008488326,-4.93811649245511,-0.436603830161477,5.47609141062475,-0.0677222394417828,0.451361929656402,-4.7062011602617,-5.26082376034119,-4.01840393073402,1.88132621970158,5.35432402745542,0.31813597384646,0.363745515875559
"bc6f21affc11d8c4a5d6454f728e4add",1.23388037648026,29.2736255922001,0.0477679055855234,0.562275426041625,-1.10351205501822,1.71128458062337,-0.694261188886453,0.453159640353222,-2.59759827466803,2.74103457829542,-1.02971527430123,0.407381179411147,-0.160216388594728,0.147820905361605,-1.19576099281923,0.334268698658525,0.0686620061485703,0.192721936641475,0.368398530536228,0.576712811362961,-0.129508363080973,0.244595859884954,-0.539899160701527,0.5179145030642,27.9732206474921,25.8248383365197,1.13741911451115,0.374733851058512,-0.0794408963698948,0.15546635717823,-0.530851159494617,0.526529261689611,-1.90560526718744,1.62430830995902,-1.26444614690043,0.334267600485672,0.17604385422804,0.615438489314976,0.325877126627593,0.559685980046608,-0.38154443458853,1.41397969523664,-0.29372803699231,0.538080763289592,-0.000989254259376752,0.333887336536115,-0.000306518848884506,0.587230065950148,1,0.992521479295395,0.979762344553964,0.956106135289269,1,0.992472013770264,0.959731541072155,1,0.966590204832353,1,0.993748977537243,1,-4.51784408884763,-3.86832046423162,-5.0684222894548,-1.44074450217286,5.20847817476095,-0.238451002333217,0.384153676166486,-4.51784408884763,-4.39143844645556,-4.97727382002815,-0.583541648949669,5.57538672719564,-0.0918384385459482,0.455252975200381,-4.51784408884763,-3.89128895154036,-5.01200500204099,-1.43910749797761,5.20611151587359,-0.236874836747366,0.37980770766441
"c2ba82ad21732bcd0ef11c61560cf91c",-36.6482444048175,23.9490439038946,-1.56566937564707,0.168294235348328,0.717321422323084,1.40001891546796,0.533861521257811,0.596901704136921,-1.15648816037325,2.24246761819559,-0.523583992617577,0.599978964672663,0.0967060666222955,0.120933751142934,0.790143202830314,0.45366119248896,-0.087163689286815,0.157667730884011,-0.561720681684509,0.572618214500083,0.01323237966977,0.200106302809873,0.0651839950969766,0.704295348251188,0.550128462229045,21.1275567894496,0.0427665352278225,0.645435161421968,0.16802528188532,0.127188571224743,1.35591452347726,0.212532438910241,0.79728612976672,1.3288627644071,0.598757379069608,0.561822288706221,0.562964936632945,0.5034963419317,1.13280621217216,0.307724706174012,-2.42473879131866,1.15679083527872,-2.08254390229272,0.0705148603149893,0.216886899943247,0.27315654688801,0.796728305003193,0.455655362951545,0.998592201519808,1,1,1,1,1,1,1,1,1,0.979398221662814,1,1.58789013569038,1.1255471029833,2.65586045518079,1.56058980305509,3.58626503394067,0.332838518229418,0.328931595897421,1.58789013569038,1.45321773434344,1.98314488544376,-0.229743184749631,3.49025480449077,-0.0538633565783659,0.468750039892044,1.58789013569038,1.44102757439358,1.8090902373262,0.534627592234798,3.75457506631386,0.114515015679192,0.426682701327937
"250a576e3788b3f444938c7b08afb2e3",44.3931606756406,21.0991115382739,2.11901484207018,0.0557737798627975,4.03731698095774,1.23341689011427,3.28917743950011,0.00616608334535846,-6.31645818471678,1.97561433296224,-3.18784720126316,0.00801161335799734,-0.166966521624214,0.106542654243148,-1.57718741005376,0.145088929237304,0.218292472894078,0.138905296314034,1.61238449177357,0.151334586216518,-0.255434402669571,0.176293685018905,-1.47460463637982,0.170770214892718,23.2771971280588,18.6133809358177,1.26558949820431,0.238615553448593,-0.200421417623364,0.11205315174307,-1.78953116539826,0.104210239774311,-1.26647290432562,1.17072830956416,-1.09027025739713,0.314630416993657,0.137382371266551,0.443580358370893,0.335989138286661,0.665415390278519,3.57890042811553,1.01913291227587,3.53154238017211,0.00369860406054878,-0.277882160719848,0.240650961822431,-1.19175244362087,0.273992448330176,1,0.34341292922465,0.435078315267845,1,1,1,1,1,1,1,0.213880177596812,1,7.3599374659848,7.52940922942572,7.17266963126406,0.986209331172902,4.73668371345652,0.16753449545168,0.419471163798775,7.3599374659848,7.78240765259858,2.64542547101271,-5.2484495684031,7.02083412106352,-0.764973951359689,0.191406883828343,7.3599374659848,7.52549213472278,7.17266963126406,0.629455170126212,4.53028250544228,0.120756627475424,0.427884624250652
"eedb6e6a512baecd8df273d5495ca5c0",-7.63375690993046,26.7701959413161,-0.314588734951718,0.57164384696948,0.96685650497608,1.56493849353758,0.654961919821091,0.507784774071065,-0.84245356824296,2.50662605872922,-0.364833038548829,0.510862728964132,-0.0103120508251532,0.135179518105448,-0.0865644653903342,0.530775972389848,0.0115906371932641,0.176240691124261,0.0966569813219945,0.58799091013544,0.0757576034175073,0.223678446488693,0.310768715993085,0.54030269105987,5.74855267990225,23.616342985737,0.315139896329137,0.519939196173399,0.0166793212853515,0.142171144152803,0.111279025725611,0.589441434884161,1.0981359340777,1.48540028257713,0.773504557521297,0.451969876011698,-0.0378113725676016,0.562807257915445,-0.0337166379849792,0.55918805082808,-0.27485712554656,1.29305860592181,-0.228871436423421,0.562163328223362,-0.280700444467217,0.305333871038426,-0.956831746832452,0.414124343387198,0.993314190013155,0.995220618934846,0.997287356231822,0.992440889098155,0.992522589262529,0.99570522098392,0.98617240598987,1,1,1,0.997436393867082,0.983958794636867,-4.47471986197845,-4.91223466955722,-3.91744189075242,1.17219446083727,4.79228929872597,0.216338459820958,0.39903847420933,-4.47471986197845,-4.41144337490036,-4.91366343337098,-0.580050704220032,5.03514805334468,-0.0965008039484432,0.449218815244335,-4.47471986197845,-4.93754344349095,-3.95395896351374,1.14664550975621,4.81240114815563,0.23067837530608,0.39255703633727
"ed32eeb458a2b9bdee12e2db96fcb98b",10.3551215191571,31.0108248347682,0.334597088084311,0.724329564867286,1.78231815121498,1.81283818791107,1.02192517604064,0.353277327451861,-6.94336306832742,2.9036971490204,-2.43858809651181,0.0397529161124312,-0.292040474074335,0.156593114462289,-1.87068349841643,0.0915917244023773,0.202952360341079,0.204158729849934,1.0046230477827,0.35561943323834,-0.371752556562762,0.259111032977852,-1.46315643262218,0.177450029700346,58.9028373421631,27.3573744911667,2.1853369354046,0.0566639907318843,-0.232825987731002,0.164692274107591,-1.43088355433887,0.194463865118338,-0.861491318453192,1.72070044139729,-0.510840521616905,0.625377948160053,1.52256381403527,0.651960759988893,2.36766765362913,0.0454815498540049,0.452397782507384,1.49789019166064,0.319240150796865,0.671245452998662,0.213138444107734,0.353701377892447,0.618119117354677,0.541740546781953,1,1,0.889451910623878,1,1,1,0.995345580172846,1,1,0.916683435730957,1,1,1.9514836592601,1.67990292920052,2.64057633582163,0.577465860158492,5.91264068642433,0.0898230282449352,0.465144234985829,1.9514836592601,2.15344088060849,-0.58537661629537,-2.99404293196517,5.48085456494121,-0.445177756107042,0.289062826291343,1.9514836592601,1.51127871461677,2.20790446975425,0.831713451929216,5.81797077397364,0.126692789208354,0.438175277648229
"645dd8b575c7e7c0952933bbe90b4bb9",-31.5881907994796,29.2932036169996,-1.16102537571406,0.352723028175891,0.45467575529012,1.71242907746245,0.285986704100922,0.505830629099241,-0.494528209046142,2.74286776574196,-0.187232169886073,0.550007436170079,0.0540957612216961,0.147919767094394,0.37336194219054,0.521746475407853,-0.135680160269636,0.192850827914034,-0.724789573822308,0.457556116419157,0.21593026839353,0.244759444125506,0.911424523367637,0.407460412437687,-10.1352455821353,25.8421098331372,-0.393438087989855,0.522628460271109,0.2196670282767,0.155570332143229,1.52214347007551,0.24818375376824,0.252413608877352,1.62539463759119,0.15681434081446,0.581110739740369,-0.0904452137120535,0.615850090876541,-0.13716541309682,0.540962809108697,-0.405365318625092,1.4149253563558,-0.299093560124436,0.561124989107037,-0.286436173626773,0.33411063837942,-0.922812323604104,0.388071212473371,0.972197964389351,1,1,0.995598011204713,0.994209582010052,0.995366691913372,0.999198910196662,0.948806262361933,1,0.995971473001465,0.994152598020938,0.983928453602225,-4.89036436833699,-5.12108786804281,-4.60650709930266,0.933112201570012,5.32530853370902,0.148067238906787,0.424969997213582,-4.89036436833699,-4.91027505467297,-4.79202287099852,-0.0359044105221571,5.28287686483621,-0.00407604721190983,0.494163431489425,-4.89036436833699,-5.1611867510678,-4.55398376215909,0.465039426904975,5.28086079969855,0.085305342894869,0.442977197814806
"0f898170dbe4592000abdcde0dd2ba2e",9.90424958001719,14.3095494384897,0.705847133289741,0.498704493247057,2.91670708047547,0.836511050967325,3.48606946778689,0.0040319616197667,-4.1846803468048,1.33987399979519,-3.09859047835399,0.00989502244921165,-0.004012937612057,0.0722578946243612,-0.0704361733829917,0.872061195535823,0.10976476659541,0.0942064409332156,1.15809812621775,0.273730370624382,-0.0875177509186286,0.11956348004964,-0.734999880385921,0.480180800827563,-1.12244943491298,12.6237113935042,-0.0702318902301957,0.84803176388126,0.0170523824491551,0.0759951485017467,0.213254177060119,0.819862462823088,-1.19093862055257,0.793995263466829,-1.47788716828422,0.174393085694888,0.515260509829922,0.300838974026797,1.68220660222739,0.132920240895816,1.56352365349775,0.691182316665292,2.28850620291583,0.0431896823517492,-0.146976376687955,0.163210987788346,-0.902048823853236,0.388115013175098,1,0.231419082253795,0.510613585361778,1,1,1,1,1,1,1,0.991071351088635,1,7.6306530107995,7.16249747698276,8.48734641118773,1.24440990657453,2.72480429475316,0.366045536086825,0.304086566324265,7.6306530107995,8.30192998514741,6.32635202832294,-2.30940857292643,3.21464385025399,-0.635859866894155,0.183594421044392,7.6306530107995,7.34134868994191,8.44790578731512,0.577144101662159,2.71653429286588,0.136010086259718,0.422569037138688
"b5c3abd1c966bb0457d8dfe34c35b160",11.2965970582349,33.6543910091965,0.35008784751273,0.672416021664277,1.96327942206983,1.96737640928404,1.01869045167363,0.351532448380398,-1.17760240941304,3.15122734548677,-0.376375091755581,0.671293544100253,-0.145766283087915,0.169942138964107,-0.867005547265386,0.433965397566265,0.532811116367164,0.221562559490751,2.43952880043903,0.0410374641616613,-0.912020215174719,0.281199357485539,-3.29047118040207,0.0100090124425445,105.690913137795,29.6894965876075,3.60507165465945,0.00528999074245871,-0.371622977283422,0.178731724117072,-2.11437970443164,0.078779495579642,-0.479411685169597,1.86738423673129,-0.245613401139868,0.718340325875115,0.501456487945382,0.707538172758285,0.703435824811407,0.497135720728628,3.40037822478537,1.62558017942396,2.12718682174252,0.0947946571549182,0.126335845373803,0.383853204018556,0.334182540715478,0.675886369327617,1,1,1,1,0.895096774955335,0.42206213789669,0.270773687945509,0.957324235335768,1,1,0.915790311801158,1,1.48366091317604,1.37893830239171,1.68276113644419,0.353365204307082,7.33666225697408,0.0459944258971932,0.46875000377678,1.48366091317604,1.54835375042512,0.769541185183456,-0.67425369489531,6.76703362904672,-0.0966979256621946,0.42968759121018,1.48366091317604,1.47374816772555,1.51698478452188,0.234745449355372,7.27007678148064,0.0254650029663666,0.47836538722475
