"","taxon","lfc_(Intercept)","lfc_Crohn_case_control","lfc_F1_SDC_AGE_CALC","lfc_PM_BIOIMPED_WEIGHT","lfc_PM_WAIST_AVG","lfc_PM_WAIST_HIP_RATIO","lfc_PM_STANDING_HEIGHT_AVG","lfc_A_SLE_LIGHT_EXP","lfc_NUT_VEG_DAY_QTY","lfc_REFINED_GRAIN_SERVINGS_DAY_QTY","lfc_PM_BIOIMPED_FFM","se_(Intercept)","se_Crohn_case_control","se_F1_SDC_AGE_CALC","se_PM_BIOIMPED_WEIGHT","se_PM_WAIST_AVG","se_PM_WAIST_HIP_RATIO","se_PM_STANDING_HEIGHT_AVG","se_A_SLE_LIGHT_EXP","se_NUT_VEG_DAY_QTY","se_REFINED_GRAIN_SERVINGS_DAY_QTY","se_PM_BIOIMPED_FFM","W_(Intercept)","W_Crohn_case_control","W_F1_SDC_AGE_CALC","W_PM_BIOIMPED_WEIGHT","W_PM_WAIST_AVG","W_PM_WAIST_HIP_RATIO","W_PM_STANDING_HEIGHT_AVG","W_A_SLE_LIGHT_EXP","W_NUT_VEG_DAY_QTY","W_REFINED_GRAIN_SERVINGS_DAY_QTY","W_PM_BIOIMPED_FFM","p_(Intercept)","p_Crohn_case_control","p_F1_SDC_AGE_CALC","p_PM_BIOIMPED_WEIGHT","p_PM_WAIST_AVG","p_PM_WAIST_HIP_RATIO","p_PM_STANDING_HEIGHT_AVG","p_A_SLE_LIGHT_EXP","p_NUT_VEG_DAY_QTY","p_REFINED_GRAIN_SERVINGS_DAY_QTY","p_PM_BIOIMPED_FFM","q_(Intercept)","q_Crohn_case_control","q_F1_SDC_AGE_CALC","q_PM_BIOIMPED_WEIGHT","q_PM_WAIST_AVG","q_PM_WAIST_HIP_RATIO","q_PM_STANDING_HEIGHT_AVG","q_A_SLE_LIGHT_EXP","q_NUT_VEG_DAY_QTY","q_REFINED_GRAIN_SERVINGS_DAY_QTY","q_PM_BIOIMPED_FFM","diff_(Intercept)","diff_Crohn_case_control","diff_F1_SDC_AGE_CALC","diff_PM_BIOIMPED_WEIGHT","diff_PM_WAIST_AVG","diff_PM_WAIST_HIP_RATIO","diff_PM_STANDING_HEIGHT_AVG","diff_A_SLE_LIGHT_EXP","diff_NUT_VEG_DAY_QTY","diff_REFINED_GRAIN_SERVINGS_DAY_QTY","diff_PM_BIOIMPED_FFM","passed_ss_(Intercept)","passed_ss_Crohn_case_control","passed_ss_F1_SDC_AGE_CALC","passed_ss_PM_BIOIMPED_WEIGHT","passed_ss_PM_WAIST_AVG","passed_ss_PM_WAIST_HIP_RATIO","passed_ss_PM_STANDING_HEIGHT_AVG","passed_ss_A_SLE_LIGHT_EXP","passed_ss_NUT_VEG_DAY_QTY","passed_ss_REFINED_GRAIN_SERVINGS_DAY_QTY","passed_ss_PM_BIOIMPED_FFM"
"11","ca39c1dfb5e738c293917a0ab7391c33",131.34597648087,-0.426680142104765,-0.287645421743333,0.454148559021568,-0.137255333933442,-6.66304360536159,-0.459340453173511,NA,NA,NA,NA,65.3771175380774,0.681592674260431,0.131891402597473,0.241930426737832,0.515219334751346,32.3477752049058,0.42032743506108,NA,NA,NA,NA,2.0090512005882,-0.626004589277223,-2.18092624749177,1.87718661577738,-0.266401752953786,-0.205981510726929,-1.09281577850554,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"12","7d669e880492b330a9c9c649f65c2ba6",-61.4399200784208,1.43806715628691,0.136010882211968,0.346746817276042,0.0961183563325389,48.8814666819035,0.438016232711482,-1.28000710940159,-0.226527420679591,-1.32455253437456,-0.80552284486616,54.6014216990829,0.632537783902546,0.11505518479042,0.211548251691253,0.433611645970487,27.0948135364262,0.351656468153642,0.766641586487049,0.619589916606292,0.399346830594202,0.282446049737157,-1.12524396190682,2.27348815024854,1.18213605462214,1.63909091426625,0.221669222277026,1.80408942900409,1.2455799121548,-1.66962910956463,-0.365608630173261,-3.31679741242397,-2.85195295036265,0.377374312547314,0.150876174840888,0.358655751691398,0.242865183749592,0.84514691062562,0.212985922691232,0.339051590074253,0.236940689838614,0.749704612305289,0.0801264238252648,0.104099633514216,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"13","494975433cf1f940b003816db0232f8b",69.6023376906063,-7.46601489591666,-0.657601370703503,0.387920550169044,NA,NA,NA,NA,NA,NA,NA,70.136142086476,0.707580521699969,0.139546878019033,0.255840324747042,NA,NA,NA,NA,NA,NA,NA,0.992389025401319,-10.5514703513594,-4.71240474913249,1.51626038839888,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"14","632a77028290d1ecbd9bfe2958610b8c",-15.3657652275049,-1.06773472034688,0.0864249184600724,0.226251743941688,-0.219577765753471,43.1932163594641,0.158936702328253,-1.65323643000853,-0.110209981478828,-0.602990608359,0.0371705199458464,13.9983222704469,0.829769611092994,0.0901088279500911,0.159357773882321,0.16823362301934,7.35992558613796,0.104286619085996,0.871058394149821,0.446976467553285,0.503657655805773,0.259188313479705,-1.09768620343489,-1.28678455570388,0.959117107903578,1.41977224223003,-1.30519548834913,5.8687028630855,1.52403734746825,-1.89796280147456,-0.246567749040815,-1.19722315626139,0.14341124970805,0.289650292931471,0.217674139405452,0.352705408166709,0.176122741038868,0.211493480184509,3.08740209640018e-05,0.148302917668583,0.077116273490288,0.808585251944455,0.249798069363281,0.887874233197033,1,1,1,1,1,0.0016363231110921,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"15","5b239eddc0c4c102c7f721bae475cf22",-9.80350409975875,-1.75217396950064,0.0543203562300351,0.125262162688848,-0.132373703645827,48.827611844794,0.0613033442915823,-1.61823842279329,-0.0528732308216397,-0.697432973383722,0.170528227636128,35.9838776440887,0.862355473448559,0.106013115405876,0.179467311556223,0.304995215612974,18.0292727042832,0.235297365154891,0.748698779377348,0.557903142207493,0.498835129735435,0.267542885357504,-0.272441569436284,-2.03184652205395,0.512392792364106,0.697966451955268,-0.434018951345792,2.70824079515943,0.260535617350529,-2.16140117677111,-0.0947713443814506,-1.39812321107701,0.637386516214998,0.790825299211309,0.0695895314287969,0.619502214009045,0.501104915311496,0.673489234622681,0.0219999453017125,0.799736968400539,0.055976963855869,0.926368581509722,0.192311762943045,0.538191831724365,1,1,1,1,1,0.835997921465074,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"16","51c79d7c5c2260b32f6ad5b82272898e",150.933855156393,0.911733670460371,-0.165609198404302,0.308402284640328,0.184717393451125,-62.8776866154047,-0.404247299463541,-1.89294244946875,NA,NA,NA,63.7098587884842,0.672652517743008,0.129232820337896,0.237098551841362,0.502550386328049,31.5348336868532,0.409690634418252,0.83504857584433,NA,NA,NA,2.36908161509966,1.35543039892212,-1.28147941034867,1.30073457743712,0.367559947174227,-1.99391210493742,-0.986713547986178,-2.26686507135799,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"17","20f887a0f58476d52027e0798805c1d2",-117.394558177826,-6.7361775089455,0.768363260818579,1.11341476156447,-2.40761400982895,176.619808334065,0.611343503094967,7.65458662800712,-3.62783570565764,NA,NA,61.9966264906137,0.663560470710076,0.126514879046266,0.232158006084076,0.489539586069878,30.6995373330459,0.398763635668329,0.82141870568695,0.681251859854571,NA,NA,-1.89356364729942,-10.1515653904717,6.07330352454109,4.79593523542432,-4.91811914365855,5.75317492306135,1.53309742517106,9.31873912173161,-5.32524888289052,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"18","3a4c1eb8dbc9f93fbbfbd8702754c0df",21.1885535851749,-0.696073086513058,-0.0538198667203566,0.00110453730949131,0.378070964636139,-10.0471216996006,0.158728616249558,-0.539234023286543,1.33271745248818,-2.17358716047891,-0.276535351708422,56.5375254964683,0.635277628230658,0.11795989385573,0.216600824176033,0.448139605430857,28.0383932916126,0.363969737507621,0.778875347492469,0.634585192318864,0.398990424854771,0.287976664368456,0.374769737428613,-1.09569903862619,-0.456255638769738,0.00509941415824736,0.843645507012594,-0.358334430760914,0.436103884175904,-0.692323906543669,2.10013953779514,-5.44771760192009,-0.960270000747716,0.771728024290595,0.470949260910668,0.72749877447182,0.996753640258646,0.553861086826416,0.780951664019316,0.738197745789995,0.614491316273376,0.282909637073321,0.115573272988252,0.512900998680044,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"19","969732ae717bf5a9282f4781499aadb4",-9.44403875334008,0.938246075391955,-0.132675750181823,0.698989292790834,-0.319340230746754,70.8589703324731,0.188717920178508,0.412639096603846,-0.04544084273788,0.0837633711323699,-0.876542600802086,28.8657958310011,0.801886606146357,0.104007494173938,0.162811396110259,0.244633884607275,14.5704996634259,0.191746593423658,0.802274105878993,0.488744452086351,0.470441991424442,0.242405652069969,-0.327170565766887,1.17004831880271,-1.27563644558094,4.29324549442143,-1.30538020625969,4.86318053390712,0.984204813284697,0.514336800328048,-0.0929746466561456,0.178052496714302,-3.61601552322336,0.749175539881295,0.264695332081068,0.226224753488727,0.00104427706238058,0.21623760415914,0.000389447918240459,0.344443284379873,0.616356742820042,0.927457934584513,0.861652151056233,0.00354034189169478,1,1,1,0.0584795154933125,1,0.018693500075542,1,1,1,1,0.198259145934908,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"20","81b95cf5e2e0e3f7579b7dfa4b2ebed0",-3.01316666387925,1.09364793923277,-0.0368410672546753,0.361017787673369,-0.0838211534746475,49.3346383645356,0.142186928082378,-0.598961945793692,0.226435122017005,-0.303318142150013,-0.520566581253912,19.9165140419454,0.852930641153992,0.0905587526251424,0.147644980060093,0.178134795196291,10.2305400193537,0.140315458253997,0.713380670456139,0.477180273678595,0.535281451454258,0.236156086322868,-0.151289862148232,1.2822237664637,-0.406819508735668,2.44517482088745,-0.470549020938232,4.8222907364818,1.01333758840023,-0.839610562213177,0.474527415543419,-0.566651695712517,-2.20433269097373,0.881905443719255,0.220590095195101,0.69029184474532,0.0283053208098683,0.64520980486449,0.000270980300969886,0.32809265976127,0.415234813006791,0.642440579942389,0.579922546643953,0.0447354115278122,1,1,1,1,1,0.0132780347475244,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"21","26de4690cd2c89c490c37a8d1418d67a",-8.31125899857849,0.117332105852005,-0.0385785561888087,0.339594787374907,-0.175721149416735,52.771595487209,0.152861040633039,0.246344547237059,-0.00590080638341943,-0.537485820049941,-0.342067552106058,38.6966522228565,0.827032904277483,0.105144424741807,0.203041231890536,0.318833263228157,19.3493362548929,0.256930376140785,0.875775915744366,0.551348579207897,0.515583669730371,0.320672044087106,-0.214779794146362,0.141871145930414,-0.366910145578736,1.67254101156158,-0.551138070217564,2.72730778937518,0.594951219583622,0.281287190945047,-0.0107024967614806,-1.04248030262678,-1.06672083960378,0.834726784004141,0.890306822688026,0.722164454234009,0.128747960018079,0.594954441449656,0.0233271011927783,0.566531755175334,0.784850194410578,0.991694291467213,0.324381505832576,0.313875576537613,1,1,1,1,1,0.839775642940018,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"22","c5bd025300b4ef0c652dd11cef56ac29",-49.4149376958716,0.662618144872283,0.0233243615968014,0.423496411420449,-0.438065152961621,80.1685476120947,0.344129475881998,-0.714175474745853,-0.521205612988371,-0.597476336125148,-0.367942037710178,54.5958556658398,0.627259455097958,0.114988339750845,0.211184554912124,0.43348680720782,27.0920915886063,0.351608488106829,0.765061003663253,0.618468795157838,0.394193263963627,0.2819437373121,-0.905104189561958,1.05637011843656,0.202841102387776,2.00533799262295,-1.01056167264534,2.95911252735502,0.97872914768042,-0.933488272603425,-0.842735505928564,-1.51569392667318,-1.30501936740266,0.460943130658279,0.401556561198035,0.858022643649904,0.182778945048736,0.418605958110982,0.0977454527654985,0.430924367410575,0.449113675420234,0.48809382260193,0.268840285078669,0.321834533795939,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"23","95251fbafeb9956f566a3da93d145d63",4.10656799120933,-0.175160362264861,0.0558782301010993,0.0537704060411353,0.0501673882918315,17.6310408410572,0.111955089150864,-0.892255083255939,0.272324493728283,-1.15604447841598,0.0578722785414479,20.5494977140528,0.976426536877137,0.0964677487234552,0.168087307556825,0.188464889629974,10.5377835704417,0.144227981997497,0.865694785816304,0.483062364540865,0.600605308249795,0.268988644061526,0.19983787673803,-0.179389186640777,0.579242605332129,0.31989569481894,0.266189571916172,1.67312611074231,0.776236952083316,-1.03068090264006,0.563746037195671,-1.92479896953422,0.215147664479883,0.844480971061552,0.86020250896212,0.571628736716819,0.753771491031344,0.793973440903073,0.116490573150916,0.450524719493029,0.320168542761651,0.581845410888795,0.0748188426105654,0.832754834957098,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
