"","taxon","lfc_(Intercept)","lfc_Both_case_control","se_(Intercept)","se_Both_case_control","W_(Intercept)","W_Both_case_control","p_(Intercept)","p_Both_case_control","q_(Intercept)","q_Both_case_control","diff_(Intercept)","diff_Both_case_control","passed_ss_(Intercept)","passed_ss_Both_case_control"
"1","7e464b9b7f9ca86103a675a09263efec",-0.729602379381015,0.941667252338949,0.0894677792722455,0.462612123730556,-8.15491772921819,2.03554382610045,0.000450468071437105,0.0974203600420426,0.021622467428981,1,TRUE,FALSE,FALSE,FALSE
"2","41f01f3e3cbf6beb908ae1ebb553208e",1.38200271723578,-1.98081741801338,2.06427059789458e-16,0.382341786948161,6694871876997759,-5.18075053690627,1,1,1,1,FALSE,FALSE,TRUE,TRUE
"3","c2ba82ad21732bcd0ef11c61560cf91c",0.181193800020161,-0.120456704256221,0.290991343695325,0.519686010449235,0.622677629235167,-0.231787467498103,0.577619733966661,0.83161385266046,1,1,FALSE,FALSE,TRUE,TRUE
"4","250a576e3788b3f444938c7b08afb2e3",-0.147015168166846,0.209743986537931,0.495356182863973,0.693100093532941,-0.296786783435016,0.302617166690604,0.778562739003741,0.774366475525347,1,1,FALSE,FALSE,TRUE,TRUE
"5","eedb6e6a512baecd8df273d5495ca5c0",-0.0681614975486934,-0.138084402932464,0.252083371456621,0.468917865799762,-0.270392676656274,-0.294474604197378,0.831882854984972,0.81768486336413,1,1,FALSE,FALSE,TRUE,TRUE
"6","ed32eeb458a2b9bdee12e2db96fcb98b",-0.810700509136688,1.15338662960029,0.276453969338925,0.594193324502481,-2.93249726554944,1.94109657924215,0.0427072958361764,0.124220759515405,1,1,FALSE,FALSE,TRUE,TRUE
"7","645dd8b575c7e7c0952933bbe90b4bb9",1.85503125906885,-2.21830110306961,2.22044604925031e-16,0.437472737993271,8354318087103086,-5.07071849378584,7.6202481845928e-17,0.123957584452996,3.8101240922964e-15,1,TRUE,FALSE,FALSE,TRUE
"8","0f898170dbe4592000abdcde0dd2ba2e",-0.317600573629743,0.551106472797946,0.44280566492421,0.710426694669884,-0.7172459586399,0.775740096666877,0.500179191783175,0.467367751337303,1,1,FALSE,FALSE,TRUE,TRUE
"9","b5c3abd1c966bb0457d8dfe34c35b160",0.821503297373297,-1.02926498082189,3.39089577626517e-16,0.790701907585577,2422673392451250,-1.30171050676326,1.70376722987267e-31,0.322764836800613,8.6892128723506e-30,1,TRUE,FALSE,FALSE,TRUE
"10","ca39c1dfb5e738c293917a0ab7391c33",2.63638715615755,-3.26765615142941,2.83052443350184e-16,0.680316384992397,9314129653690670,-4.80314192559971,1.15269774051786e-32,0.0407169744983413,5.99402825069287e-31,1,TRUE,FALSE,FALSE,TRUE
"11","7d669e880492b330a9c9c649f65c2ba6",-0.453019093844151,-0.114739242435185,0.151362294230986,0.434847599852019,-2.99294547658496,-0.26386081577599,0.0958538157568173,0.816587331701212,1,1,FALSE,FALSE,TRUE,TRUE
"12","494975433cf1f940b003816db0232f8b",0.0634955197079607,NA,2.22044604925031e-16,NA,285958398896468,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
"13","632a77028290d1ecbd9bfe2958610b8c",-0.321004573450769,0.557914472439998,0.28263803389092,0.583411467913268,-1.13574443266421,0.95629671873872,0.29938479979011,0.375849627604908,1,1,FALSE,FALSE,TRUE,TRUE
"14","5b239eddc0c4c102c7f721bae475cf22",0.487167270150421,-0.696430786395204,0.144496691957443,0.794269834702357,3.37147697674561,-0.876818879387738,0.0198577089380946,0.420709227485674,0.853881484338067,1,FALSE,FALSE,TRUE,TRUE
"15","51c79d7c5c2260b32f6ad5b82272898e",-0.923243004629669,NA,2.22044604925031e-16,NA,-4157916851622593,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
"16","20f887a0f58476d52027e0798805c1d2",-0.507715360879099,0.667426123613359,0.276320809967714,0.477435326807529,-1.8374126832446,1.39794038299646,0.207546785002982,0.296996826161763,1,1,FALSE,FALSE,TRUE,TRUE
"17","3a4c1eb8dbc9f93fbbfbd8702754c0df",-0.652136143355527,0.135834501826574,0.0197898496841033,0.371568129562397,-32.9530619870938,0.365570916931301,0.0193130599299951,0.776878418242566,0.849774636919783,1,FALSE,FALSE,TRUE,TRUE
"18","969732ae717bf5a9282f4781499aadb4",0.396984466835846,-0.878063608133233,0.226902337188159,0.568683698938363,1.74958297810148,-1.54402809465513,0.130765980929097,0.173530142712328,1,1,FALSE,FALSE,TRUE,TRUE
"19","81b95cf5e2e0e3f7579b7dfa4b2ebed0",-0.0439294930312981,-0.124725267078746,0.504184954187127,0.942841892957462,-0.0871297183037194,-0.132286513794496,0.933950206214864,0.899916350908341,1,1,FALSE,FALSE,TRUE,TRUE
"20","26de4690cd2c89c490c37a8d1418d67a",0.139565088416827,-0.579375816307273,0.408664467583634,0.743626661411456,0.34151510465799,-0.779121898625281,0.746600605400415,0.471156126623951,1,1,FALSE,FALSE,TRUE,TRUE
"21","c5bd025300b4ef0c652dd11cef56ac29",0.239924446403277,-1.20096930625832,0.495985580020607,0.647932739252736,0.483732705280078,-1.85354008757669,0.661687874719378,0.160858027577249,1,1,FALSE,FALSE,TRUE,TRUE
"22","95251fbafeb9956f566a3da93d145d63",0.0560597389551881,-0.196214152371918,0.376584230318109,0.589105915755422,0.148863745324209,-0.333071094898629,0.886538503057975,0.750411138287628,1,1,FALSE,FALSE,TRUE,TRUE
"23","cb3f42ad378ddeda014d895db355586b",0.300010675532272,-0.684116025526086,0.26823285167688,0.612705583729059,1.11847103610438,-1.11654935697241,0.306136102188363,0.306895026442578,1,1,FALSE,FALSE,TRUE,TRUE
"24","1e2270e7a0c8c2e951edc6813b58451a",-0.941412941217037,0.891578735234754,0.273803228297735,0.855449606646171,-3.43828283935842,1.04223408171316,0.0263350949168879,0.356149465103652,1,1,FALSE,FALSE,TRUE,FALSE
"25","820d3c5095323f85949bc959fd15d1b7",-0.808745800228944,2.15602433272767,0.270997654719444,0.473676317871942,-2.98432767274763,4.55168276601607,0.096330665296384,0.0450322684408727,1,1,FALSE,FALSE,TRUE,TRUE
"26","92fb114641e27921122496428e2ef0dd",0.345303554609156,NA,2.22044604925031e-16,NA,1555108959867504,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
"27","5431c93e93b57f0b74748eb702ea1e72",-0.0982291181596824,0.112363561857823,0.170956351107624,0.551027213744966,-0.574585954386938,0.203916538158183,0.586453043890501,0.845159270309482,1,1,FALSE,FALSE,TRUE,TRUE
"28","7c821085a5548386a8d91fe359fa3ff3",-0.13783953744257,0.191584400423599,0.330124239373832,0.612449398015794,-0.417538371929367,0.312816701337763,0.690813900890967,0.765007456550239,1,1,FALSE,FALSE,TRUE,TRUE
"29","564e9f4d70915c0026898422d57b1431",0.54261870962075,-3.16662202220106,0.38577257447126,0.567344195006768,1.40657668670321,-5.58148307512565,0.393452999158401,0.112861807073214,1,1,FALSE,FALSE,TRUE,TRUE
"30","386a607b118090dd71bfc8b4b4081447",0.106660813959767,-0.297416302381075,0.213085063513358,0.609049345560958,0.500555093825617,-0.48832874470482,0.634511723644098,0.642649666306153,1,1,FALSE,FALSE,TRUE,TRUE
"31","afce1dc2c06acb90ad5d3da0fffbcd02",-1.01433775565995,0.975343517409528,0.206798983716658,0.673647872163668,-4.90494555355131,1.44785363052785,0.0162225761856126,0.24348059459987,0.730015928352565,1,FALSE,FALSE,TRUE,TRUE
"32","1c6bf8efe709f63c28e0225da6870395",0.0265628654230259,-0.137220405307594,0.169945761273781,0.521929307908899,0.156302017914017,-0.262909944370369,0.880921431984172,0.801414899046587,1,1,FALSE,FALSE,TRUE,TRUE
"33","f2d099ef5556f02539ded15181a3d994",0.398767239179297,-0.881629152820136,0.443695218592978,0.70262624504168,0.898741348720966,-1.25476262670467,0.40341410248831,0.256226543734812,1,1,FALSE,FALSE,TRUE,TRUE
"34","304a3df568087b761af6bca76a3816aa",-0.380818129298691,NA,0.176324288523866,NA,-2.1597599087839,NA,0.16339657006637,1,1,1,FALSE,FALSE,FALSE,FALSE
"35","2ddd18d49a8163e0fc79e28ea6273254",0.902015084075372,-2.08970111011444,0.268479782911427,0.578557804115827,3.35971325026343,-3.61191413415985,0.0283123741438545,0.022518273906347,1,1,FALSE,FALSE,TRUE,TRUE
"36","42604f7f8bfc866837a5370b4b667382",-0.147529334578275,-0.488841529875014,0.151803423202134,0.400495559282648,-0.971844583384866,-1.2205916358988,0.433640259147528,0.346617668484263,1,1,FALSE,FALSE,TRUE,FALSE
"37","e1a9800482df461df81429b3b8f859a1",0.0877849831511889,-0.432059044837881,0.339557636094985,0.947612705010014,0.258527489355688,-0.455944757339778,0.806304743568207,0.667548777902053,1,1,FALSE,FALSE,TRUE,TRUE
"38","c38ee4acf990375c9b9df651cf77bf7c",-0.235088595347246,0.0762681302798544,0.291859852795139,0.629045445752408,-0.805484526548633,0.121244229323732,0.457119652365078,0.908219438139676,1,1,FALSE,FALSE,TRUE,TRUE
"39","321b7763c5946d79f50284281735d5b0",0.403211974545083,-1.07723758123208,0.11536789708345,0.44762504050598,3.49501017820776,-2.40656237643544,0.0730132124969376,0.13784489994961,1,1,FALSE,FALSE,TRUE,TRUE
"40","01491b7ad3b35c7e644dd24ae831bee2",-0.762997020173658,1.00010787372608,0.15804109591985,0.603741993193445,-4.82783933971585,1.65651534099208,0.00476550845357157,0.158518786535273,0.219213388864292,1,FALSE,FALSE,TRUE,FALSE
"41","a67690654fca1914946ee270222b7247",-0.0112234154562799,-0.0616478435489817,0.365998818088329,0.553244188166579,-0.0306651685786901,-0.11142971741516,0.976531161100862,0.914909749114677,1,1,FALSE,FALSE,TRUE,TRUE
"42","95c08da59378a0eb674c2b7dab943428",0.073163692804405,-0.230422060070351,0.10130973851285,0.429227982701142,0.722178280966791,-0.536829073026179,0.49735359969847,0.610697857735948,1,1,FALSE,FALSE,TRUE,TRUE
"43","6a49b0df18b1abfe220ecc00d5cbf296",-0.461623308600705,0.472703878473407,0.140568392931131,0.409363440170175,-3.28397656809572,1.15472910398863,0.0218583278268609,0.300387626897924,0.918049768728156,1,FALSE,FALSE,TRUE,TRUE
"44","5c4a1032c65d0d99d6d6bee379b63a2c",-0.439409367528629,-0.951752746087468,0.390256099654467,0.570915573565288,-1.12595131227336,-1.66706390604114,0.462327697751262,0.343974809388044,1,1,FALSE,FALSE,TRUE,TRUE
"45","c4228a5878f56464e576996e95eefc5e",0.259556665506587,-1.00902065674394,0.503158838628354,0.651742292576446,0.515854329845733,-1.54818962684639,0.633159412668812,0.196493791195518,1,1,FALSE,FALSE,TRUE,FALSE
"46","f55e6f0203460ecfb665c9dbc579b714",0.436553965511307,-1.3411223196957,0.369703623009736,0.626149228591126,1.18082144274743,-2.14185733760834,0.303090768297017,0.0988813103465798,1,1,FALSE,FALSE,TRUE,TRUE
"47","b73c9d186b67a61bce0ba79c990aef39",0.402318956801284,-1.60695558225334,0.403236222554716,0.610797563511832,0.997725239692949,-2.63091354361994,0.391943895002641,0.07826370251136,1,1,FALSE,FALSE,TRUE,TRUE
"48","6960eba3db7d4d863d042ab497d7481a",-0.722959152566376,0.442817566681702,2.06427059789458e-16,0.38409978088162,-3502249914830668,1.15287117755003,1.81774512912897e-16,0.454870621217731,8.90695113273197e-15,1,TRUE,FALSE,FALSE,TRUE
"49","6545176af2fa076f03140433793c0d00",-0.145335730150294,-0.0807993838148122,0.154444837043313,0.897301166625432,-0.941020321123041,-0.0900471177572212,0.389899535439562,0.931745675320122,1,1,FALSE,FALSE,TRUE,TRUE
"50","719ab97ff4cf3c7b809b054134f4dc70",-0.92316333108409,1.76223198770664,0.594893283491129,1.09531334544946,-1.55181333644668,1.6088838824323,0.171691639218554,0.158766730156324,1,1,FALSE,FALSE,TRUE,TRUE
"51","3fae853851bfe19cdb50e15749f373b6",-1.06346580002123,2.04283692558091,0.216590883424999,0.459723329753062,-4.9100210646192,4.44362248632935,0.00268363336944825,0.00435886066698091,0.126130768364068,0.226660754683008,FALSE,FALSE,FALSE,FALSE
"52","a99fb503372ef5103fa41e0c743bbad2",0.0329043766573715,0.250266854150751,0.161961573124256,0.419791981974283,0.203161626691088,0.596168733318215,0.852007906071081,0.593049481949542,1,1,FALSE,FALSE,TRUE,TRUE
