"","taxon","lfc_(Intercept)","lfc_UC_case_control","se_(Intercept)","se_UC_case_control","W_(Intercept)","W_UC_case_control","p_(Intercept)","p_UC_case_control","q_(Intercept)","q_UC_case_control","diff_(Intercept)","diff_UC_case_control","passed_ss_(Intercept)","passed_ss_UC_case_control"
"1","7e464b9b7f9ca86103a675a09263efec",0.100297480461787,-0.113536499393072,0.159930121295167,0.221466397827073,0.627133148212135,-0.512657904345944,0.532672055025784,0.609851975041894,1,1,FALSE,FALSE,FALSE,FALSE
"2","41f01f3e3cbf6beb908ae1ebb553208e",0.432153711205345,-0.761038871235476,0.0911483480692006,0.158263132941224,4.74121276314575,-4.80869332668974,0.000385481173944003,0.000341478556830884,0.0219724269148082,0.0194642777393604,TRUE,TRUE,FALSE,FALSE
"3","bc6f21affc11d8c4a5d6454f728e4add",-0.296179643368843,0.255344469908699,0.0970526187578666,0.177725098548261,-3.05174293243722,1.43673837850966,0.00761096984544526,0.170058771139351,0.403381401808599,1,FALSE,FALSE,TRUE,TRUE
"4","c2ba82ad21732bcd0ef11c61560cf91c",-0.0889801330682554,0.194276989950563,0.170395698616232,0.289576973482327,-0.522197061257148,0.670899303954567,0.603488335141064,0.504902732484407,1,1,FALSE,FALSE,TRUE,TRUE
"5","250a576e3788b3f444938c7b08afb2e3",0.139715456945712,-0.075479747882756,0.208011802362682,0.344538473384948,0.671670815592039,-0.219074947251024,0.503803513386156,0.827171331329541,1,1,FALSE,FALSE,TRUE,TRUE
"6","eedb6e6a512baecd8df273d5495ca5c0",-0.0621832224854258,-0.0379414711739533,0.0914708155833294,0.160925115389318,-0.679814890562304,-0.235770973860503,0.508546943389478,0.817284071891414,1,1,FALSE,FALSE,TRUE,TRUE
"7","ed32eeb458a2b9bdee12e2db96fcb98b",-0.0126995409064112,0.107418550390593,0.244631778480613,0.312958407919076,-0.0519128830493202,0.343235866723764,0.958757319537494,0.732528700745436,1,1,FALSE,FALSE,TRUE,FALSE
"8","645dd8b575c7e7c0952933bbe90b4bb9",0.11881862553475,-0.224915734895516,0.134321109614328,0.196006180132866,0.884586390597203,-1.14749307773384,0.388719915053153,0.267070927067237,1,1,FALSE,FALSE,TRUE,TRUE
"9","0f898170dbe4592000abdcde0dd2ba2e",0.112958038171527,-0.0226338458037389,0.138932731722276,0.248535797404994,0.81304122341255,-0.0910687556483327,0.418701278878056,0.927674454876724,1,1,FALSE,FALSE,TRUE,TRUE
"10","b5c3abd1c966bb0457d8dfe34c35b160",-0.0585688655657211,0.192151160506225,0.190932153472106,0.25738197977091,-0.306752238953183,0.746560270758871,0.760233923133213,0.45862802035912,1,1,FALSE,FALSE,TRUE,FALSE
"11","ca39c1dfb5e738c293917a0ab7391c33",0.30996032308726,-0.633258085131898,0.153149449608306,0.218792037967267,2.02390752222755,-2.89433788823083,0.0542492218764413,0.00796544606195912,1,0.438099533407751,FALSE,FALSE,TRUE,TRUE
"12","7d669e880492b330a9c9c649f65c2ba6",-0.0801870118070232,0.0607405513617241,0.120652673571611,0.202069034265215,-0.664610318472801,0.300593070000038,0.509768154170321,0.765140600512761,1,1,FALSE,FALSE,TRUE,TRUE
"13","b67b924653e2ba692fd3ea7c8f75c2ee",-0.087736212046406,-0.107507083725096,0.081975513296066,0.156100625131256,-1.07027340871334,-0.688703736033724,0.312358158884596,0.508372384476787,1,1,FALSE,FALSE,TRUE,TRUE
"14","632a77028290d1ecbd9bfe2958610b8c",0.134744191718461,-0.0473825922684335,0.133990376519485,0.253379688565236,1.00562589059421,-0.187002330521194,0.317705099904778,0.852144364253217,1,1,FALSE,FALSE,TRUE,TRUE
"15","5b239eddc0c4c102c7f721bae475cf22",0.100191940005004,-0.042142875187053,0.23017613837661,0.314799621398662,0.435283781853492,-0.133872064393887,0.664676830807779,0.893882485303033,1,1,FALSE,FALSE,TRUE,TRUE
"16","51c79d7c5c2260b32f6ad5b82272898e",-0.138470011006473,-0.523139302609272,0.115121216580389,0.17199945662412,-1.20281921195455,-3.04151718195551,0.24899421250437,0.00879662152462399,1,0.466220940805071,FALSE,FALSE,FALSE,FALSE
"17","20f887a0f58476d52027e0798805c1d2",-0.000684318424033549,0.18099503414658,0.148437836910047,0.229444673943245,-0.00461013470876865,0.788839553501034,0.996344016503611,0.434743675241713,1,1,FALSE,FALSE,TRUE,TRUE
"18","3a4c1eb8dbc9f93fbbfbd8702754c0df",0.0779299367000713,-0.146151808227612,0.127095815217822,0.228086005596274,0.613158950721643,-0.640774991194811,0.542665862029546,0.524716451767873,1,1,FALSE,FALSE,TRUE,TRUE
"19","969732ae717bf5a9282f4781499aadb4",0.205825306298432,-0.205564574630743,0.196883952446049,0.329573987407782,1.04541433540569,-0.62372815357056,0.299189216014897,0.534698594594368,1,1,FALSE,FALSE,TRUE,TRUE
"20","81b95cf5e2e0e3f7579b7dfa4b2ebed0",0.125775791288966,-0.0812760472185071,0.202039836917834,0.273465621166766,0.622529661514808,-0.29720754978902,0.535457071156705,0.767118889894992,1,1,FALSE,FALSE,TRUE,TRUE
"21","26de4690cd2c89c490c37a8d1418d67a",0.193546641108885,-0.335743493165379,0.149365411965436,0.243515274258706,1.29579290521203,-1.37873689520063,0.199850247386796,0.172930214325916,1,1,FALSE,FALSE,TRUE,TRUE
"22","c5bd025300b4ef0c652dd11cef56ac29",-0.189292811394847,0.482344931704524,0.19455591059996,0.276562976457234,-0.972948140260129,1.74406906478717,0.33483882918853,0.0867338941180667,1,1,FALSE,FALSE,FALSE,FALSE
"23","95251fbafeb9956f566a3da93d145d63",-0.0582571666793504,0.31536278091556,0.151457124055223,0.240483863147051,-0.38464461175236,1.31136774330144,0.701619047745224,0.193843302003397,1,1,FALSE,FALSE,TRUE,TRUE
"24","cb3f42ad378ddeda014d895db355586b",0.186421858001601,-0.140688233834901,0.128997675184649,0.227144926933057,1.44515672654374,-0.619376517602629,0.152524648103612,0.537520738712044,1,1,FALSE,FALSE,TRUE,TRUE
"25","1e2270e7a0c8c2e951edc6813b58451a",-0.146237143376761,0.388798283136527,0.156331934017524,0.254007714747841,-0.935427200436022,1.5306554114803,0.352830539755395,0.130426661196982,1,1,FALSE,FALSE,TRUE,TRUE
"26","820d3c5095323f85949bc959fd15d1b7",0.0291757391597951,-0.0145583430310154,0.163494066370825,0.239899788000299,0.178451364061255,-0.0606851016933675,0.858950341023593,0.951805192978232,1,1,FALSE,FALSE,TRUE,TRUE
"27","92fb114641e27921122496428e2ef0dd",-0.0945680064237465,0.434205483520638,0.0879634663827423,0.157461436089032,-1.07508276233984,2.75753539600089,0.317991251808121,0.0281959629306378,1,1,FALSE,FALSE,TRUE,TRUE
"28","5431c93e93b57f0b74748eb702ea1e72",0.101555891789566,-0.0117149617024999,0.187441518793579,0.275698953223923,0.541800410299731,-0.0424918613781787,0.589540959075684,0.966218038297499,1,1,FALSE,FALSE,TRUE,TRUE
"29","7c821085a5548386a8d91fe359fa3ff3",0.167469836499297,-0.139314550119279,0.138893358590032,0.224478732671914,1.20574401972389,-0.620613580899414,0.231608293923697,0.536686563230432,1,1,FALSE,FALSE,TRUE,TRUE
"30","3a8a7409bdc33da14a01ec3e3313b9a7",0.367448310936733,-0.510542089123387,0.0692518016743942,0.148700821903756,5.30597474798401,-3.43335082205414,0.00072315699161284,0.00891070816450141,0.0397736345387062,0.466220940805071,TRUE,FALSE,FALSE,TRUE
"31","564e9f4d70915c0026898422d57b1431",-0.385094598488452,0.722686771544051,0.113660734628041,0.191126972109865,-3.38810583750571,3.78118673448471,0.00441615334894267,0.00202466013917775,0.238472280842904,0.113380967793954,FALSE,FALSE,TRUE,TRUE
"32","386a607b118090dd71bfc8b4b4081447",0.112510884904879,-0.00291597864127115,0.144559283600325,0.223363567674504,0.778302728837169,-0.0130548534464692,0.438745193661498,0.989617363801843,1,1,FALSE,FALSE,TRUE,TRUE
"33","afce1dc2c06acb90ad5d3da0fffbcd02",-0.0644214611356878,-0.0611691251151096,0.130098685422554,0.22494923852987,-0.49517380538051,-0.271924126148964,0.623255954427874,0.787114764470015,1,1,FALSE,FALSE,TRUE,FALSE
"34","1c6bf8efe709f63c28e0225da6870395",-0.0176672269404317,0.257440245049352,0.11678497594571,0.191862048861085,-0.151279963859775,1.34179868597019,0.880145450037379,0.183554502566589,1,1,FALSE,FALSE,TRUE,FALSE
"35","f2d099ef5556f02539ded15181a3d994",0.0537637021932751,0.114578386781938,0.14571165260654,0.243109473171754,0.368973251154124,0.471303669441912,0.713147346820711,0.638739479923075,1,1,FALSE,FALSE,TRUE,TRUE
"36","304a3df568087b761af6bca76a3816aa",0.0861126393720836,-0.400213594742982,0.0826647179196197,0.152237171551668,1.04170971049362,-2.62888222806447,0.316532589571011,0.0208316097793603,1,1,FALSE,FALSE,TRUE,TRUE
"37","2ddd18d49a8163e0fc79e28ea6273254",0.0255402492526578,-0.0926816384328521,0.181709670422683,0.259906148624483,0.140555256048,-0.356596559655694,0.888700069410234,0.7226660122253,1,1,FALSE,FALSE,TRUE,TRUE
"38","42604f7f8bfc866837a5370b4b667382",-0.103890631746732,0.0778711761306717,0.109662305001829,0.182139188529073,-0.947368667337414,0.427536637005727,0.349001528715512,0.671225713315441,1,1,FALSE,FALSE,FALSE,FALSE
"39","de4edf45ab75f6490e1ada65b0e0306f",-0.234478363027857,0.253838828234387,0.0792783592946541,0.158086125151164,-2.95765912809031,1.60569960198381,0.0097799777348945,0.129182375065884,0.49877886447962,1,FALSE,FALSE,TRUE,TRUE
