"","W","q-value","p-value"
"7e464b9b7f9ca86103a675a09263efec",0.844437995017433,1,0.398424698177105
"41f01f3e3cbf6beb908ae1ebb553208e",2.55147756711488,0.536336146570117,0.0107267229314023
"bc6f21affc11d8c4a5d6454f728e4add",0.250373947253849,1,0.802298175197196
"c2ba82ad21732bcd0ef11c61560cf91c",1.8840131138201,1,0.0595632016500378
"250a576e3788b3f444938c7b08afb2e3",0.865417687426379,1,0.386809576442357
"eedb6e6a512baecd8df273d5495ca5c0",2.35958053816434,0.82330240709813,0.0182956090466251
"ed32eeb458a2b9bdee12e2db96fcb98b",0.0670489564418105,1,0.946542729252135
"645dd8b575c7e7c0952933bbe90b4bb9",2.05177652747428,1,0.0401913854760025
"0f898170dbe4592000abdcde0dd2ba2e",1.806535366464,1,0.0708347550171552
"b5c3abd1c966bb0457d8dfe34c35b160",0.992561706022024,1,0.320923594314179
"ca39c1dfb5e738c293917a0ab7391c33",2.53577246877932,0.549778076047698,0.0112199607356673
"7d669e880492b330a9c9c649f65c2ba6",0.351536583543942,1,0.725185831854145
"b67b924653e2ba692fd3ea7c8f75c2ee",1.81150855946882,1,0.0700621653109704
"632a77028290d1ecbd9bfe2958610b8c",1.30622831083665,1,0.191474927911439
"5b239eddc0c4c102c7f721bae475cf22",-0.384575869256428,1,0.700551675172317
"51c79d7c5c2260b32f6ad5b82272898e",-0.516448299420021,1,0.605541339374057
"20f887a0f58476d52027e0798805c1d2",-0.518489930631228,1,0.604116483768213
"3a4c1eb8dbc9f93fbbfbd8702754c0df",-1.79076596879097,1,0.073330858476817
"969732ae717bf5a9282f4781499aadb4",-1.55360671999633,1,0.120278255394468
"81b95cf5e2e0e3f7579b7dfa4b2ebed0",0.624982367555895,1,0.531982630721038
"26de4690cd2c89c490c37a8d1418d67a",-0.343269009412794,1,0.731396092853584
"c5bd025300b4ef0c652dd11cef56ac29",-2.33537985306205,0.859037781931832,0.0195235859529962
"95251fbafeb9956f566a3da93d145d63",0.0847973472458656,1,0.932422502536989
"cb3f42ad378ddeda014d895db355586b",0.109777200459679,1,0.912586073141063
"1e2270e7a0c8c2e951edc6813b58451a",1.37689695286995,1,0.168544109440732
"820d3c5095323f85949bc959fd15d1b7",3.42218125662884,0.0341664874566935,0.000621208862848974
"92fb114641e27921122496428e2ef0dd",3.88109045569226,0.00582339248332251,0.000103989151487902
"5431c93e93b57f0b74748eb702ea1e72",0.202862792416398,1,0.839242276903179
"7c821085a5548386a8d91fe359fa3ff3",-2.43616069342467,0.712516249334172,0.0148440885277952
"3a8a7409bdc33da14a01ec3e3313b9a7",3.1970642742283,0.0735820131868458,0.00138833987144992
"564e9f4d70915c0026898422d57b1431",-0.851098520394917,1,0.394714627284446
"386a607b118090dd71bfc8b4b4081447",2.15701306633195,1,0.0310046463736907
"afce1dc2c06acb90ad5d3da0fffbcd02",1.60107469775021,1,0.10936037556186
"1c6bf8efe709f63c28e0225da6870395",3.17548310087452,0.0765338015944725,0.00149587234180531
"f2d099ef5556f02539ded15181a3d994",-0.29204763354798,1,0.770250204373825
"304a3df568087b761af6bca76a3816aa",0.37076846105644,1,0.710809994098098
"2ddd18d49a8163e0fc79e28ea6273254",-2.3956868432539,0.76310581343219,0.0165892568137433
"42604f7f8bfc866837a5370b4b667382",-2.11603227824611,1,0.0343420624097515
"de4edf45ab75f6490e1ada65b0e0306f",0.498842336525847,1,0.617890459570253
"e1a9800482df461df81429b3b8f859a1",-0.492171149662618,1,0.62259835777157
"c38ee4acf990375c9b9df651cf77bf7c",1.027732950704,1,0.304075463481335
"321b7763c5946d79f50284281735d5b0",-1.25100219578723,1,0.210933676326476
"01491b7ad3b35c7e644dd24ae831bee2",0.4908303417457,1,0.62354644805496
"a67690654fca1914946ee270222b7247",-0.599854000848044,1,0.548603540780552
"95c08da59378a0eb674c2b7dab943428",-0.274980991966386,1,0.783330841796207
"6a49b0df18b1abfe220ecc00d5cbf296",-0.416520451988463,1,0.677029204856995
"5c4a1032c65d0d99d6d6bee379b63a2c",-0.829740104315827,1,0.40668574165597
"c4228a5878f56464e576996e95eefc5e",-0.37372562802051,1,0.708608456321215
"f55e6f0203460ecfb665c9dbc579b714",-0.945587769411054,1,0.344358884839659
"b73c9d186b67a61bce0ba79c990aef39",-3.40880253615096,0.0352342930698485,0.000652486908700898
"6960eba3db7d4d863d042ab497d7481a",-0.387818741752595,1,0.698150175021162
"d2a7d567b64364c09cf4bea1e3f5aef5",2.4275885810732,0.714380005527981,0.0151995745857017
"6545176af2fa076f03140433793c0d00",0.884082982303143,1,0.376651418964339
"ebc68f0a3a40711c1b0df994d93a6cac",3.95512504734123,0.00436019397154984,7.64946310798217e-05
"719ab97ff4cf3c7b809b054134f4dc70",0.717477430401137,1,0.473079557681281
"3fae853851bfe19cdb50e15749f373b6",3.18018631854755,0.0765338015944725,0.00147180387681678
"a99fb503372ef5103fa41e0c743bbad2",1.62520398981288,1,0.10411910059122
