"","taxon","lfc_(Intercept)","lfc_Crohn_case_control","se_(Intercept)","se_Crohn_case_control","W_(Intercept)","W_Crohn_case_control","p_(Intercept)","p_Crohn_case_control","q_(Intercept)","q_Crohn_case_control","diff_(Intercept)","diff_Crohn_case_control","passed_ss_(Intercept)","passed_ss_Crohn_case_control"
"1","7e464b9b7f9ca86103a675a09263efec",-0.0712209304111807,0.158558604601922,0.21518220461038,0.374389946990864,-0.330979648340982,0.423511918192054,0.742691107827159,0.674589027537341,1,1,FALSE,FALSE,TRUE,TRUE
"2","bc6f21affc11d8c4a5d6454f728e4add",0.0366291266738339,-0.799102117159993,0.0895774982417863,0.203631242738767,0.408909909215873,-3.92426086690999,0.710045289007187,0.0294419289151569,1,1,FALSE,FALSE,TRUE,TRUE
"3","c2ba82ad21732bcd0ef11c61560cf91c",-0.16644829088638,0.247083614436344,0.237516308735837,0.384652323046238,-0.700786787114908,0.642355705743764,0.489021220556723,0.525688293355592,1,1,FALSE,FALSE,TRUE,FALSE
"4","250a576e3788b3f444938c7b08afb2e3",-0.0454544193235479,0.0972611048025222,0.224276294265924,0.471767577077608,-0.202671528314324,0.206163181889293,0.840599738298236,0.837893019391185,1,1,FALSE,FALSE,TRUE,TRUE
"5","eedb6e6a512baecd8df273d5495ca5c0",-1.88484457804543,1.90166321379878,3.74058003197979e-06,0.194114531127253,-503890.990683556,9.79660411178665,1.72369715815596e-17,0.00226041839272421,9.4803343698578e-16,0.126583429992556,TRUE,FALSE,FALSE,FALSE
"6","ed32eeb458a2b9bdee12e2db96fcb98b",0.0675556629177344,-0.0750968269259715,0.326424095446886,0.466661316909096,0.206956728562726,-0.160923616774947,0.837489965784832,0.873269378319025,1,1,FALSE,FALSE,TRUE,TRUE
"7","645dd8b575c7e7c0952933bbe90b4bb9",0.295019667638406,-0.179439952034038,3.74058003197979e-06,0.188105619341953,78870.0322185755,-0.953931906243791,1.60759247053033e-10,0.440793875751109,8.68099934086377e-09,1,TRUE,FALSE,FALSE,TRUE
"8","0f898170dbe4592000abdcde0dd2ba2e",-0.190824282396215,0.398635268018474,0.197166616019169,0.313690751282886,-0.967832619177593,1.27079063181874,0.339768655459125,0.212185059918823,1,1,FALSE,FALSE,TRUE,FALSE
"9","b5c3abd1c966bb0457d8dfe34c35b160",0.00118619472973734,0.182479189543475,0.204319852271581,0.37481407704188,0.00580557746371439,0.486852550959781,0.995422643836072,0.631405600548335,1,1,FALSE,FALSE,TRUE,TRUE
"10","ca39c1dfb5e738c293917a0ab7391c33",-0.101805184095147,0.28291223650008,3.74058003197979e-06,0.225636844151234,-27216.4164981824,1.25383882922266,1.27101051480802e-21,0.26533001298118,7.11765888292489e-20,1,TRUE,FALSE,FALSE,FALSE
"11","7d669e880492b330a9c9c649f65c2ba6",-0.125097096832318,0.17613957492444,0.101041417727204,0.245792409148467,-1.23807741069172,0.716619262306209,0.237580637874012,0.486284810632224,1,1,FALSE,FALSE,TRUE,TRUE
"12","b67b924653e2ba692fd3ea7c8f75c2ee",0.24270047842178,-0.83844344067028,0.0364665664871057,0.181609604675893,6.65542445592177,-4.61673512348974,0.0026470096869388,0.00990536287936956,0.127056464973062,0.524984232606587,FALSE,FALSE,TRUE,TRUE
"13","632a77028290d1ecbd9bfe2958610b8c",0.219638490788894,-0.346087948075917,0.203581096486604,0.353134521239513,1.07887468227359,-0.980045640571015,0.287819432015974,0.333604238191419,1,1,FALSE,FALSE,TRUE,TRUE
"14","5b239eddc0c4c102c7f721bae475cf22",-0.0343155060583532,0.0132497154218453,0.251913427263752,0.360970182252632,-0.136219440269951,0.0367058446189672,0.892557810042138,0.970962710818098,1,1,FALSE,FALSE,TRUE,TRUE
