"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","UC_case_control.Est","UC_case_control.SE","UC_case_control.t.val","UC_case_control.pval","A_SMK_CIG_CUR_FREQ.Est","A_SMK_CIG_CUR_FREQ.SE","A_SMK_CIG_CUR_FREQ.t.val","A_SMK_CIG_CUR_FREQ.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","SDC_GENDER.Est","SDC_GENDER.SE","SDC_GENDER.t.val","SDC_GENDER.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","Intercept..pval.holm","UC_case_control.pval.holm","A_SMK_CIG_CUR_FREQ.pval.holm","F1_SDC_AGE_CALC.pval.holm","SDC_GENDER.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","UC_case_control.rab.all","UC_case_control.rab.win.0","UC_case_control.rab.win.1","UC_case_control.diff.btw","UC_case_control.diff.win","UC_case_control.effect","UC_case_control.overlap","A_SMK_CIG_CUR_FREQ.rab.all","A_SMK_CIG_CUR_FREQ.rab.win.0","A_SMK_CIG_CUR_FREQ.rab.win.1","A_SMK_CIG_CUR_FREQ.diff.btw","A_SMK_CIG_CUR_FREQ.diff.win","A_SMK_CIG_CUR_FREQ.effect","A_SMK_CIG_CUR_FREQ.overlap","SDC_GENDER.rab.all","SDC_GENDER.rab.win.1","SDC_GENDER.rab.win.2","SDC_GENDER.diff.btw","SDC_GENDER.diff.win","SDC_GENDER.effect","SDC_GENDER.overlap"
"7e464b9b7f9ca86103a675a09263efec",1.03663209799161,12.4382651212434,0.0708465879015788,0.736638107775506,0.278952799107621,0.623056690458019,0.451350553468971,0.636462276436429,0.149345836522411,2.12006205547225,0.0654357327639107,0.82487082920248,-0.0675828003979468,0.04720659236808,-1.43113869803638,0.183921460517277,0.739378616049865,2.19799963749902,0.348677927409089,0.691210868999295,0.0434108360313829,0.0868374532012644,0.501368282202699,0.600229596367228,-0.0856934707753198,0.0970363278521555,-0.888859590603559,0.406580437772477,6.10672511262757,8.36595757194003,0.736707689883898,0.483105294062708,-0.00779404562700229,0.0639389439376957,-0.113838468942995,0.720601021421615,0.0257462561188546,0.536160035284621,0.0468547574215502,0.788389106066554,-0.0388766348508533,0.245240220102806,-0.166544226655742,0.750647821548697,-0.1305075490089,0.381771790994989,-0.344529067869628,0.693980023982621,0.0597223942116422,0.139741028965116,0.434372381913343,0.643337746390008,1,1,1,1,1,1,1,1,1,1,1,1,1,1.79998852451345,1.80679078018408,1.79212621300356,0.132969549355206,2.61824899417252,0.0329322959574851,0.475844533502687,1.79998852451345,1.81614073619493,1.67082590185708,-0.0314734206620564,1.54854430720739,-0.01156473863504,0.492187539745284,1.79998852451345,2.03829909769134,1.69260082380099,-0.302562131118114,2.53995268353549,-0.0861632202913349,0.440973818232152
"41f01f3e3cbf6beb908ae1ebb553208e",-7.89168061218865,18.5099699742373,-0.449207883616339,0.567846648098591,0.56713896926755,0.927200097458016,0.629810136263755,0.486940951846048,-1.96303054538981,3.1549645073322,-0.64848840474445,0.518747682336269,0.00727297905447704,0.0702503603840103,0.108053768958975,0.534426153234151,-0.0464040601231508,3.27094710531657,-0.0049923536607375,0.576483553028895,-0.00629434454649234,0.129226916754605,-0.0562750227428958,0.634691001820214,0.0193144868155218,0.144404343969642,0.137532104455774,0.597645103637761,2.13760481896172,12.4497767134644,0.17503053438655,0.57435139443687,-0.00162504807843602,0.0951505632766952,0.00137874254193635,0.596631924275716,-0.33013170890423,0.797885079451675,-0.424750086433362,0.524898131353929,-0.40283133541472,0.364953557938349,-1.12245187233881,0.33982723152517,0.103027976917232,0.568132639033311,0.187448865312718,0.5866810622025,0.0140851888493298,0.207955227284521,0.0708246621489917,0.590530186132021,0.99306295703644,1,0.992558571375573,1,1,1,1,1,1,1,0.969470226004387,1,1,-4.62298313491289,-4.92083283850405,-4.25751874425106,0.706854756341415,5.59508219119871,0.11707783714204,0.44622093083123,-4.62298313491289,-4.58407999749503,-5.6764423306089,-1.01890040226354,5.01347155359091,-0.182517541077902,0.406250494200147,-4.62298313491289,-4.24233816110065,-4.80828638656159,-0.740365819226285,5.72151868002271,-0.124879584191893,0.441433165949961
"bc6f21affc11d8c4a5d6454f728e4add",6.10636828309953,17.202435362495,0.353880614732571,0.593860967005437,0.405266285173294,0.861703166824175,0.485709311063799,0.505798360198257,-1.06744762539359,2.93209946228368,-0.364201098383035,0.612505301299883,0.0255849125644443,0.0652879116162758,0.391369394067381,0.548056315668723,1.42823044062037,3.03988911012089,0.478178170487867,0.534225794362306,-0.178854348064522,0.120098394846652,-1.49793706900895,0.217940874004609,0.253453456174456,0.134203696529963,1.90702131736962,0.110408737815489,-21.7554226486253,11.5703309885943,-1.90042035240191,0.116332026415383,-0.0954364879672906,0.0884291771812988,-1.0830423927947,0.336416952612299,-0.135444477377253,0.741522894152197,-0.171936862115049,0.586683094645845,-0.14958474283357,0.339173429210587,-0.454965057419338,0.540274980334833,-0.397295270823841,0.528000046131733,-0.755862656723347,0.441211431063683,0.228128867094738,0.193265378638322,1.1874884249703,0.291251467171211,0.995151901291691,1,0.99424297149986,1,1,0.955505852379838,0.897759525823916,0.875465732012451,0.991139441120277,1,0.995619398006265,0.993830997911555,0.997453807895676,-4.27150509381915,-4.44221432300946,-4.08659592023619,0.464817656919917,5.41731131832292,0.0786344697652195,0.461482558565883,-4.27150509381915,-4.24946984317992,-5.24261171832498,-0.903880244207314,4.74372335653824,-0.155355188581818,0.421875407299039,-4.27150509381915,-4.42924133462429,-4.16670053684239,0.344927699427734,5.32527845465534,0.0579005741918462,0.468534681308796
"c2ba82ad21732bcd0ef11c61560cf91c",19.4467680294873,17.9684092974547,1.09131406693341,0.315453486440021,-1.01698408727415,0.900072278612763,-1.13592488239126,0.297607824823447,-3.32060104260885,3.06265724177781,-1.09191450843752,0.349823832532352,0.0100148138977735,0.0681949906148139,0.150689706147181,0.71496578161963,0.566789550736725,3.17524644612908,0.178899057447238,0.698271611343994,0.0595493443291798,0.125446023722712,0.479130094156723,0.598083403819041,-0.0411652597931571,0.140179393072402,-0.299604799639888,0.699543195075046,-0.342009127416962,12.0855238534047,-0.0276541224426357,0.718296295826618,-0.10411849203264,0.0923666687854516,-1.13561738067997,0.293471689346296,0.206644491248091,0.774540731285583,0.277821460793563,0.659116070023583,-0.256483724252184,0.354275826094032,-0.728634741955198,0.489812154392694,0.66391680374734,0.551510337812653,1.21846193245311,0.255613386250883,-0.065980070478549,0.201870918461469,-0.327995566910369,0.665588996009349,1,1,0.96947569127209,1,1,1,1,1,1,1,1,1,1,0.916799789955026,1.37602702400016,-0.0425325696609846,-0.56983769884309,5.62682114129525,-0.0893465228427744,0.459135489010275,0.916799789955026,0.94203896973461,-0.426858894752674,-1.97820955338224,6.41126834531392,-0.329391996335129,0.312501109694578,0.916799789955026,-0.88877240441676,1.72803941208671,2.18107070843995,5.42612123901862,0.364716921021558,0.31557189167271
"250a576e3788b3f444938c7b08afb2e3",6.39812774865549,8.63267502077374,0.741490524752668,0.46394060144281,0.332982452916445,0.432427342222884,0.770086182598151,0.448696181508271,-2.9414251482021,1.47141153290805,-1.99883608258253,0.0538272441483009,0.0661406239024684,0.0327633449503956,2.01922464167175,0.048941565808137,1.01198674675663,1.52550346703099,0.663516581334421,0.512633255797189,-0.00944019800334498,0.0602688160938013,-0.156531967821583,0.854962232416584,0.0450400074468061,0.0673472606823782,0.668725564112315,0.510510762401577,-7.20062814720653,5.80632365142253,-1.24027023837803,0.222948232883218,-0.027654844674317,0.0443762951509124,-0.623436825604361,0.538255696985362,-0.141199889799514,0.37211743749003,-0.379462867485187,0.707700070079407,0.0639753785944352,0.170206946188562,0.376150537094845,0.710065722602748,-0.11853597588329,0.264965553606806,-0.447167957047797,0.658878633302862,0.0650975251303872,0.0969861052458237,0.671294482674454,0.508149294352311,1,1,0.998003811380951,1,1,1,1,1,1,1,1,1,1,7.62775032717461,7.41680058769728,7.72453461372685,0.447302628568446,2.6111608697329,0.152854092377941,0.430232558922448,7.62775032717461,7.62892831585879,4.36908448147289,-4.34150955552729,4.2335055742457,-0.771336445728524,0.333334272252202,7.62775032717461,7.23368707734283,7.83926728936027,0.530111649403295,2.69464530665695,0.168340002414504,0.421415442594551
"eedb6e6a512baecd8df273d5495ca5c0",-12.5018667603004,19.0036072960106,-0.656446187317195,0.515178053392699,0.00885714993097722,0.9519273430178,0.00045087542060382,0.581686618411317,-1.80071146516347,3.23910339204445,-0.562104409241279,0.549885651465657,0.0255555686596166,0.0721238480126691,0.355423163526981,0.519244764059551,-2.58512253025719,3.35817909818194,-0.775807452327298,0.491906776073365,0.0723943513154807,0.132673234019115,0.552281822833357,0.54311131502097,-0.0473523163764926,0.14825542388543,-0.327088582348069,0.605353371454586,3.90238144414373,12.7817964002637,0.309161058230318,0.593441465179606,0.120145217830422,0.0976881075993772,1.23706954840462,0.296813543432786,-0.346011430786585,0.819163658198787,-0.428999585436489,0.51879769972814,0.0101073155289519,0.374686404461769,0.0266277544358187,0.608640034419159,0.705756004184868,0.58328401284617,1.22963462168745,0.310701357571434,-0.27198645416415,0.213501128309125,-1.28615484932445,0.292951411542331,0.998736300926389,1,0.990436214318551,1,0.993532352521761,0.999416336125238,0.997856876432773,1,0.972888752403089,0.996908054459474,0.996990644992758,0.980835542171175,0.961105974380213,-4.39699746705812,-4.58667008447055,-4.24382431351971,0.14543735440175,6.03707181442398,0.020738318895899,0.487281976884217,-4.39699746705812,-4.35427460911812,-5.43027080343045,-1.21762919565679,5.17749874944616,-0.205834118909526,0.403101279361307,-4.39699746705812,-4.36332890940101,-4.42145575186016,-0.0302017775007002,6.09340548148544,-0.0053893603108306,0.497473587550166
"ed32eeb458a2b9bdee12e2db96fcb98b",7.57914092653165,18.4383154809899,0.416827158506845,0.680106249740013,-0.388527703182799,0.923610785686318,-0.414937874007102,0.675295309585954,-3.26425101748543,3.14275123074121,-1.04953092060534,0.365571222461024,0.0134485057701875,0.0699784121322968,0.195615963736914,0.822157354838721,-1.88753614695458,3.25828484505376,-0.58338091563432,0.576212526849978,-0.154560564903889,0.128726662607956,-1.20696728469556,0.264624658615071,0.299884069587237,0.143845336034769,2.09236951740813,0.0516866328166021,-30.797186959804,12.401582013922,-2.49235503741178,0.0196257057463424,0.0579357438994302,0.0947822231117309,0.611132811810895,0.556228088097902,-0.125128341582444,0.794796362877995,-0.15990790224449,0.759682644628516,0.434826233566472,0.363540775406055,1.20113493706935,0.251539771882713,0.165198274311609,0.565933323939667,0.293399085182541,0.730085997930121,-0.0470699828752513,0.207150205642133,-0.228699165974558,0.745553252157455,1,1,0.983634256686428,1,1,0.999901229840594,0.94655027266192,0.736129404693057,1,1,1,1,1,2.67470179468135,2.45761529904024,3.29439486865278,0.31435319188042,5.501584513893,0.0517430674852799,0.466569767811354,2.67470179468135,2.75292911976791,-0.897842158195015,-4.08485955334301,5.61064662026306,-0.772878621814759,0.164065614388277,2.67470179468135,2.24035764640399,3.09220653024775,0.82518183981436,5.57736119691511,0.132434841553873,0.425355995830238
"645dd8b575c7e7c0952933bbe90b4bb9",-16.8458907251714,17.7414920897195,-0.953637610812864,0.402123004026601,0.439083957905032,0.888705558006527,0.487767767179146,0.519358801572545,7.04784167911502,3.02397993773551,2.34621033799581,0.0299544496704551,0.0787114108168986,0.0673337782172294,1.17709765549218,0.324506964520085,3.09860055810097,3.1351472895761,0.988307929741543,0.395371077673471,-0.176235032412717,0.123861806614041,-1.42933958364399,0.228308451585893,0.161209034272468,0.138409113025269,1.1706301335508,0.31065005747452,-14.558042764534,11.9328996961166,-1.22495811881122,0.293459526517874,0.0190368368673664,0.0912002001113679,0.212792895396965,0.662485466087091,0.0888111346523111,0.764759307837855,0.117275341503242,0.597985604210168,-0.395829583549666,0.349801791698749,-1.12675430389269,0.371325432029018,-0.444642128534971,0.544545492799285,-0.825389667406775,0.448365290014949,0.240627782071385,0.199321556167797,1.20759951445136,0.309487318623403,0.991176147459738,0.995287263138463,0.833566421073125,0.988794679755589,0.993027430400032,0.971940613979102,0.997084766558939,0.986597999562238,1,1,0.951015434637663,0.990498698276506,0.989721314345618,-4.10803697366797,-4.22703639613621,-3.97162164910904,0.238554141955693,5.74646392393842,0.036341403627173,0.481468023460007,-4.10803697366797,-4.20558717544794,3.23748143687453,7.72031188471339,4.95280164603026,1.45011360459085,0.0390780901701758,-4.10803697366797,-4.32465339627261,-3.93745190656366,0.52600882230545,5.57402129318221,0.0875364620322692,0.459099265430565
"0f898170dbe4592000abdcde0dd2ba2e",2.35083836544279,8.63978162238912,0.287585519055458,0.774762666229433,-0.0153983218997671,0.432783325604788,-0.0136338432674742,0.849193519602276,-1.57951593230903,1.47262283016545,-1.08413170866127,0.288706264789649,0.0672061677229604,0.0327903164325363,2.05616309857243,0.0453862539123562,2.88226805339485,1.5267592939186,1.90075158953511,0.0648954922143975,-0.0604415578088011,0.0603184306645778,-1.01589526386687,0.321150330442043,0.0445869740016548,0.067402702379234,0.668504146465631,0.510656441867007,-1.7217046882246,5.81110354049993,-0.30813200752052,0.758922015074864,-0.0491262590893676,0.0444128266605598,-1.12105015006048,0.273240887037886,-0.193655276396298,0.372423772476116,-0.533293859041177,0.600891061304278,-0.138185666929143,0.170347064165414,-0.802301920226759,0.431441303377244,0.29178401752755,0.265183678883937,1.09492450058093,0.282294199364943,0.141246285008511,0.0970659462696721,1.47635333083678,0.154034329508425,1,1,1,1,1,1,1,1,1,1,1,1,1,7.70906259532213,7.43943710496848,8.01298602944563,0.508279540128757,2.21701655246385,0.183095408191193,0.40573919468159,7.70906259532213,7.75241980031367,6.16351375998574,-1.9392526473355,2.69748623681094,-0.786943274540956,0.156253315143681,7.70906259532213,7.12512754204969,8.04979390902279,0.737795799558869,2.19480466791602,0.273823169602873,0.352779056578051
"b5c3abd1c966bb0457d8dfe34c35b160",16.2721573207176,21.1730855292472,0.774271431690943,0.461880383921621,-2.09785986340384,1.06060069214207,-1.98063638475141,0.0676214343165294,1.40312322352414,3.60888393922079,0.38680802052819,0.704057230435492,0.00698415317340932,0.0803576067892775,0.0837767321184291,0.767305276458117,0.543021382245649,3.7415534935445,0.141714651548458,0.749882630445424,-0.0311811826337391,0.147819394895529,-0.206313032110293,0.749057936405151,0.0181616342371149,0.16518046922386,0.106804666665929,0.778963405081994,-0.858653757126081,14.2409840502766,-0.0594104336588494,0.825378286640519,-0.116699237201146,0.108840317797249,-1.07491491985046,0.305615647517357,-0.870351709273707,0.912680520457553,-0.951027400516156,0.385914721695081,0.251442463896772,0.417461125392786,0.604773579113589,0.55398270225727,0.583765354479297,0.649872526803217,0.904287630759525,0.391152942466678,0.0838923233241791,0.237874713988057,0.349331960293007,0.702672849003551,1,0.964058835390361,1,1,1,1,1,1,1,1,1,1,1,2.21789981929702,2.6925492283523,1.32378919631112,-0.874227503065096,6.73801643040987,-0.134293690417044,0.41954231838002,2.21789981929702,2.27774291738297,1.14671778642498,-1.50571793021175,3.30067428607283,-0.261472779380937,0.356589929803013,2.21789981929702,1.90816082474389,2.43501053896764,0.684442360248449,6.67700867382784,0.0980978294487453,0.43014706007738
