"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","Both_case_control.Est","Both_case_control.SE","Both_case_control.t.val","Both_case_control.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","A_HS_DENTAL_VISIT_LAST.Est","A_HS_DENTAL_VISIT_LAST.SE","A_HS_DENTAL_VISIT_LAST.t.val","A_HS_DENTAL_VISIT_LAST.pval","PM_BIOIMPED_BMI.Est","PM_BIOIMPED_BMI.SE","PM_BIOIMPED_BMI.t.val","PM_BIOIMPED_BMI.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","Intercept..pval.holm","Both_case_control.pval.holm","F1_SDC_AGE_CALC.pval.holm","A_HS_DENTAL_VISIT_LAST.pval.holm","PM_BIOIMPED_BMI.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","Both_case_control.rab.all","Both_case_control.rab.win.0","Both_case_control.rab.win.1","Both_case_control.diff.btw","Both_case_control.diff.win","Both_case_control.effect","Both_case_control.overlap"
"7e464b9b7f9ca86103a675a09263efec",-234.657437431571,NA,NA,NA,-0.98967737252515,NA,NA,NA,1.35142142820199,NA,NA,NA,-10.8339546615121,NA,NA,NA,5.07670205851301,NA,NA,NA,2.15520904973648,NA,NA,NA,-5.29125492215329,NA,NA,NA,436.165088084484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212248663674313,-0.629415103412038,1.62148621660719,2.29176390879696,1.32065331394618,1.72976002023124,0.0272429777609658
"41f01f3e3cbf6beb908ae1ebb553208e",721.897198156908,NA,NA,NA,10.9733971327967,NA,NA,NA,-3.90793330847978,NA,NA,NA,31.4203150796687,NA,NA,NA,-16.0230939537391,NA,NA,NA,-6.09400880382155,NA,NA,NA,16.258485535067,NA,NA,NA,-1396.04337168637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.15782772665032,-5.92429207332559,-4.63114395974794,0.900974354352873,7.86629998476685,0.10302668281005,0.447470884135442
"c2ba82ad21732bcd0ef11c61560cf91c",1072.64552808566,NA,NA,NA,32.6518380576328,NA,NA,NA,-7.83804044842878,NA,NA,NA,49.2819446845967,NA,NA,NA,-24.5718961009512,NA,NA,NA,-11.6518796273483,NA,NA,NA,27.1372786970085,NA,NA,NA,-2019.33605830469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.162212145768637,0.029544206416996,-0.40489951040254,-0.957810551550778,6.29925389804878,-0.142501476452624,0.410156368053223
"250a576e3788b3f444938c7b08afb2e3",-205.691960779056,NA,NA,NA,-16.1472231540396,NA,NA,NA,3.16227018838017,NA,NA,NA,-11.2652468612436,NA,NA,NA,5.87546867549875,NA,NA,NA,3.24171041032137,NA,NA,NA,-6.64757373957607,NA,NA,NA,322.547495446108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.51911635605504,6.67677674185497,6.25056317659938,-0.386986800140691,3.66929772453098,-0.0590024938895006,0.437500080733883
"eedb6e6a512baecd8df273d5495ca5c0",-130.554509901596,NA,NA,NA,-11.189864015378,NA,NA,NA,1.94843208801906,NA,NA,NA,-7.80379242697193,NA,NA,NA,3.37796109787855,NA,NA,NA,2.33537396745417,NA,NA,NA,-4.58512333213841,NA,NA,NA,228.67769432138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.7329350182829,-2.42695226123654,-4.3881025758379,-1.23577192440262,5.44783508293582,-0.189725565276731,0.40625012355222
"ed32eeb458a2b9bdee12e2db96fcb98b",-804.239702124715,NA,NA,NA,-23.66480821315,NA,NA,NA,6.70771091007881,NA,NA,NA,-39.1243195475824,NA,NA,NA,18.5723240658999,NA,NA,NA,8.90362691907742,NA,NA,NA,-20.319909355134,NA,NA,NA,1440.20404896408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27844039931482,1.01901995097527,3.50772704665592,2.29891252097188,6.35029822434705,0.288712805171371,0.30350223872652
"645dd8b575c7e7c0952933bbe90b4bb9",670.291839933373,NA,NA,NA,10.3082290042427,NA,NA,NA,-3.64936348762773,NA,NA,NA,31.1877828719844,NA,NA,NA,-15.0849997414382,NA,NA,NA,-5.79867851510701,NA,NA,NA,15.2279528462253,NA,NA,NA,-1293.82310151812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.51308614312087,-5.73584910752785,-1.87558250387044,2.27018242397081,7.8900210420604,0.265957259445698,0.416342521040547
"0f898170dbe4592000abdcde0dd2ba2e",261.94252147625,NA,NA,NA,8.04160320041971,NA,NA,NA,-1.50122673124433,NA,NA,NA,12.1350115039782,NA,NA,NA,-5.65092283393712,NA,NA,NA,-2.75055263226233,NA,NA,NA,6.26728210772643,NA,NA,NA,-492.495089695009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16547647256641,6.9222644410413,7.44255638123433,1.21083936367059,2.23896528156486,0.475258511447529,0.330739540803691
"b5c3abd1c966bb0457d8dfe34c35b160",194.85591784966,NA,NA,NA,15.8845055186779,NA,NA,NA,-0.625956291137713,NA,NA,NA,4.87796331961872,NA,NA,NA,-4.66723582277438,NA,NA,NA,-2.28606860449871,NA,NA,NA,5.23878720711642,NA,NA,NA,-430.286696701405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149595196557261,-5.46532291062015,1.41956554007001,6.08183201577707,8.024160801427,0.678248529182912,0.241245582064535
"ca39c1dfb5e738c293917a0ab7391c33",645.731555980523,NA,NA,NA,9.75151704251316,NA,NA,NA,-2.88651562399419,NA,NA,NA,28.8219496025597,NA,NA,NA,-14.0419420111005,NA,NA,NA,-5.25416230066492,NA,NA,NA,14.0698089016771,NA,NA,NA,-1264.25573534901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.50820896474988,-5.77445132069757,-0.0715624610997168,4.12433062088336,7.9141207255129,0.501977333850493,0.334630584464653
