"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","UC_case_control.Est","UC_case_control.SE","UC_case_control.t.val","UC_case_control.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","Intercept..pval.holm","UC_case_control.pval.holm","F1_SDC_AGE_CALC.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","UC_case_control.rab.all","UC_case_control.rab.win.0","UC_case_control.rab.win.1","UC_case_control.diff.btw","UC_case_control.diff.win","UC_case_control.effect","UC_case_control.overlap"
"7e464b9b7f9ca86103a675a09263efec",34.0721265169032,19.4162922582506,1.75254410086622,0.121861325382097,-0.592693450462574,1.19717216375937,-0.488945050880388,0.63436737741867,-0.0728690325414695,0.0976355695942258,-0.744395737806727,0.494900625590489,0.162039099749039,0.210198075751526,0.770972745281292,0.472731000639247,-0.314252283347652,0.219294282224125,-1.43935377984731,0.199898188250271,31.7570730331343,17.8997907428983,1.78844950961808,0.130579559800012,-0.310240155463801,0.136215083998428,-2.28595735973643,0.03972897471783,1.35630879773958,1.14594155777051,1.1848643578768,0.262928713768464,0.402402366778158,0.425323176373086,0.948408004195759,0.371130242928638,-0.177762237954638,0.917993056681535,-0.209315555859382,0.743583408273626,0.193050301452484,0.327560365776377,0.600556214963212,0.552941645363233,0.994025518535106,1,1,1,1,0.981718683674707,0.930878034439949,1,1,1,1,1.73257158879937,1.91624813337164,1.58092557401088,-0.235422033879487,3.49517732544451,-0.052188454700636,0.460477943976241
"41f01f3e3cbf6beb908ae1ebb553208e",-17.998052838885,21.8830920767858,-0.887468379722527,0.416368255925503,0.414119830773876,1.34927041388032,0.331106353624684,0.532512568728975,0.0255915377405117,0.11003996700204,0.269429592007817,0.572037920633801,0.0442115363606697,0.236903307019352,0.162975694638671,0.524854879513344,-0.0377267780033703,0.247155167732088,-0.147779807266913,0.604321277681165,9.69538207310886,20.1739221769075,0.502566736254726,0.534991936734254,0.0315376658868645,0.153520929008372,0.218310757528336,0.557730217828629,-1.35641574755327,1.29153106523988,-1.08112802910549,0.381887392893463,-0.481105760518591,0.479359607239544,-1.05908846522294,0.385020016898253,-0.0615499297211021,1.03462217801526,-0.0576058696809131,0.606817212471155,0.0104886912713317,0.369176233528528,0.0749484196648758,0.516408141451016,0.992379597438809,0.996127315446276,0.99767843725393,1,1,1,0.991428850368279,0.989149432193781,0.969393869748193,1,1,-4.63834565972891,-5.00863353082809,-4.37486941234147,0.829811352777901,5.06027318583096,0.139665780390058,0.430147063838932
"bc6f21affc11d8c4a5d6454f728e4add",-7.1432470794861,23.3006889672711,-0.326469356575754,0.607676388967651,1.25220748939251,1.4366767793258,0.896540981936009,0.419340242824892,0.0989652845735141,0.117168407283872,0.870086933776895,0.431065062721313,-0.29340597954698,0.25225001351759,-1.21997966500234,0.325026897996299,0.407586943644679,0.263165994539149,1.60711209595733,0.186626626482953,-39.7460598455493,21.4807982457248,-1.90686912244886,0.119921600597634,0.0698379505801278,0.163466086247717,0.44573287111037,0.61581279317933,-0.644282517917711,1.37519704880495,-0.478938639759338,0.552258731836728,-0.445699206107288,0.510412745720277,-0.893485912799828,0.443591874245086,-0.692439839503828,1.10164548428455,-0.627582180989136,0.511440142189789,0.152443719866094,0.393091641774071,0.415344600741857,0.56847647704958,1,1,0.977481016265755,0.970456462505434,0.965691293430402,0.912384098467655,1,0.999936361340625,0.981211834586513,1,1,-3.81788059230441,-4.392152555313,-3.13301846808761,1.19929612832317,5.61381543801774,0.198790427662669,0.417814514659043
"c2ba82ad21732bcd0ef11c61560cf91c",2.97072109189493,25.3661393004091,0.109552361101583,0.775816595573172,-0.730768628550662,1.56402857294178,-0.480232253743212,0.6277790998802,-0.0683205461505206,0.127554603425869,-0.523780513327819,0.594458813937226,0.130813813159863,0.274610291155122,0.480919245651151,0.641274300127011,0.0486733585047359,0.286493900930887,0.167400743183249,0.838448639382957,-12.1840164705013,23.384927430704,-0.523203240129853,0.616341771008707,0.103765826448731,0.177956262172187,0.590527933996428,0.573710182384318,0.3264248440629,1.49709907524608,0.221823320466548,0.7794803642283,-0.489205271326331,0.555657423985656,-0.884683514265017,0.425786210654507,0.534299440195135,1.19929899297314,0.457899818028152,0.623887409980771,-0.395777927068627,0.427936588358975,-0.92684292374453,0.386829212242934,1,1,1,1,1,1,1,1,1,1,1,1.84476483281239,2.13156507735937,1.10701006268614,-0.676993727770177,5.24162782907853,-0.109770557674922,0.430147063838932
"250a576e3788b3f444938c7b08afb2e3",9.51194156148468,10.076271873915,0.944716610251598,0.36036818570678,0.450521745289287,0.621284024852712,0.724847118006815,0.480525381223953,0.0536623549110939,0.0506689192102535,1.05875314915639,0.306672336929191,0.00327713162420631,0.109084315917533,0.0305551746248244,0.897544941768253,0.0229322283017972,0.113804879875888,0.201145662980986,0.835409351542553,-6.10654509569921,9.28926880645752,-0.657356755198219,0.521244611819685,-0.00804057396902213,0.070690129785881,-0.113512309867917,0.887378448924236,0.357927366794958,0.594697408451231,0.601946141774077,0.56016125636806,0.134408558767988,0.220725558845624,0.608905579906741,0.552707822292682,0.101599328381469,0.476401338343,0.213459978402183,0.826426019915503,-0.0304764599833283,0.16999060669162,-0.179797809332365,0.83909773348783,1,1,1,1,1,1,1,1,1,1,1,7.63907525265222,7.31959238402754,7.81603775158799,0.530311977022091,2.32374573462309,0.222233694393231,0.389705890514574
"eedb6e6a512baecd8df273d5495ca5c0",-32.4326768720157,24.3154819247314,-1.35433509058988,0.260211370693171,-1.40584236011968,1.49924700975351,-0.966664896058084,0.402435512550744,0.0819878079774225,0.122271332554259,0.695655488649112,0.457466817692682,-0.132559020006934,0.263236020738083,-0.517559825826424,0.573347360887394,0.239825117338881,0.274627415198276,0.891567558168282,0.428247009715533,-27.7971881536422,22.4163312169175,-1.26646928983496,0.296966868213146,0.296668025501745,0.170585370717836,1.76695033876842,0.150295616292517,-2.80663674875106,1.43508971044289,-1.99950322593895,0.111034601278745,-0.0298166082901906,0.532642271228404,-0.0493451806693715,0.626452596610944,0.827975662916031,1.14962441231712,0.73515035825192,0.479508667331026,-0.233176072536691,0.410211591757916,-0.57453737572196,0.526608445608077,0.981106253129575,1,0.998737577377875,1,0.999903573250392,0.998913391408726,0.93416889904441,0.881754991975743,1,1,1,-4.18509906724146,-3.93150074694763,-4.43695389777414,-0.682829509192245,6.28463525227108,-0.106492306576433,0.446280995554391
"ed32eeb458a2b9bdee12e2db96fcb98b",4.11531272323273,20.1984913619264,0.2155261548673,0.77697021443268,-0.0975418271743665,1.245401093412,-0.0798635033240046,0.860615318320405,0.00762631766219511,0.101568887758564,0.097677964135109,0.823321659344358,-0.0714340336138241,0.218666054305843,-0.34059048755882,0.713790543839674,0.185955159583785,0.228128707907229,0.823714390180684,0.435653467145487,-28.310608857648,18.6208965075238,-1.52793054741431,0.152131993758882,0.122838913531958,0.141702605261166,0.856201654596931,0.415975164735833,1.34255620892201,1.19210662612809,1.11541825977228,0.286975657468752,0.201438591492363,0.44245762217286,0.459582159102476,0.645097593484414,0.0124267173649682,0.954975058011464,0.0120307923983074,0.780029346060154,-0.223519128163988,0.340756367417789,-0.646293811178653,0.527697852354042,1,1,1,1,1,1,1,1,1,1,1,3.6824064953881,3.59616449633155,3.73583737808077,-0.0660588643005342,3.52801476270815,-0.0128994855966424,0.491727941758967
"645dd8b575c7e7c0952933bbe90b4bb9",-37.8882608009555,22.9804786093029,-1.72018694920167,0.164586661858249,0.117729775085066,1.41693320923486,0.074271404838519,0.582753036852969,0.119091958708061,0.115558217229337,1.07391058714017,0.375079355673414,-0.368170465803348,0.248783460780055,-1.53054145152463,0.219314763073331,0.410624065699483,0.259549428632673,1.63487786446148,0.173503102515586,-25.0499893749473,21.1855977859716,-1.21112489405325,0.31555403758956,0.170009560910637,0.161219649068689,1.09619937976874,0.334442424799336,0.0572202692700204,1.35629836559893,0.0222780921528447,0.659771057562313,-0.666206426794798,0.503398384546314,-1.38403192005447,0.288007177605757,-0.401792719822895,1.08650609096566,-0.370640965855757,0.595906786545061,0.290219081264605,0.387689569092719,0.778508346817467,0.473774146452936,0.935675756820746,1,0.979334490562181,0.953898802721963,0.973265842022395,0.998050108820324,0.99482670329582,1,0.944735524791562,1,0.991663168375312,-3.87679222584952,-3.63768865201398,-4.0567263821161,-0.211629688414636,5.30877743864075,-0.0345787059688908,0.483455883518892
"0f898170dbe4592000abdcde0dd2ba2e",2.12251829205459,8.38693590817793,0.252711181486811,0.792009402163002,-0.458797088986488,0.517122737696632,-0.889171336138285,0.390446835039378,0.0518719007202626,0.042174028576298,1.23271028955376,0.239350755077964,-0.123393969150696,0.0907958000375303,-1.36170144383045,0.195162344746208,0.142241261139728,0.0947249384991143,1.50495942115026,0.152582442610139,-10.6959687841036,7.7318777310169,-1.38561060292635,0.184932410688376,0.0379152685789843,0.058838585865251,0.645604622539015,0.530829157842762,-1.17075718696127,0.494993496786433,-2.3696545509777,0.0301866384473014,-0.105975510313089,0.183719845841727,-0.577114091198661,0.575253832464469,0.422667660575074,0.396530337931473,1.06699574239181,0.305118029365038,0.073617199521307,0.14149085506572,0.520753496460388,0.61520274941297,1,1,1,1,1,1,1,0.951621210420816,1,1,1,8.22105516664287,8.11892707458739,8.39198529673336,0.226133809722841,2.0050237155805,0.101167025939668,0.4568014736522
"b5c3abd1c966bb0457d8dfe34c35b160",15.7140722927153,28.8135815209305,0.549494596365481,0.597728694948325,-2.30375250547088,1.77659139429215,-1.29887820700817,0.230631830392078,-0.18221987936786,0.144890198727323,-1.2589828062492,0.25618585222102,-0.00221936869582986,0.311931820486256,-0.00930765318118848,0.832176078899896,0.258166240772807,0.32543049897973,0.803976182739873,0.453702890382634,-26.7059468224477,26.5631085955113,-1.01911927983149,0.335313409951833,0.123899341380539,0.202141808279658,0.618839551173942,0.55175266078321,-0.746582584408033,1.70056569266009,-0.44581515349183,0.639757708538411,0.983911687532239,0.631175296094929,1.56228474643395,0.139725038058252,0.0441134100850005,1.36229242033076,0.0380845788504072,0.794431551032693,-0.580156377895421,0.486096273005618,-1.2029977120051,0.257997199394615,1,1,1,1,1,1,1,1,1,1,1,3.01243464897061,3.46223809098413,1.97037955689784,-1.23212574780633,6.79130189101265,-0.166236724277808,0.39522059595037
