"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","Both_case_control.Est","Both_case_control.SE","Both_case_control.t.val","Both_case_control.pval","A_SMK_CIG_CUR_FREQ.Est","A_SMK_CIG_CUR_FREQ.SE","A_SMK_CIG_CUR_FREQ.t.val","A_SMK_CIG_CUR_FREQ.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","Intercept..pval.holm","Both_case_control.pval.holm","A_SMK_CIG_CUR_FREQ.pval.holm","F1_SDC_AGE_CALC.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","Both_case_control.rab.all","Both_case_control.rab.win.0","Both_case_control.rab.win.1","Both_case_control.diff.btw","Both_case_control.diff.win","Both_case_control.effect","Both_case_control.overlap","A_SMK_CIG_CUR_FREQ.rab.all","A_SMK_CIG_CUR_FREQ.rab.win.0","A_SMK_CIG_CUR_FREQ.rab.win.1","A_SMK_CIG_CUR_FREQ.diff.btw","A_SMK_CIG_CUR_FREQ.diff.win","A_SMK_CIG_CUR_FREQ.effect","A_SMK_CIG_CUR_FREQ.overlap"
"7e464b9b7f9ca86103a675a09263efec",-3.07356558589708,12.431135801531,-0.196343075626887,0.74719623239856,0.0420183834571574,0.734917697504731,0.0447237766031287,0.788798845187199,-0.175501284609789,1.35445927536794,-0.140799038687244,0.832944737695839,0.0280458848719413,0.0522042015272273,0.509708775354966,0.612088996962991,0.134698936686122,0.100257445304258,1.32583570798546,0.233468452491334,-0.147175340014708,0.0915025609961226,-1.59160080575538,0.213950747658056,10.5686974033814,11.5506089858793,0.891200474597873,0.443743687400657,-0.0298532664609397,0.0809688574469272,-0.403759869833777,0.66212167848007,-0.0298169668608604,0.731322727616564,-0.0593475502748762,0.839692121399312,-0.0121328495696996,0.301450070074899,-0.0348438479230247,0.851388638158508,-0.0328234574854948,0.398534210787193,-0.0701395742385942,0.818610850730215,0.0573490878121675,0.198306641663807,0.312514893275104,0.732822519022291,1,1,1,1,0.993699622428335,0.916432037006662,0.994484319235153,1,1,1,1,1,1.71561938187724,1.58162326456091,1.84505913346936,0.163236575868143,2.48694134802439,0.0554620422454168,0.471875001435052,1.71561938187724,1.76971570144928,1.39305811493673,-0.509809901462404,1.96327050649091,-0.17377492396082,0.404669385514707
"41f01f3e3cbf6beb908ae1ebb553208e",1.24560943479157,25.1852953631119,0.0514354144460334,0.661442538127498,0.142410411502094,1.48893227254063,0.0890327657615375,0.617571404686382,1.0847108223543,2.7441142508673,0.397759653656863,0.581804154304611,-0.0413008517798026,0.105764932155009,-0.385347261897556,0.603433017557557,-0.0129978247553011,0.203120085939999,-0.0729298800280253,0.629944639575814,0.0166044266664538,0.185382821164634,0.0909851127139049,0.629129190011866,-3.36162374313846,23.4013611931869,-0.146881477152139,0.599579899990414,-0.0173389485421455,0.164041695189543,-0.10883046507061,0.639230108962486,-0.440552045773041,1.4816489172704,-0.312146185865987,0.612487411751001,-0.00966447817248155,0.610733337104407,-0.0257120225951004,0.63501043995853,-0.110540524818054,0.807424355362924,-0.131081004798325,0.649357325643644,0.0313706975594863,0.40176629251807,0.0881408825733384,0.630238245546735,1,1,1,1,1,1,1,1,1,1,1,1,-4.70409794179153,-5.06562296551773,-4.38960170584806,0.423494697191521,5.58322965359359,0.0708714977717918,0.462138955876027,-4.70409794179153,-4.80266452434795,-3.46990229296066,1.07290011743579,5.18653644664446,0.194726198943033,0.414062612600893
"bc6f21affc11d8c4a5d6454f728e4add",1.66333607401277,22.3761535946301,0.0807443763716731,0.613453184352804,0.576657329165619,1.32285830847028,0.43131593950403,0.526748251009919,-1.60629066436457,2.43803858852314,-0.681335138062907,0.502535165439106,-0.100847210157587,0.0939680211292027,-1.08968092751988,0.369965042431284,0.180609682505445,0.180464281860472,1.03936838656432,0.365498550685771,-0.135403454598158,0.164705413233365,-0.862531760869637,0.439751356103918,14.4855236333522,20.7911975949709,0.721747370074445,0.469122915060323,0.00753001668188839,0.145744654353386,0.0474497082612763,0.653181322376483,-1.09314461482113,1.31638733110587,-0.83799875487902,0.470913519111302,-0.507948083103922,0.542612773024101,-0.954151124428841,0.38228583026115,-0.264916706370271,0.717365078755763,-0.396149870354816,0.569692256929968,-0.300806162606372,0.356953696230886,-0.861380550609519,0.436990603889187,1,1,0.990223817952018,0.985262024292704,0.996178236097032,0.991345527862087,0.996747978397113,1,1,0.991693036058392,1,1,-4.39170131399918,-4.87334348870968,-3.92653583400036,0.807609646906417,5.54629947208411,0.128131712248872,0.437500003229373,-4.39170131399918,-4.32704731766307,-4.88880140952453,-0.929061236150501,5.09377124700993,-0.172030430413936,0.431906702321737
"c2ba82ad21732bcd0ef11c61560cf91c",-13.0786510796681,22.6675639135489,-0.573968501458969,0.574629754202949,0.107294075698417,1.34008622746563,0.0869134445887655,0.754045237754927,-1.35730387483549,2.46978978291915,-0.558838100918616,0.595485060079966,-0.0354625206629147,0.0951917904821272,-0.386580505035489,0.67494547079235,0.0593139803370249,0.182814513937135,0.336171859385342,0.742192964323382,0.126164721842157,0.16685041357022,0.752804244350713,0.470742277577285,-16.3688298522155,21.0619666302403,-0.775009703820776,0.464596626138505,0.152208550374739,0.147642723922235,1.0386464399327,0.334348430610217,0.0293724985851305,1.3335309769231,0.0231645955640358,0.752466021993733,0.382068250072364,0.549679356678333,0.691941331541989,0.506129768764205,-0.64666161822232,0.726707505973981,-0.901434407074402,0.413434988638381,-0.274369219891499,0.361602394677562,-0.77735840348769,0.461071803662888,1,1,1,1,1,1,1,1,1,1,0.998669545764824,1,0.835775387612299,0.625052519459462,0.937154568136173,0.320210255749042,5.29171176129656,0.0547589192986424,0.469945356723064,0.835775387612299,0.957103960221524,-0.045568857389509,-1.28115746739248,6.09920528924459,-0.197292962292399,0.400778340435001
"250a576e3788b3f444938c7b08afb2e3",-2.64340457759284,17.6489309796208,-0.140269959951293,0.859951178037781,1.45946843272433,1.04338910989657,1.40702249403031,0.179288603675685,-2.08402008352238,1.92297458955695,-1.10492569672059,0.292087458882351,0.0462478266277314,0.0741161840969329,0.630158945730002,0.542234150791536,0.0930850813490309,0.142339104054357,0.64985797118892,0.526468188980529,0.125732502178487,0.129909479653517,0.97792103643167,0.341788651495379,-3.02180555471203,16.398815363216,-0.194576446590603,0.842138530020386,0.0303091605250668,0.114954401544192,0.266623403101952,0.782061791466785,1.76169469643113,1.03828520173861,1.70462534269746,0.103803607611664,1.11095980499736,0.427979515749357,2.59254144696996,0.0158461837779329,0.507257817578204,0.565813365045416,0.892994028107795,0.383633311338255,-0.417447295637015,0.281543077591822,-1.48891779542195,0.149834667105449,1,1,1,1,1,1,1,1,1,0.820046462017916,1,1,6.95311965587595,6.636964363548,7.20558783502404,0.638708415670516,3.73365047887316,0.131204908499169,0.412177990550335,6.95311965587595,7.04947253073168,4.44625648977914,-2.42018007074855,3.95984320047641,-0.634015436966184,0.249027660649115
"eedb6e6a512baecd8df273d5495ca5c0",30.7769849042049,22.6639965327955,1.38794246729569,0.251715287106415,1.50121569709611,1.33987532708683,1.15634418684997,0.335796306220743,-0.520174650844158,2.469401091811,-0.224457254550397,0.626152465359687,0.000829531760245087,0.0951768093680318,0.0196004029142658,0.596667709076419,0.0528296670392694,0.182785742915204,0.285269176846001,0.57980222375338,-0.0176233415587645,0.166824154949913,-0.112326174189187,0.583704295295147,-10.3013208783048,21.0586519355217,-0.501755834493612,0.557784797310157,-0.13230850765776,0.147619488173845,-0.923293972740669,0.393935833653426,0.522187923461866,1.33332110819793,0.404328134064172,0.580739530557274,-0.229047533155773,0.549592849122203,-0.419812165083893,0.593462727214693,0.845426885720229,0.72659313804366,1.18345102962915,0.316508857590545,-0.197697406025916,0.361545486338046,-0.534543201545343,0.510605319270655,0.968610698579515,0.985056406794487,0.995352743879045,1,1,1,0.995479942099984,0.99993480786928,1,1,0.99718219637403,0.994995728774372,-4.57601615695425,-5.0799216242914,-3.88550847500634,1.02678405582553,5.97644102799493,0.169148689388453,0.419203751285708,-4.57601615695425,-4.64087569350329,-3.78245996471059,0.429854859901366,5.11606200247035,0.0804746902183658,0.468750039892044
"ed32eeb458a2b9bdee12e2db96fcb98b",-3.96708040787809,23.8070829066922,-0.17089927481654,0.778638195691114,0.740268785432767,1.40745357732602,0.537241256264909,0.593410499144314,-1.6658887474827,2.59394835494044,-0.6521114366582,0.551962881492912,0.123890126427539,0.0999771681106804,1.25469843796288,0.249944758073409,0.103672696052641,0.192004765331071,0.543401235597109,0.609344435372485,-0.158669881930178,0.17523813516228,-0.917082878687001,0.43118369699209,9.24937382965002,22.1207707919774,0.423561326108873,0.642134205299763,-0.087938477000609,0.155064857537935,-0.568452895254604,0.591001754875372,-0.729975566662045,1.40056878839434,-0.514447748426992,0.618210137491914,0.45860556278328,0.577312236394152,0.798906566880277,0.454456479413568,0.130244377289925,0.763239751286065,0.167447170301932,0.828357024469016,0.265550111112219,0.379780474963237,0.706954317676761,0.495105984776154,1,1,1,1,1,0.985293329469068,1,1,1,1,1,1,3.52297200952628,2.6720399514219,3.93091113039804,0.91355115694155,5.84316349818024,0.171312592342106,0.346093758647403,3.52297200952628,3.60821427461881,0.163363569113428,-2.7307344143736,5.8452754285963,-0.372347128781444,0.361867892959493
"645dd8b575c7e7c0952933bbe90b4bb9",-6.48652690294149,27.1892884205785,-0.234939532536147,0.670151221482189,0.0870996994870778,1.60740656058013,0.0517915644185564,0.636958175177081,0.593990201583837,2.96246332433846,0.205426825137388,0.624635851393141,-0.0415340437390332,0.114180644049836,-0.370997147695435,0.613959661382723,0.0566061229810956,0.219282343963463,0.254380409907061,0.711792205703882,0.0932004313464008,0.200133725659946,0.479319362612877,0.620318641555024,-6.27989767808308,25.2634066721175,-0.258574312043997,0.674504879134298,0.100820932679765,0.177094487049049,0.572629663491841,0.568948364807761,-0.991233371735817,1.59954366898976,-0.632666251673835,0.543183431589731,-0.123322537021286,0.659329367044688,-0.184412584179578,0.648422620815998,0.048156217896653,0.871671082639612,0.0604057761285097,0.691150878976522,-0.410227473714513,0.433734822143081,-0.952644848021467,0.396823272830248,1,1,1,1,1,1,1,1,0.99760723489387,1,1,1,-4.28597495764513,-4.56147814708331,-4.06711341621216,0.314276300583375,6.52873428703099,0.0426786303352125,0.479687501034855,-4.28597495764513,-4.389690798582,-3.4790469265251,0.736361201100234,5.68893361313489,0.107633220733894,0.445312570380321
"0f898170dbe4592000abdcde0dd2ba2e",16.654348874808,9.1134030764865,1.82933365214327,0.0823883953173295,0.626530749492004,0.538776288211661,1.16302638381482,0.262560423204088,-2.55618024882725,0.992969067685153,-2.5755069137192,0.0168864638539483,0.00218065916825499,0.038271477232608,0.0559431744739367,0.890644608895044,0.0451375761004481,0.0734998414516535,0.614923332156741,0.548830878847042,0.0193443650600854,0.0670815389842135,0.28831349089193,0.77346510378962,-2.50966022133208,8.46787913412066,-0.295898389078187,0.768036186193651,-0.0459087311806216,0.0593591644671391,-0.774015786192142,0.4524936311549,-0.0542349064056586,0.536140776045938,-0.101998825576638,0.883967744087591,0.397787654760732,0.220996378761247,1.80102407554913,0.0857239641148917,0.0870879930221264,0.292169835537136,0.298005379359828,0.767722167657573,-0.127861516572247,0.145380791190782,-0.880526070094406,0.392452906712552,1,1,0.819163451846751,1,1,1,1,1,1,1,1,1,7.41019469483385,7.72137950723094,7.26282275824164,-0.105755659456521,2.60014012259047,-0.0425046917423441,0.480093677827501,7.41019469483385,7.56878593778228,5.65551629347148,-2.45863243689067,2.81744855502527,-0.96988427454379,0.0781268619047577
"b5c3abd1c966bb0457d8dfe34c35b160",-28.9798036955618,29.4753984936537,-0.985783286360974,0.379063515889089,2.39707196935117,1.74255935578489,1.38552582938961,0.212129670174461,-0.436470318692448,3.21155102174801,-0.137129582892662,0.740076506901313,0.0983550521217583,0.123781098334435,0.798317886001054,0.460317467343508,0.0766866793984721,0.237719883321904,0.331890623017258,0.658786955462387,-0.120606407337451,0.216961224751353,-0.568857093261632,0.58393215498188,20.9225098397315,27.3875861497095,0.776744717092285,0.473641524318204,0.101227926844631,0.191984817552237,0.527532178089815,0.608692456852619,1.30305986606257,1.7340353422339,0.752010380573971,0.478041635573978,0.736895505699936,0.714766621751743,1.04081283643463,0.335773333138487,-0.0991731711727331,0.944962299813307,-0.107098038938987,0.71499253515139,-0.2088116789607,0.470203799580325,-0.451624285123185,0.605814660549124,1,1,1,1,1,1,1,1,1,1,1,1,0.870459982450192,-2.0117186203903,1.71605159032786,1.69499094668695,7.69140822510622,0.214422998049496,0.384855587751772,0.870459982450192,0.870459982450192,1.1673382292834,-0.405273229639092,7.63524410451201,-0.0423416107067434,0.47470820319835
