"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","UC_case_control.Est","UC_case_control.SE","UC_case_control.t.val","UC_case_control.pval","A_SMK_CIG_CUR_FREQ.Est","A_SMK_CIG_CUR_FREQ.SE","A_SMK_CIG_CUR_FREQ.t.val","A_SMK_CIG_CUR_FREQ.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","Intercept..pval.holm","UC_case_control.pval.holm","A_SMK_CIG_CUR_FREQ.pval.holm","F1_SDC_AGE_CALC.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","UC_case_control.rab.all","UC_case_control.rab.win.0","UC_case_control.rab.win.1","UC_case_control.diff.btw","UC_case_control.diff.win","UC_case_control.effect","UC_case_control.overlap","A_SMK_CIG_CUR_FREQ.rab.all","A_SMK_CIG_CUR_FREQ.rab.win.0","A_SMK_CIG_CUR_FREQ.rab.win.1","A_SMK_CIG_CUR_FREQ.diff.btw","A_SMK_CIG_CUR_FREQ.diff.win","A_SMK_CIG_CUR_FREQ.effect","A_SMK_CIG_CUR_FREQ.overlap"
"7e464b9b7f9ca86103a675a09263efec",18.4233872082488,14.589650627271,1.25930578700933,0.262778688941536,-0.599656423739846,0.950069152842816,-0.630337928927955,0.542249409571333,0.693986908000503,2.52794913536653,0.263846845706238,0.777406943729383,-0.0877608827264296,0.0720338073855654,-1.23366288119092,0.265815990607432,0.0572968662511724,0.133236377587532,0.444731288471211,0.59390688290412,-0.108138402470101,0.141434842971416,-0.782262109062485,0.456731803635328,8.63399202649718,12.2565348768119,0.723009482801374,0.459045880434566,-0.130539047324554,0.0963366602314438,-1.3530035827391,0.20960390100613,0.238851991148568,0.847214658562246,0.273437612466587,0.699174002627735,0.173183261353267,0.353952832459346,0.484902957233734,0.616634947087214,-0.372512640211002,0.692898231884614,-0.549786555651812,0.595933312290607,0.145016100744033,0.23387924521769,0.621831607169634,0.548260012824366,1,1,1,1,1,1,1,1,1,1,1,1,1.69420632993768,1.82077524790662,1.58154988983666,-0.138928851668892,2.8165779202193,-0.0290976321639611,0.476276276991022,1.69420632993768,1.70453508374791,1.65163384652159,0.0373199098327071,1.84219460730568,0.0156900836469925,0.484375079548842
"41f01f3e3cbf6beb908ae1ebb553208e",-13.4101378712228,16.9155755637997,-0.826057149497092,0.448675275577361,0.364268200130624,1.10153196648232,0.351695989705813,0.569664326751144,-2.44836587507593,2.93096220829334,-0.867928315095432,0.455008030965621,0.0197076589058578,0.0835176484419109,0.234772673112299,0.559165425455671,0.0611513189778174,0.154477312069152,0.39611819141906,0.54359315151998,-0.114062188515391,0.163982800874282,-0.706696585404079,0.46156228641559,14.7669804027696,14.2105076506441,1.06126643529119,0.36163248284222,0.00150641153614384,0.111694933438848,0.0322701697690652,0.55426360944421,-0.793474768334565,0.982280106754625,-0.824184174809996,0.454501799098827,-0.499327649833054,0.410381032174649,-1.24205253630343,0.329141408789634,0.10919183180993,0.803362102280839,0.134661792417132,0.590021650728989,0.0406711761862059,0.271164961132746,0.156604922142599,0.544008776288804,0.978381150728938,1,0.965277414280013,0.990373032723103,1,0.978709777909203,0.95329392137026,0.992198846329777,0.982220722643907,0.949373149736833,1,1,-4.75637323637858,-4.983425565244,-4.53104108002551,0.542877758257955,4.90409161834561,0.100194804852477,0.451923078383513,-4.75637323637858,-4.73408983476292,-5.45826506523666,-0.889084987547837,4.32473811356961,-0.188613922439948,0.414062950395739
"bc6f21affc11d8c4a5d6454f728e4add",-3.78000397994157,18.7134500435196,-0.200132266664458,0.589039326048537,1.0776193612171,1.21860845635195,0.902080410434517,0.43121983343194,-1.72976248906883,3.24247996513462,-0.558403070951824,0.539039150048757,0.058210610140686,0.0923943342025342,0.654300518457302,0.504146704165517,-0.19142186008955,0.170895956295436,-1.14583426051092,0.328979555996572,0.29386946512469,0.181411737400438,1.65614282403433,0.17405176647908,-24.4151937740639,15.7208735824799,-1.58761871805559,0.199780793068437,0.0149613212823281,0.123566446151278,0.114834744416312,0.653692223922207,0.223230015819932,1.08668189487055,0.200579490746185,0.592404099649099,-0.262622339117238,0.453998441580858,-0.602243510662428,0.510311824119268,-0.19972679011428,0.888747563521414,-0.233346768982242,0.595206940680443,0.0565961531275495,0.29998576959865,0.199973938600075,0.584197139952813,1,0.995591106340752,0.985771220068195,0.996017943803378,0.993400180567504,0.942470760201719,0.942113023404759,1,1,0.997605963716646,1,1,-4.16456035600668,-4.60057634935039,-3.67216277171905,0.878254982629828,5.58203146649856,0.13905246787604,0.433033035082836,-4.16456035600668,-4.10359360614246,-5.54631482656802,-1.66466793424814,4.73942659310751,-0.371064733200527,0.317830509222098
"c2ba82ad21732bcd0ef11c61560cf91c",20.1350615705722,18.3182564205158,1.11009203790827,0.300058788455902,-0.529724989516605,1.19287368859032,-0.449128497309639,0.656530441855993,-3.49268453867712,3.17400475602253,-1.10702505005231,0.327949431733493,-0.0116530093013082,0.0904431359150134,-0.117080803282689,0.754548868576151,-0.0159946504571397,0.167286948230754,-0.0889099924867857,0.82202379550753,0.0617084239703072,0.177580655393007,0.338460998535048,0.702308448576542,-6.08845922796759,15.3888776665266,-0.391446374766852,0.668833202745166,-0.0657749610983974,0.120956950231356,-0.556632985864945,0.587905321159182,0.762008046554578,1.06373317327791,0.711494360707175,0.496343019088035,-0.383601073103096,0.444410830074205,-0.868695482225421,0.421347870172394,1.00659053541855,0.869978850710735,1.17486549102493,0.283243993566504,-0.150307785317478,0.293650622265498,-0.509291506791269,0.621483233010165,1,1,1,1,1,1,1,1,1,1,1,1,1.73966841903697,1.70850094404448,1.78068551106653,0.35770809711908,5.04998741169929,0.0645574287086828,0.457331732062805,1.73966841903697,1.83038348949766,-0.268592758675125,-2.25564841213006,5.6956860373709,-0.461355540114879,0.279071142155566
"250a576e3788b3f444938c7b08afb2e3",0.0742583083170041,7.71495858513281,0.0105570919148503,0.902213514807343,0.592648572576268,0.50239339888604,1.18023477416435,0.249738730912555,-2.60877976154331,1.33677107032432,-1.95099559736126,0.0617825052086475,0.0864951789753229,0.038091237062955,2.27171036178261,0.0304143868772594,-0.161616561425117,0.0704549520328846,-2.29366360863509,0.0294512809163748,0.207309678582312,0.0747902731803342,2.77160770488431,0.00930750381858114,-19.6959651970376,6.48121475884354,-3.03918345425515,0.00468039833261299,0.0484406553598381,0.0509425045810449,0.950545708380277,0.353171864870271,-0.304571521846774,0.448004285401298,-0.680136554473876,0.506787665148772,0.0866512562825138,0.18716907712718,0.462650861882833,0.649287338241467,-0.0112310380029717,0.366402273726101,-0.030940406030255,0.896513854931311,0.105305241738742,0.123674564722192,0.851776061696221,0.40549143924083,1,1,0.999102147623445,0.98468129908659,0.960984957362469,0.511730487527838,0.268125428970255,1,1,1,1,1,7.85852563091223,7.54812370677122,8.14765255770924,0.650146229976741,2.32807453971174,0.240694870563046,0.379807696146873,7.85852563091223,7.86761247043823,4.65917122194784,-3.50734201464008,3.64791112004661,-0.838263363578546,0.296876237317214
"eedb6e6a512baecd8df273d5495ca5c0",-25.5912698921152,20.6839988356044,-1.2432315552705,0.283103215095206,-0.0727911890943638,1.34692939215503,-0.0538326340722839,0.596568281604881,-0.884365275014695,3.58391700447242,-0.247069883282417,0.59553348147305,0.0986733405624075,0.102123568696167,0.980553258442861,0.395684195124107,-0.055588667508194,0.188891505991884,-0.29352736628328,0.61959653270749,0.0357634128739046,0.200514611492232,0.181440548444122,0.65205941585779,-0.21115597022562,17.3763004747114,-0.0108728982806365,0.675041990295202,0.138431747806942,0.136578141516876,1.01794158400785,0.380692716553929,-0.508735508750829,1.20111080511092,-0.431364807409821,0.575042580998798,0.0724688856271066,0.501805023402222,0.150233824343569,0.577885435848647,0.727820418165124,0.982333750659146,0.753092954539942,0.460949100176284,-0.134688877035996,0.331574631863519,-0.41729356622639,0.569096845279976,0.988920185422944,1,1,0.994940356605685,1,1,1,0.988821317595858,1,1,1,0.996896961573273,-4.41408514741007,-4.53913551414009,-4.28342629907384,0.167084981967245,6.1284841872365,0.0220335644243224,0.4900900903881,-4.41408514741007,-4.36856064832515,-5.2230280122175,-1.25678523857265,5.14238925545443,-0.211437936979097,0.382813130675644
"ed32eeb458a2b9bdee12e2db96fcb98b",-8.43231323497329,17.7041247524431,-0.470686450645688,0.637161789061721,-0.442525748346148,1.15288180883076,-0.383820422105885,0.702236892924549,-3.73702600798473,3.06759414627127,-1.23099144133059,0.271393229342378,0.067445827537926,0.0874109699353402,0.783011293690401,0.4515575454796,-0.0898218229355477,0.161678542594031,-0.566328854478693,0.585307627166227,0.232645916769271,0.171627146412108,1.3643959397502,0.207083472062021,-17.778826416484,14.8729553596127,-1.20066982566802,0.259583609620428,0.0761309295831734,0.116901788435096,0.645955662968841,0.539390249680777,0.973495000540395,1.02807081474918,0.943877649385585,0.371423588430689,0.480535213644654,0.429511662919989,1.12490174809248,0.285072887031796,-0.741691096934637,0.840812234057382,-0.884111450626909,0.403839165148217,-0.12329596517505,0.283805790839264,-0.431061510200752,0.653771005440248,1,1,0.996001256400331,1,1,1,1,1,1,1,1,1,3.12675496076642,2.97201463585221,3.25587252349088,-0.298895567969707,4.7100414678079,-0.0522075872265556,0.471754808545103,3.12675496076642,3.28863736943774,-0.739588780897224,-5.27385286241703,4.99036619710285,-1.03643730634428,0.1093800979602
"645dd8b575c7e7c0952933bbe90b4bb9",-11.6917424206173,18.924617578044,-0.635778703459586,0.513595425272188,0.156885670318768,1.23235955744127,0.12598005967696,0.579030822286861,7.03789519085722,3.27906896921403,2.1636371505594,0.0449494189227503,0.0784511612759339,0.0934369363796953,0.863533991821293,0.430397830969235,-0.150207371094987,0.172824391600907,-0.888315574306224,0.434459976510111,0.146506562033447,0.183458835569485,0.808638045108899,0.460436961337145,-14.8642407258853,15.8982720903585,-0.944762159947006,0.408094907832358,0.0536767419139691,0.124960802708889,0.440846154358628,0.56124326576078,0.204847305948422,1.09894430164313,0.18545433781696,0.662938422867831,-0.422700723085006,0.459121480430647,-0.951033754638506,0.405081311630021,-0.0457948853497889,0.898776426791784,-0.0562442018574573,0.644875455565154,0.130650149709535,0.303370888601891,0.446408666078934,0.569498937799219,1,1,0.944801097525981,0.980576805699403,0.997471292803783,1,0.995067619078614,1,1,0.986230896763779,1,0.999913993011682,-3.82932626769727,-3.85829799210674,-3.80432127315882,0.00490828923953668,5.77487265298794,0.00106604710747581,0.49909909912618,-3.82932626769727,-4.02664281119627,3.19830426112231,7.34414535063039,4.90575911036338,1.52297743160468,0.0390780901701758
"0f898170dbe4592000abdcde0dd2ba2e",2.78063489785295,6.50905592760355,0.428104633931017,0.675528225224906,0.0244820683459435,0.423865753124037,0.0573498684992667,0.889547293964311,-1.51336653931474,1.12782428617453,-1.34334623858561,0.193066707399114,0.0593741873843352,0.0321373069807751,1.84881400328305,0.0768554871211403,-0.137763183863883,0.059442344129029,-2.31894232951272,0.0285040587213429,0.117331422056279,0.0631000238821325,1.8601695912362,0.0758238528853742,-6.49629596496376,5.46815499767144,-1.18824031043574,0.251715854186223,0.00563495518314397,0.0429798303842111,0.130307844332804,0.858874797954664,-0.729407192457109,0.377978043213684,-1.93136019676334,0.0653414809416804,-0.104225511893374,0.157913225002463,-0.660314753024948,0.519615580619443,0.50328679476059,0.309131003798285,1.62901338250286,0.117281665413034,0.141427059426791,0.104343354499668,1.35672891435235,0.190404340571408,1,1,1,1,0.934139862170103,1,1,1,0.998313127454748,1,1,1,8.03838900768472,7.76660253246935,8.24554176817124,0.441418442454037,2.16720928437972,0.187387914240151,0.411411414160697,8.03838900768472,8.09643379453663,6.0070328627126,-1.87507260735831,2.6447218706464,-0.792387132825758,0.164065614388277
"b5c3abd1c966bb0457d8dfe34c35b160",26.2721470765637,22.3330201127273,1.18221926887906,0.259285567263789,-2.03413008217239,1.45431265223444,-1.41006668018601,0.189572537432691,2.22127643725733,3.86964296311269,0.571316380222961,0.577127946859439,-0.0840961769539963,0.110265318220239,-0.757400189295927,0.47710032719296,-0.0480275758871595,0.203950785144047,-0.236981082369437,0.769524656773163,0.111698936431813,0.216500536813188,0.522099795603978,0.607130954357146,-7.95398204798006,18.7616171839328,-0.427001068444219,0.67644026166224,-0.0683305810682856,0.147466764318553,-0.468214268733691,0.648020640168625,0.966129609446749,1.29686875257322,0.745670271571451,0.481792732364725,1.00619455687807,0.541811173428348,1.86547076367703,0.0785884241740806,0.547554091227847,1.06064980883279,0.519935274295906,0.60179483878827,-0.273568179737504,0.358009250587047,-0.768497814258573,0.463306419812283,1,1,1,1,1,1,1,1,1,1,1,1,2.42437331837771,2.91973645390515,1.65429285701526,-0.878584793178775,6.42015123740605,-0.132682582793294,0.420072117853226,2.42437331837771,2.54646004546729,1.14795734820902,-1.30255043097217,3.95526246207963,-0.25919491940613,0.406250494200147
