"","kw.ep","kw.eBH","glm.ep","glm.eBH"
"7e464b9b7f9ca86103a675a09263efec",0.297699688438613,0.884345496775344,0.239990427203751,0.835882407237737
"41f01f3e3cbf6beb908ae1ebb553208e",0.531340269037803,0.9158571156268,0.527753747815625,0.896793448589092
"bc6f21affc11d8c4a5d6454f728e4add",0.582542500307472,0.914397641349566,0.625183857036256,0.917445896338542
"c2ba82ad21732bcd0ef11c61560cf91c",0.579366199080309,0.916449599562884,0.699225814851317,0.93837967172859
"250a576e3788b3f444938c7b08afb2e3",0.689530544615745,0.935735050996378,0.471419545583265,0.90612259655159
"eedb6e6a512baecd8df273d5495ca5c0",0.608727589157972,0.921758261694814,0.610279614597321,0.916042909744143
"ed32eeb458a2b9bdee12e2db96fcb98b",0.501155595631976,0.907301141612909,0.683696711970456,0.932026832848431
"645dd8b575c7e7c0952933bbe90b4bb9",0.586528656610331,0.922047123665449,0.59038666850512,0.905977578162388
"0f898170dbe4592000abdcde0dd2ba2e",0.383902482488732,0.893670048540089,0.749982115602281,0.945725263812881
"b5c3abd1c966bb0457d8dfe34c35b160",0.534174243540397,0.915027456890529,0.324453313965211,0.852344753253696
"ca39c1dfb5e738c293917a0ab7391c33",0.544914443069317,0.918197787470311,0.541397856267522,0.903862779199964
"7d669e880492b330a9c9c649f65c2ba6",0.631648363417045,0.927144515035277,0.632938959983832,0.914590682165299
"494975433cf1f940b003816db0232f8b",0.603439279990365,0.913928352748337,0.58472417208343,0.902626145763096
"b67b924653e2ba692fd3ea7c8f75c2ee",0.368249141712651,0.859558985993233,0.364415491059466,0.816074239365274
"632a77028290d1ecbd9bfe2958610b8c",0.741364310960279,0.941621865030966,0.836221193869648,0.958445696162337
"5b239eddc0c4c102c7f721bae475cf22",0.385793088014318,0.893164478158265,0.384145544294327,0.878631513047727
"51c79d7c5c2260b32f6ad5b82272898e",0.557737341897268,0.915928494617244,0.52664619530107,0.886376638985584
"20f887a0f58476d52027e0798805c1d2",0.520973185686017,0.914053272766047,0.603086706624682,0.920076746986181
"3a4c1eb8dbc9f93fbbfbd8702754c0df",0.422320319936759,0.898125435451808,0.452724479298034,0.876366509610269
"969732ae717bf5a9282f4781499aadb4",0.320867475515836,0.894216613299367,0.0880832857095284,0.756343032695205
"81b95cf5e2e0e3f7579b7dfa4b2ebed0",0.283312531831526,0.885881883736354,0.283137743366875,0.852343761724053
"26de4690cd2c89c490c37a8d1418d67a",0.103730553474173,0.867461471665796,0.0983727248853754,0.740143604386474
"c5bd025300b4ef0c652dd11cef56ac29",0.784858394800775,0.946178355767729,0.700201587883025,0.937754768228812
"95251fbafeb9956f566a3da93d145d63",0.835739662397218,0.952240559418065,0.796978370105691,0.952842712259766
"cb3f42ad378ddeda014d895db355586b",0.858745337295941,0.956342947935425,0.859831264317544,0.963252609892204
"1e2270e7a0c8c2e951edc6813b58451a",0.870021406082187,0.960089490693898,0.551886417106093,0.918741031224382
"820d3c5095323f85949bc959fd15d1b7",0.172826214354178,0.872390089767819,0.193055639828406,0.790087424955499
"92fb114641e27921122496428e2ef0dd",0.556878357708649,0.916032698529859,0.524749927486576,0.892134488819732
"5431c93e93b57f0b74748eb702ea1e72",0.0663807199241368,0.861856792527065,0.0377855236900065,0.724453268279921
"7c821085a5548386a8d91fe359fa3ff3",0.676022151828838,0.934616009245326,0.623420384899033,0.927749576209036
"3a8a7409bdc33da14a01ec3e3313b9a7",0.552317269916332,0.90404975406893,0.532395405983262,0.877154057447407
"564e9f4d70915c0026898422d57b1431",0.527441715411036,0.915581578250551,0.492770489849437,0.88242400138641
"386a607b118090dd71bfc8b4b4081447",0.705860828505234,0.943357797948552,0.842232557837648,0.959868848550447
"afce1dc2c06acb90ad5d3da0fffbcd02",0.423250867934856,0.898042320136643,0.441238988531113,0.874446564477127
"1c6bf8efe709f63c28e0225da6870395",0.187400585755276,0.878253408904653,0.138006532967747,0.784912842835092
"f2d099ef5556f02539ded15181a3d994",0.832632877987318,0.95516025358666,0.761395602282033,0.95353504068669
"304a3df568087b761af6bca76a3816aa",0.519531826445371,0.905249879781663,0.509567188467492,0.891114336053033
"2ddd18d49a8163e0fc79e28ea6273254",0.593155457950869,0.921485718257335,0.632248605584682,0.924478720802283
"42604f7f8bfc866837a5370b4b667382",0.730910528818744,0.942482213015183,0.632223519704908,0.926137537705476
"de4edf45ab75f6490e1ada65b0e0306f",0.54945630188351,0.914923391451422,0.528075279469458,0.900649775527704
"e1a9800482df461df81429b3b8f859a1",0.788741598357649,0.949840903375381,0.66175097925295,0.932643651493232
"c38ee4acf990375c9b9df651cf77bf7c",0.492431944636483,0.906051423482481,0.66617621891354,0.930041500438015
"321b7763c5946d79f50284281735d5b0",0.708341542230601,0.936847816463257,0.6303766637968,0.921380653012575
"01491b7ad3b35c7e644dd24ae831bee2",0.0978668464893698,0.864383265445563,0.246073570739456,0.816295075941987
"a67690654fca1914946ee270222b7247",0.331101154461695,0.88835359470451,0.188015940767969,0.800198386234623
"95c08da59378a0eb674c2b7dab943428",0.839873777663602,0.953719835067466,0.762374831874024,0.948411252582667
"6a49b0df18b1abfe220ecc00d5cbf296",0.405551384691045,0.903996068035178,0.340145317504348,0.861407100828922
"5c4a1032c65d0d99d6d6bee379b63a2c",0.385860860661527,0.896577668690191,0.390093391259903,0.867838556991678
"c4228a5878f56464e576996e95eefc5e",0.123894831164373,0.846845019471808,0.187515610700409,0.762320416366769
