"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","Both_case_control.Est","Both_case_control.SE","Both_case_control.t.val","Both_case_control.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","Intercept..pval.holm","Both_case_control.pval.holm","F1_SDC_AGE_CALC.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","Both_case_control.rab.all","Both_case_control.rab.win.0","Both_case_control.rab.win.1","Both_case_control.diff.btw","Both_case_control.diff.win","Both_case_control.effect","Both_case_control.overlap","A_SLE_LIGHT_EXP.rab.all","A_SLE_LIGHT_EXP.rab.win.0","A_SLE_LIGHT_EXP.rab.win.1","A_SLE_LIGHT_EXP.diff.btw","A_SLE_LIGHT_EXP.diff.win","A_SLE_LIGHT_EXP.effect","A_SLE_LIGHT_EXP.overlap"
"7e464b9b7f9ca86103a675a09263efec",16.8791020864917,NA,NA,NA,7.52366114323851,NA,NA,NA,0.0450550148223229,NA,NA,NA,-0.63972118177477,NA,NA,NA,0.945181923693468,NA,NA,NA,-86.2330570654493,NA,NA,NA,0.101785654586154,NA,NA,NA,6.10614662621123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47832823993842,1.77870343730799,2.66810307636434,0.765747697440796,1.33675265414082,0.580693140916757,0.252918700395999,2.47832823993842,2.28449690596773,2.52333027109692,0.0173823111851972,1.1409368873956,0.0085142767827642,0.5
"41f01f3e3cbf6beb908ae1ebb553208e",4.0168107191593,NA,NA,NA,7.409011984519,NA,NA,NA,0.358317623199126,NA,NA,NA,-0.649952628087824,NA,NA,NA,1.13534567169157,NA,NA,NA,-127.400494678336,NA,NA,NA,0.156176464058835,NA,NA,NA,4.51326561304286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.55618535365523,-4.82874952547658,-4.42102461814594,-0.451683806551828,5.30256390076035,-0.0660237869195372,0.48249029449239,-4.55618535365523,-2.40076939005791,-5.24960601846748,-2.35171070361524,4.54442791841457,-0.544032569922305,0.273438950036086
"bc6f21affc11d8c4a5d6454f728e4add",68.787950194902,NA,NA,NA,-5.35052878818791,NA,NA,NA,0.54310065633062,NA,NA,NA,0.052870656372269,NA,NA,NA,0.139599991639682,NA,NA,NA,10.8296698812416,NA,NA,NA,-0.77137241127806,NA,NA,NA,1.87012083797825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.01544099955461,-4.36323718513325,-5.70880692535264,-1.49688777012843,4.55030953735827,-0.271276091419514,0.346303716096689,-5.01544099955461,-5.33369548192337,-4.92193154065062,0.800790917357225,4.59019065335976,0.15393406377744,0.429687864834544
"c2ba82ad21732bcd0ef11c61560cf91c",82.0295104296664,NA,NA,NA,1.06446285491709,NA,NA,NA,1.10354787111996,NA,NA,NA,0.00958906586817108,NA,NA,NA,0.246579149988651,NA,NA,NA,33.2982687348017,NA,NA,NA,-1.21944126192724,NA,NA,NA,6.26571039657706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.76332002883942,-4.28634311280494,0.720661634571147,6.09064547619401,4.88379905666395,1.26010739153877,0.0505866086184938,-0.76332002883942,2.63721311668309,-1.41255876440913,-4.89916649262254,6.15645194396614,-0.82680059566896,0.234376882168507
"250a576e3788b3f444938c7b08afb2e3",108.765978913613,NA,NA,NA,-3.20632178292958,NA,NA,NA,1.28559122239418,NA,NA,NA,-0.2930444120348,NA,NA,NA,0.472056532936058,NA,NA,NA,12.9434009058551,NA,NA,NA,-1.24858734727439,NA,NA,NA,7.68055820732658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88182018567586,6.51119239805506,8.67774993665995,2.31420852430159,2.35844769450717,0.627119340425182,0.250000423850461,6.88182018567586,9.77128847887363,6.51119239805506,-3.60687360866185,3.18896703713174,-1.29495279088248,0.0859442004378223
"eedb6e6a512baecd8df273d5495ca5c0",74.0910465175173,NA,NA,NA,-1.47768128664034,NA,NA,NA,0.171649744255972,NA,NA,NA,0.0748383353034179,NA,NA,NA,0.272250839047585,NA,NA,NA,-22.3879593853191,NA,NA,NA,-0.578993216497889,NA,NA,NA,1.4062100038579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.52086457917441,-4.36369756535022,-4.70687399431141,-0.482333367240198,5.47783389310682,-0.0786115342463811,0.45312506013283,-4.52086457917441,-5.28271363241764,-4.14495338247949,1.49879091093635,5.28304930297375,0.292466245770818,0.351563327941938
"ed32eeb458a2b9bdee12e2db96fcb98b",167.367698561359,NA,NA,NA,-14.9274620809845,NA,NA,NA,1.15499522729357,NA,NA,NA,0.489901323505697,NA,NA,NA,-0.66075379854708,NA,NA,NA,80.0559539794922,NA,NA,NA,-1.62270202525971,NA,NA,NA,1.90145100761345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08130938930039,2.08130938930039,1.36029096397875,-1.39560336127555,6.03505266705363,-0.140572193356518,0.49609375496733,2.08130938930039,1.36029096397875,2.08130938930039,1.23600600150135,6.07593891202184,0.172980261678656,0.476562619469233
"645dd8b575c7e7c0952933bbe90b4bb9",-4.77831382729794,NA,NA,NA,9.01887915894172,NA,NA,NA,0.686112328213871,NA,NA,NA,-0.844691924651257,NA,NA,NA,1.43125997206838,NA,NA,NA,-130.002021833949,NA,NA,NA,-0.00470572538272412,NA,NA,NA,11.4673667787196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.36528202566108,-4.99067121175992,-5.59573239938741,-1.25461844817857,4.97559472498339,-0.225278394757251,0.408560430643848,-5.36528202566108,-4.9958341059909,-5.49446385252815,-0.251739433523353,4.75713015548061,-0.06687830973649,0.476562619469233
"0f898170dbe4592000abdcde0dd2ba2e",89.4438541899958,NA,NA,NA,10.0712902745751,NA,NA,NA,0.330325794864593,NA,NA,NA,-1.35483942561035,NA,NA,NA,1.96962345629551,NA,NA,NA,-158.441017040792,NA,NA,NA,-0.24393855269796,NA,NA,NA,10.2454146286097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.292273904162,7.0333650520898,7.47153385369405,0.768934174182187,3.23190579656712,0.242498328782342,0.404669385514707,7.292273904162,9.24414231584897,6.87825168217917,-2.81088718446431,2.6718175305374,-1.10869263313248,0.108532196382724
"b5c3abd1c966bb0457d8dfe34c35b160",175.267580223141,NA,NA,NA,-3.88467908770552,NA,NA,NA,-0.273188334625193,NA,NA,NA,-0.820173587819449,NA,NA,NA,1.24525578814597,NA,NA,NA,-95.7795560232603,NA,NA,NA,-0.655123304415209,NA,NA,NA,-6.93695871489074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.120522716764899,-0.120522716764899,0.0362122344526421,-0.341818664467709,7.93555822103552,-0.0478048085119405,0.48249029449239,-0.120522716764899,2.59287256577439,-4.09307557910286,-6.44942010927655,5.1113835801475,-1.04130286678535,0.156253315143681
