"","taxon","lfc_(Intercept)","lfc_CASE_CONTROL","se_(Intercept)","se_CASE_CONTROL","W_(Intercept)","W_CASE_CONTROL","p_(Intercept)","p_CASE_CONTROL","q_(Intercept)","q_CASE_CONTROL","diff_(Intercept)","diff_CASE_CONTROL","passed_ss_(Intercept)","passed_ss_CASE_CONTROL"
"42","321b7763c5946d79f50284281735d5b0",-0.106076089348219,-0.0129590710850829,0.0949849823207665,0.143790796498997,-1.11676695364324,-0.0901244822381474,0.26802450522984,0.928453233081058,1,1,FALSE,FALSE,FALSE,FALSE
"43","01491b7ad3b35c7e644dd24ae831bee2",0.000574774699139716,0.0477064759510714,0.0938539232421387,0.146946488702365,0.00612414142408116,0.32465203062932,0.99512343568166,0.745987124167922,1,1,FALSE,FALSE,TRUE,TRUE
"44","a67690654fca1914946ee270222b7247",0.144086549369606,-0.124985193646348,0.106863202793062,0.171032748779434,1.34832707240327,-0.730767613444194,0.179572194579418,0.466053475710753,1,1,FALSE,FALSE,FALSE,TRUE
"45","95c08da59378a0eb674c2b7dab943428",0.045156095859578,0.0346504478574741,0.0980247501304702,0.156448145748666,0.460660147559423,0.221481997703828,0.645727872004249,0.825026625481687,1,1,FALSE,FALSE,TRUE,TRUE
"46","6a49b0df18b1abfe220ecc00d5cbf296",0.00885763140586679,0.0115908330229857,0.101566367122194,0.15295178081916,0.0872102808916085,0.0757809615612776,0.930636526121096,0.939708096264377,1,1,FALSE,FALSE,TRUE,TRUE
"47","5c4a1032c65d0d99d6d6bee379b63a2c",-0.0416312203775292,-0.062700842944385,0.116922633215162,0.170457048980352,-0.356057841264309,-0.367839542685104,0.722700686144977,0.713929264837067,1,1,FALSE,FALSE,TRUE,TRUE
"48","c4228a5878f56464e576996e95eefc5e",-0.0984854100893156,0.136086740043951,0.0957625528231777,0.149015684987918,-1.02843342398323,0.91323769075037,0.306385085252601,0.363453957203901,1,1,FALSE,FALSE,TRUE,TRUE
"49","f55e6f0203460ecfb665c9dbc579b714",0.0984074699830562,-0.127727980476968,0.107760549754965,0.175022562635553,0.913204973497475,-0.729780084085125,0.362921286057373,0.466912167596932,1,1,FALSE,FALSE,TRUE,TRUE
"50","b73c9d186b67a61bce0ba79c990aef39",0.218852635025342,-0.543185497974439,0.107512978583349,0.166050080800151,2.03559270619293,-3.27121489707788,0.0445184770743058,0.00148351734083951,1,0.0786264190644942,FALSE,TRUE,FALSE,TRUE
"51","6960eba3db7d4d863d042ab497d7481a",0.0378366022841204,-0.115846668096179,0.10841123038421,0.166712873281547,0.349009988633349,-0.694887358221793,0.727846147672931,0.488804367593373,1,1,FALSE,FALSE,TRUE,TRUE
"52","d2a7d567b64364c09cf4bea1e3f5aef5",-0.385086104598486,0.391156257178537,0.0470325229720906,0.11140473895792,-8.18765569576181,3.51112763099139,1.75875352978288e-07,0.00249432378366252,9.84901976678411e-06,0.128544610763241,TRUE,FALSE,FALSE,TRUE
"53","6545176af2fa076f03140433793c0d00",0.0600860211556571,0.0843825980488564,0.124154124183184,0.197274157654048,0.483963151050887,0.427742787257694,0.629086394952687,0.669424532297107,1,1,FALSE,FALSE,TRUE,TRUE
"54","ebc68f0a3a40711c1b0df994d93a6cac",-0.822666046139665,1.03777458852961,0.0624428172725192,0.120896187333882,-13.1747105924017,8.58401419776421,5.25768150818111e-10,2.19711280098067e-07,2.99687845966323e-08,1.25235429655898e-05,TRUE,TRUE,FALSE,FALSE
"55","719ab97ff4cf3c7b809b054134f4dc70",-0.00659550909934818,0.241382559410168,0.149321931822574,0.230855190969584,-0.0441697279083227,1.04560161024047,0.964825240030853,0.297352165204742,1,1,FALSE,FALSE,TRUE,TRUE
"56","3fae853851bfe19cdb50e15749f373b6",0.00438597512290536,0.257298129086568,0.0987606238379375,0.1536314774172,0.0444101601677059,1.67477481445975,0.964630204740304,0.0958388934805022,1,1,FALSE,FALSE,TRUE,FALSE
"57","a99fb503372ef5103fa41e0c743bbad2",-0.0575646805830851,0.318547725451241,0.115502361968767,0.169788980829033,-0.498385310931141,1.87613898084469,0.618983559116795,0.0626887189430215,1,1,FALSE,FALSE,TRUE,TRUE
