"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","CASE_CONTROL.Est","CASE_CONTROL.SE","CASE_CONTROL.t.val","CASE_CONTROL.pval","A_SMK_CIG_CUR_FREQ.Est","A_SMK_CIG_CUR_FREQ.SE","A_SMK_CIG_CUR_FREQ.t.val","A_SMK_CIG_CUR_FREQ.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","SDC_GENDER.Est","SDC_GENDER.SE","SDC_GENDER.t.val","SDC_GENDER.pval","A_HS_DENTAL_VISIT_LAST.Est","A_HS_DENTAL_VISIT_LAST.SE","A_HS_DENTAL_VISIT_LAST.t.val","A_HS_DENTAL_VISIT_LAST.pval","PM_BIOIMPED_BMI.Est","PM_BIOIMPED_BMI.SE","PM_BIOIMPED_BMI.t.val","PM_BIOIMPED_BMI.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","NUT_JUICE_DAY_QTY.Est","NUT_JUICE_DAY_QTY.SE","NUT_JUICE_DAY_QTY.t.val","NUT_JUICE_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","SALT_SEASONING.Est","SALT_SEASONING.SE","SALT_SEASONING.t.val","SALT_SEASONING.pval","NUTS_SEEDS_SERVINGS_PER_DAY.Est","NUTS_SEEDS_SERVINGS_PER_DAY.SE","NUTS_SEEDS_SERVINGS_PER_DAY.t.val","NUTS_SEEDS_SERVINGS_PER_DAY.pval","Intercept..pval.holm","CASE_CONTROL.pval.holm","A_SMK_CIG_CUR_FREQ.pval.holm","F1_SDC_AGE_CALC.pval.holm","SDC_GENDER.pval.holm","A_HS_DENTAL_VISIT_LAST.pval.holm","PM_BIOIMPED_BMI.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","NUT_JUICE_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","SALT_SEASONING.pval.holm","NUTS_SEEDS_SERVINGS_PER_DAY.pval.holm","CASE_CONTROL.rab.all","CASE_CONTROL.rab.win.0","CASE_CONTROL.rab.win.1","CASE_CONTROL.diff.btw","CASE_CONTROL.diff.win","CASE_CONTROL.effect","CASE_CONTROL.overlap","A_SMK_CIG_CUR_FREQ.rab.all","A_SMK_CIG_CUR_FREQ.rab.win.0","A_SMK_CIG_CUR_FREQ.rab.win.1","A_SMK_CIG_CUR_FREQ.diff.btw","A_SMK_CIG_CUR_FREQ.diff.win","A_SMK_CIG_CUR_FREQ.effect","A_SMK_CIG_CUR_FREQ.overlap","SDC_GENDER.rab.all","SDC_GENDER.rab.win.1","SDC_GENDER.rab.win.2","SDC_GENDER.diff.btw","SDC_GENDER.diff.win","SDC_GENDER.effect","SDC_GENDER.overlap"
"7e464b9b7f9ca86103a675a09263efec",-28.1175116898833,17.9519173872146,-1.57205882543018,0.150624058574074,0.378902051392724,0.322858951437286,1.17935086269864,0.268881044804458,0.212735025124156,0.820993823082971,0.249626866052146,0.759424441618072,-0.0142986576803137,0.0215630475848858,-0.673900117305138,0.512753165263669,0.573385625222482,0.939257560265241,0.615892708787082,0.553849680359261,-0.282357190017186,0.189613768703934,-1.49832920124651,0.180588125427903,0.492337271666676,0.309296915729239,1.59844061347812,0.136148327696445,-0.184024561952627,0.115737933404619,-1.59609361665173,0.13396910329617,-0.0121740180863265,0.0452319821372425,-0.273000516563927,0.627934166771935,0.0379295868577947,4.77539346715024,0.015043171894019,0.667652737784923,0.169813986979845,0.102764889347262,1.6578777992518,0.125781878429694,-0.12844968732516,0.28813062829136,-0.448298434956038,0.633363545572301,-0.133001948751664,0.117835677147438,-1.12578577881027,0.28924391139094,-0.16012810266043,0.160489595931563,-0.994561420732005,0.379433986657073,-0.0512381773894798,0.185677536976973,-0.268529735161846,0.680750686204999,0.0603696955853971,0.0597227455053405,1.0151544745837,0.331754897336677,0.201728186255132,0.141575688545871,1.43677170187524,0.18793206471326,0.128175600645916,0.251215534190335,0.504098621661586,0.624142111648141,0.98337356340226,1,1,1,1,0.977580365846786,0.990912399526092,0.988821678369475,0.991977156047943,1,0.982299985435201,1,1,0.992635588076926,1,1,1,1,1.86639170821056,1.7408879189651,1.98839482401571,0.303815949333664,2.47729622422823,0.0905566612332591,0.442511497894578,1.86639170821056,1.90156408665171,1.51482758516328,-0.282374916427629,1.76600467722039,-0.123501533078472,0.431250014256752,1.86639170821056,2.0819987319249,1.79475073789553,-0.29018223081704,2.39427342503518,-0.0856611071673677,0.446691176707837
"41f01f3e3cbf6beb908ae1ebb553208e",-4.36239554027326,30.1263803123343,-0.153368306001485,0.577964078016733,0.599436332034662,0.541812406354345,1.11174510161351,0.345665099013288,-0.0591157348367572,1.37776771220495,-0.0317753828618539,0.572081957311116,-0.014831728099171,0.0361864729111272,-0.413265065292408,0.577102073343529,-0.0258195397628495,1.5762344412268,-0.0139732378281806,0.613869681372885,-0.112765569248928,0.318204255579858,-0.355411707102047,0.566215501024836,0.0503665343670714,0.519052996496484,0.106327269231349,0.568364466745532,-0.0485294328172256,0.194227999333067,-0.259832962496145,0.558154287112741,0.0237299053873967,0.0759069834578106,0.312671737430896,0.540810622149611,-1.52529155255961,8.01392501030928,-0.191167494258894,0.552425618678885,-0.00158161507521149,0.172457017958177,-0.000711128032505005,0.579040989112248,-0.131035998995558,0.483532354806819,-0.274703951309047,0.611552010421303,-0.194818712521341,0.197748371248269,-0.983752177160268,0.39294675431034,0.24251030897212,0.269328924533187,0.905413714650634,0.385611767414824,0.28656025356728,0.311598587146448,0.921036664318504,0.388694116082474,0.0493005782826086,0.100224956787739,0.497599818552081,0.56923463828475,-0.178650359384583,0.237588160869722,-0.75669661504012,0.471449990664787,-0.149983246265367,0.421582528492157,-0.359420042699483,0.583516368580519,0.993489559124151,0.984921083381739,1,1,1,1,1,1,0.998615336520981,1,0.995858108728378,1,1,0.998679473253762,0.994766802378547,0.993928599322255,1,1,-4.60686596531785,-4.90415274840642,-4.25479327743197,0.645226087431133,5.68641755989028,0.101094730776186,0.448710258121126,-4.60686596531785,-4.61054338954521,-4.58625945454683,-0.162465727124544,5.16905108647774,-0.0246280968523728,0.489062502226303,-4.60686596531785,-4.39095336764897,-4.68732692077196,-0.458575778373095,5.89113065368739,-0.0695136412913294,0.466115322915616
"bc6f21affc11d8c4a5d6454f728e4add",54.9097173083755,28.5648682708464,1.92859544218748,0.116525733985691,-0.17615082921108,0.513729158782666,-0.346091976897209,0.533875721117432,-1.13497419380922,1.30635518767739,-0.872828931742271,0.434454303162703,-0.028471382150778,0.0343108538489006,-0.833474766783356,0.405456346044862,-0.0218847159433226,1.49453497933772,-0.0143612896943962,0.594952972454229,-0.203355099479945,0.301711076791392,-0.673181816727995,0.490595148393661,-0.901424579824127,0.492149415787592,-1.83744598355273,0.128144828765013,0.2972435469518,0.184160764019419,1.61956238288548,0.190933230643507,0.0834557783797194,0.0719725689190063,1.16567516629483,0.294618889823498,-8.70785468054665,7.59854685092065,-1.15190593607144,0.324607707220184,-0.345719606603819,0.163518217233068,-2.12073974899732,0.0804400468607429,-0.0888625620246904,0.458469881763194,-0.195965556892682,0.559658309624036,-0.00211737519558486,0.187498667842567,-0.00505172709844439,0.590769687146134,0.22389358813952,0.255369054332405,0.879550064432443,0.43290167052099,-0.163583437763584,0.295447793692493,-0.5501990441922,0.507923047158937,0.0358767838382881,0.0950300918468092,0.37659265076598,0.570438410931804,0.20899725789921,0.225273479508512,0.922886945307641,0.39689514801874,0.000777010231649351,0.399731041924688,-0.00034868333137597,0.591982618887854,0.836983714125574,1,0.972342897074824,0.994592364281549,1,1,0.872853288689807,0.907046976438011,0.986083840888397,0.969983342322195,0.792822235719163,1,0.994475195206106,0.995759975482486,0.99485637096106,1,0.990001294435618,1,-4.44638403589148,-4.37379986148792,-4.52675295879539,-0.249439423291199,5.47908574779366,-0.0399994744064955,0.4797040592559,-4.44638403589148,-4.4047580473141,-5.12142719621696,-0.840743509503922,4.991197424673,-0.146008526926235,0.428125014931539,-4.44638403589148,-4.62838637446243,-4.36640833841143,0.368791375756196,5.3526018586119,0.0641552465579715,0.468290441316552
"c2ba82ad21732bcd0ef11c61560cf91c",-23.2252877740402,29.2675568577531,-0.795071319048499,0.460711915729694,0.468605182098156,0.526366767092807,0.89354071511372,0.40915845373132,-1.38744310672397,1.33849119727222,-1.03711576072359,0.342864900160079,-0.0215446089930674,0.0351548922382269,-0.613269595779589,0.548274807322283,1.33393505768469,1.531300164556,0.871731426373101,0.41700621418486,-0.066014954198277,0.309133093521677,-0.214065815324427,0.754211672404675,0.452116747722318,0.504256167838666,0.897838119320743,0.405781882653695,-0.169121697938378,0.18869107257206,-0.897782802707116,0.407864153836726,0.0267457961350437,0.073743076042309,0.362064371159514,0.695423236458969,-3.04823645407397,7.78546919548007,-0.390936434465821,0.655215891690652,0.135093859860363,0.167540724318048,0.808270499874123,0.452551289909323,0.127419885975674,0.469748125734102,0.271121103174106,0.719733507788957,-0.129391367447786,0.192111087991119,-0.673619033356687,0.52192227707782,0.287301002031773,0.261651068946548,1.09614316102224,0.29959749682295,-0.15819760203622,0.302715735231238,-0.519400341140182,0.571021052640694,0.00416581023110624,0.0973678082444583,0.0421929275093665,0.800356223799063,0.0838584428463896,0.230815150538899,0.365312892757354,0.674590311481375,0.057267246434003,0.409564325184722,0.143193773485013,0.75118753648988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05165453526987,0.978532622782597,1.12622920501387,0.552116526535877,5.40328311219188,0.0926285196086098,0.452509498260059,1.05165453526987,1.06255490887743,0.882832057830051,-0.602019639989587,5.49993988017079,-0.0872665405529254,0.437500012917482,1.05165453526987,-0.250205133924575,1.32737232102763,1.27376856326018,5.51353322231269,0.214286754819364,0.390994716790929
"250a576e3788b3f444938c7b08afb2e3",31.204897915846,20.905060845476,1.4946616966509,0.143595101734135,0.416914900820812,0.375970202999595,1.11267707817152,0.274461755829333,-3.4998824672087,0.956049733023668,-3.66363124574469,0.000903269669893369,0.00787892907180728,0.0251102326315838,0.315385099753766,0.754777105420359,-2.19979001656099,1.09376820444274,-2.01409509966258,0.0525890394014339,-0.316723509411987,0.220805793965989,-1.43432178307502,0.180511814740084,-0.426580004722763,0.360177172341647,-1.18526053525194,0.244135326036197,0.171321459895709,0.134777165456231,1.27217843178664,0.210283445948588,0.0687029935040906,0.0526727768597009,1.30614696119847,0.199895923676741,-4.35049466063627,5.56095980382371,-0.783678557772825,0.447147504601241,-0.0996185121796954,0.119670017315986,-0.832629229207485,0.413064613706523,-0.158206034865345,0.335528968073682,-0.472854174563326,0.644372755237335,0.167191578769547,0.137219994243594,1.22166983335581,0.245694530204914,0.182837978853424,0.18689060871039,0.978904403405677,0.332959471463633,0.0704356932453262,0.216222040488345,0.324318200442083,0.745830012701435,-0.164496463465554,0.0695473136221767,-2.36880676585619,0.0210068663127428,-0.249412503480054,0.164865307668999,-1.51883463481021,0.143191261558192,0.491424974342754,0.292541231908629,1.67945353827325,0.0993847223408328,1,1,0.0492191835454067,1,0.990675938731313,0.995490616716618,1,1,1,1,1,1,1,1,1,0.852180204278553,1,1,7.25564348811078,7.07000424467809,7.42044856823389,0.373073269205473,3.31104260021485,0.079298220083138,0.452800000158748,7.25564348811078,7.29424475056623,4.22226149456917,-3.48223321781748,4.93995353341103,-0.619354145279229,0.226209127671806,7.25564348811078,7.2792801031237,7.24598738870323,-0.0635761064563996,3.32304477501803,-0.0132153425623676,0.492763611334381
"eedb6e6a512baecd8df273d5495ca5c0",13.2537221708646,28.8370658838692,0.470873628413399,0.530210050108982,0.249921428069906,0.518624537589771,0.481381272489417,0.547108560407803,-0.882013349888767,1.31880358269444,-0.671264854982745,0.490547027036934,-0.0131121023408788,0.0346378055585983,-0.379392984848998,0.526748093893556,-2.77129633009673,1.50877655924271,-1.84484247621576,0.133394191703958,0.151643102740363,0.304586113152367,0.507140327283685,0.496870476343473,-0.309772781856343,0.496839158969942,-0.635063296286008,0.486850907527012,0.125054955182889,0.185915651173221,0.682775592041629,0.477966892896685,0.0459736003726765,0.0726584030449373,0.640902158223824,0.472992775924336,-2.17111504113109,7.67095419744334,-0.290308214785513,0.577360649653741,-0.043892927891013,0.165076399402667,-0.276230722764462,0.553239028940096,0.164809612116208,0.462838689148388,0.359843122739607,0.571264321964219,0.101457127720474,0.189285362230505,0.541815197076223,0.51379393862484,0.0996135698116226,0.257802492721481,0.382145879377,0.55495472803787,0.609886479644264,0.298263146574691,2.0534510663358,0.0968145121455315,-0.190997345806049,0.0959356435168106,-1.99617085793138,0.0972602126766831,0.144133424859867,0.227420134021956,0.633132083553552,0.500324968869449,-0.389786237133747,0.403540120770469,-0.971521716167025,0.378347732747134,0.996280098634424,0.999380230294738,0.988894621907769,0.9870007558348,0.890368236571645,1,0.99970186192793,0.994716607273224,0.990595412710029,1,0.999776443837019,1,0.989959061263426,1,0.804294172418494,0.841781534290571,0.998931380808776,0.996854524254924,-4.5847835890716,-4.78221995152269,-4.39536194100781,0.389383376981387,5.57230411757471,0.0600991405459688,0.468106378830959,-4.5847835890716,-4.58212956430512,-4.62059624747696,-0.475703208041164,5.1658258940587,-0.083128005827359,0.463338541017067,-4.5847835890716,-4.36475121357966,-4.66288928679854,-0.270852824400779,5.59066728610019,-0.0467862600762917,0.475763841136014
"ed32eeb458a2b9bdee12e2db96fcb98b",32.3400071332162,30.1273058602911,1.07116931175694,0.324375751329051,-0.310025293742247,0.541829052010425,-0.570308341829723,0.579575338201744,-3.09507563525247,1.37781004022702,-2.25419092592497,0.0461186950627476,-0.0298164825591951,0.036187584638315,-0.825007166833232,0.43053560549717,-0.314845478910706,1.57628286657865,-0.200122669274683,0.758465705153983,-0.419569546001028,0.318214031506986,-1.3206178899648,0.20997823259136,-0.467952022529161,0.51906894293397,-0.898976958301821,0.398821585941122,0.200843852437762,0.194233966439837,1.03137642745539,0.331547824594261,0.0355968235825472,0.0759093154855122,0.46998429222,0.611374210268266,-5.21755261041224,8.01417121552349,-0.650543910255486,0.536313086969825,-0.149574947478777,0.172462316213027,-0.864249522937029,0.422320565825879,-0.299068943311137,0.483547209972901,-0.619413234253146,0.554316265979669,0.228064163855954,0.197754446508524,1.15545969463447,0.270143805009915,0.0247600776967132,0.269337198903795,0.0938171073597167,0.756574890998832,0.369772159593554,0.311608160133068,1.18694629702628,0.261838960939488,-0.087561667767397,0.100228035916496,-0.876046899344002,0.406765222087534,-0.279668625545361,0.237595460095004,-1.18172788272143,0.268838651853017,0.526649598736386,0.421595480424775,1.25106739998682,0.234736117521285,1,1,0.777975084393177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.81035356720638,2.60163917406797,3.23289571187408,0.125070818657525,5.5102800998497,0.019407612970835,0.489102179600416,2.81035356720638,2.90861037576673,-0.497869176502544,-3.45593885305802,6.00768870587437,-0.524086871196995,0.260937563050985,2.81035356720638,2.27112492179271,3.09561773077611,0.810795656097512,5.87397633625663,0.119753915348225,0.425683437044532
"645dd8b575c7e7c0952933bbe90b4bb9",-32.6413176109942,31.3207571124481,-1.04313252300622,0.351567603460458,0.457338927017589,0.563292855099078,0.811889498895657,0.438767202952817,1.63736872639734,1.43239006558238,1.14382989133779,0.318990760449936,0.00526818715038056,0.0376211053918603,0.135167039441024,0.59042408005545,0.355108687805119,1.63872511646304,0.215876753431948,0.626355759286912,-0.0528009989066829,0.33081963707016,-0.16031057578536,0.605805333035666,0.380597811224323,0.539631136008023,0.705051187132445,0.482781345762321,-0.218283332835435,0.201928274438501,-1.08034370336855,0.352882102152748,0.0888237898160548,0.0789163572713486,1.12597752859118,0.320288012913115,-2.9680853581113,8.33164144391101,-0.351826582918672,0.586722083949838,0.165317638329337,0.179294170617427,0.922982260162667,0.404327951323371,-0.161686940932758,0.502702259080024,-0.323760702020534,0.590548670447451,-0.19285352319667,0.205588213420829,-0.943316863882192,0.400011074103615,0.171388654251136,0.280006616832328,0.617713779077387,0.503126016413386,0.244948699463219,0.323952083304217,0.758459270006732,0.473575277215871,0.00996329762454341,0.104198429934483,0.090214128568923,0.644004156978082,-0.312736046299492,0.247007473259146,-1.26818059789288,0.264750077710561,0.375755625304556,0.438296398069053,0.857794841398999,0.422048981479038,0.992021968984411,0.997548607984345,0.992402145937251,1,0.998858168241355,1,0.9945256654645,0.993531746317855,0.985412670802168,1,0.993321164339458,1,0.988526341250476,0.999848546144323,1,0.993684788992176,0.995078518100446,0.994893208445232,-4.4144559895276,-4.6790477692427,-4.10571131477148,0.695515469729989,5.97622778684771,0.112658013444849,0.451509698223491,-4.4144559895276,-4.46088257195271,-3.2068194960519,1.52196403437486,6.03379484610272,0.231807465681046,0.390625023370703,-4.4144559895276,-4.38370092660027,-4.42810043831381,0.0421179123623343,6.08863404600214,0.00618280847750566,0.496439237323265
"0f898170dbe4592000abdcde0dd2ba2e",1.65261119243784,15.0703565258015,0.10539051272483,0.844854461810232,0.448494578003519,0.271035087826976,1.66121715416985,0.106933998893778,-2.78391382194571,0.68921159520002,-4.04725200887367,0.000194838836868353,0.00492168705969286,0.0181018443811741,0.270844288522431,0.779139239125588,0.492430537842116,0.788492170359074,0.62057723990443,0.541556315037769,0.152634773320803,0.159177821228405,0.95916691044702,0.34713845430609,0.0313567612033396,0.259649968960426,0.127369418650203,0.824371819876113,-0.0218506250895453,0.0971602020188279,-0.233223394034732,0.772149031470711,0.0290382907692867,0.0379715482460057,0.770637186229189,0.450902513180312,-0.721764228733533,4.0088688327071,-0.183371930028979,0.847797802929096,0.0265106658762223,0.0862695325180568,0.314767165092527,0.722426402757315,-0.382591715042298,0.241881198575843,-1.58105733264646,0.125480738393614,0.118078507238637,0.0989212253915495,1.1970229459837,0.248097222717182,-0.154042091732033,0.134728529393358,-1.13183731843943,0.311989634316613,0.120389037058496,0.155873415675842,0.768377636580075,0.449366775560597,-0.0198762645107704,0.0501363195948195,-0.397933487599617,0.693633916222891,-0.305438597444771,0.118850597167501,-2.56548866130194,0.0122672579807387,0.00167478854498696,0.210891548986536,0.00985706459995342,0.874188395045638,1,1,0.0111922700984803,1,1,1,1,1,1,1,1,1,1,0.993114753602623,1,1,0.648776518977166,1,7.54956266256399,7.42281611229769,7.71899839174638,0.421072956547737,2.42082509444461,0.142203942788944,0.420115977077785,7.54956266256399,7.61127545766431,5.71283111706216,-2.01564981062917,2.71696269792935,-0.634947822646087,0.192187600843549,7.54956266256399,7.3929833318214,7.63121639976243,0.281647111564514,2.39669646238255,0.0922618968107227,0.447277739724479
"b5c3abd1c966bb0457d8dfe34c35b160",36.3189232377349,34.7085670026642,1.04913553864139,0.334998729399425,0.226342795312512,0.62422143031651,0.364206322716711,0.676263439215787,-0.129028163531056,1.58732454604227,-0.0851101759585656,0.741268821817018,0.0343744199571029,0.0416903924933765,0.824610158920356,0.442259300638069,0.124006552613835,1.81597782900021,0.0681766309873195,0.700995553443935,0.00201949057688252,0.366602745196195,0.0060322392727396,0.755342092521301,-0.784815262753994,0.598000341231033,-1.31491090044944,0.219302932645011,0.306443826892279,0.223769847514177,1.37153691093933,0.204094259549652,-0.015417062501805,0.0874523455523422,-0.176371854782403,0.722747599064771,6.89904385821888,9.23283349313507,0.747210725841865,0.476361405912538,-0.246424845089622,0.198687525710826,-1.24301295225031,0.250473575291298,-0.639589490559929,0.557077052097669,-1.14508768108495,0.295616784765096,0.224115959427596,0.227825663819565,0.982436598214631,0.35308235150024,0.669638609013608,0.310293534304495,2.15953984389775,0.0403118216304166,0.0296905160735678,0.358992362433931,0.0867422637366365,0.722640343622469,-0.0875133715441248,0.115469053764223,-0.756831985517773,0.47862815628623,-0.296660649487143,0.273725038159008,-1.08843383033071,0.318614820401285,0.392511128283348,0.485704730725044,0.811158666518428,0.432550375777249,0.999462817749081,1,1,1,1,1,0.996276498050475,0.993128570471333,1,1,0.995478906747829,0.996934474081664,1,0.929937112275929,1,1,1,1,1.78882876669933,1.95275790198413,1.57599211738213,0.0220902682578807,7.11288480132382,0.00361074275137901,0.497400000008667,1.78882876669933,1.82599433399109,1.05563396862164,-0.676035917695065,6.42744227257402,-0.0966811169461877,0.440625012252645,1.78882876669933,1.76548264976508,1.79902801809647,0.346721744211376,7.0155765067603,0.0512541834570653,0.469439338370262
