"","taxon","lfc_(Intercept)","lfc_CASE_CONTROL","se_(Intercept)","se_CASE_CONTROL","W_(Intercept)","W_CASE_CONTROL","p_(Intercept)","p_CASE_CONTROL","q_(Intercept)","q_CASE_CONTROL","diff_(Intercept)","diff_CASE_CONTROL","passed_ss_(Intercept)","passed_ss_CASE_CONTROL"
"1","7e464b9b7f9ca86103a675a09263efec",0.00660214801538,0.0789791086442552,0.0799806276590193,0.12064570331693,0.082546839261213,0.654636729472093,0.934268236237601,0.513215218711566,1,1,FALSE,FALSE,TRUE,TRUE
"2","41f01f3e3cbf6beb908ae1ebb553208e",0.121969223158255,-0.227576196684131,0.0556168708869183,0.0967788396326189,2.19302562717429,-2.35150780426827,0.032715446023195,0.0224473514646039,1,1,FALSE,FALSE,TRUE,TRUE
"3","bc6f21affc11d8c4a5d6454f728e4add",-0.161755577815627,0.00755927539211419,0.0537008393828682,0.0920941446506739,-3.01216107000425,0.0820820413804546,0.00383937755223538,0.934864086842253,0.184290122507298,1,FALSE,FALSE,FALSE,TRUE
"4","c2ba82ad21732bcd0ef11c61560cf91c",-0.0393624443633279,0.125308612224992,0.0929235543444172,0.146563666032211,-0.423600287796059,0.854977332495574,0.672244790185551,0.39343449534326,1,1,FALSE,FALSE,TRUE,TRUE
"5","250a576e3788b3f444938c7b08afb2e3",0.0958827552899157,-0.0243024420140338,0.134600342047592,0.201467740555873,0.71235149800744,-0.120626964629576,0.476789930892917,0.904065675842043,1,1,FALSE,FALSE,TRUE,TRUE
"6","eedb6e6a512baecd8df273d5495ca5c0",-0.140901417439345,0.00702832166876323,0.0566397892247914,0.0971106742782876,-2.48767552577106,0.0723743473206905,0.0160384562766278,0.94257643684407,0.753807445001508,1,FALSE,FALSE,TRUE,TRUE
"7","ed32eeb458a2b9bdee12e2db96fcb98b",-0.0708500039758201,0.246734646935111,0.114450967082253,0.159070865490514,-0.619042422987148,1.55109891540651,0.53644541297395,0.122127966003871,1,1,FALSE,FALSE,FALSE,FALSE
"8","645dd8b575c7e7c0952933bbe90b4bb9",0.180424659608366,-0.142299702398897,0.0581381416019655,0.0983499748127928,3.10337851601136,-1.44687075588745,0.00299744321564297,0.153507834899656,0.151443135819781,1,FALSE,FALSE,TRUE,TRUE
"9","0f898170dbe4592000abdcde0dd2ba2e",0.0482469776578283,0.0628461940832165,0.0922846322545992,0.143353442452717,0.522806197295366,0.438400313295199,0.601481369744347,0.66140048644657,1,1,FALSE,FALSE,TRUE,TRUE
"10","b5c3abd1c966bb0457d8dfe34c35b160",0.0415327761107543,0.0492064542071275,0.0861349506503561,0.132176616676916,0.482182619217448,0.372278058284731,0.630208810434871,0.710083983854428,1,1,FALSE,FALSE,TRUE,TRUE
"11","ca39c1dfb5e738c293917a0ab7391c33",0.33940590366076,-0.455402616720725,0.0665356810430983,0.116163323504488,5.10111113826145,-3.92036490504794,1.72413299407507e-06,0.000166847147155029,9.31031816800537e-05,0.0091765930935266,TRUE,TRUE,FALSE,TRUE
"12","7d669e880492b330a9c9c649f65c2ba6",-0.0683695600672937,0.0662422087188514,0.0638245775913939,0.107197035279179,-1.07121053749853,0.617948141441909,0.285620445466624,0.537451317734097,1,1,FALSE,FALSE,TRUE,TRUE
"13","b67b924653e2ba692fd3ea7c8f75c2ee",-0.01182822082712,-0.171859104424561,0.0440149190666186,0.0864242582186671,-0.268732081711146,-1.98855168637641,0.789517089699631,0.053622666619528,1,1,FALSE,FALSE,TRUE,TRUE
"14","632a77028290d1ecbd9bfe2958610b8c",0.160939034313676,-0.128423033888976,0.0769677195324227,0.131280012630702,2.09099392955095,-0.978237519295777,0.0373220291060769,0.328700467180946,1,1,FALSE,FALSE,FALSE,TRUE
"15","5b239eddc0c4c102c7f721bae475cf22",0.177518326562405,-0.2481521290083,0.107303479738549,0.159678192195928,1.65435759394698,-1.55407651850049,0.0991405102916606,0.121260548675422,1,1,FALSE,FALSE,FALSE,TRUE
"16","51c79d7c5c2260b32f6ad5b82272898e",-0.362900208936405,0.376518339289828,0.0595023924766403,0.0950519558962119,-6.09891793979333,3.96118455154097,6.85840073653893e-08,0.000190120401421886,3.77212040509641e-06,0.0102665016767819,TRUE,TRUE,TRUE,TRUE
"17","20f887a0f58476d52027e0798805c1d2",0.0025775967202916,0.0754937355912253,0.0854664488947894,0.125182975857214,0.0301591648374752,0.603067110957123,0.975978665142564,0.547339802198109,1,1,FALSE,FALSE,FALSE,FALSE
"18","3a4c1eb8dbc9f93fbbfbd8702754c0df",0.063889059237813,-0.126698738386482,0.0721587542392952,0.113139584729214,0.885395818031198,-1.11984447078995,0.37709879126551,0.264239673979555,1,1,FALSE,FALSE,FALSE,FALSE
"19","969732ae717bf5a9282f4781499aadb4",0.29576905644744,-0.441500839026861,0.099534443189876,0.172767731883682,2.97152470008014,-2.55545890550966,0.00320141142062535,0.0110946246574377,0.156869159610642,0.565825857529323,FALSE,FALSE,FALSE,FALSE
"20","81b95cf5e2e0e3f7579b7dfa4b2ebed0",0.0658151943035414,0.00898525189810347,0.10098266773994,0.150759790265468,0.651747431282314,0.0595997903836404,0.515054925283645,0.952513416746537,1,1,FALSE,FALSE,TRUE,TRUE
"21","26de4690cd2c89c490c37a8d1418d67a",0.0968991800051567,-0.181314824183473,0.0760506688689364,0.120768440561089,1.27413974717501,-1.50134276257179,0.203797047597241,0.134528871837339,1,1,FALSE,FALSE,FALSE,FALSE
"22","c5bd025300b4ef0c652dd11cef56ac29",-0.0312137027518273,0.107332139992135,0.0934979803690875,0.138200688265247,-0.333843604199896,0.776639692170951,0.738840495581356,0.438270944545478,1,1,FALSE,FALSE,FALSE,FALSE
"23","95251fbafeb9956f566a3da93d145d63",-0.0193827072466126,0.189834488702578,0.0827811950588585,0.128105393366596,-0.234143844297382,1.48186179920882,0.815029887052061,0.139406102323706,1,1,FALSE,FALSE,TRUE,TRUE
"24","cb3f42ad378ddeda014d895db355586b",0.240957747900927,-0.308672482039532,0.0761401647139617,0.123012581256955,3.16466018698726,-2.50927570891925,0.00170627142267391,0.0126060227558604,0.0887261139790435,0.63030113779302,TRUE,FALSE,TRUE,FALSE
"25","1e2270e7a0c8c2e951edc6813b58451a",0.0604085516463127,-0.0324320697138993,0.0895435231264699,0.134540265628768,0.674627818262104,-0.241058463518928,0.500455321727877,0.809681926136696,1,1,FALSE,FALSE,TRUE,TRUE
"26","820d3c5095323f85949bc959fd15d1b7",-0.0456425650752424,0.143932050649525,0.082598460135112,0.12510368032899,-0.552583728565662,1.15050212968173,0.581058510806034,0.251072690380782,1,1,FALSE,FALSE,TRUE,TRUE
"27","92fb114641e27921122496428e2ef0dd",-0.0105049270773799,0.140451858447205,0.0437490058321623,0.0889633869771027,-0.240118075315374,1.57876024305768,0.811353925862007,0.121554232078521,1,1,FALSE,FALSE,TRUE,FALSE
"28","5431c93e93b57f0b74748eb702ea1e72",0.0820283314854965,-0.0100360953447608,0.104596295306583,0.150089445941333,0.78423744593499,-0.0668674288309635,0.433501563807653,0.946730487009114,1,1,FALSE,FALSE,TRUE,TRUE
"29","7c821085a5548386a8d91fe359fa3ff3",0.257104033023468,-0.334894271966066,0.0858668868484934,0.138707117194524,2.99421630921721,-2.41439861731398,0.00296947325136826,0.0163308925962935,0.151443135819781,0.783882844622089,FALSE,FALSE,FALSE,FALSE
"30","3a8a7409bdc33da14a01ec3e3313b9a7",0.30996821729131,-0.491794143226434,0.0407547147844433,0.0826902389948489,7.60570203793033,-5.94742679673558,9.41804889321121e-09,1.12609686318359e-06,5.36828786913039e-07,6.41875212014647e-05,TRUE,TRUE,FALSE,FALSE
"31","564e9f4d70915c0026898422d57b1431",0.012999783950498,-0.221679035667077,0.0691466392460314,0.10495762534358,0.188003120502261,-2.11208127986326,0.851530420813279,0.038996987292949,1,1,FALSE,FALSE,FALSE,TRUE
"32","386a607b118090dd71bfc8b4b4081447",0.067730932815357,0.0484431338717667,0.0798650822055392,0.117419302037688,0.84806690164102,0.412565336627687,0.397042623490808,0.680204865270229,1,1,FALSE,FALSE,TRUE,TRUE
"33","afce1dc2c06acb90ad5d3da0fffbcd02",-0.108160710491435,0.117870728971429,0.0721022549614804,0.124219696398453,-1.50010163411975,0.948889205085006,0.135571127630379,0.344116972548416,1,1,FALSE,FALSE,TRUE,TRUE
"34","1c6bf8efe709f63c28e0225da6870395",-0.0131583325212903,0.219771699780955,0.0648159349637471,0.106857101986809,-0.203010764693128,2.05668781667019,0.839256451623935,0.0405317767596007,1,1,FALSE,FALSE,TRUE,FALSE
"35","f2d099ef5556f02539ded15181a3d994",0.0831019891552955,0.0116475569634583,0.09057233699485,0.136944835538899,0.917520646066808,0.0850529113976691,0.359576317260143,0.932273702125293,1,1,FALSE,FALSE,FALSE,FALSE
"36","304a3df568087b761af6bca76a3816aa",-0.0151641320141827,-0.382446276389122,0.0466373947862341,0.0875691420550428,-0.325149637617809,-4.36736351886067,0.746279508385376,5.48560459724975e-05,1,0.00307193857445986,FALSE,TRUE,FALSE,FALSE
"37","2ddd18d49a8163e0fc79e28ea6273254",0.210484560111512,-0.429899107667036,0.0911547694985614,0.136248638960112,2.30908992770623,-3.15525432729565,0.0218707940063866,0.00182884205011192,1,0.096928628655932,FALSE,TRUE,FALSE,TRUE
"38","42604f7f8bfc866837a5370b4b667382",-0.0632336938767109,0.00396377883560664,0.0689908907072364,0.105670682872397,-0.916551347989457,0.0375106768297611,0.360590674370181,0.970118939201145,1,1,FALSE,FALSE,FALSE,FALSE
"39","de4edf45ab75f6490e1ada65b0e0306f",-0.096418758644463,-0.0268544211592201,0.0467222320338447,0.0887402369328218,-2.06365908577782,-0.302618317094978,0.0435343480154018,0.763263412942873,1,1,FALSE,FALSE,TRUE,TRUE
"40","e1a9800482df461df81429b3b8f859a1",-0.0174140610913384,-0.0801696519917915,0.074405630622875,0.115681698413208,-0.234042248490596,-0.693019320181749,0.815190390410421,0.489097396980896,1,1,FALSE,FALSE,TRUE,TRUE
"41","c38ee4acf990375c9b9df651cf77bf7c",0.015574534793099,0.028418904539156,0.0910842285712434,0.144484337216942,0.170990467146758,0.196691939670148,0.864369572084219,0.844228421605918,1,1,FALSE,FALSE,TRUE,TRUE
"42","321b7763c5946d79f50284281735d5b0",-0.13031716699213,0.0197013351052507,0.0696001876256238,0.107720659743068,-1.87236804149294,0.182892818817131,0.0632717685016023,0.855150538920997,1,1,FALSE,FALSE,FALSE,FALSE
"43","01491b7ad3b35c7e644dd24ae831bee2",-0.0207102393747392,-0.0129174859516278,0.0694750214251875,0.108784811887103,-0.298096192702012,-0.118743469125392,0.765900032685792,0.905582692432759,1,1,FALSE,FALSE,FALSE,FALSE
"44","a67690654fca1914946ee270222b7247",0.0634184306854616,-0.0460747663477082,0.0823739549744523,0.130937835722575,0.769884494499874,-0.351882754846578,0.441997241612915,0.725182630515981,1,1,FALSE,FALSE,TRUE,TRUE
"45","95c08da59378a0eb674c2b7dab943428",0.0340675394054349,-0.0182060300182102,0.0766362573354593,0.119894628359535,0.444535531743302,-0.151850256073314,0.656995210362681,0.879413237974297,1,1,FALSE,FALSE,TRUE,TRUE
"46","6a49b0df18b1abfe220ecc00d5cbf296",0.0339104031849059,-0.0684975754576968,0.0736802935342981,0.114551529135564,0.460237080476894,-0.597962995121912,0.64573672712733,0.550393241212416,1,1,FALSE,FALSE,TRUE,TRUE
"47","5c4a1032c65d0d99d6d6bee379b63a2c",0.0506618664683608,-0.231528253029942,0.0910245760229195,0.1361442878597,0.556573495663462,-1.70060938045773,0.578550788055968,0.09084492044423,1,1,FALSE,FALSE,FALSE,FALSE
"48","c4228a5878f56464e576996e95eefc5e",-0.0306296447517529,-0.0259608562668206,0.0674075094860496,0.10737288603388,-0.454395140619932,-0.241782234097993,0.65012752600152,0.809242035308766,1,1,FALSE,FALSE,FALSE,FALSE
"49","f55e6f0203460ecfb665c9dbc579b714",0.0499560878378489,-0.0515425698023683,0.0825170599447111,0.128221118961952,0.605403147801448,-0.401981906098189,0.54547614573046,0.688050678738966,1,1,FALSE,FALSE,FALSE,FALSE
"50","b73c9d186b67a61bce0ba79c990aef39",0.148511401553174,-0.398010324218573,0.08236288934547,0.127604974328672,1.80313491589938,-3.11908157430774,0.0730031635277553,0.00210622287558999,1,0.109523589530679,FALSE,FALSE,FALSE,FALSE
"51","6960eba3db7d4d863d042ab497d7481a",0.0736630248838399,-0.175148543550413,0.0767093436048386,0.128788502734299,0.960287514169181,-1.35997033766095,0.338070024305818,0.175370347022331,1,1,FALSE,FALSE,TRUE,TRUE
"52","d2a7d567b64364c09cf4bea1e3f5aef5",-0.250690013314546,0.182734360819424,0.0376844991759775,0.0828422727279356,-6.65233766657968,2.20581056991937,5.1146985730927e-08,0.0330599061754138,2.86423120093191e-06,1,TRUE,FALSE,FALSE,TRUE
"53","6545176af2fa076f03140433793c0d00",0.0940075419420149,-0.0798223636654345,0.0952098187137966,0.143072711662291,0.987372344701173,-0.557914662677584,0.3242720235056,0.577327237972828,1,1,FALSE,FALSE,FALSE,TRUE
"54","ebc68f0a3a40711c1b0df994d93a6cac",-0.2513258193371,0.236664202519807,0.0519900525679403,0.0904360205445423,-4.83411358372198,2.61692410938452,3.00502239276633e-05,0.0132847179233396,0.00159266186816615,0.650951178243642,TRUE,FALSE,FALSE,TRUE
"55","719ab97ff4cf3c7b809b054134f4dc70",0.0844984511753726,-0.0266241124472312,0.110001828319014,0.16757915273543,0.768154970391224,-0.158874848169597,0.443005442479735,0.873875455640331,1,1,FALSE,FALSE,TRUE,TRUE
"56","3fae853851bfe19cdb50e15749f373b6",0.026775216454249,0.139904601829877,0.0718839842404824,0.1156202663646,0.372478191590975,1.21003528385499,0.709784965239074,0.22716405013119,1,1,FALSE,FALSE,TRUE,FALSE
"57","a99fb503372ef5103fa41e0c743bbad2",-0.0397589027600475,0.183436177159047,0.0856683921620993,0.130689863342904,-0.464102357434429,1.40359911983186,0.642949768700812,0.161591586523935,1,1,FALSE,FALSE,TRUE,TRUE
