"","Intercept..Est","Intercept..SE","Intercept..t.val","Intercept..pval","CASE_CONTROL.Est","CASE_CONTROL.SE","CASE_CONTROL.t.val","CASE_CONTROL.pval","A_SMK_CIG_CUR_FREQ.Est","A_SMK_CIG_CUR_FREQ.SE","A_SMK_CIG_CUR_FREQ.t.val","A_SMK_CIG_CUR_FREQ.pval","F1_SDC_AGE_CALC.Est","F1_SDC_AGE_CALC.SE","F1_SDC_AGE_CALC.t.val","F1_SDC_AGE_CALC.pval","PM_BIOIMPED_WEIGHT.Est","PM_BIOIMPED_WEIGHT.SE","PM_BIOIMPED_WEIGHT.t.val","PM_BIOIMPED_WEIGHT.pval","PM_WAIST_AVG.Est","PM_WAIST_AVG.SE","PM_WAIST_AVG.t.val","PM_WAIST_AVG.pval","PM_WAIST_HIP_RATIO.Est","PM_WAIST_HIP_RATIO.SE","PM_WAIST_HIP_RATIO.t.val","PM_WAIST_HIP_RATIO.pval","PM_STANDING_HEIGHT_AVG.Est","PM_STANDING_HEIGHT_AVG.SE","PM_STANDING_HEIGHT_AVG.t.val","PM_STANDING_HEIGHT_AVG.pval","A_SLE_LIGHT_EXP.Est","A_SLE_LIGHT_EXP.SE","A_SLE_LIGHT_EXP.t.val","A_SLE_LIGHT_EXP.pval","NUT_VEG_DAY_QTY.Est","NUT_VEG_DAY_QTY.SE","NUT_VEG_DAY_QTY.t.val","NUT_VEG_DAY_QTY.pval","REFINED_GRAIN_SERVINGS_DAY_QTY.Est","REFINED_GRAIN_SERVINGS_DAY_QTY.SE","REFINED_GRAIN_SERVINGS_DAY_QTY.t.val","REFINED_GRAIN_SERVINGS_DAY_QTY.pval","PM_BIOIMPED_FFM.Est","PM_BIOIMPED_FFM.SE","PM_BIOIMPED_FFM.t.val","PM_BIOIMPED_FFM.pval","Intercept..pval.holm","CASE_CONTROL.pval.holm","A_SMK_CIG_CUR_FREQ.pval.holm","F1_SDC_AGE_CALC.pval.holm","PM_BIOIMPED_WEIGHT.pval.holm","PM_WAIST_AVG.pval.holm","PM_WAIST_HIP_RATIO.pval.holm","PM_STANDING_HEIGHT_AVG.pval.holm","A_SLE_LIGHT_EXP.pval.holm","NUT_VEG_DAY_QTY.pval.holm","REFINED_GRAIN_SERVINGS_DAY_QTY.pval.holm","PM_BIOIMPED_FFM.pval.holm","CASE_CONTROL.rab.all","CASE_CONTROL.rab.win.0","CASE_CONTROL.rab.win.1","CASE_CONTROL.diff.btw","CASE_CONTROL.diff.win","CASE_CONTROL.effect","CASE_CONTROL.overlap","A_SMK_CIG_CUR_FREQ.rab.all","A_SMK_CIG_CUR_FREQ.rab.win.0","A_SMK_CIG_CUR_FREQ.rab.win.1","A_SMK_CIG_CUR_FREQ.diff.btw","A_SMK_CIG_CUR_FREQ.diff.win","A_SMK_CIG_CUR_FREQ.effect","A_SMK_CIG_CUR_FREQ.overlap"
"7e464b9b7f9ca86103a675a09263efec",2.89810515381653,6.23434829941252,0.467531921591312,0.604128567234329,0.167887676990004,0.393708638254409,0.435374651357691,0.645912868472843,0.096597850132531,0.843868317642543,0.104927412850615,0.85530226727356,-0.0296177769191614,0.0258364530286223,-1.15670816281533,0.275740298440585,-0.0053055999209737,0.0485262946938299,-0.119076439888882,0.67003996985689,3.31792079231246e-05,0.0533237429552285,0.0152543340238251,0.627892649865972,-2.15942584248163,5.54842931274155,-0.399875252823372,0.609152045651999,-0.00498828317627058,0.0385069159500739,-0.128739909816232,0.701505231449018,-0.0867576397682149,0.362938555505325,-0.237070762127161,0.754725319331611,-0.0847164725732506,0.124077615547368,-0.681392567232736,0.516528849769203,-0.239569114914686,0.237385243943217,-1.00754924468839,0.348314114976668,0.0749655628954009,0.072136038254456,1.04701137302135,0.317024713586624,1,1,1,1,1,0.992776217085648,1,1,1,1,1,1,1.79063179929456,1.72743522964076,1.86127841903164,0.177678891926282,2.61826908840254,0.0489975100359109,0.46780000010778,1.79063179929456,1.82470765314611,1.50336424390142,-0.368245988644056,1.78976320175481,-0.155164086689759,0.416536678879364
"41f01f3e3cbf6beb908ae1ebb553208e",-7.16786900567532,9.73192297001719,-0.730239359483145,0.464768930996276,0.607228079455153,0.614585832569434,0.987116278724401,0.386842353120562,-0.140001012291753,1.31729269359383,-0.103641157081567,0.541706485681639,-0.0193792504805975,0.0403311394579468,-0.485234462763856,0.52546128627189,-0.0232164066289531,0.0757503654432026,-0.309824982552573,0.539327561678655,0.00323298426982569,0.0832392631900567,0.0375074838180823,0.576949986339375,1.35250600245372,8.66119184923859,0.153197266696749,0.586082153749235,0.00705113378351596,0.0601099460346735,0.112135948470341,0.566356984700073,0.0376293366223845,0.566553213807444,0.062825538497192,0.601496555920618,-0.17772493121912,0.193687253072496,-0.935067412208922,0.39606944128856,0.112293647821773,0.370562374336998,0.304686248560554,0.545419287955652,0.0516414049144061,0.112605573820881,0.467802532184124,0.505964399253905,0.995133656621197,0.985712264423744,0.985255257426375,1,0.992588619607624,1,0.998220312973554,1,1,0.977154149414887,0.99627437549944,0.982691757997387,-4.71173153144944,-5.05216400440091,-4.36381793350094,0.742090657646332,5.41111091538019,0.12003428057499,0.443600000190423,-4.71173153144944,-4.73224504044943,-4.4245897950047,0.262101133525308,5.20087653380712,0.0483465399319164,0.478939161845372
"bc6f21affc11d8c4a5d6454f728e4add",7.5189719820256,9.533422625637,0.79889943762543,0.451566070018454,-0.262242390479794,0.602050231970038,-0.440629358159368,0.53812936387038,-1.07621455127814,1.29042410306619,-0.840039795102028,0.439486857550818,-0.0295628836727631,0.0395085122036711,-0.750368869342063,0.451091557104564,0.00287571900768125,0.0742052983815616,0.0448778548507249,0.631503863303169,0.0410794463136326,0.0815414463803588,0.504096335912333,0.529101563352162,-4.75882201617732,8.4845310217625,-0.564969997625163,0.500566322160893,-0.0520035860974453,0.0588838938941749,-0.891499560842498,0.426265519461822,-0.251040136908641,0.554997326199521,-0.447023255612204,0.557284766412017,-0.0637399682021569,0.189736647775331,-0.33741937283801,0.576325890332637,0.0368242341885044,0.363004077878338,0.102720276086239,0.601648468117012,-0.031553605844648,0.110308777468152,-0.291412288052456,0.566448406487449,0.999080860635096,0.994718028493205,0.975193526097163,0.99301181594463,1,1,1,0.996235468844159,1,0.999009833110392,1,1,-4.38696140887019,-4.37043938760847,-4.40425824600379,-0.112306627734114,5.51692871936144,-0.019900356050594,0.490101979637072,-4.38696140887019,-4.33570747594718,-5.01118787230748,-1.00266142665356,5.1026940593074,-0.1706393244163,0.437500012917482
"c2ba82ad21732bcd0ef11c61560cf91c",-4.18829653777202,9.24890847561489,-0.452337884803883,0.640541343577523,0.754961215746219,0.584082727879856,1.30166958116168,0.227262680108034,-1.39933010484758,1.25191286410521,-1.12300306434031,0.316137230637668,-0.020673517300137,0.0383294256143451,-0.542579030382474,0.581819548290337,-0.0189173773225094,0.071990725690806,-0.259586089476152,0.745455693434826,0.0350403119819473,0.0791079347005039,0.439027497024455,0.648132031730938,-1.53710578403486,8.23131984810684,-0.182684112427501,0.726980579137328,0.0183123575096973,0.0571265710858646,0.318498002538207,0.708598302644405,0.340098737888524,0.538434062539777,0.628141733434653,0.540168313722925,0.0314235849610943,0.184074173426961,0.178203589594833,0.715680098516779,-0.670093325642655,0.352170634242432,-1.90519554344576,0.097347979745256,0.0491808242224696,0.107016737526806,0.461327608013099,0.647892462136079,1,1,0.99235421228882,1,1,1,1,1,1,1,0.910874584750438,1,1.34755758201322,1.15015355494323,1.63226182959893,0.700307866357274,4.92557432375414,0.121028000554209,0.428200000244373,1.34755758201322,1.37735235810483,0.947659790867026,-0.872323148291548,5.10213727208565,-0.156928588787923,0.393135748140252
"250a576e3788b3f444938c7b08afb2e3",5.00334705187499,6.84848690113288,0.732220818342372,0.469315420889109,0.368941587286295,0.432492431037622,0.857855859667062,0.403400375481124,-4.04066400047741,0.926996831441161,-4.36347458242486,0.000105312608180501,0.0100929425060286,0.0283815728028748,0.36377564670472,0.714556274462944,-0.0282334817545916,0.0533065651148373,-0.529755475856359,0.601869191748362,0.12056791502255,0.0585766045799321,2.0634329563242,0.0435343470067164,-12.4199189925028,6.09499881066203,-2.04258825361093,0.0484691502853343,0.0581613410656144,0.0423001887000693,1.38088250679951,0.175603276771028,0.197342362197206,0.398691222229039,0.490184698799606,0.630667754556098,0.282187943403104,0.136300361158844,2.085898158508,0.0572748051998064,0.0837118620390668,0.260769795909631,0.321680433935641,0.742922652675541,-0.159491496464333,0.0792420778177914,-2.02020020808495,0.0504601387106963,1,1,0.00596109467051058,1,1,0.996220245373804,0.97605439902202,1,1,0.948359327172391,1,0.99623680177506,7.31988437570806,7.08885509718347,7.52751148570099,0.38680844174418,3.27863853902874,0.0848092347222229,0.447110578062645,7.31988437570806,7.37359605189893,4.17669031558783,-3.45952788012774,5.09522110586689,-0.608253065147964,0.242187571447736
"eedb6e6a512baecd8df273d5495ca5c0",-6.74985650815225,9.67902931661151,-0.700138104873993,0.459822047172384,0.543595767360717,0.611245517390602,0.888442924244437,0.417002807782753,-0.678315094226954,1.31013311954218,-0.523452742099114,0.552927160197525,0.00198084262466215,0.0401119370127038,0.0455702628881572,0.583113510560468,0.0139945007033306,0.0753386571315513,0.190980121853729,0.585018862787368,0.0184369127936382,0.082786852217376,0.219635100560369,0.575659362285968,0.693390228514503,8.61411769121605,0.0852018035777561,0.598149358128198,0.033141375294488,0.0597832444504555,0.558023819075604,0.521873158459181,0.247169805378062,0.563473959129892,0.444850704567706,0.562707699276339,0.105089389151762,0.192634549874507,0.544026662520033,0.490234763829464,0.558068958252882,0.368548343003853,1.52711219275816,0.211427809633091,-0.17589324775321,0.111993554982304,-1.58167829230691,0.179641145126084,1,0.994012591588501,0.993475282046401,1,1,0.999722128321852,1,1,1,1,0.945177809215718,0.925168615173648,-4.67409830990878,-5.04354254097965,-4.31418496662194,0.715696630275094,5.55101043726698,0.115844548367119,0.446600000180054,-4.67409830990878,-4.66447827309415,-4.84063756666531,-0.529131999788475,4.9548659550218,-0.0946784968335677,0.455538230618297
"ed32eeb458a2b9bdee12e2db96fcb98b",-5.49783821543664,9.56273763054383,-0.574183309625735,0.564553995567799,0.044571304610764,0.603901519403462,0.0782931726598897,0.808250390476007,-3.88592283236091,1.29439212068156,-3.00979135038581,0.00733900957614851,-0.0152733862103556,0.0396299997611405,-0.386613924158728,0.679897293556922,0.0347713002537304,0.0744334775750779,0.465556303829477,0.635707553353876,-0.00987167343281622,0.0817921840214577,-0.119808136604822,0.739642930653609,3.49287792405865,8.51062071465687,0.409470676091492,0.650074979766046,0.024944371300195,0.0590649602022811,0.423689340945628,0.640332906714384,0.350954119020609,0.556703927278662,0.629312268844241,0.544616945204045,0.354936535031579,0.190320082600258,1.86580333647097,0.0782856380645576,0.0363956079586713,0.364120305149705,0.100441845872874,0.797628583562826,-0.0250795503091563,0.110647973838619,-0.225844296082547,0.771049910357068,1,1,0.310830108513122,1,1,1,1,1,1,0.984920237755836,1,1,3.1110444270001,2.78444665999327,3.47156216748497,0.305256206973226,4.96831449168088,0.0535242880077066,0.465400000115888,3.1110444270001,3.27056001524682,-0.621900996114957,-3.79163896707147,5.45311628006293,-0.635176062065844,0.226562579367501
"645dd8b575c7e7c0952933bbe90b4bb9",-17.5544701104071,10.4858333087152,-1.68714444304127,0.152361441902291,0.521240352235822,0.662196424496526,0.789540796249326,0.458640999871544,1.25690862239581,1.41934041672638,0.893296100042273,0.422454921246498,-0.0039379609559074,0.0434555027623516,-0.0857181397227991,0.654722562660719,-0.103091450478896,0.0816185770847995,-1.26137520696577,0.285524696009727,0.123760844289099,0.0896876230155429,1.38312522170151,0.228943674008219,-5.05827823529737,9.33215503921705,-0.541158134548876,0.555772981844378,0.091526579361499,0.0647665293136138,1.42430701978292,0.221210182032079,-0.200419486370512,0.610442826027755,-0.334944692912423,0.578912180660224,-0.146021336740381,0.208691772016515,-0.709181439250506,0.473642355650779,0.297842611323227,0.399269013919518,0.749199325170282,0.469986432091458,-0.0220092918480861,0.121328876148707,-0.188311946393553,0.555016589165376,0.934239529687118,0.996934901522515,1,1,0.973930811600578,0.991533077741511,1,0.969215067878093,1,1,1,0.999570033403765,-4.41945599413115,-4.80708856715649,-4.02499969848461,0.857341874165772,6.01016540946347,0.126191949425553,0.437000000213388,-4.41945599413115,-4.476374027351,-3.3034857180699,1.29751600200879,6.19444837707306,0.198253316884165,0.406250019768453
"0f898170dbe4592000abdcde0dd2ba2e",3.03890844380895,4.14923965961118,0.737746447694505,0.468090548024526,0.513664969709707,0.26203083589838,1.95541171531578,0.0558507784325638,-2.91866637823954,0.5616323828718,-5.18407737781917,1.33420996196414e-06,0.00473388732097292,0.0171953234598945,0.268365215953568,0.780828543866882,-0.0213300569663125,0.0322964352980716,-0.675289025698573,0.512263919199498,0.0497669118350924,0.0354893532479724,1.41424040293872,0.168745807018105,-3.77088738006732,3.69272967234536,-1.02077530393771,0.314219949814469,0.0366766029018067,0.0256280873566876,1.43350152992801,0.158817748038427,-0.391985167879046,0.241551959592408,-1.6252661390956,0.109966108136296,0.192863441668478,0.0825792430217033,2.33193498332975,0.0228339064226612,0.0801653193682518,0.157990574390669,0.500697147537546,0.623289570183111,-0.0398154223475911,0.0480097832905523,-0.824864720438978,0.417889895954669,1,1,7.710522405776e-05,1,1,1,1,1,1,0.915210537679999,1,1,7.65649092728837,7.56588242135993,7.77907295029964,0.381497124208515,2.44234253775681,0.136646720969746,0.436312737668215,7.65649092728837,7.76260231637745,5.70427534977271,-2.2528076014018,2.74979677030653,-0.6974611379745,0.170046920413851
"b5c3abd1c966bb0457d8dfe34c35b160",-6.178451735935,11.6333665606778,-0.534776469151723,0.585656163268716,0.626978567967842,0.734664905929371,0.855870450504362,0.42082162205991,-0.641754695152999,1.57466811230346,-0.408859418955034,0.665793690744788,0.0499399398054515,0.0482111223619027,1.04037494803081,0.340477079338994,0.0876292470488776,0.090550631259725,0.969346588931405,0.364625496080742,-0.125104111300092,0.0995027256087038,-1.25917555548394,0.241462081489819,15.7900905564228,10.3534337401737,1.52726070490352,0.153639606156227,-0.00022927923532597,0.0718543537919804,-0.000587143508547745,0.763664976875826,0.118435605419762,0.67724757302928,0.176981292121838,0.747474879332601,0.451583194450095,0.231530276191564,1.95189615669635,0.0635393639335732,-0.350994782673317,0.44296363088145,-0.792878849135752,0.459861468234513,-0.136012476381417,0.134606687811818,-1.01164051702273,0.349575809404875,1,1,1,1,1,0.995719993083494,1,1,1,0.967117616972309,1,1,1.85887039618375,1.99906697619015,1.7536704160633,0.339999375265021,7.12381756427596,0.0430794475102153,0.476104779123992,1.85887039618375,1.92360275745961,1.143724201625,-0.984359831655541,6.41285109132006,-0.137052865502325,0.42500001561
