,sum_sq,df,F,PR(>F)
CASE_CONTROL,429.3315390537911,1.0,3.701741238000244,0.05935389168074382
A_SMK_CIG_CUR_FREQ,1765.531370295116,1.0,15.222595327630168,0.00025479660043344884
F1_SDC_AGE_CALC,0.10014347625744975,1.0,0.0008634474806949935,0.9766605976299473
SDC_GENDER,1657.097788722323,1.0,14.287669695619286,0.0003775695074710433
PM_BIOIMPED_WEIGHT,43.48324387066224,1.0,0.37491705676410736,0.5427712028347635
PM_WAIST_AVG,86.30582674860842,1.0,0.7441378256513327,0.3919536069195516
PM_WAIST_HIP_RATIO,131.62919978224687,1.0,1.1349206676797796,0.29122015647854216
PM_STANDING_HEIGHT_AVG,791.9179771637217,1.0,6.827999265186522,0.011455625131553765
A_SLE_LIGHT_EXP,147.0337149591616,1.0,1.2677400016785367,0.26490945740760186
NUT_VEG_DAY_QTY,37.395804117531554,1.0,0.32243051729936384,0.5723806466863224
REFINED_GRAIN_SERVINGS_DAY_QTY,100.31957987937544,1.0,0.8649658644617211,0.35627496857717633
PM_BIOIMPED_FFM,37.47332894487831,1.0,0.3230989444337663,0.571983911650618
Residual,6610.915283556208,57.0,,
