,sum_sq,df,F,PR(>F)
Both_case_control,8.024446717288145,1.0,0.1684824074012542,0.684380992295728
A_SMK_CIG_CUR_FREQ,0.8160496199259436,1.0,0.017133892138356192,0.8967310353850656
F1_SDC_AGE_CALC,85.47741099721274,1.0,1.7946956956184763,0.19041570318796022
SDC_GENDER,14.009301709729217,1.0,0.2941412612262137,0.5915852279203829
A_HS_DENTAL_VISIT_LAST,269.54597998648734,1.0,5.659425155831955,0.023925152503604778
PM_BIOIMPED_BMI,42.97553741541122,1.0,0.9023204039116756,0.34975057087233463
PM_BIOIMPED_WEIGHT,35.76035712158484,1.0,0.750829467705574,0.3930913864929019
PM_WAIST_AVG,0.7681289577634367,1.0,0.01612774320250409,0.8997917065424891
PM_WAIST_HIP_RATIO,18.539355440169633,1.0,0.38925490395466444,0.5374069574515521
PM_STANDING_HEIGHT_AVG,58.39349123924566,1.0,1.2260379222602644,0.2769783962790722
A_SLE_LIGHT_EXP,56.02560555357035,1.0,1.1763214626925238,0.2867455954131649
NUT_VEG_DAY_QTY,12.75175666963799,1.0,0.26773766939805593,0.6086479902853885
NUT_JUICE_DAY_QTY,3.892165454967597,1.0,0.08172045113641838,0.7769439949343756
REFINED_GRAIN_SERVINGS_DAY_QTY,0.7587306853237865,1.0,0.015930415757780245,0.9004032554051957
PM_BIOIMPED_FFM,35.80734716549683,1.0,0.7518160772502703,0.3927844742508383
SALT_SEASONING,168.7423234457718,1.0,3.542937461765921,0.06953150669854456
NUTS_SEEDS_SERVINGS_PER_DAY,1.7410388978918698,1.0,0.03655509659800954,0.8496618151332095
Residual,1428.8340559220444,30.0,,
