,sum_sq,df,F,PR(>F)
UC_case_control,0.08840796005831723,1.0,1.055497818145697,0.31492841052698406
A_SMK_CIG_CUR_FREQ,0.12066216409302437,1.0,1.4405790027155325,0.24226264202573414
F1_SDC_AGE_CALC,0.00842709207385509,1.0,0.10061059311174708,0.7539595546378288
SDC_GENDER,0.8090503754755124,1.0,9.659208350934259,0.004953633931702253
PM_BIOIMPED_WEIGHT,0.026720688539494802,1.0,0.31901684457127294,0.5776669848043714
PM_WAIST_AVG,0.031544997225481666,1.0,0.3766140031162904,0.545443256764127
PM_WAIST_HIP_RATIO,0.026127118689915404,1.0,0.311930246478354,0.5818952189083837
PM_STANDING_HEIGHT_AVG,0.0008739734373465252,1.0,0.010434321249218415,0.9195241384070352
A_SLE_LIGHT_EXP,0.03129604979485695,1.0,0.37364183330619594,0.5470203670961781
NUT_VEG_DAY_QTY,0.06264405925193697,1.0,0.7479040101886022,0.3960712552567798
REFINED_GRAIN_SERVINGS_DAY_QTY,0.22966677370165597,1.0,2.7419790976146805,0.11132554838985363
PM_BIOIMPED_FFM,0.046938474089786755,1.0,0.5603958846712164,0.46168811795369535
Residual,1.9264682942817943,23.0,,
