"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.0552308242641285,0.0552308242641285,0.964991114366156,0.0247655930815898,0.43
"Residuals",38,2.17491258809718,0.0572345417920312,NA,0.97523440691841,NA
"Total",39,2.23014341236131,NA,NA,1,NA
