"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,243.740583295903,243.740583295903,2.08558013232697,0.0160323698461079,0.004
"Residuals",128,14959.2883909312,116.86944055415,NA,0.983967630153892,NA
"Total",129,15203.0289742271,NA,NA,1,NA
