,sum_sq,df,F,PR(>F)
Crohn_case_control,0.01637088070951513,1.0,0.06650948217201567,0.8022886959262152
A_SMK_CIG_CUR_FREQ,0.014213109016149373,1.0,0.05774316834213253,0.8154832757773591
F1_SDC_AGE_CALC,0.04452544150064128,1.0,0.18089216519468104,0.6805964422278232
SDC_GENDER,7.152471547776733e-05,1.0,0.00029058129940206216,0.9867714800979892
A_HS_DENTAL_VISIT_LAST,0.6646386436598068,1.0,2.700207325781305,0.1347490327976387
PM_BIOIMPED_BMI,0.051145626573761885,1.0,0.20778779096515312,0.6593060894471867
PM_BIOIMPED_WEIGHT,0.005203166767152109,1.0,0.021138748334827807,0.8876057231975937
PM_WAIST_AVG,0.10632782408492487,1.0,0.43197483665342656,0.5274701101661861
PM_WAIST_HIP_RATIO,0.01195792004738118,1.0,0.04858108029236522,0.8304696216909591
PM_STANDING_HEIGHT_AVG,0.02473647674657491,1.0,0.1004961363024636,0.758465372779614
A_SLE_LIGHT_EXP,3.8814728005490924e-05,1.0,0.00015769142211099138,0.990254768813909
NUT_VEG_DAY_QTY,0.018527478432208373,1.0,0.07527102654673637,0.7900046874832458
NUT_JUICE_DAY_QTY,0.18503196422450713,1.0,0.7517237675973139,0.40845172256472134
REFINED_GRAIN_SERVINGS_DAY_QTY,0.1269937732566593,1.0,0.5159337636283433,0.4908062935681673
PM_BIOIMPED_FFM,0.005581755099024853,1.0,0.02267682770612201,0.8836215433619762
SALT_SEASONING,0.01039379797175169,1.0,0.04222656881861954,0.8417612089063925
NUTS_SEEDS_SERVINGS_PER_DAY,0.15136424648652044,1.0,0.614942948507624,0.45307674566392203
Residual,2.215292039179785,9.0,,
