,sum_sq,df,F,PR(>F)
CASE_CONTROL,0.27806347346774074,1.0,2.0804506436634362,0.15476606172820037
A_SMK_CIG_CUR_FREQ,0.0655313239771004,1.0,0.4903005901783517,0.4866922171708541
F1_SDC_AGE_CALC,0.025686311621124967,1.0,0.19218311157185744,0.6627923739297163
SDC_GENDER,1.9490481213197504,1.0,14.58263600019767,0.0003379749711500624
PM_BIOIMPED_WEIGHT,0.02778322251116184,1.0,0.207872046031594,0.6502035955611041
PM_WAIST_AVG,0.0005631452707595458,1.0,0.004213411874694282,0.94847618880914
PM_WAIST_HIP_RATIO,0.09702671673486452,1.0,0.7259468234579803,0.397829290454508
PM_STANDING_HEIGHT_AVG,0.04764664352787934,1.0,0.3564887144642496,0.5528693001448726
A_SLE_LIGHT_EXP,0.07264874649870201,1.0,0.5435526267785799,0.4640420520549834
NUT_VEG_DAY_QTY,0.0002236854903209509,1.0,0.0016735985367397877,0.9675134414946779
REFINED_GRAIN_SERVINGS_DAY_QTY,0.29006542719376693,1.0,2.17024838675833,0.1463024522128686
PM_BIOIMPED_FFM,0.12470799127884404,1.0,0.9330561022289214,0.3382231942981955
Residual,7.484702682863819,56.0,,
