,sum_sq,df,F,PR(>F)
Both_case_control,0.3560058024898428,1.0,2.281335814120097,0.14140125304257328
A_SMK_CIG_CUR_FREQ,0.3692465634144863,1.0,2.366184493249289,0.1344716509644585
F1_SDC_AGE_CALC,0.22559952531038177,1.0,1.4456738433462788,0.23862804533856707
SDC_GENDER,0.26116900338297994,1.0,1.6736081175886006,0.20564810974781628
A_HS_DENTAL_VISIT_LAST,0.212625924138428,1.0,1.362537161908248,0.252292687086378
PM_BIOIMPED_BMI,0.15218075892085883,1.0,0.975195946577407,0.33128595792662763
PM_BIOIMPED_WEIGHT,0.16638742109113244,1.0,1.066234258260754,0.3100505130639117
PM_WAIST_AVG,0.13139469603648488,1.0,0.8419958993842783,0.3661451170636054
PM_WAIST_HIP_RATIO,0.12524691993416426,1.0,0.8026000757731847,0.37744970664343
PM_STANDING_HEIGHT_AVG,0.09510037054884929,1.0,0.609416699817335,0.4411241853282343
A_SLE_LIGHT_EXP,0.04366858488638624,1.0,0.27983450257415077,0.6007022416685432
NUT_VEG_DAY_QTY,0.3307629858288172,1.0,2.1195762548789014,0.15581301550334653
NUT_JUICE_DAY_QTY,0.30926477339761943,1.0,1.9818126521065769,0.16947779039508146
REFINED_GRAIN_SERVINGS_DAY_QTY,0.00798106289660259,1.0,0.0511437861220929,0.8226185788519166
PM_BIOIMPED_FFM,0.1859988122816211,1.0,1.191906842175612,0.2836358192439933
SALT_SEASONING,0.05619959319845988,1.0,0.3601349860197425,0.5529377862126482
NUTS_SEEDS_SERVINGS_PER_DAY,0.03203630855700426,1.0,0.20529322149287485,0.6537419926579568
Residual,4.681544035994801,30.0,,
