"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,484.237124022915,484.237124022915,0.714414501116559,0.0152932346203222,0.991
"Residuals",46,31179.2491197206,677.809763472187,NA,0.984706765379678,NA
"Total",47,31663.4862437435,NA,NA,1,NA
