,sum_sq,df,F,PR(>F)
CASE_CONTROL,4.855523153011366,1.0,0.35742283020633925,0.5505317885810825
A_SMK_CIG_CUR_FREQ,0.2721449366940519,1.0,0.020033024338311778,0.887569324142888
F1_SDC_AGE_CALC,12.857517451082593,1.0,0.9464624370997372,0.3316478811551441
SDC_GENDER,10.586691094107648,1.0,0.7793032746696789,0.37828005313655444
PM_BIOIMPED_WEIGHT,36.06073950583571,1.0,2.654488747626651,0.10463274794242167
PM_WAIST_AVG,35.4733722748857,1.0,2.6112517057177036,0.107484780085854
PM_WAIST_HIP_RATIO,0.18630653682586962,1.0,0.013714322345872255,0.9068769822469992
PM_STANDING_HEIGHT_AVG,13.343472507305643,1.0,0.9822343665241908,0.3226938329208975
A_SLE_LIGHT_EXP,3.896148629811348,1.0,0.28680173614413884,0.5927970945416323
NUT_VEG_DAY_QTY,1.9760987544484445,1.0,0.1454637919178987,0.7032621991688517
REFINED_GRAIN_SERVINGS_DAY_QTY,0.6452657705852183,1.0,0.04749904607391402,0.8276677906853027
PM_BIOIMPED_FFM,9.25191158998376,1.0,0.6810480191531869,0.41008492317653733
Residual,3110.922716933603,229.0,,
