,sum_sq,df,F,PR(>F)
CASE_CONTROL,0.005257650244073478,1.0,2.4479323196769363,0.12374575185091857
A_SMK_CIG_CUR_FREQ,5.394895157426331e-06,1.0,0.002511832777773482,0.9602202249438444
F1_SDC_AGE_CALC,0.00027076276864596634,1.0,0.12606561896748472,0.7239828382660303
SDC_GENDER,5.517417213717644e-06,1.0,0.0025688783566053686,0.9597714365598727
A_HS_DENTAL_VISIT_LAST,0.00029878324161237816,1.0,0.13911179324741743,0.7106817031276822
PM_BIOIMPED_BMI,3.866584830734477e-05,1.0,0.018002601037596183,0.8937831311579395
PM_BIOIMPED_WEIGHT,4.384549813969757e-05,1.0,0.020414216805213697,0.8869384811629152
PM_WAIST_AVG,0.001804709680737972,1.0,0.8402626553738834,0.3635535096471353
PM_WAIST_HIP_RATIO,0.0012368822432505555,1.0,0.5758854009546456,0.45135587114356523
PM_STANDING_HEIGHT_AVG,0.00011414283677864978,1.0,0.053144261455015336,0.8185842195494231
A_SLE_LIGHT_EXP,0.005405561852018381,1.0,2.5167991306543027,0.11870200358574096
NUT_VEG_DAY_QTY,0.0049699766536259885,1.0,2.313993117393995,0.13427237395495306
NUT_JUICE_DAY_QTY,4.301215164250787e-06,1.0,0.0020026215373155766,0.9644774645141898
REFINED_GRAIN_SERVINGS_DAY_QTY,0.011746065477851885,1.0,5.468901881536664,0.023237380406912415
PM_BIOIMPED_FFM,0.0022137923307645082,1.0,1.0307292314927212,0.3146881363105484
SALT_SEASONING,0.0005919849669086969,1.0,0.2756248639574642,0.6018146100717526
NUTS_SEEDS_SERVINGS_PER_DAY,0.00327108804837625,1.0,1.5230001583226787,0.2227145529377364
Residual,0.11168520080976024,52.0,,
