"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,125.62154593447,125.62154593447,1.12639422317333,0.023901557539903,0.243
"Residuals",46,5130.16756842546,111.525381922293,NA,0.976098442460097,NA
"Total",47,5255.78911435993,NA,NA,1,NA
