"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,61.4627251042521,61.4627251042521,0,0.0151688298470072,1
"md$A_SMK_CIG_CUR_FREQ",1,94.3400528055941,94.3400528055941,0,0.0232828630090587,1
"md$F1_SDC_AGE_CALC",1,100.619924513284,100.619924513284,0,0.0248327179045813,1
"md$PM_BIOIMPED_WEIGHT",1,88.0757198687674,88.0757198687674,0,0.0217368430390272,1
"md$PM_WAIST_AVG",1,62.1891450340958,62.1891450340958,0,0.0153481082681085,1
"md$PM_WAIST_HIP_RATIO",1,78.319195773286,78.319195773286,0,0.0193289599903737,1
"md$PM_STANDING_HEIGHT_AVG",1,84.4059894241794,84.4059894241794,0,0.0208311637577406,1
"md$A_SLE_LIGHT_EXP",1,62.2192631779905,62.2192631779905,0,0.0153555413423706,1
"md$NUT_VEG_DAY_QTY",1,86.7120649079777,86.7120649079777,0,0.0214002967821673,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,69.7582976266037,69.7582976266037,0,0.0172161541051104,1
"md$PM_BIOIMPED_FFM",1,106.721608485953,106.721608485953,0,0.0263385965620056,1
"md$UC_case_control:md$A_SMK_CIG_CUR_FREQ",1,102.76968680419,102.76968680419,0,0.0253632732671519,1
"md$UC_case_control:md$F1_SDC_AGE_CALC",1,67.6846482892449,67.6846482892449,0,0.0167043832080764,1
"md$UC_case_control:md$PM_BIOIMPED_WEIGHT",1,173.643380253256,173.643380253256,0,0.0428547039633066,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,65.7874586719679,65.7874586719679,0,0.0162361620798532,1
"md$UC_case_control:md$PM_WAIST_AVG",1,82.3974316941885,82.3974316941885,0,0.0203354572886173,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,54.9126744137034,54.9126744137034,0,0.0135522955289197,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,77.8755222520811,77.8755222520811,0,0.0192194625976146,1
"md$UC_case_control:md$PM_WAIST_HIP_RATIO",1,74.4760655996647,74.4760655996647,0,0.0183804861375681,1
