,sum_sq,df,F,PR(>F)
UC_case_control,135.19675315745042,1.0,0.9687770901713936,0.33803147927967364
A_SMK_CIG_CUR_FREQ,236.94647102346886,1.0,1.697883324588159,0.20898834184981288
F1_SDC_AGE_CALC,153.17646980354186,1.0,1.0976140420042622,0.30865516460744613
SDC_GENDER,237.18330639681426,1.0,1.6995804118219924,0.20877084732644563
A_HS_DENTAL_VISIT_LAST,36.59107319174367,1.0,0.26220003502349215,0.6148380112657461
PM_BIOIMPED_BMI,165.2061792871726,1.0,1.183815128028766,0.2909351284040868
PM_BIOIMPED_WEIGHT,102.99957430053132,1.0,0.7380623095552656,0.4015789531753444
PM_WAIST_AVG,28.201781727441755,1.0,0.20208503090115953,0.6584092893927138
PM_WAIST_HIP_RATIO,9.870140076864411,1.0,0.07072629600884628,0.7933044659423257
PM_STANDING_HEIGHT_AVG,164.88023599184714,1.0,1.1814795216637335,0.291396776533566
A_SLE_LIGHT_EXP,4.187091372591862,1.0,0.030003369914492307,0.8644155418814542
NUT_VEG_DAY_QTY,55.86099181682043,1.0,0.4002821653813146,0.5348989981016525
NUT_JUICE_DAY_QTY,109.63495302743789,1.0,0.7856093308047435,0.38711993734392003
REFINED_GRAIN_SERVINGS_DAY_QTY,128.80366116712236,1.0,0.9229662188971767,0.3494260101904796
PM_BIOIMPED_FFM,61.308781839059584,1.0,0.4393193023121341,0.5158496950232332
SALT_SEASONING,119.44994812164636,1.0,0.8559404753429567,0.36711535534106055
NUTS_SEEDS_SERVINGS_PER_DAY,382.6332740863218,1.0,2.741828788154388,0.11508200471379529
Residual,2511.972652453591,18.0,,
