"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,9.32318231560538,9.32318231560538,0,0.0296704616220267,1
"md$A_SMK_CIG_CUR_FREQ",1,7.23718729123555,7.23718729123555,0,0.0230319091171908,1
"md$F1_SDC_AGE_CALC",1,5.03390311483549,5.03390311483549,0,0.0160200910077375,1
"md$PM_BIOIMPED_WEIGHT",1,3.69995216104683,3.69995216104683,0,0.0117748730939138,1
"md$PM_WAIST_AVG",1,2.92929836357673,2.92929836357673,0,0.00932231417704776,1
"md$PM_WAIST_HIP_RATIO",1,2.1927931584305,2.1927931584305,0,0.00697843108177276,1
"md$PM_STANDING_HEIGHT_AVG",1,0.397282632121655,0.397282632121655,0,0.00126432785399176,1
"md$A_SLE_LIGHT_EXP",1,0.528236231877901,0.528236231877901,0,0.00168107973380113,1
"md$NUT_VEG_DAY_QTY",1,3.5904720437102,3.5904720437102,0,0.0114264592680494,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,6.52082781820506,6.52082781820506,0,0.0207521385911388,1
"md$PM_BIOIMPED_FFM",1,3.91584111398217,3.91584111398217,0,0.0124619265779978,1
"md$CASE_CONTROL:md$A_SMK_CIG_CUR_FREQ",1,3.66404337543383,3.66404337543383,0,0.0116605955640579,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC",1,3.23993098118489,3.23993098118489,0,0.0103108836211812,1
"md$A_SMK_CIG_CUR_FREQ:md$F1_SDC_AGE_CALC",1,1.07223579881872,1.07223579881872,0,0.00341232532430083,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT",1,2.19738089378558,2.19738089378558,0,0.00699303127097609,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_BIOIMPED_WEIGHT",1,3.13642412977141,3.13642412977141,0,0.00998147935142448,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,3.19101905573719,3.19101905573719,0,0.0101552243883432,1
"md$CASE_CONTROL:md$PM_WAIST_AVG",1,0.201370607391752,0.201370607391752,0,0.000640849730935806,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_AVG",1,0.61685699423537,0.61685699423537,0,0.00196310992901042,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,1.05883902818992,1.05883902818992,0,0.00336969091521761,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,0.457415872041011,0.457415872041011,0,0.00145569823878505,1
"md$CASE_CONTROL:md$PM_WAIST_HIP_RATIO",1,2.89840399732577,2.89840399732577,0,0.00922399473233931,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_HIP_RATIO",1,6.05692427621402,6.05692427621402,0,0.0192757937366648,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_HIP_RATIO",1,4.52380908978198,4.52380908978198,0,0.0143967477455723,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,0.209198224723281,0.209198224723281,0,0.000665760647805714,1
"md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,0.913914351407811,0.913914351407811,0,0.0029084769310879,1
"md$CASE_CONTROL:md$PM_STANDING_HEIGHT_AVG",1,0.0840348441791718,0.0840348441791718,0,0.000267435789060745,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_STANDING_HEIGHT_AVG",1,2.66596988658763,2.66596988658763,0,0.00848428728815875,1
