"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,21.687875817196,21.687875817196,0.669133151066127,0.0528160169356037,0.809
"Residuals",12,388.942782750623,32.4118985625519,NA,0.947183983064396,NA
"Total",13,410.630658567819,NA,NA,1,NA
