,sum_sq,df,F,PR(>F)
CASE_CONTROL,14.205670412678279,1.0,5.925304300026483,0.016011284185741305
A_SMK_CIG_CUR_FREQ,2.3281918579963863,1.0,0.9711083550946427,0.32587341892154653
F1_SDC_AGE_CALC,0.01706109147790974,1.0,0.007116324380367225,0.9328757101453431
SDC_GENDER,19.639621309631142,1.0,8.191850804379538,0.004763954931643822
PM_BIOIMPED_WEIGHT,2.5900911290049033,1.0,1.0803487380966013,0.3001683728305324
PM_WAIST_AVG,1.8776646342989178,1.0,0.7831896706324776,0.37747903860343013
PM_WAIST_HIP_RATIO,0.17021084720682736,1.0,0.07099637226312482,0.7902303926384064
PM_STANDING_HEIGHT_AVG,0.32267552742257344,1.0,0.13459066940226277,0.714197717506919
A_SLE_LIGHT_EXP,1.528744189155427,1.0,0.6376520258810751,0.4257314073394062
NUT_VEG_DAY_QTY,0.4734081895747221,1.0,0.1974625272772321,0.657369916821569
REFINED_GRAIN_SERVINGS_DAY_QTY,4.778356331544775,1.0,1.9930925113602556,0.1599357662882186
PM_BIOIMPED_FFM,4.791773301954404,1.0,1.9986888422726317,0.15935411561991747
Residual,388.38825659023036,162.0,,
