"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,4.4171684033797,4.4171684033797,2.42801039745062,0.050136488728813,0.099
"Residuals",46,83.6856986975066,1.81925431951101,NA,0.949863511271187,NA
"Total",47,88.1028671008863,NA,NA,1,NA
