"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,55.9415321080239,55.9415321080239,0,0.0193033213980283,1
"md$A_SMK_CIG_CUR_FREQ",1,111.389576748708,111.389576748708,0,0.0384363588079534,1
"md$F1_SDC_AGE_CALC",1,86.6378900369263,86.6378900369263,0,0.0298954814716265,1
"md$PM_BIOIMPED_WEIGHT",1,37.5244863118808,37.5244863118808,0,0.0129482906934945,1
"md$PM_WAIST_AVG",1,36.5602446443116,36.5602446443116,0,0.0126155671138379,1
"md$PM_WAIST_HIP_RATIO",1,91.7768266412996,91.7768266412996,0,0.0316687354598576,1
"md$PM_STANDING_HEIGHT_AVG",1,59.0899319185771,59.0899319185771,0,0.0203897159092699,1
"md$A_SLE_LIGHT_EXP",1,30.2380060547242,30.2380060547242,0,0.0104340000588963,1
"md$NUT_VEG_DAY_QTY",1,95.2000264884856,95.2000264884856,0,0.032849953141424,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,33.7052387429292,33.7052387429292,0,0.0116304118198922,1
"md$PM_BIOIMPED_FFM",1,68.9597431184993,68.9597431184993,0,0.023795417014525,1
"md$UC_case_control:md$A_SMK_CIG_CUR_FREQ",1,94.191183761859,94.191183761859,0,0.0325018394116367,1
"md$UC_case_control:md$F1_SDC_AGE_CALC",1,45.2683528693053,45.2683528693053,0,0.0156204081595081,1
"md$UC_case_control:md$PM_BIOIMPED_WEIGHT",1,93.3706194323196,93.3706194323196,0,0.0322186934843806,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,30.0313921242494,30.0313921242494,0,0.010362705352531,1
"md$UC_case_control:md$PM_WAIST_AVG",1,55.6524731672156,55.6524731672156,0,0.0192035780154799,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,66.2262386624718,66.2262386624718,0,0.022852187305411,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,48.0409074851516,48.0409074851516,0,0.0165771126119339,1
"md$UC_case_control:md$PM_WAIST_HIP_RATIO",1,51.4591341231721,51.4591341231721,0,0.017756614225826,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_HIP_RATIO",1,47.1669120449455,47.1669120449455,0,0.0162755296154201,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,44.3392214895216,44.3392214895216,0,0.015299799821318,1
"md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,32.4806333049207,32.4806333049207,0,0.0112078464831044,1
"md$UC_case_control:md$PM_STANDING_HEIGHT_AVG",1,44.8604208354261,44.8604208354261,0,0.0154796461377723,1
"md$F1_SDC_AGE_CALC:md$PM_STANDING_HEIGHT_AVG",1,41.6103887167869,41.6103887167869,0,0.0143581821346259,1
"md$PM_BIOIMPED_WEIGHT:md$PM_STANDING_HEIGHT_AVG",1,58.8176620497875,58.8176620497875,0,0.020295765804827,1
"md$PM_WAIST_AVG:md$PM_STANDING_HEIGHT_AVG",1,53.4391015992862,53.4391015992862,0,0.0184398266282906,1
"md$PM_WAIST_HIP_RATIO:md$PM_STANDING_HEIGHT_AVG",1,48.9680770943398,48.9680770943398,0,0.0168970440167814,1
"md$UC_case_control:md$A_SLE_LIGHT_EXP",1,30.8899934211024,30.8899934211024,0,0.010658976408424,1
"md$F1_SDC_AGE_CALC:md$A_SLE_LIGHT_EXP",1,111.859264341884,111.859264341884,0,0.0385984303534778,1
"md$PM_BIOIMPED_WEIGHT:md$A_SLE_LIGHT_EXP",1,76.705054340491,76.705054340491,0,0.0264680329800147,1
"md$PM_WAIST_AVG:md$A_SLE_LIGHT_EXP",1,59.5286841329939,59.5286841329939,0,0.0205411128176104,1
"md$PM_WAIST_HIP_RATIO:md$A_SLE_LIGHT_EXP",1,60.1920544828574,60.1920544828574,0,0.0207700170071598,1
"md$PM_STANDING_HEIGHT_AVG:md$A_SLE_LIGHT_EXP",1,23.8474123935787,23.8474123935787,0,0.00822884623638233,1
"md$UC_case_control:md$NUT_VEG_DAY_QTY",1,43.8941621883814,43.8941621883814,0,0.0151462265742625,1
"md$F1_SDC_AGE_CALC:md$NUT_VEG_DAY_QTY",1,34.4764830557697,34.4764830557697,0,0.0118965392619939,1
"md$PM_BIOIMPED_WEIGHT:md$NUT_VEG_DAY_QTY",1,47.3212020335175,47.3212020335175,0,0.0163287692948796,1
"md$PM_WAIST_AVG:md$NUT_VEG_DAY_QTY",1,70.475397448889,70.475397448889,0,0.0243184123914004,1
"md$PM_WAIST_HIP_RATIO:md$NUT_VEG_DAY_QTY",1,69.0246869290663,69.0246869290663,0,0.0238178266840665,1
"md$PM_STANDING_HEIGHT_AVG:md$NUT_VEG_DAY_QTY",1,48.4026417485165,48.4026417485165,0,0.0167019335183926,1
"md$A_SLE_LIGHT_EXP:md$NUT_VEG_DAY_QTY",1,63.1930848334609,63.1930848334609,0,0.0218055598534135,1
"md$UC_case_control:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,50.36424595673,50.36424595673,0,0.0173788094468843,1
"md$F1_SDC_AGE_CALC:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,52.6981606282907,52.6981606282907,0,0.0181841557311747,1
"md$PM_BIOIMPED_WEIGHT:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,54.4373211309876,54.4373211309876,0,0.0187842746925483,1
"md$PM_WAIST_AVG:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,83.627312561875,83.627312561875,0,0.0288566442713446,1
"md$PM_WAIST_HIP_RATIO:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,52.3311666717868,52.3311666717868,0,0.0180575199021837,1
"md$PM_STANDING_HEIGHT_AVG:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,56.3963454941863,56.3963454941863,0,0.0194602604134323,1
"md$A_SLE_LIGHT_EXP:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,41.9307954102951,41.9307954102951,0,0.0144687424491151,1
"md$NUT_VEG_DAY_QTY:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,73.3641619906789,73.3641619906789,0,0.0253152165240745,1
"md$UC_case_control:md$PM_BIOIMPED_FFM",1,61.1553324294864,61.1553324294864,0,0.0211024080429202,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_FFM",1,40.231067627753,40.231067627753,0,0.0138822302382551,1
"md$PM_BIOIMPED_WEIGHT:md$PM_BIOIMPED_FFM",1,28.73399636161,28.73399636161,0,0.00991502280893695,1
"Residuals",0,-5.18512396548407e-14,-Inf,NA,-1.789191511614e-17,NA
"Total",51,2898.02624918931,NA,NA,1,NA
